raw_value,category,numeric_value
26/100,numeric_fraction,26.0
96,numeric,96.0
20,numeric,20.0
57,numeric,57.0
2,numeric,2.0
5,numeric,5.0
12,numeric,12.0
41,numeric,41.0
HIGH,categorical_risk,
229,numeric,229.0
Low,categorical_risk,
84,numeric,84.0
26/100,numeric_fraction,26.0
18,numeric,18.0
79/100,numeric_fraction,79.0
31,numeric,31.0
27,numeric,27.0
80,numeric,80.0
27/100,numeric_fraction,27.0
,missing,
62,numeric,62.0
31,numeric,31.0
56,numeric,56.0
62,numeric,62.0
102,numeric,102.0
72,numeric,72.0
69,numeric,69.0
86/100,numeric_fraction,86.0
11,numeric,11.0
68,numeric,68.0
80,numeric,80.0
10/100,numeric_fraction,10.0
54,numeric,54.0
12,numeric,12.0
41/100,numeric_fraction,41.0
48,numeric,48.0
0,numeric,0.0
8,numeric,8.0
244,numeric,244.0
Medium,categorical_risk,
48,numeric,48.0
,missing,
23,numeric,23.0
60,numeric,60.0
114,numeric,114.0
41,numeric,41.0
91/100,numeric_fraction,91.0
16,numeric,16.0
,missing,
,missing,
43,numeric,43.0
88,numeric,88.0
70,numeric,70.0
66,numeric,66.0
medium,categorical_risk,
61,numeric,61.0
56,numeric,56.0
141,numeric,141.0
-10,numeric,-10.0
9,numeric,9.0
92,numeric,92.0
33/100,numeric_fraction,33.0
15,numeric,15.0
27,numeric,27.0
75,numeric,75.0
HIGH,categorical_risk,
38,numeric,38.0
65,numeric,65.0
HIGH,categorical_risk,
HIGH,categorical_risk,
13,numeric,13.0
7,numeric,7.0
64,numeric,64.0
51/100,numeric_fraction,51.0
95,numeric,95.0
20,numeric,20.0
117,numeric,117.0
4,numeric,4.0
47,numeric,47.0
70,numeric,70.0
79,numeric,79.0
87,numeric,87.0
57,numeric,57.0
3,numeric,3.0
90/100,numeric_fraction,90.0
43,numeric,43.0
-4,numeric,-4.0
79/100,numeric_fraction,79.0
-8,numeric,-8.0
48,numeric,48.0
23,numeric,23.0
44,numeric,44.0
89/100,numeric_fraction,89.0
67,numeric,67.0
74,numeric,74.0
52,numeric,52.0
72,numeric,72.0
45,numeric,45.0
97,numeric,97.0
92,numeric,92.0
82/100,numeric_fraction,82.0
,missing,
34,numeric,34.0
47,numeric,47.0
60,numeric,60.0
83,numeric,83.0
54,numeric,54.0
24,numeric,24.0
50,numeric,50.0
55,numeric,55.0
209,numeric,209.0
75/100,numeric_fraction,75.0
39,numeric,39.0
17,numeric,17.0
54,numeric,54.0
202,numeric,202.0
37,numeric,37.0
52,numeric,52.0
163,numeric,163.0
,missing,
,missing,
70,numeric,70.0
69,numeric,69.0
68,numeric,68.0
34,numeric,34.0
25,numeric,25.0
50/100,numeric_fraction,50.0
14,numeric,14.0
17,numeric,17.0
97,numeric,97.0
High,categorical_risk,
49,numeric,49.0
HIGH,categorical_risk,
19,numeric,19.0
,missing,
74,numeric,74.0
30,numeric,30.0
35,numeric,35.0
69,numeric,69.0
47,numeric,47.0
35,numeric,35.0
60,numeric,60.0
65,numeric,65.0
35,numeric,35.0
97,numeric,97.0
173,numeric,173.0
58,numeric,58.0
7,numeric,7.0
,missing,
-5,numeric,-5.0
86,numeric,86.0
,missing,
78,numeric,78.0
72,numeric,72.0
45,numeric,45.0
19,numeric,19.0
9,numeric,9.0
111,numeric,111.0
31,numeric,31.0
64,numeric,64.0
34,numeric,34.0
44,numeric,44.0
177,numeric,177.0
3,numeric,3.0
95,numeric,95.0
63,numeric,63.0
64,numeric,64.0
142,numeric,142.0
78/100,numeric_fraction,78.0
74,numeric,74.0
0/100,numeric_fraction,0.0
6,numeric,6.0
64,numeric,64.0
88,numeric,88.0
231,numeric,231.0
38,numeric,38.0
medium,categorical_risk,
70,numeric,70.0
134,numeric,134.0
97,numeric,97.0
34/100,numeric_fraction,34.0
95,numeric,95.0
96,numeric,96.0
26,numeric,26.0
68,numeric,68.0
10,numeric,10.0
1,numeric,1.0
33,numeric,33.0
50,numeric,50.0
80,numeric,80.0
59,numeric,59.0
80,numeric,80.0
85,numeric,85.0
90,numeric,90.0
-8,numeric,-8.0
192,numeric,192.0
95,numeric,95.0
17,numeric,17.0
,missing,
,missing,
56,numeric,56.0
46/100,numeric_fraction,46.0
54,numeric,54.0
63,numeric,63.0
2,numeric,2.0
95,numeric,95.0
215,numeric,215.0
95,numeric,95.0
47,numeric,47.0
93,numeric,93.0
43/100,numeric_fraction,43.0
32,numeric,32.0
79,numeric,79.0
6,numeric,6.0
,missing,
36,numeric,36.0
38,numeric,38.0
16,numeric,16.0
93,numeric,93.0
78,numeric,78.0
94,numeric,94.0
55,numeric,55.0
33,numeric,33.0
-9,numeric,-9.0
33,numeric,33.0
-3,numeric,-3.0
60,numeric,60.0
47,numeric,47.0
medium,categorical_risk,
233,numeric,233.0
High,categorical_risk,
239,numeric,239.0
68,numeric,68.0
115,numeric,115.0
10,numeric,10.0
88/100,numeric_fraction,88.0
16,numeric,16.0
69,numeric,69.0
25,numeric,25.0
95/100,numeric_fraction,95.0
61,numeric,61.0
40,numeric,40.0
63,numeric,63.0
14,numeric,14.0
81,numeric,81.0
90,numeric,90.0
19,numeric,19.0
99,numeric,99.0
19,numeric,19.0
62,numeric,62.0
-9,numeric,-9.0
-4,numeric,-4.0
89,numeric,89.0
medium,categorical_risk,
42,numeric,42.0
72/100,numeric_fraction,72.0
62,numeric,62.0
85,numeric,85.0
37,numeric,37.0
85/100,numeric_fraction,85.0
14,numeric,14.0
High,categorical_risk,
-4,numeric,-4.0
90,numeric,90.0
10/100,numeric_fraction,10.0
57,numeric,57.0
68,numeric,68.0
,missing,
175,numeric,175.0
,missing,
-4,numeric,-4.0
82,numeric,82.0
-6,numeric,-6.0
74/100,numeric_fraction,74.0
57,numeric,57.0
medium,categorical_risk,
28,numeric,28.0
167,numeric,167.0
225,numeric,225.0
41,numeric,41.0
24,numeric,24.0
,missing,
2,numeric,2.0
41,numeric,41.0
2,numeric,2.0
41/100,numeric_fraction,41.0
Low,categorical_risk,
99,numeric,99.0
3,numeric,3.0
41/100,numeric_fraction,41.0
Medium,categorical_risk,
65,numeric,65.0
67/100,numeric_fraction,67.0
16,numeric,16.0
73,numeric,73.0
40,numeric,40.0
72,numeric,72.0
42,numeric,42.0
98,numeric,98.0
85,numeric,85.0
63,numeric,63.0
-1,numeric,-1.0
94,numeric,94.0
4,numeric,4.0
92,numeric,92.0
61,numeric,61.0
-4,numeric,-4.0
71,numeric,71.0
69,numeric,69.0
94,numeric,94.0
50,numeric,50.0
49/100,numeric_fraction,49.0
1,numeric,1.0
5,numeric,5.0
67,numeric,67.0
65,numeric,65.0
58,numeric,58.0
medium,categorical_risk,
147,numeric,147.0
11/100,numeric_fraction,11.0
-1,numeric,-1.0
33/100,numeric_fraction,33.0
,missing,
11,numeric,11.0
68,numeric,68.0
67,numeric,67.0
157,numeric,157.0
39,numeric,39.0
77,numeric,77.0
64,numeric,64.0
-1,numeric,-1.0
95,numeric,95.0
24,numeric,24.0
96,numeric,96.0
88,numeric,88.0
32/100,numeric_fraction,32.0
19,numeric,19.0
32,numeric,32.0
71/100,numeric_fraction,71.0
26,numeric,26.0
34,numeric,34.0
14,numeric,14.0
7,numeric,7.0
53,numeric,53.0
0,numeric,0.0
High,categorical_risk,
61,numeric,61.0
21,numeric,21.0
137,numeric,137.0
79,numeric,79.0
High,categorical_risk,
63,numeric,63.0
81,numeric,81.0
54,numeric,54.0
56/100,numeric_fraction,56.0
,missing,
91,numeric,91.0
63,numeric,63.0
70/100,numeric_fraction,70.0
5,numeric,5.0
37,numeric,37.0
31,numeric,31.0
,missing,
80,numeric,80.0
18,numeric,18.0
,missing,
81,numeric,81.0
75,numeric,75.0
58,numeric,58.0
Low,categorical_risk,
HIGH,categorical_risk,
60/100,numeric_fraction,60.0
80,numeric,80.0
63,numeric,63.0
46/100,numeric_fraction,46.0
62,numeric,62.0
8,numeric,8.0
26/100,numeric_fraction,26.0
31,numeric,31.0
78,numeric,78.0
48/100,numeric_fraction,48.0
10,numeric,10.0
Medium,categorical_risk,
98,numeric,98.0
52,numeric,52.0
42,numeric,42.0
32,numeric,32.0
HIGH,categorical_risk,
73,numeric,73.0
,missing,
33,numeric,33.0
44,numeric,44.0
45,numeric,45.0
76,numeric,76.0
87,numeric,87.0
48,numeric,48.0
95,numeric,95.0
,missing,
90,numeric,90.0
14,numeric,14.0
,missing,
71,numeric,71.0
53,numeric,53.0
59,numeric,59.0
15,numeric,15.0
51,numeric,51.0
96,numeric,96.0
15,numeric,15.0
,missing,
medium,categorical_risk,
-9,numeric,-9.0
-5,numeric,-5.0
22,numeric,22.0
5,numeric,5.0
93,numeric,93.0
,missing,
72,numeric,72.0
26/100,numeric_fraction,26.0
,missing,
19,numeric,19.0
98,numeric,98.0
54,numeric,54.0
46,numeric,46.0
58,numeric,58.0
55,numeric,55.0
26,numeric,26.0
86,numeric,86.0
77,numeric,77.0
65,numeric,65.0
15,numeric,15.0
3/100,numeric_fraction,3.0
22,numeric,22.0
67,numeric,67.0
Medium,categorical_risk,
13/100,numeric_fraction,13.0
71,numeric,71.0
-2,numeric,-2.0
-5,numeric,-5.0
-10,numeric,-10.0
225,numeric,225.0
7,numeric,7.0
27,numeric,27.0
37/100,numeric_fraction,37.0
69,numeric,69.0
77,numeric,77.0
47,numeric,47.0
69,numeric,69.0
46,numeric,46.0
85,numeric,85.0
64,numeric,64.0
85,numeric,85.0
HIGH,categorical_risk,
68,numeric,68.0
79,numeric,79.0
165,numeric,165.0
63,numeric,63.0
58,numeric,58.0
23,numeric,23.0
95/100,numeric_fraction,95.0
72,numeric,72.0
14,numeric,14.0
34,numeric,34.0
65,numeric,65.0
6,numeric,6.0
40,numeric,40.0
54,numeric,54.0
58,numeric,58.0
82,numeric,82.0
87,numeric,87.0
,missing,
62,numeric,62.0
73,numeric,73.0
Medium,categorical_risk,
25,numeric,25.0
78,numeric,78.0
5,numeric,5.0
,missing,
24,numeric,24.0
54,numeric,54.0
,missing,
Medium,categorical_risk,
52,numeric,52.0
HIGH,categorical_risk,
67,numeric,67.0
91,numeric,91.0
41,numeric,41.0
7,numeric,7.0
50,numeric,50.0
HIGH,categorical_risk,
35,numeric,35.0
92/100,numeric_fraction,92.0
79,numeric,79.0
207,numeric,207.0
155,numeric,155.0
63,numeric,63.0
36,numeric,36.0
81,numeric,81.0
17/100,numeric_fraction,17.0
-5,numeric,-5.0
1/100,numeric_fraction,1.0
100,numeric,100.0
60,numeric,60.0
-10,numeric,-10.0
-2,numeric,-2.0
21,numeric,21.0
14,numeric,14.0
84,numeric,84.0
49,numeric,49.0
36,numeric,36.0
26,numeric,26.0
100,numeric,100.0
62,numeric,62.0
69/100,numeric_fraction,69.0
50,numeric,50.0
96,numeric,96.0
82,numeric,82.0
29,numeric,29.0
14,numeric,14.0
93,numeric,93.0
medium,categorical_risk,
8,numeric,8.0
58,numeric,58.0
74,numeric,74.0
9,numeric,9.0
High,categorical_risk,
88,numeric,88.0
32/100,numeric_fraction,32.0
90,numeric,90.0
58,numeric,58.0
23,numeric,23.0
High,categorical_risk,
-7,numeric,-7.0
76,numeric,76.0
,missing,
-5,numeric,-5.0
77,numeric,77.0
45,numeric,45.0
HIGH,categorical_risk,
76,numeric,76.0
42,numeric,42.0
23,numeric,23.0
81,numeric,81.0
49,numeric,49.0
,missing,
21,numeric,21.0
-4,numeric,-4.0
98,numeric,98.0
18,numeric,18.0
medium,categorical_risk,
8,numeric,8.0
44,numeric,44.0
70,numeric,70.0
42,numeric,42.0
76,numeric,76.0
59/100,numeric_fraction,59.0
-2,numeric,-2.0
48,numeric,48.0
73,numeric,73.0
2,numeric,2.0
-7,numeric,-7.0
22,numeric,22.0
96,numeric,96.0
,missing,
10,numeric,10.0
17,numeric,17.0
High,categorical_risk,
64,numeric,64.0
Low,categorical_risk,
56/100,numeric_fraction,56.0
medium,categorical_risk,
48,numeric,48.0
38,numeric,38.0
97,numeric,97.0
35,numeric,35.0
100,numeric,100.0
10,numeric,10.0
18,numeric,18.0
23,numeric,23.0
98,numeric,98.0
63,numeric,63.0
-2,numeric,-2.0
10,numeric,10.0
98,numeric,98.0
59,numeric,59.0
96,numeric,96.0
85,numeric,85.0
52,numeric,52.0
250,numeric,250.0
57,numeric,57.0
64,numeric,64.0
71,numeric,71.0
medium,categorical_risk,
70,numeric,70.0
High,categorical_risk,
71,numeric,71.0
203,numeric,203.0
13,numeric,13.0
-1,numeric,-1.0
58,numeric,58.0
5,numeric,5.0
35,numeric,35.0
HIGH,categorical_risk,
71/100,numeric_fraction,71.0
High,categorical_risk,
135,numeric,135.0
,missing,
-7,numeric,-7.0
-3,numeric,-3.0
93,numeric,93.0
141,numeric,141.0
37/100,numeric_fraction,37.0
20/100,numeric_fraction,20.0
20,numeric,20.0
131,numeric,131.0
76,numeric,76.0
132,numeric,132.0
60,numeric,60.0
151,numeric,151.0
87,numeric,87.0
41,numeric,41.0
41,numeric,41.0
Medium,categorical_risk,
97,numeric,97.0
10,numeric,10.0
medium,categorical_risk,
,missing,
Medium,categorical_risk,
82,numeric,82.0
233,numeric,233.0
81,numeric,81.0
71,numeric,71.0
2/100,numeric_fraction,2.0
Low,categorical_risk,
High,categorical_risk,
6,numeric,6.0
70,numeric,70.0
Medium,categorical_risk,
68,numeric,68.0
94,numeric,94.0
13,numeric,13.0
24,numeric,24.0
6/100,numeric_fraction,6.0
93,numeric,93.0
-7,numeric,-7.0
63,numeric,63.0
1,numeric,1.0
72,numeric,72.0
86,numeric,86.0
51,numeric,51.0
46,numeric,46.0
-7,numeric,-7.0
15,numeric,15.0
75,numeric,75.0
33,numeric,33.0
53/100,numeric_fraction,53.0
15,numeric,15.0
67,numeric,67.0
37/100,numeric_fraction,37.0
60,numeric,60.0
243,numeric,243.0
Medium,categorical_risk,
10,numeric,10.0
74,numeric,74.0
57/100,numeric_fraction,57.0
62,numeric,62.0
High,categorical_risk,
5,numeric,5.0
3,numeric,3.0
0,numeric,0.0
80,numeric,80.0
,missing,
-4,numeric,-4.0
40,numeric,40.0
21,numeric,21.0
,missing,
98,numeric,98.0
75/100,numeric_fraction,75.0
28,numeric,28.0
48,numeric,48.0
78/100,numeric_fraction,78.0
99,numeric,99.0
15,numeric,15.0
100,numeric,100.0
81,numeric,81.0
78,numeric,78.0
,missing,
12,numeric,12.0
52,numeric,52.0
63,numeric,63.0
90,numeric,90.0
65,numeric,65.0
26,numeric,26.0
53,numeric,53.0
medium,categorical_risk,
42,numeric,42.0
33,numeric,33.0
54,numeric,54.0
90,numeric,90.0
33,numeric,33.0
,missing,
26,numeric,26.0
High,categorical_risk,
98,numeric,98.0
66/100,numeric_fraction,66.0
87/100,numeric_fraction,87.0
Low,categorical_risk,
-1,numeric,-1.0
213,numeric,213.0
35,numeric,35.0
43/100,numeric_fraction,43.0
41,numeric,41.0
30,numeric,30.0
55,numeric,55.0
45,numeric,45.0
medium,categorical_risk,
80,numeric,80.0
41,numeric,41.0
65,numeric,65.0
46,numeric,46.0
71/100,numeric_fraction,71.0
85,numeric,85.0
83,numeric,83.0
96,numeric,96.0
72,numeric,72.0
-10,numeric,-10.0
24,numeric,24.0
60,numeric,60.0
-6,numeric,-6.0
97,numeric,97.0
-2,numeric,-2.0
69,numeric,69.0
239,numeric,239.0
78,numeric,78.0
18,numeric,18.0
89/100,numeric_fraction,89.0
116,numeric,116.0
0,numeric,0.0
67,numeric,67.0
83,numeric,83.0
226,numeric,226.0
73/100,numeric_fraction,73.0
16/100,numeric_fraction,16.0
60,numeric,60.0
61,numeric,61.0
42,numeric,42.0
-4,numeric,-4.0
95,numeric,95.0
60,numeric,60.0
57,numeric,57.0
49,numeric,49.0
78,numeric,78.0
13,numeric,13.0
11,numeric,11.0
81,numeric,81.0
73,numeric,73.0
67,numeric,67.0
89,numeric,89.0
47,numeric,47.0
65,numeric,65.0
95,numeric,95.0
4,numeric,4.0
77,numeric,77.0
7,numeric,7.0
129,numeric,129.0
69,numeric,69.0
157,numeric,157.0
33,numeric,33.0
59,numeric,59.0
54,numeric,54.0
188,numeric,188.0
59,numeric,59.0
21,numeric,21.0
72/100,numeric_fraction,72.0
-1,numeric,-1.0
22,numeric,22.0
225,numeric,225.0
87,numeric,87.0
31,numeric,31.0
43,numeric,43.0
-5,numeric,-5.0
45,numeric,45.0
93,numeric,93.0
4,numeric,4.0
96,numeric,96.0
5,numeric,5.0
59,numeric,59.0
33,numeric,33.0
48,numeric,48.0
23,numeric,23.0
,missing,
93,numeric,93.0
26,numeric,26.0
16,numeric,16.0
212,numeric,212.0
13,numeric,13.0
90,numeric,90.0
83,numeric,83.0
31,numeric,31.0
219,numeric,219.0
39,numeric,39.0
35,numeric,35.0
90,numeric,90.0
,missing,
19,numeric,19.0
,missing,
83,numeric,83.0
medium,categorical_risk,
33,numeric,33.0
53,numeric,53.0
68,numeric,68.0
50,numeric,50.0
151,numeric,151.0
Medium,categorical_risk,
96,numeric,96.0
Medium,categorical_risk,
58,numeric,58.0
6,numeric,6.0
54,numeric,54.0
27,numeric,27.0
89,numeric,89.0
Low,categorical_risk,
95,numeric,95.0
154,numeric,154.0
26,numeric,26.0
100,numeric,100.0
94,numeric,94.0
8,numeric,8.0
41,numeric,41.0
64,numeric,64.0
HIGH,categorical_risk,
Medium,categorical_risk,
High,categorical_risk,
81,numeric,81.0
86,numeric,86.0
23,numeric,23.0
61/100,numeric_fraction,61.0
medium,categorical_risk,
2,numeric,2.0
41,numeric,41.0
51/100,numeric_fraction,51.0
42,numeric,42.0
33,numeric,33.0
199,numeric,199.0
84,numeric,84.0
100,numeric,100.0
,missing,
53,numeric,53.0
Low,categorical_risk,
81,numeric,81.0
,missing,
50,numeric,50.0
44,numeric,44.0
44,numeric,44.0
Low,categorical_risk,
,missing,
-5,numeric,-5.0
11,numeric,11.0
69,numeric,69.0
29,numeric,29.0
206,numeric,206.0
37,numeric,37.0
100,numeric,100.0
95,numeric,95.0
83,numeric,83.0
55,numeric,55.0
33,numeric,33.0
43,numeric,43.0
7,numeric,7.0
High,categorical_risk,
,missing,
44,numeric,44.0
51,numeric,51.0
3,numeric,3.0
4,numeric,4.0
15,numeric,15.0
22,numeric,22.0
60,numeric,60.0
194,numeric,194.0
12,numeric,12.0
57,numeric,57.0
High,categorical_risk,
64,numeric,64.0
-10,numeric,-10.0
68,numeric,68.0
168,numeric,168.0
72,numeric,72.0
91,numeric,91.0
54,numeric,54.0
52,numeric,52.0
73,numeric,73.0
83,numeric,83.0
69,numeric,69.0
230,numeric,230.0
6,numeric,6.0
84,numeric,84.0
22/100,numeric_fraction,22.0
medium,categorical_risk,
10,numeric,10.0
54,numeric,54.0
62/100,numeric_fraction,62.0
8,numeric,8.0
189,numeric,189.0
-2,numeric,-2.0
79/100,numeric_fraction,79.0
5/100,numeric_fraction,5.0
16,numeric,16.0
,missing,
80,numeric,80.0
27,numeric,27.0
27,numeric,27.0
High,categorical_risk,
,missing,
29/100,numeric_fraction,29.0
24,numeric,24.0
61/100,numeric_fraction,61.0
42,numeric,42.0
87,numeric,87.0
51,numeric,51.0
7,numeric,7.0
34,numeric,34.0
84/100,numeric_fraction,84.0
52,numeric,52.0
55,numeric,55.0
Medium,categorical_risk,
24,numeric,24.0
42,numeric,42.0
40,numeric,40.0
49/100,numeric_fraction,49.0
28,numeric,28.0
34,numeric,34.0
medium,categorical_risk,
38,numeric,38.0
97,numeric,97.0
4,numeric,4.0
180,numeric,180.0
45,numeric,45.0
94,numeric,94.0
-7,numeric,-7.0
9,numeric,9.0
53,numeric,53.0
101,numeric,101.0
139,numeric,139.0
-6,numeric,-6.0
77,numeric,77.0
73,numeric,73.0
17,numeric,17.0
94,numeric,94.0
33,numeric,33.0
66,numeric,66.0
32,numeric,32.0
Low,categorical_risk,
140,numeric,140.0
19,numeric,19.0
35,numeric,35.0
168,numeric,168.0
63,numeric,63.0
77,numeric,77.0
83,numeric,83.0
0,numeric,0.0
88,numeric,88.0
11,numeric,11.0
27,numeric,27.0
95,numeric,95.0
27,numeric,27.0
63,numeric,63.0
57,numeric,57.0
30/100,numeric_fraction,30.0
67,numeric,67.0
72,numeric,72.0
58,numeric,58.0
25,numeric,25.0
75,numeric,75.0
91,numeric,91.0
17,numeric,17.0
222,numeric,222.0
15/100,numeric_fraction,15.0
,missing,
High,categorical_risk,
122,numeric,122.0
44,numeric,44.0
183,numeric,183.0
42,numeric,42.0
217,numeric,217.0
0/100,numeric_fraction,0.0
108,numeric,108.0
,missing,
30,numeric,30.0
51,numeric,51.0
103,numeric,103.0
90,numeric,90.0
26,numeric,26.0
HIGH,categorical_risk,
60,numeric,60.0
27,numeric,27.0
44,numeric,44.0
99,numeric,99.0
68,numeric,68.0
213,numeric,213.0
46/100,numeric_fraction,46.0
82,numeric,82.0
61/100,numeric_fraction,61.0
26,numeric,26.0
87,numeric,87.0
Low,categorical_risk,
HIGH,categorical_risk,
81,numeric,81.0
-3,numeric,-3.0
46,numeric,46.0
91/100,numeric_fraction,91.0
26,numeric,26.0
94/100,numeric_fraction,94.0
52,numeric,52.0
50,numeric,50.0
,missing,
72,numeric,72.0
212,numeric,212.0
222,numeric,222.0
78,numeric,78.0
82,numeric,82.0
30/100,numeric_fraction,30.0
211,numeric,211.0
33,numeric,33.0
19,numeric,19.0
205,numeric,205.0
94,numeric,94.0
51,numeric,51.0
10,numeric,10.0
58,numeric,58.0
16,numeric,16.0
59,numeric,59.0
87,numeric,87.0
81,numeric,81.0
33,numeric,33.0
43,numeric,43.0
14,numeric,14.0
64,numeric,64.0
-4,numeric,-4.0
99,numeric,99.0
56,numeric,56.0
52/100,numeric_fraction,52.0
87,numeric,87.0
76,numeric,76.0
-3,numeric,-3.0
13,numeric,13.0
26,numeric,26.0
24,numeric,24.0
35,numeric,35.0
93,numeric,93.0
156,numeric,156.0
-6,numeric,-6.0
19,numeric,19.0
-2,numeric,-2.0
84,numeric,84.0
13,numeric,13.0
14,numeric,14.0
134,numeric,134.0
,missing,
11/100,numeric_fraction,11.0
58,numeric,58.0
94,numeric,94.0
84,numeric,84.0
50,numeric,50.0
39,numeric,39.0
2,numeric,2.0
60,numeric,60.0
Low,categorical_risk,
15,numeric,15.0
84,numeric,84.0
-4,numeric,-4.0
-9,numeric,-9.0
83,numeric,83.0
12,numeric,12.0
medium,categorical_risk,
14,numeric,14.0
-8,numeric,-8.0
160,numeric,160.0
96,numeric,96.0
81,numeric,81.0
medium,categorical_risk,
74,numeric,74.0
92,numeric,92.0
240,numeric,240.0
73,numeric,73.0
-6,numeric,-6.0
57,numeric,57.0
76,numeric,76.0
95,numeric,95.0
32,numeric,32.0
36,numeric,36.0
74,numeric,74.0
,missing,
77/100,numeric_fraction,77.0
94,numeric,94.0
5,numeric,5.0
51,numeric,51.0
-4,numeric,-4.0
72,numeric,72.0
medium,categorical_risk,
Low,categorical_risk,
-8,numeric,-8.0
207,numeric,207.0
High,categorical_risk,
-6,numeric,-6.0
12,numeric,12.0
70,numeric,70.0
42,numeric,42.0
51/100,numeric_fraction,51.0
87,numeric,87.0
58,numeric,58.0
High,categorical_risk,
55,numeric,55.0
-3,numeric,-3.0
78,numeric,78.0
-10,numeric,-10.0
14,numeric,14.0
11,numeric,11.0
HIGH,categorical_risk,
47,numeric,47.0
-4,numeric,-4.0
15,numeric,15.0
48/100,numeric_fraction,48.0
3,numeric,3.0
,missing,
53/100,numeric_fraction,53.0
66/100,numeric_fraction,66.0
49/100,numeric_fraction,49.0
medium,categorical_risk,
61,numeric,61.0
-9,numeric,-9.0
100,numeric,100.0
53,numeric,53.0
Low,categorical_risk,
47,numeric,47.0
22,numeric,22.0
-6,numeric,-6.0
52,numeric,52.0
88,numeric,88.0
88,numeric,88.0
86,numeric,86.0
HIGH,categorical_risk,
Low,categorical_risk,
HIGH,categorical_risk,
78,numeric,78.0
medium,categorical_risk,
84,numeric,84.0
15,numeric,15.0
7,numeric,7.0
57,numeric,57.0
32,numeric,32.0
51,numeric,51.0
8/100,numeric_fraction,8.0
221,numeric,221.0
19,numeric,19.0
Low,categorical_risk,
65,numeric,65.0
95,numeric,95.0
5,numeric,5.0
-5,numeric,-5.0
29,numeric,29.0
246,numeric,246.0
High,categorical_risk,
36,numeric,36.0
19,numeric,19.0
93,numeric,93.0
39,numeric,39.0
18,numeric,18.0
27,numeric,27.0
2,numeric,2.0
61,numeric,61.0
188,numeric,188.0
-10,numeric,-10.0
31,numeric,31.0
-6,numeric,-6.0
90,numeric,90.0
44,numeric,44.0
6,numeric,6.0
2,numeric,2.0
240,numeric,240.0
58,numeric,58.0
105,numeric,105.0
86,numeric,86.0
-6,numeric,-6.0
16,numeric,16.0
80,numeric,80.0
70,numeric,70.0
10,numeric,10.0
54,numeric,54.0
34,numeric,34.0
83,numeric,83.0
7,numeric,7.0
-9,numeric,-9.0
230,numeric,230.0
80,numeric,80.0
74,numeric,74.0
99,numeric,99.0
144,numeric,144.0
,missing,
-1,numeric,-1.0
88/100,numeric_fraction,88.0
20,numeric,20.0
8,numeric,8.0
78,numeric,78.0
-10,numeric,-10.0
50,numeric,50.0
-4,numeric,-4.0
82,numeric,82.0
,missing,
65,numeric,65.0
18/100,numeric_fraction,18.0
75/100,numeric_fraction,75.0
-7,numeric,-7.0
90,numeric,90.0
36,numeric,36.0
25,numeric,25.0
50,numeric,50.0
51,numeric,51.0
4,numeric,4.0
-10,numeric,-10.0
26,numeric,26.0
93,numeric,93.0
-9,numeric,-9.0
50,numeric,50.0
25,numeric,25.0
91,numeric,91.0
-3,numeric,-3.0
84,numeric,84.0
80,numeric,80.0
82,numeric,82.0
50,numeric,50.0
43,numeric,43.0
1,numeric,1.0
16,numeric,16.0
86,numeric,86.0
91,numeric,91.0
40,numeric,40.0
69,numeric,69.0
18,numeric,18.0
39/100,numeric_fraction,39.0
52,numeric,52.0
12,numeric,12.0
60,numeric,60.0
55,numeric,55.0
5/100,numeric_fraction,5.0
56/100,numeric_fraction,56.0
24,numeric,24.0
87,numeric,87.0
36/100,numeric_fraction,36.0
51,numeric,51.0
HIGH,categorical_risk,
71,numeric,71.0
,missing,
30,numeric,30.0
171,numeric,171.0
,missing,
72,numeric,72.0
98,numeric,98.0
0,numeric,0.0
8,numeric,8.0
231,numeric,231.0
84/100,numeric_fraction,84.0
71,numeric,71.0
147,numeric,147.0
49/100,numeric_fraction,49.0
25,numeric,25.0
43,numeric,43.0
94,numeric,94.0
99,numeric,99.0
-7,numeric,-7.0
,missing,
,missing,
30,numeric,30.0
58,numeric,58.0
242,numeric,242.0
76,numeric,76.0
29,numeric,29.0
-5,numeric,-5.0
20,numeric,20.0
9,numeric,9.0
32,numeric,32.0
11,numeric,11.0
92,numeric,92.0
5,numeric,5.0
,missing,
43,numeric,43.0
44,numeric,44.0
81,numeric,81.0
242,numeric,242.0
33,numeric,33.0
46,numeric,46.0
212,numeric,212.0
93/100,numeric_fraction,93.0
64,numeric,64.0
50,numeric,50.0
99,numeric,99.0
90,numeric,90.0
80,numeric,80.0
61,numeric,61.0
,missing,
54/100,numeric_fraction,54.0
35,numeric,35.0
,missing,
24,numeric,24.0
54,numeric,54.0
17,numeric,17.0
61,numeric,61.0
38,numeric,38.0
19,numeric,19.0
69,numeric,69.0
69,numeric,69.0
84,numeric,84.0
160,numeric,160.0
10,numeric,10.0
78,numeric,78.0
-4,numeric,-4.0
97,numeric,97.0
6,numeric,6.0
79,numeric,79.0
3,numeric,3.0
96,numeric,96.0
20,numeric,20.0
175,numeric,175.0
14,numeric,14.0
53,numeric,53.0
81,numeric,81.0
189,numeric,189.0
96,numeric,96.0
-6,numeric,-6.0
93/100,numeric_fraction,93.0
111,numeric,111.0
medium,categorical_risk,
1,numeric,1.0
27,numeric,27.0
99,numeric,99.0
154,numeric,154.0
75,numeric,75.0
