dataset,column,raw_value,frequency
IAM,user_id,12054,1
IAM,user_id,EMP-11579,1
IAM,user_id,emp12747,1
IAM,user_id,emp_11986,1
IAM,user_id,emp12974,1
IAM,user_id,EMP12226,1
IAM,user_id,emp11416,1
IAM,user_id,EMP-11745,1
IAM,user_id,emp_12826,1
IAM,user_id,EMP-11406,1
IAM,user_id,10949,1
IAM,user_id,11056,1
IAM,user_id,EMP 11270,1
IAM,user_id,EMP-10136,1
IAM,user_id,emp_10563,1
IAM,user_id,EMP 10918,1
IAM,user_id,EMP-12100,1
IAM,user_id,EMP-10688,1
IAM,user_id,EMP 12775,1
IAM,user_id,emp_11572,1
IAM,user_id,emp10725,1
IAM,user_id,EMP-10310,1
IAM,user_id,EMP 10073,1
IAM,user_id,EMP 10356,1
IAM,user_id,EMP 10855,1
IAM,user_id,11497,1
IAM,user_id,EMP 10031,1
IAM,user_id,emp_11216,1
IAM,user_id,EMP-12399,1
IAM,user_id,emp10562,1
IAM,user_id,EMP-12917,1
IAM,user_id,EMP-11960,1
IAM,user_id,emp10169,1
IAM,user_id,12564,1
IAM,user_id,12191,1
IAM,user_id,emp_11328,1
IAM,user_id,EMP-12535,1
IAM,user_id,EMP-11610,1
IAM,user_id,EMP-11449,1
IAM,user_id,emp11520,1
IAM,user_id,emp_12847,1
IAM,user_id,EMP-10702,1
IAM,user_id,11165,1
IAM,user_id,emp11093,1
IAM,user_id,EMP-10818,1
IAM,user_id,emp_10139,1
IAM,user_id,EMP-10854,1
IAM,user_id,emp10263,1
IAM,user_id,10804,1
IAM,user_id,emp_10243,1
IAM,user_id,EMP-12719,1
IAM,user_id,EMP11056,1
IAM,user_id,emp_10923,1
IAM,user_id,EMP-11588,1
IAM,user_id,emp10932,1
IAM,user_id,emp_12861,1
IAM,user_id,EMP10460,1
IAM,user_id,11462,1
IAM,user_id,emp10641,1
IAM,user_id,emp11169,1
IAM,user_id,EMP-11983,1
IAM,user_id,EMP-12514,1
IAM,user_id,10178,1
IAM,user_id,emp_11402,1
IAM,user_id,emp12278,1
IAM,user_id,10996,1
IAM,user_id,emp_11861,1
IAM,user_id,EMP11176,1
IAM,user_id,11099,1
IAM,user_id,emp_10802,1
IAM,user_id,EMP 12704,1
IAM,user_id,emp_10733,1
IAM,user_id,emp_10694,1
IAM,user_id,emp12439,1
IAM,user_id,EMP 10550,1
IAM,user_id,EMP11917,1
IAM,user_id,EMP 12745,1
IAM,user_id,EMP 10130,1
IAM,user_id,emp_10148,1
IAM,user_id,emp_12055,1
IAM,user_id,emp12279,1
IAM,user_id,EMP 10956,1
IAM,user_id,11494,1
IAM,user_id,emp10115,1
IAM,user_id,EMP12514,1
IAM,user_id,emp12695,1
IAM,user_id,EMP 10764,1
IAM,user_id,10105,1
IAM,user_id,12453,1
IAM,user_id,12055,1
IAM,user_id,EMP12062,1
IAM,user_id,emp_12878,1
IAM,user_id,EMP-10115,1
IAM,user_id,EMP 10026,1
IAM,user_id,EMP 10814,1
IAM,user_id,10422,1
IAM,user_id,emp10252,1
IAM,user_id,emp10112,1
IAM,user_id,EMP-10979,1
IAM,user_id,emp_10017,1
IAM,user_id,EMP-12867,1
IAM,user_id,EMP10717,1
IAM,user_id,EMP 10480,1
IAM,user_id,EMP10980,1
IAM,user_id,EMP12815,1
IAM,user_id,11320,1
IAM,user_id,emp12880,1
IAM,user_id,EMP-12859,1
IAM,user_id,EMP10343,1
IAM,user_id,EMP 12476,1
IAM,user_id,emp_10582,1
IAM,user_id,EMP-11417,1
IAM,user_id,EMP 11944,1
IAM,user_id,emp_11251,1
IAM,user_id,emp_12706,1
IAM,user_id,EMP-12178,1
IAM,user_id,EMP-11171,1
IAM,user_id,EMP12494,1
IAM,user_id,12454,1
IAM,user_id,EMP 11144,1
IAM,user_id,EMP-12584,1
IAM,user_id,EMP10814,1
IAM,user_id,EMP-10980,1
IAM,user_id,EMP 10989,1
IAM,user_id,emp_10561,1
IAM,user_id,EMP 11119,1
IAM,user_id,EMP 11336,1
IAM,user_id,EMP-11246,1
IAM,user_id,EMP11907,1
IAM,user_id,11796,1
IAM,user_id,11134,1
IAM,user_id,emp11064,1
IAM,user_id,emp11526,1
IAM,user_id,emp12249,1
IAM,user_id,emp10894,1
IAM,user_id,EMP-10414,1
IAM,user_id,11318,1
IAM,user_id,emp11966,1
IAM,user_id,emp12336,1
IAM,user_id,10939,1
IAM,user_id,10104,1
IAM,user_id,emp_12355,1
IAM,user_id,11340,1
IAM,user_id,12461,1
IAM,user_id,emp_10489,1
IAM,user_id,EMP12527,1
IAM,user_id,EMP 11222,1
IAM,user_id,EMP-10633,1
IAM,user_id,EMP 12569,1
IAM,user_id,emp_10937,1
IAM,user_id,11616,1
IAM,user_id,12649,1
IAM,user_id,emp12765,1
IAM,user_id,EMP11687,1
IAM,user_id,emp11946,1
IAM,user_id,EMP 11880,1
IAM,user_id,10637,1
IAM,user_id,emp_11339,1
IAM,user_id,emp12271,1
IAM,user_id,emp_12491,1
IAM,user_id,emp10724,1
IAM,user_id,EMP11309,1
IAM,user_id,EMP 11039,1
IAM,user_id,10072,1
IAM,user_id,EMP10149,1
IAM,user_id,emp_12548,1
IAM,user_id,10985,1
IAM,user_id,11136,1
IAM,user_id,emp_10577,1
IAM,user_id,EMP 11362,1
IAM,user_id,emp_12219,1
IAM,user_id,emp11677,1
IAM,user_id,10415,1
IAM,user_id,10143,1
IAM,user_id,emp_12562,1
IAM,user_id,emp10120,1
IAM,user_id,emp11893,1
IAM,user_id,EMP12292,1
IAM,user_id,EMP-11345,1
IAM,user_id,12013,1
IAM,user_id,emp11480,1
IAM,user_id,EMP-12552,1
IAM,user_id,emp_12633,1
IAM,user_id,emp_12058,1
IAM,user_id,emp10243,1
IAM,user_id,emp11283,1
IAM,user_id,emp12820,1
IAM,user_id,EMP-11351,1
IAM,user_id,12298,1
IAM,user_id,EMP-12538,1
IAM,user_id,EMP-12825,1
IAM,user_id,EMP 10515,1
IAM,user_id,emp_10074,1
IAM,user_id,EMP 12163,1
IAM,user_id,EMP-12050,1
IAM,user_id,10528,1
IAM,user_id,EMP 10301,1
IAM,user_id,emp10801,1
IAM,user_id,11426,1
IAM,user_id,emp_12520,1
IAM,user_id,EMP-10215,1
IAM,user_id,emp10245,1
IAM,user_id,EMP-10324,1
IAM,user_id,EMP 10484,1
IAM,user_id,12393,1
IAM,user_id,EMP 12419,1
IAM,user_id,EMP11346,1
IAM,user_id,emp_11302,1
IAM,user_id,EMP 11027,1
IAM,user_id,emp_10174,1
IAM,user_id,10705,1
IAM,user_id,EMP11336,1
IAM,user_id,emp11229,1
IAM,user_id,emp_12831,1
IAM,user_id,emp12886,1
IAM,user_id,EMP-10240,1
IAM,user_id,11866,1
IAM,user_id,EMP 11729,1
IAM,user_id,EMP 12316,1
IAM,user_id,12464,1
IAM,user_id,emp_12718,1
IAM,user_id,11539,1
IAM,user_id,EMP 12014,1
IAM,user_id,emp10496,1
IAM,user_id,EMP-12572,1
IAM,user_id,12648,1
IAM,user_id,emp10672,1
IAM,user_id,11118,1
IAM,user_id,10012,1
IAM,user_id,emp_10378,1
IAM,user_id,EMP 10321,1
IAM,user_id,EMP 11853,1
IAM,user_id,EMP 10064,1
IAM,user_id,EMP 11424,1
IAM,user_id,emp12812,1
IAM,user_id,emp_11490,1
IAM,user_id,11720,1
IAM,user_id,EMP 11294,1
IAM,user_id,EMP-12145,1
IAM,user_id,EMP-11481,1
IAM,user_id,emp12081,1
IAM,user_id,EMP 12399,1
IAM,user_id,emp12995,1
IAM,user_id,emp_11557,1
IAM,user_id,EMP 12947,1
IAM,user_id,emp_11242,1
IAM,user_id,12031,1
IAM,user_id,EMP10708,1
IAM,user_id,12219,1
IAM,user_id,emp12544,1
IAM,user_id,EMP-10339,1
IAM,user_id,EMP12134,1
IAM,user_id,emp10353,1
IAM,user_id,EMP 12559,1
IAM,user_id,EMP 10570,1
IAM,user_id,emp12453,1
IAM,user_id,EMP 12319,1
IAM,user_id,EMP-12575,1
IAM,user_id,EMP 12467,1
IAM,user_id,EMP 11161,1
IAM,user_id,EMP 10218,1
IAM,user_id,emp12975,1
IAM,user_id,emp_12124,1
IAM,user_id,EMP10616,1
IAM,user_id,EMP 10143,1
IAM,user_id,EMP-10187,1
IAM,user_id,12827,1
IAM,user_id,EMP12217,1
IAM,user_id,10542,1
IAM,user_id,EMP 10092,1
IAM,user_id,emp11479,1
IAM,user_id,EMP-10578,1
IAM,user_id,emp_10082,1
IAM,user_id,emp_11537,1
IAM,user_id,emp_11856,1
IAM,user_id,EMP 10792,1
IAM,user_id,EMP-11759,1
IAM,user_id,emp12378,1
IAM,user_id,12188,1
IAM,user_id,emp12500,1
IAM,user_id,EMP 11648,1
IAM,user_id,emp_10343,1
IAM,user_id,emp11899,1
IAM,user_id,12900,1
IAM,user_id,EMP-10134,1
IAM,user_id,EMP-12065,1
IAM,user_id,EMP 11289,1
IAM,user_id,EMP-12198,1
IAM,user_id,emp_11951,1
IAM,user_id,EMP12156,1
IAM,user_id,11367,1
IAM,user_id,EMP 12883,1
IAM,user_id,emp10158,1
IAM,user_id,emp12525,1
IAM,user_id,emp_11016,1
IAM,user_id,emp10104,1
IAM,user_id,EMP 12698,1
IAM,user_id,emp12396,1
IAM,user_id,EMP 10337,1
IAM,user_id,EMP-11511,1
IAM,user_id,emp10457,1
IAM,user_id,10473,1
IAM,user_id,12486,1
IAM,user_id,emp10206,1
IAM,user_id,EMP 11077,1
IAM,user_id,EMP 10440,1
IAM,user_id,emp11151,1
IAM,user_id,EMP 12441,1
IAM,user_id,EMP 10841,1
IAM,user_id,emp_11381,1
IAM,user_id,emp11339,1
IAM,user_id,emp12153,1
IAM,user_id,emp_10863,1
IAM,user_id,EMP11727,1
IAM,user_id,emp_10431,1
IAM,user_id,emp11304,1
IAM,user_id,emp10026,1
IAM,user_id,10082,1
IAM,user_id,emp10861,1
IAM,user_id,11246,1
IAM,user_id,EMP-12031,1
IAM,user_id,EMP-10476,1
IAM,user_id,emp11408,1
IAM,user_id,emp11399,1
IAM,user_id,emp_12924,1
IAM,user_id,EMP10473,1
IAM,user_id,EMP 11475,1
IAM,user_id,emp11729,1
IAM,user_id,EMP-11638,1
IAM,user_id,12500,1
IAM,user_id,emp_11641,1
IAM,user_id,EMP-11723,1
IAM,user_id,12467,1
IAM,user_id,emp10093,1
IAM,user_id,11870,1
IAM,user_id,EMP-12235,1
IAM,user_id,emp_11581,1
IAM,user_id,EMP10501,1
IAM,user_id,EMP-11419,1
IAM,user_id,emp_12636,1
IAM,user_id,emp10145,1
IAM,user_id,EMP-12540,1
IAM,user_id,EMP-11020,1
IAM,user_id,EMP 12045,1
IAM,user_id,EMP 12948,1
IAM,user_id,EMP 10342,1
IAM,user_id,EMP 11868,1
IAM,user_id,EMP-10223,1
IAM,user_id,11270,1
IAM,user_id,EMP 10561,1
IAM,user_id,emp_10664,1
IAM,user_id,emp11264,1
IAM,user_id,emp_11657,1
IAM,user_id,emp_11510,1
IAM,user_id,EMP 11970,1
IAM,user_id,emp10476,1
IAM,user_id,emp10272,1
IAM,user_id,12554,1
IAM,user_id,EMP-10195,1
IAM,user_id,EMP-12133,1
IAM,user_id,emp12798,1
IAM,user_id,12259,1
IAM,user_id,EMP-11666,1
IAM,user_id,emp11921,1
IAM,user_id,11330,1
IAM,user_id,emp11332,1
IAM,user_id,EMP-11181,1
IAM,user_id,EMP10555,1
IAM,user_id,EMP 11628,1
IAM,user_id,emp_11384,1
IAM,user_id,emp_12628,1
IAM,user_id,EMP 12474,1
IAM,user_id,EMP-11752,1
IAM,user_id,emp_12266,1
IAM,user_id,11273,1
IAM,user_id,11875,1
IAM,user_id,EMP-11281,1
IAM,user_id,12927,1
IAM,user_id,emp12801,1
IAM,user_id,11006,1
IAM,user_id,EMP 12039,1
IAM,user_id,12391,1
IAM,user_id,emp_12768,1
IAM,user_id,EMP10613,1
IAM,user_id,emp11300,1
IAM,user_id,emp_12866,1
IAM,user_id,EMP11368,1
IAM,user_id,EMP-11974,1
IAM,user_id,EMP 12179,1
IAM,user_id,emp11952,1
IAM,user_id,emp11822,1
IAM,user_id,12345,1
IAM,user_id,12417,1
IAM,user_id,EMP11193,1
IAM,user_id,emp_10558,1
IAM,user_id,emp10469,1
IAM,user_id,emp11548,1
IAM,user_id,EMP 10109,1
IAM,user_id,emp_11260,1
IAM,user_id,EMP 11387,1
IAM,user_id,EMP-11829,1
IAM,user_id,emp10049,1
IAM,user_id,EMP-11691,1
IAM,user_id,EMP-11955,1
IAM,user_id,EMP-10825,1
IAM,user_id,EMP-10038,1
IAM,user_id,emp_12621,1
IAM,user_id,emp11002,1
IAM,user_id,emp12613,1
IAM,user_id,EMP-10984,1
IAM,user_id,emp10391,1
IAM,user_id,EMP 10027,1
IAM,user_id,EMP11123,1
IAM,user_id,10368,1
IAM,user_id,EMP-11700,1
IAM,user_id,emp10878,1
IAM,user_id,EMP 10774,1
IAM,user_id,emp11245,1
IAM,user_id,EMP 10113,1
IAM,user_id,emp_10389,1
IAM,user_id,EMP11395,1
IAM,user_id,10984,1
IAM,user_id,emp_11039,1
IAM,user_id,EMP 10413,1
IAM,user_id,10702,1
IAM,user_id,emp11432,1
IAM,user_id,11015,1
IAM,user_id,EMP 10969,1
IAM,user_id,emp_12362,1
IAM,user_id,EMP 12951,1
IAM,user_id,emp10813,1
IAM,user_id,emp10278,1
IAM,user_id,10179,1
IAM,user_id,EMP 11863,1
IAM,user_id,EMP-11582,1
IAM,user_id,12815,1
IAM,user_id,EMP 10411,1
IAM,user_id,emp_11389,1
IAM,user_id,EMP11280,1
IAM,user_id,10302,1
IAM,user_id,emp11031,1
IAM,user_id,EMP-12169,1
IAM,user_id,10478,1
IAM,user_id,EMP-10190,1
IAM,user_id,emp_11688,1
IAM,user_id,EMP-11982,1
IAM,user_id,emp_11517,1
IAM,user_id,11483,1
IAM,user_id,EMP11025,1
IAM,user_id,EMP-12497,1
IAM,user_id,EMP10415,1
IAM,user_id,EMP11052,1
IAM,user_id,EMP-11475,1
IAM,user_id,EMP-11884,1
IAM,user_id,11337,1
IAM,user_id,10332,1
IAM,user_id,EMP 10308,1
IAM,user_id,EMP 10588,1
IAM,user_id,emp12740,1
IAM,user_id,emp_11070,1
IAM,user_id,emp_11827,1
IAM,user_id,EMP-10441,1
IAM,user_id,EMP-12322,1
IAM,user_id,emp_10641,1
IAM,user_id,EMP 12876,1
IAM,user_id,EMP 12215,1
IAM,user_id,emp12741,1
IAM,user_id,EMP-12739,1
IAM,user_id,emp_12135,1
IAM,user_id,emp11007,1
IAM,user_id,11541,1
IAM,user_id,emp_10703,1
IAM,user_id,emp_12987,1
IAM,user_id,11004,1
IAM,user_id,emp10244,1
IAM,user_id,EMP-10873,1
IAM,user_id,EMP 11733,1
IAM,user_id,emp_12972,1
IAM,user_id,emp_12265,1
IAM,user_id,EMP 12269,1
IAM,user_id,emp12939,1
IAM,user_id,EMP 12393,1
IAM,user_id,emp11865,1
IAM,user_id,emp11836,1
IAM,user_id,emp12269,1
IAM,user_id,emp10315,1
IAM,user_id,EMP12452,1
IAM,user_id,emp11388,1
IAM,user_id,EMP-11318,1
IAM,user_id,EMP12479,1
IAM,user_id,EMP 12367,1
IAM,user_id,EMP-10845,1
IAM,user_id,emp10742,1
IAM,user_id,12939,1
IAM,user_id,EMP11399,1
IAM,user_id,EMP 12038,1
IAM,user_id,EMP-12694,1
IAM,user_id,EMP10655,1
IAM,user_id,emp10593,1
IAM,user_id,EMP-10823,1
IAM,user_id,11758,1
IAM,user_id,emp_10087,1
IAM,user_id,emp_11966,1
IAM,user_id,EMP 11371,1
IAM,user_id,emp11355,1
IAM,user_id,11189,1
IAM,user_id,EMP 12854,1
IAM,user_id,EMP 11375,1
IAM,user_id,EMP 11035,1
IAM,user_id,emp11144,1
IAM,user_id,EMP 10749,1
IAM,user_id,EMP-11544,1
IAM,user_id,EMP 11875,1
IAM,user_id,11933,1
IAM,user_id,11382,1
IAM,user_id,EMP 11500,1
IAM,user_id,EMP 11252,1
IAM,user_id,EMP10239,1
IAM,user_id,11924,1
IAM,user_id,EMP11439,1
IAM,user_id,EMP-10661,1
IAM,user_id,emp12784,1
IAM,user_id,EMP-10581,1
IAM,user_id,EMP-11867,1
IAM,user_id,EMP-10802,1
IAM,user_id,EMP10477,1
IAM,user_id,emp_10532,1
IAM,user_id,emp_11596,1
IAM,user_id,10533,1
IAM,user_id,emp_11451,1
IAM,user_id,EMP-12490,1
IAM,user_id,EMP12438,1
IAM,user_id,emp11456,1
IAM,user_id,EMP 12877,1
IAM,user_id,12805,1
IAM,user_id,EMP 11771,1
IAM,user_id,EMP12991,1
IAM,user_id,11074,1
IAM,user_id,10797,1
IAM,user_id,EMP-10129,1
IAM,user_id,emp_12097,1
IAM,user_id,emp_11738,1
IAM,user_id,10874,1
IAM,user_id,EMP10506,1
IAM,user_id,emp_11184,1
IAM,user_id,emp_12068,1
IAM,user_id,11181,1
IAM,user_id,emp_12410,1
IAM,user_id,EMP 10986,1
IAM,user_id,EMP10439,1
IAM,user_id,emp_10350,1
IAM,user_id,11328,1
IAM,user_id,emp_10160,1
IAM,user_id,emp12424,1
IAM,user_id,11851,1
IAM,user_id,emp11424,1
IAM,user_id,emp10904,1
IAM,user_id,10125,1
IAM,user_id,EMP11333,1
IAM,user_id,EMP10130,1
IAM,user_id,EMP-11612,1
IAM,user_id,EMP 12151,1
IAM,user_id,EMP-12035,1
IAM,user_id,EMP 11240,1
IAM,user_id,emp_12856,1
IAM,user_id,emp11022,1
IAM,user_id,emp12043,1
IAM,user_id,emp_11821,1
IAM,user_id,10377,1
IAM,user_id,emp11823,1
IAM,user_id,EMP 11480,1
IAM,user_id,EMP-12123,1
IAM,user_id,emp10612,1
IAM,user_id,EMP 12171,1
IAM,user_id,EMP-12611,1
IAM,user_id,EMP12234,1
IAM,user_id,EMP-12777,1
IAM,user_id,EMP-11250,1
IAM,user_id,12378,1
IAM,user_id,EMP-12151,1
IAM,user_id,11949,1
IAM,user_id,EMP 11586,1
IAM,user_id,EMP-12935,1
IAM,user_id,emp12911,1
IAM,user_id,emp11739,1
IAM,user_id,EMP-11114,1
IAM,user_id,emp11556,1
IAM,user_id,EMP-11695,1
IAM,user_id,emp10378,1
IAM,user_id,emp12197,1
IAM,user_id,EMP-10510,1
IAM,user_id,EMP-11573,1
IAM,user_id,emp_10803,1
IAM,user_id,emp_12223,1
IAM,user_id,EMP 11915,1
IAM,user_id,EMP-11030,1
IAM,user_id,EMP-12326,1
IAM,user_id,EMP 10852,1
IAM,user_id,emp_10869,1
IAM,user_id,12109,1
IAM,user_id,emp_10168,1
IAM,user_id,11592,1
IAM,user_id,EMP-10377,1
IAM,user_id,emp_12539,1
IAM,user_id,EMP-12779,1
IAM,user_id,EMP 10598,1
IAM,user_id,emp11228,1
IAM,user_id,EMP 12910,1
IAM,user_id,11915,1
IAM,user_id,EMP-11462,1
IAM,user_id,emp10688,1
IAM,user_id,EMP11213,1
IAM,user_id,emp12106,1
IAM,user_id,EMP 11067,1
IAM,user_id,emp_10210,1
IAM,user_id,EMP-10596,1
IAM,user_id,EMP12189,1
IAM,user_id,EMP10025,1
IAM,user_id,10370,1
IAM,user_id,EMP-12888,1
IAM,user_id,EMP-12349,1
IAM,user_id,10491,1
IAM,user_id,11416,1
IAM,user_id,EMP-12991,1
IAM,user_id,EMP 11134,1
IAM,user_id,emp_11991,1
IAM,user_id,EMP 10190,1
IAM,user_id,emp12909,1
IAM,user_id,10684,1
IAM,user_id,emp12435,1
IAM,user_id,emp10239,1
IAM,user_id,emp_12738,1
IAM,user_id,12051,1
IAM,user_id,EMP 12186,1
IAM,user_id,emp12512,1
IAM,user_id,emp10019,1
IAM,user_id,emp_12934,1
IAM,user_id,emp_12671,1
IAM,user_id,12753,1
IAM,user_id,EMP-12609,1
IAM,user_id,EMP-12291,1
IAM,user_id,emp10342,1
IAM,user_id,emp_10081,1
IAM,user_id,EMP 12526,1
IAM,user_id,emp_12285,1
IAM,user_id,emp12517,1
IAM,user_id,EMP 10326,1
IAM,user_id,EMP 10535,1
IAM,user_id,emp_10411,1
IAM,user_id,12629,1
IAM,user_id,emp_11282,1
IAM,user_id,emp_12864,1
IAM,user_id,11783,1
IAM,user_id,emp_10328,1
IAM,user_id,emp11421,1
IAM,user_id,emp11006,1
IAM,user_id,EMP 12480,1
IAM,user_id,EMP-12445,1
IAM,user_id,emp10508,1
IAM,user_id,EMP 11493,1
IAM,user_id,EMP-11580,1
IAM,user_id,emp_12581,1
IAM,user_id,EMP 11186,1
IAM,user_id,EMP10707,1
IAM,user_id,emp12562,1
IAM,user_id,EMP-11935,1
IAM,user_id,emp12289,1
IAM,user_id,12264,1
IAM,user_id,emp12416,1
IAM,user_id,EMP-12523,1
IAM,user_id,EMP-12239,1
IAM,user_id,emp_10162,1
IAM,user_id,emp_12766,1
IAM,user_id,EMP-11205,1
IAM,user_id,EMP 11792,1
IAM,user_id,EMP 10907,1
IAM,user_id,10831,1
IAM,user_id,EMP 12879,1
IAM,user_id,10034,1
IAM,user_id,10277,1
IAM,user_id,11428,1
IAM,user_id,emp_12933,1
IAM,user_id,emp12573,1
IAM,user_id,emp_11815,1
IAM,user_id,EMP-11010,1
IAM,user_id,EMP-10110,1
IAM,user_id,12027,1
IAM,user_id,EMP-12054,1
IAM,user_id,12610,1
IAM,user_id,EMP-12662,1
IAM,user_id,EMP 12733,1
IAM,user_id,EMP-12806,1
IAM,user_id,10482,1
IAM,user_id,emp10820,1
IAM,user_id,12713,1
IAM,user_id,emp12031,1
IAM,user_id,emp_12849,1
IAM,user_id,emp11685,1
IAM,user_id,12415,1
IAM,user_id,EMP 12013,1
IAM,user_id,12689,1
IAM,user_id,emp11205,1
IAM,user_id,EMP-12966,1
IAM,user_id,emp_11845,1
IAM,user_id,emp_12239,1
IAM,user_id,10766,1
IAM,user_id,emp10654,1
IAM,user_id,EMP 11682,1
IAM,user_id,emp12922,1
IAM,user_id,EMP-12332,1
IAM,user_id,EMP-10249,1
IAM,user_id,EMP 10373,1
IAM,user_id,EMP 11865,1
IAM,user_id,EMP11848,1
IAM,user_id,emp10288,1
IAM,user_id,emp10978,1
IAM,user_id,EMP10513,1
IAM,user_id,emp_12639,1
IAM,user_id,emp12098,1
IAM,user_id,emp_10836,1
IAM,user_id,EMP11852,1
IAM,user_id,emp_11685,1
IAM,user_id,emp_12207,1
IAM,user_id,10209,1
IAM,user_id,EMP-10550,1
IAM,user_id,emp_10596,1
IAM,user_id,emp_10559,1
IAM,user_id,EMP-11178,1
IAM,user_id,EMP-10573,1
IAM,user_id,11834,1
IAM,user_id,emp_10232,1
IAM,user_id,EMP 11553,1
IAM,user_id,EMP 11473,1
IAM,user_id,emp_10921,1
IAM,user_id,emp_11433,1
IAM,user_id,10134,1
IAM,user_id,EMP 11478,1
IAM,user_id,EMP 11579,1
IAM,user_id,emp_10671,1
IAM,user_id,12312,1
IAM,user_id,emp_12463,1
IAM,user_id,EMP-12701,1
IAM,user_id,EMP-11682,1
IAM,user_id,EMP11897,1
IAM,user_id,emp_12722,1
IAM,user_id,emp10264,1
IAM,user_id,EMP-11730,1
IAM,user_id,EMP12980,1
IAM,user_id,emp_10248,1
IAM,user_id,11748,1
IAM,user_id,emp_10794,1
IAM,user_id,12868,1
IAM,user_id,emp_11047,1
IAM,user_id,EMP-10753,1
IAM,user_id,emp11782,1
IAM,user_id,EMP 12206,1
IAM,user_id,EMP 12067,1
IAM,user_id,EMP 12431,1
IAM,user_id,EMP12662,1
IAM,user_id,EMP-10312,1
IAM,user_id,EMP11450,1
IAM,user_id,emp11321,1
IAM,user_id,10195,1
IAM,user_id,emp_12904,1
IAM,user_id,emp_10108,1
IAM,user_id,emp_10791,1
IAM,user_id,12942,1
IAM,user_id,EMP-10837,1
IAM,user_id,emp_10150,1
IAM,user_id,emp_11441,1
IAM,user_id,emp_12350,1
IAM,user_id,EMP-11979,1
IAM,user_id,emp_11169,1
IAM,user_id,EMP-12554,1
IAM,user_id,emp_10226,1
IAM,user_id,EMP-10995,1
IAM,user_id,11433,1
IAM,user_id,EMP-10955,1
IAM,user_id,10295,1
IAM,user_id,EMP 10304,1
IAM,user_id,EMP-12592,1
IAM,user_id,EMP 10854,1
IAM,user_id,EMP-10579,1
IAM,user_id,EMP-10180,1
IAM,user_id,EMP12287,1
IAM,user_id,EMP-12371,1
IAM,user_id,emp10127,1
IAM,user_id,EMP 11909,1
IAM,user_id,emp12319,1
IAM,user_id,EMP11736,1
IAM,user_id,EMP-12331,1
IAM,user_id,EMP-10871,1
IAM,user_id,emp11238,1
IAM,user_id,EMP 11533,1
IAM,user_id,12999,1
IAM,user_id,EMP-11650,1
IAM,user_id,emp10293,1
IAM,user_id,EMP-11533,1
IAM,user_id,EMP-12011,1
IAM,user_id,EMP12019,1
IAM,user_id,emp12023,1
IAM,user_id,EMP 10687,1
IAM,user_id,12559,1
IAM,user_id,emp10939,1
IAM,user_id,11154,1
IAM,user_id,11185,1
IAM,user_id,10833,1
IAM,user_id,12737,1
IAM,user_id,EMP10815,1
IAM,user_id,EMP-12681,1
IAM,user_id,EMP 12042,1
IAM,user_id,10216,1
IAM,user_id,11219,1
IAM,user_id,10695,1
IAM,user_id,emp_12965,1
IAM,user_id,emp_12686,1
IAM,user_id,10823,1
IAM,user_id,EMP 10669,1
IAM,user_id,EMP 12835,1
IAM,user_id,emp_10025,1
IAM,user_id,emp11615,1
IAM,user_id,EMP-11438,1
IAM,user_id,emp_11635,1
IAM,user_id,emp_11778,1
IAM,user_id,emp11678,1
IAM,user_id,emp_10858,1
IAM,user_id,EMP 12507,1
IAM,user_id,emp10041,1
IAM,user_id,EMP-10819,1
IAM,user_id,12516,1
IAM,user_id,12955,1
IAM,user_id,EMP-12415,1
IAM,user_id,emp_12683,1
IAM,user_id,11262,1
IAM,user_id,11409,1
IAM,user_id,12838,1
IAM,user_id,11000,1
IAM,user_id,EMP-10255,1
IAM,user_id,EMP11208,1
IAM,user_id,EMP-10123,1
IAM,user_id,emp_12735,1
IAM,user_id,emp11164,1
IAM,user_id,emp12768,1
IAM,user_id,12063,1
IAM,user_id,emp12087,1
IAM,user_id,emp10867,1
IAM,user_id,EMP 11731,1
IAM,user_id,10364,1
IAM,user_id,EMP 12607,1
IAM,user_id,11537,1
IAM,user_id,EMP-10922,1
IAM,user_id,12526,1
IAM,user_id,EMP 12024,1
IAM,user_id,emp_12075,1
IAM,user_id,EMP 12092,1
IAM,user_id,EMP 11034,1
IAM,user_id,emp_11445,1
IAM,user_id,emp12338,1
IAM,user_id,12087,1
IAM,user_id,10674,1
IAM,user_id,EMP11482,1
IAM,user_id,emp11386,1
IAM,user_id,emp12223,1
IAM,user_id,EMP 12701,1
IAM,user_id,emp_11524,1
IAM,user_id,EMP 12433,1
IAM,user_id,emp11814,1
IAM,user_id,emp_10890,1
IAM,user_id,emp11939,1
IAM,user_id,EMP 12364,1
IAM,user_id,EMP-12522,1
IAM,user_id,11989,1
IAM,user_id,emp11341,1
IAM,user_id,emp10543,1
IAM,user_id,EMP-12051,1
IAM,user_id,EMP11970,1
IAM,user_id,EMP11999,1
IAM,user_id,EMP11202,1
IAM,user_id,11335,1
IAM,user_id,EMP10711,1
IAM,user_id,EMP-10928,1
IAM,user_id,emp_11625,1
IAM,user_id,10745,1
IAM,user_id,10081,1
IAM,user_id,emp_11172,1
IAM,user_id,EMP12593,1
IAM,user_id,EMP12866,1
IAM,user_id,EMP-11852,1
IAM,user_id,EMP10285,1
IAM,user_id,11664,1
IAM,user_id,11864,1
IAM,user_id,10867,1
IAM,user_id,EMP11199,1
IAM,user_id,10513,1
IAM,user_id,11625,1
