alert_id,detected_timestamp,resolved_timestamp,user_id,hostname,severity,status,detected_parsed,resolved_parsed,duration_hours
EPA00003670,15/08/2026 21:02,14/08/2026,EMP11299,LPT-11299,MEDIUM,Unassigned,2026-08-15 21:02:00,2026-08-14 00:00:00,-45.03333333333333
EPA00004261,02-Sep-2026 14:20:00,06/09/2026 09:20,EMP10771,LPT-10771,H,CLOSED,2026-09-02 14:20:00,2026-06-09 09:20:00,-2045.0
EPA00007434,2026-08-05T02:38:23,05/08/2026,EMP11873,WS-11873.corp.local,L,CLOSED,2026-08-05 02:38:23,2026-05-08 00:00:00,-2138.639722222222
EPA00002644,2026/08/03,06/08/2026 10:05,11520,WS-11520.corp.local,MEDIUM,Resolved,2026-08-03 00:00:00,2026-06-08 10:05:00,-1333.9166666666667
EPA00000841,01-Sep-2026 03:29:59,02/09/2026 19:29,10904,LPT-10904,Medium,New,2026-09-01 03:29:59,2026-02-09 19:29:00,-4880.016388888889
EPA00000205,2026-08-06 08:34:48,07/08/2026,EMP-10248,VDR-10248,M,WIP,2026-08-06 08:34:48,2026-07-08 00:00:00,-704.58
EPA00005094,11/08/2026 16:18,2026/08/12,EMP12213,WS-12213,Moderate,Unassigned,2026-11-08 16:18:00,2026-08-12 00:00:00,-2128.3
EPA00007017,09-06-2026 05:09:50 AM,06/09/2026 07:09,emp12031,WS-12031,LOW,CLOSED,2026-09-06 05:09:50,2026-06-09 07:09:00,-2134.0138888888887
EPA00002635,16/08/2026 07:42,2026-08-14 15:42:14,EMP-12571,,High,In Progress,2026-08-16 07:42:00,2026-08-14 15:42:14,-39.99611111111111
EPA00001038,2026-08-01 01:57:54,04/08/2026 18:57,EMP12153,VDR-12153,LOW,N,2026-08-01 01:57:54,2026-04-08 18:57:00,-2743.015
EPA00004083,2026-08-03T02:03:31,03/08/2026 03:03,emp11376,LPT-11376.corp.local,P2,RESOLVED,2026-08-03 02:03:31,2026-03-08 03:03:00,-3551.008611111111
EPA00005835,2026/09/05,08/09/2026 17:24,EMP11365,WS-11365,L,RESOLVED,2026-09-05 00:00:00,2026-08-09 17:24:00,-630.6
EPA00005308,2026-08-02 20:58:55,2026/08/02,emp_10962,,Moderate,R,2026-08-02 20:58:55,2026-08-02 00:00:00,-20.981944444444444
EPA00004084,05-Aug-2026 08:12:15,05/08/2026 22:12,EMP12783,LPT-12783,P4,CLOSED,2026-08-05 08:12:15,2026-05-08 22:12:00,-2122.0041666666666
EPA00004942,2026-08-05T08:00:31,05/08/2026 23:00,11436,,Minor,O,2026-08-05 08:00:31,2026-05-08 23:00:00,-2121.008611111111
EPA00006481,29/08/2026,03/09/2026 04:21,EMP10870,WS-10870,P3,IN_PROGRESS,2026-08-29 00:00:00,2026-03-09 04:21:00,-4147.65
EPA00007455,11/08/2026,15/08/2026 06:27,emp12464,VDR-12464,L,IN_PROGRESS,2026-11-08 00:00:00,2026-08-15 06:27:00,-2033.55
EPA00006320,2026-09-03 04:27:16,04/09/2026 14:27,EMP 10894,LPT-10894,H,Resolved,2026-09-03 04:27:16,2026-04-09 14:27:00,-3518.0044444444443
EPA00005088,04/09/2026 18:16,04/09/2026,EMP12796,LPT-12796,HIGH,Unassigned,2026-04-09 18:16:00,2026-04-09 00:00:00,-18.266666666666666
EPA00001675,2026-09-04 12:18:51,05/09/2026,EMP-12559,WS-12559,High,NEW,2026-09-04 12:18:51,2026-05-09 00:00:00,-2844.3141666666666
EPA00002248,2026-09-02T22:59:20,07/09/2026,EMP11381,WS-11381,Moderate,Closed,2026-09-02 22:59:20,2026-07-09 00:00:00,-1342.9888888888888
EPA00002280,2026-09-02 05:40:01,07/09/2026,EMP12044,LPT-12044,P4,Resolved,2026-09-02 05:40:01,2026-07-09 00:00:00,-1325.6669444444444
EPA00003898,2026-09-02 01:56:27,05/09/2026 12:56,EMP 11167,VDR-11167,Major,NEW,2026-09-02 01:56:27,2026-05-09 12:56:00,-2773.0075
EPA00002443,11/08/2026,16-Aug-2026 15:32:46,EMP12692,VDR-12692,Medium,NEW,2026-11-08 00:00:00,2026-08-16 15:32:46,-2000.453888888889
EPA00000465,2026-09-03 16:52:57,2026/09/02,EMP10394,WS_10394,M,Unassigned,2026-09-03 16:52:57,2026-09-02 00:00:00,-40.8825
EPA00000901,2026-08-04 09:10:16,07/08/2026 02:10,EMP-12742,WS-12742,Critical,Unassigned,2026-08-04 09:10:16,2026-07-08 02:10:00,-655.0044444444444
EPA00003030,10/08/2026,2026-08-11 15:38:56,EMP11249,VDR-11249,P4,Closed,2026-10-08 00:00:00,2026-08-11 15:38:56,-1376.351111111111
EPA00002045,2026-08-28 05:59:46,01/09/2026 07:59,EMP12851,ws-12851,Low,Active,2026-08-28 05:59:46,2026-01-09 07:59:00,-5542.012777777778
EPA00004518,08-04-2026 06:09:18 PM,07/08/2026 11:09,EMP 11537,VDR-11537,P1,N,2026-08-04 18:09:18,2026-07-08 11:09:00,-655.005
EPA00007402,2026-09-05 20:32:05,06/09/2026 18:32,EMP10560,LPT-10560,P3,Open,2026-09-05 20:32:05,2026-06-09 18:32:00,-2114.001388888889
EPA00007135,01-Aug-2026 17:10:09,04/08/2026 18:10,emp10191,WS-10191,Minor,O,2026-08-01 17:10:09,2026-04-08 18:10:00,-2759.0025
EPA00007185,12/08/2026,2026-08-12 13:27:07,emp10313,WS-10313,HIGH,In Progress,2026-12-08 00:00:00,2026-08-12 13:27:07,-2818.5480555555555
EPA00001885,2026-09-01T21:33:47,08-31-2026 12:33:47 PM,EMP-11512,LPT-11512,P2,Unassigned,2026-09-01 21:33:47,2026-08-31 12:33:47,-33.0
EPA00005701,10/08/2026 17:36,2026-08-14 21:36:27,EMP10710,VDR_10710,L,CLOSED,2026-10-08 17:36:00,2026-08-14 21:36:27,-1315.9925
EPA00007843,2026-09-04T02:41:04,04/09/2026 04:41,EMP10254,LPT-10254,High,NEW,2026-09-04 02:41:04,2026-04-09 04:41:00,-3550.001111111111
EPA00004438,08-07-2026 02:38:12 PM,2026-08-06 20:38:12,EMP10179,VDR-10179,P3,New,2026-08-07 14:38:12,2026-08-06 20:38:12,-18.0
EPA00002497,08-06-2026 05:44:13 AM,07/08/2026,EMP-10729,WS-10729.corp.local,Medium,In Progress,2026-08-06 05:44:13,2026-07-08 00:00:00,-701.7369444444445
EPA00006062,30/08/2026,03/09/2026,11246,LPT-11246,MEDIUM,Active,2026-08-30 00:00:00,2026-03-09 00:00:00,-4176.0
EPA00001602,09/08/2026 02:27,08-12-2026 10:27:46 AM,EMP11069,WS-11069,Low,Unassigned,2026-09-08 02:27:00,2026-08-12 10:27:46,-639.9872222222223
EPA00001524,2026-08-30 01:11:22,30/08/2026,EMP12110,,High,Active,2026-08-30 01:11:22,2026-08-30 00:00:00,-1.1894444444444445
EPA00007949,2026-09-01T15:35:20,05/09/2026 06:35,EMP11374,ws-11374,LOW,Open,2026-09-01 15:35:20,2026-05-09 06:35:00,-2769.0055555555555
EPA00002563,2026-08-04 00:46:15,06/08/2026,EMP12600,LPT_12600,MEDIUM,Active,2026-08-04 00:46:15,2026-06-08 00:00:00,-1368.7708333333333
EPA00000458,08-29-2026 10:56:29 AM,01/09/2026 16:56,emp10917,VDR-10917,P4,New,2026-08-29 10:56:29,2026-01-09 16:56:00,-5562.008055555556
EPA00007986,2026-08-31 21:14:34,02/09/2026 10:14,EMP10662,VDR-10662,L,Resolved,2026-08-31 21:14:34,2026-02-09 10:14:00,-4883.009444444445
EPA00002824,09/08/2026 21:09,2026-08-11T11:09:03,EMP10728,LPT-10728,Moderate,OPEN,2026-09-08 21:09:00,2026-08-11 11:09:03,-681.9991666666666
EPA00005102,11/08/2026 12:44,2026-08-12T12:44:23,EMP11614,LPT-11614,P4,New,2026-11-08 12:44:00,2026-08-12 12:44:23,-2111.993611111111
EPA00001344,31/08/2026,03/09/2026,EMP 12133,LPT-12133.corp.local,P3,Active,2026-08-31 00:00:00,2026-03-09 00:00:00,-4200.0
EPA00001101,2026-09-09 05:48:24,2026/09/07,EMP12028,ws-12028,LOW,Closed,2026-09-09 05:48:24,2026-09-07 00:00:00,-53.806666666666665
EPA00005858,08-31-2026 01:36:41 AM,30/08/2026 23:36,11379,WS-11379,Severe,In Progress,2026-08-31 01:36:41,2026-08-30 23:36:00,-2.011388888888889
EPA00003041,2026-08-26 23:50:15,26/08/2026,EMP12620,LPT-12620,M,New,2026-08-26 23:50:15,2026-08-26 00:00:00,-23.8375
EPA00006690,2026-08-01 23:58:51,06/08/2026,EMP10564,WS-10564,CRITICAL,Closed,2026-08-01 23:58:51,2026-06-08 00:00:00,-1319.9808333333333
EPA00003977,2026-08-12 09:11:54,11-Aug-2026 14:11:54,emp_12757,VDR-12757,Medium,Not Malicious,2026-08-12 09:11:54,2026-08-11 14:11:54,-19.0
EPA00007863,11/08/2026 19:07,14/08/2026 07:07,11995,lpt-11995,P3,O,2026-11-08 19:07:00,2026-08-14 07:07:00,-2076.0
EPA00005906,25/08/2026,2026/08/23,EMP12888,LPT-12888,H,O,2026-08-25 00:00:00,2026-08-23 00:00:00,-48.0
EPA00000445,30-Aug-2026 23:37:52,04/09/2026 10:37,EMP11338,VDR-11338.corp.local,Medium,New,2026-08-30 23:37:52,2026-04-09 10:37:00,-3445.0144444444445
EPA00007890,2026-08-02 05:58:33,02/08/2026 19:58,EMP-12118,WS-12118,MEDIUM,Closed,2026-08-02 05:58:33,2026-02-08 19:58:00,-4186.009166666667
EPA00004420,04-Sep-2026 14:01:18,09-02-2026 04:01:18 PM,EMP10721,WS_10721,Major,O,2026-09-04 14:01:18,2026-09-02 16:01:18,-46.0
EPA00004400,09-Sep-2026 08:52:41,08-Sep-2026 07:52:41,EMP11730,WS-11730,Low,O,2026-09-09 08:52:41,2026-09-08 07:52:41,-25.0
EPA00002502,2026-09-03T10:13:24,01/09/2026 23:13,EMP-11517,ws-11517,Medium,NEW,2026-09-03 10:13:24,2026-01-09 23:13:00,-5675.006666666667
EPA00007189,2026-08-01 17:44:49,05/08/2026,EMP12206,WS-12206,Medium,Resolved,2026-08-01 17:44:49,2026-05-08 00:00:00,-2057.7469444444446
EPA00007882,30-Aug-2026 22:20:00,04/09/2026 10:20,EMP10541,LPT-10541,Minor,Not Malicious,2026-08-30 22:20:00,2026-04-09 10:20:00,-3444.0
EPA00005850,28-Aug-2026 15:12:01,01/09/2026 00:12,emp11375,VDR-11375,LOW,Closed,2026-08-28 15:12:01,2026-01-09 00:12:00,-5559.000277777778
EPA00002409,2026-08-03 11:45:00,04/08/2026 04:45,EMP 10219,ws-10219,High,RESOLVED,2026-08-03 11:45:00,2026-04-08 04:45:00,-2815.0
EPA00005774,2026-08-14T14:23:03,13-Aug-2026 21:23:03,11151,LPT-11151.corp.local,LOW,In Progress,2026-08-14 14:23:03,2026-08-13 21:23:03,-17.0
EPA00007520,2026-08-22 02:57:20,22/08/2026,EMP 11252,WS-11252,P4,NEW,2026-08-22 02:57:20,2026-08-22 00:00:00,-2.9555555555555557
EPA00005179,09-05-2026 06:23:46 PM,08/09/2026 04:23,EMP10912,LPT-10912,L,Active,2026-09-05 18:23:46,2026-08-09 04:23:00,-662.0127777777777
EPA00003569,2026-08-31T06:34:11,2026/08/31,EMP11191,LPT-11191,P4,OPEN,2026-08-31 06:34:11,2026-08-31 00:00:00,-6.5697222222222225
EPA00005803,08-01-2026 07:31:09 AM,05/08/2026,EMP10251,VDR_10251,Moderate,OPEN,2026-08-01 07:31:09,2026-05-08 00:00:00,-2047.5191666666667
EPA00005725,2026-08-22 09:32:57,22/08/2026 09:32,EMP12604,VDR-12604,High,IN_PROGRESS,2026-08-22 09:32:57,2026-08-22 09:32:00,-0.015833333333333335
EPA00000270,2026-08-16T01:59:28,14/08/2026 16:59,EMP-10678,LPT-10678,MEDIUM,Resolved,2026-08-16 01:59:28,2026-08-14 16:59:00,-33.007777777777775
EPA00007851,2026/08/30,02/09/2026 09:11,EMP 12737,lpt-12737,High,OPEN,2026-08-30 00:00:00,2026-02-09 09:11:00,-4838.816666666667
EPA00000375,2026-09-01 15:26:31,30/08/2026,EMP10848,vdr-10848,Minor,Active,2026-09-01 15:26:31,2026-08-30 00:00:00,-63.441944444444445
EPA00005632,2026-08-05 05:22:19,07/08/2026 08:22,EMP11558,LPT-11558,M,In Progress,2026-08-05 05:22:19,2026-07-08 08:22:00,-669.0052777777778
EPA00007631,25/08/2026 17:16,2026-08-25T13:16:20,EMP-12886,vdr-12886,MEDIUM,Active,2026-08-25 17:16:00,2026-08-25 13:16:20,-3.9944444444444445
EPA00002072,09-06-2026 03:46:01 PM,07/09/2026 00:46,EMP12871,lpt-12871,M,In Progress,2026-09-06 15:46:01,2026-07-09 00:46:00,-1431.0002777777777
EPA00001978,03-Aug-2026 22:10:02,07/08/2026 09:10,EMP10420,LPT-10420,MEDIUM,Unassigned,2026-08-03 22:10:02,2026-07-08 09:10:00,-637.0005555555556
EPA00005452,2026-08-01 15:15:51,03/08/2026 01:15,EMP 11699,WS-11699,HIGH,Active,2026-08-01 15:15:51,2026-03-08 01:15:00,-3518.014166666667
EPA00007264,08-30-2026 05:06:21 AM,01/09/2026 10:06,EMP12569,,P4,N,2026-08-30 05:06:21,2026-01-09 10:06:00,-5587.005833333334
EPA00000459,2026-08-31 09:17:25,04/09/2026 09:17,emp12119,VDR-12119,MEDIUM,Closed,2026-08-31 09:17:25,2026-04-09 09:17:00,-3456.0069444444443
EPA00002055,2026-08-04 03:28:28,2026/08/04,EMP10707,WS-10707,LOW,In Progress,2026-08-04 03:28:28,2026-08-04 00:00:00,-3.4744444444444444
EPA00004239,08-04-2026 10:50:37 AM,04/08/2026 19:50,EMP11148,,H,False Positive,2026-08-04 10:50:37,2026-04-08 19:50:00,-2823.010277777778
EPA00004045,06-Aug-2026 13:06:12,2026/08/06,12186,LPT-12186,Major,Resolved,2026-08-06 13:06:12,2026-08-06 00:00:00,-13.103333333333333
EPA00006355,05-Sep-2026 19:33:21,06/09/2026,EMP12906,VDR-12906,P2,FALSE_POSITIVE,2026-09-05 19:33:21,2026-06-09 00:00:00,-2131.5558333333333
EPA00001577,07-Aug-2026 14:32:47,2026-08-06 09:32:47,EMP12420,VDR-12420,Minor,N,2026-08-07 14:32:47,2026-08-06 09:32:47,-29.0
EPA00006912,2026-08-01 03:36:33,04/08/2026,EMP11979,VDR_11979,P4,Closed,2026-08-01 03:36:33,2026-04-08 00:00:00,-2763.6091666666666
EPA00003497,2026-09-05 03:10:57,07/09/2026 21:10,emp11327,VDR-11327.corp.local,LOW,Open,2026-09-05 03:10:57,2026-07-09 21:10:00,-1374.0158333333334
EPA00004168,2026-08-22T20:25:55,22/08/2026 07:25,EMP12342,,P3,In Progress,2026-08-22 20:25:55,2026-08-22 07:25:00,-13.015277777777778
EPA00000395,2026/08/31,04/09/2026 08:58,emp_12693,vdr-12693,M,CLOSED,2026-08-31 00:00:00,2026-04-09 08:58:00,-3447.0333333333333
EPA00000693,11/08/2026 05:23,2026-08-13 06:23:40,EMP-10832,WS-10832.corp.local,HIGH,Active,2026-11-08 05:23:00,2026-08-13 06:23:40,-2086.988888888889
EPA00001810,03-Sep-2026 21:22:38,08/09/2026 18:22,EMP-10613,VDR-10613,LOW,Not Malicious,2026-09-03 21:22:38,2026-08-09 18:22:00,-603.0105555555556
EPA00001856,2026-09-04 04:19:47,08/09/2026,EMP10726,WS-10726,M,IN_PROGRESS,2026-09-04 04:19:47,2026-08-09 00:00:00,-628.3297222222222
EPA00006176,2026-09-03T04:46:39,2026/09/03,EMP11922,VDR-11922,Medium,Open,2026-09-03 04:46:39,2026-09-03 00:00:00,-4.7775
EPA00006877,2026/09/03,07/09/2026 14:17,EMP10923,vdr-10923,Major,IN_PROGRESS,2026-09-03 00:00:00,2026-07-09 14:17:00,-1329.7166666666667
EPA00000029,2026/08/01,06/08/2026 02:42,emp_10674,VDR-10674,P3,OPEN,2026-08-01 00:00:00,2026-06-08 02:42:00,-1293.3
EPA00000022,09/08/2026 04:14,2026-08-12 02:14:24,EMP10893,WS-10893,P3,NEW,2026-09-08 04:14:00,2026-08-12 02:14:24,-649.9933333333333
EPA00002753,2026-08-31 08:36:18,31-Aug-2026 00:36:18,EMP-12995,LPT-12995,HIGH,OPEN,2026-08-31 08:36:18,2026-08-31 00:36:18,-8.0
EPA00001266,03-Sep-2026 00:14:21,03/09/2026,emp_11945,LPT-11945,Severe,CLOSED,2026-09-03 00:14:21,2026-03-09 00:00:00,-4272.239166666666
EPA00000295,2026-09-01T07:39:11,03/09/2026 22:39,11970,lpt-11970,LOW,In Progress,2026-09-01 07:39:11,2026-03-09 22:39:00,-4209.003055555556
EPA00002404,08-10-2026 10:41:01 AM,08-08-2026 09:41:01 PM,EMP11678,lpt-11678,Minor,Resolved,2026-08-10 10:41:01,2026-08-08 21:41:01,-37.0
EPA00003742,2026-09-05 00:23:21,2026/09/05,EMP 12780,LPT-12780.corp.local,MEDIUM,NEW,2026-09-05 00:23:21,2026-09-05 00:00:00,-0.38916666666666666
EPA00004796,12/08/2026,08-13-2026 02:17:42 PM,EMP12894,VDR-12894,High,Unassigned,2026-12-08 00:00:00,2026-08-13 14:17:42,-2793.705
EPA00001043,09/08/2026 22:38,2026/08/12,emp_11252,WS-11252.corp.local,P3,Closed,2026-09-08 22:38:00,2026-08-12 00:00:00,-670.6333333333333
EPA00007856,2026-08-01 22:51:34,02/08/2026,EMP12380,LPT-12380,P3,Active,2026-08-01 22:51:34,2026-02-08 00:00:00,-4198.859444444444
EPA00003161,2026/08/02,31/07/2026 07:04,EMP 11067,WS-11067,Medium,OPEN,2026-08-02 00:00:00,2026-07-31 07:04:00,-40.93333333333333
EPA00000003,2026-08-30T17:54:18,04/09/2026 15:54,EMP 10068,VDR-10068,High,R,2026-08-30 17:54:18,2026-04-09 15:54:00,-3434.005
EPA00000850,21-Aug-2026 19:19:12,2026-08-21T02:19:12,EMP12177,,Minor,CLOSED,2026-08-21 19:19:12,2026-08-21 02:19:12,-17.0
EPA00002554,09/08/2026,2026-08-07 13:19:38,EMP10815,LPT-10815,CRITICAL,N,2026-09-08 00:00:00,2026-08-07 13:19:38,-754.6727777777778
EPA00003402,10/08/2026 10:47,14-Aug-2026 23:47:29,EMP12042,VDR-12042,Moderate,Unassigned,2026-10-08 10:47:00,2026-08-14 23:47:29,-1306.9919444444445
EPA00001390,08-17-2026 03:13:43 PM,17/08/2026 15:13,EMP11439,VDR-11439,P3,CLOSED,2026-08-17 15:13:43,2026-08-17 15:13:00,-0.011944444444444445
EPA00005430,09-03-2026 11:43:29 AM,01-Sep-2026 14:43:29,EMP10714,WS-10714,M,Closed,2026-09-03 11:43:29,2026-09-01 14:43:29,-45.0
EPA00000432,2026-08-14 07:34:15,2026/08/14,emp_12210,vdr-12210,Critical,Unassigned,2026-08-14 07:34:15,2026-08-14 00:00:00,-7.570833333333334
EPA00004112,2026/08/03,06/08/2026 23:36,emp11683,LPT-11683,LOW,O,2026-08-03 00:00:00,2026-06-08 23:36:00,-1320.4
EPA00003224,08-01-2026 07:35:26 AM,02/08/2026 17:35,emp_11261,,HIGH,In Progress,2026-08-01 07:35:26,2026-02-08 17:35:00,-4166.0072222222225
EPA00005658,29/08/2026,01/09/2026 05:52,emp10517,WS-10517,Low,CLOSED,2026-08-29 00:00:00,2026-01-09 05:52:00,-5562.133333333333
EPA00001751,08-01-2026 01:22:14 PM,05/08/2026 15:22,EMP 11438,LPT-11438,Moderate,OPEN,2026-08-01 13:22:14,2026-05-08 15:22:00,-2038.003888888889
EPA00000216,28/08/2026 14:35,02/09/2026 02:35,emp12450,VDR-12450,HIGH,Resolved,2026-08-28 14:35:00,2026-02-09 02:35:00,-4812.0
EPA00002323,08-10-2026 02:42:39 AM,08-08-2026 05:42:39 AM,EMP-11569,LPT-11569,P3,Active,2026-08-10 02:42:39,2026-08-08 05:42:39,-45.0
EPA00004461,2026-09-04 16:33:41,08/09/2026 15:33,EMP10068,vdr-10068,Minor,N,2026-09-04 16:33:41,2026-08-09 15:33:00,-625.0113888888889
EPA00001763,09-02-2026 04:57:43 PM,05/09/2026 16:57,EMP11429,VDR-11429,Medium,Not Malicious,2026-09-02 16:57:43,2026-05-09 16:57:00,-2784.0119444444445
EPA00004789,30-Aug-2026 08:21:38,29/08/2026,EMP-12559,WS-12559,Medium,Resolved,2026-08-30 08:21:38,2026-08-29 00:00:00,-32.36055555555556
EPA00006848,2026/09/02,06/09/2026,EMP11781,LPT-11781,P3,Active,2026-09-02 00:00:00,2026-06-09 00:00:00,-2040.0
EPA00005696,2026-08-04 01:23:39,05/08/2026 01:23,emp12966,VDR-12966,P3,Closed,2026-08-04 01:23:39,2026-05-08 01:23:00,-2112.0108333333333
EPA00002954,2026-08-13T09:48:31,2026-08-12 17:48:31,emp10762,VDR_10762,MEDIUM,CLOSED,2026-08-13 09:48:31,2026-08-12 17:48:31,-16.0
EPA00000041,11/08/2026 19:23,2026-08-14T09:23:48,emp_12788,WS-12788,Moderate,WIP,2026-11-08 19:23:00,2026-08-14 09:23:48,-2073.9866666666667
EPA00001408,22-Aug-2026 00:51:46,2026/08/22,EMP12564,VDR-12564,P4,OPEN,2026-08-22 00:51:46,2026-08-22 00:00:00,-0.8627777777777778
EPA00003157,08-30-2026 02:21:00 AM,01/09/2026 20:21,EMP-10942,,Major,FP,2026-08-30 02:21:00,2026-01-09 20:21:00,-5574.0
EPA00005006,08-11-2026 07:56:33 PM,2026-08-10 15:56:33,12468,WS-12468.corp.local,M,RESOLVED,2026-08-11 19:56:33,2026-08-10 15:56:33,-28.0
EPA00003984,2026-08-06 15:29:58,06/08/2026 16:29,11251,VDR-11251,Medium,Unassigned,2026-08-06 15:29:58,2026-06-08 16:29:00,-1415.016111111111
EPA00005208,08-Sep-2026 10:39:37,08/09/2026 21:39,10883,LPT-10883,P4,CLOSED,2026-09-08 10:39:37,2026-08-09 21:39:00,-709.0102777777778
EPA00007535,01-Aug-2026 02:26:13,05/08/2026 08:26,12503,lpt-12503,LOW,WIP,2026-08-01 02:26:13,2026-05-08 08:26:00,-2034.003611111111
EPA00000328,2026-09-01 09:44:57,04/09/2026 18:44,EMP11690,WS-11690,L,NEW,2026-09-01 09:44:57,2026-04-09 18:44:00,-3471.0158333333334
EPA00005887,29/08/2026 11:56,02/09/2026 01:56,12431,VDR-12431,P3,Active,2026-08-29 11:56:00,2026-02-09 01:56:00,-4834.0
EPA00003463,2026-08-31 18:44:55,03/09/2026,EMP-10071,VDR_10071,Minor,Closed,2026-08-31 18:44:55,2026-03-09 00:00:00,-4218.748611111111
EPA00007258,2026-09-01T09:34:33,04/09/2026 20:34,12263,LPT-12263,P2,In Progress,2026-09-01 09:34:33,2026-04-09 20:34:00,-3469.0091666666667
EPA00004896,09-05-2026 11:08:40 PM,08/09/2026 14:08,EMP-11935,VDR-11935,P3,FP,2026-09-05 23:08:40,2026-08-09 14:08:00,-657.0111111111111
EPA00000947,2026-08-31 18:41:37,03/09/2026,emp10034,WS-10034.corp.local,Moderate,R,2026-08-31 18:41:37,2026-03-09 00:00:00,-4218.693611111111
EPA00007789,2026-08-30 17:19:19,2026/08/30,EMP12606,WS-12606,P4,Open,2026-08-30 17:19:19,2026-08-30 00:00:00,-17.321944444444444
EPA00005603,08-06-2026 03:42:06 PM,2026/08/06,EMP12817,LPT-12817,MEDIUM,OPEN,2026-08-06 15:42:06,2026-08-06 00:00:00,-15.701666666666666
EPA00001760,2026-08-18 05:37:44,18/08/2026,EMP 10935,lpt-10935,Minor,Unassigned,2026-08-18 05:37:44,2026-08-18 00:00:00,-5.628888888888889
EPA00003433,20/08/2026 04:09,20/08/2026 03:09,EMP12858,LPT-12858,Major,In Progress,2026-08-20 04:09:00,2026-08-20 03:09:00,-1.0
EPA00006824,09-04-2026 05:12:03 PM,05/09/2026 22:12,EMP10344,WS-10344,M,IN_PROGRESS,2026-09-04 17:12:03,2026-05-09 22:12:00,-2827.0008333333335
EPA00000386,17-Aug-2026 17:23:26,2026-08-16T16:23:26,EMP11988,WS-11988,HIGH,Unassigned,2026-08-17 17:23:26,2026-08-16 16:23:26,-25.0
EPA00005033,2026-09-02T01:33:55,02/09/2026 05:33,EMP 10250,LPT-10250,P3,OPEN,2026-09-02 01:33:55,2026-02-09 05:33:00,-4916.015277777778
EPA00007406,09-03-2026 10:08:27 PM,07/09/2026 01:08,EMP12804,VDR-12804.corp.local,CRIT,OPEN,2026-09-03 22:08:27,2026-07-09 01:08:00,-1365.0075
EPA00003369,2026-09-09 10:42:30,2026/09/09,EMP10204,LPT-10204,Critical,New,2026-09-09 10:42:30,2026-09-09 00:00:00,-10.708333333333334
EPA00007205,2026-08-07 16:43:37,2026/08/07,EMP 10666,VDR-10666,Major,NEW,2026-08-07 16:43:37,2026-08-07 00:00:00,-16.726944444444445
EPA00005444,2026-09-02 15:40:01,07/09/2026,EMP10723,VDR-10723,Low,Investigating,2026-09-02 15:40:01,2026-07-09 00:00:00,-1335.6669444444444
EPA00004452,06-Sep-2026 12:13:58,07/09/2026,EMP10909,LPT-10909.corp.local,Major,N,2026-09-06 12:13:58,2026-07-09 00:00:00,-1428.2327777777778
EPA00003532,09-03-2026 09:58:08 PM,2026/09/03,EMP11069,WS_11069,Critical,WIP,2026-09-03 21:58:08,2026-09-03 00:00:00,-21.968888888888888
EPA00007632,12/08/2026 01:37,12-Aug-2026 05:37:28,11366,WS_11366,P3,Open,2026-12-08 01:37:00,2026-08-12 05:37:28,-2827.992222222222
EPA00000815,02-Sep-2026 03:35:37,02/09/2026,EMP12553,ws-12553,CRIT,Unassigned,2026-09-02 03:35:37,2026-02-09 00:00:00,-4923.593611111111
EPA00003229,12/08/2026 16:04,2026-08-12 18:04:22,EMP10027,ws-10027,L,OPEN,2026-12-08 16:04:00,2026-08-12 18:04:22,-2829.9938888888887
EPA00005374,08-04-2026 06:40:33 AM,04/08/2026 20:40,EMP10147,VDR-10147,P3,O,2026-08-04 06:40:33,2026-04-08 20:40:00,-2818.0091666666667
EPA00001998,01-Aug-2026 12:48:13,2026-07-30 12:48:13,12123,VDR-12123,Moderate,In Progress,2026-08-01 12:48:13,2026-07-30 12:48:13,-48.0
EPA00003598,30/08/2026,03/09/2026 14:45,EMP10436,WS-10436,High,WIP,2026-08-30 00:00:00,2026-03-09 14:45:00,-4161.25
EPA00002137,2026-08-27 05:05:02,01/09/2026 04:05,EMP10763,lpt-10763,M,R,2026-08-27 05:05:02,2026-01-09 04:05:00,-5521.000555555555
EPA00005948,24/08/2026 08:41,24/08/2026,EMP11752,VDR-11752.corp.local,Moderate,Unassigned,2026-08-24 08:41:00,2026-08-24 00:00:00,-8.683333333333334
EPA00002636,2026/08/04,06/08/2026 05:41,EMP10854,LPT-10854,Low,Closed,2026-08-04 00:00:00,2026-06-08 05:41:00,-1362.3166666666666
EPA00006399,2026-08-05 18:49:18,06/08/2026 02:49,EMP10753,LPT-10753,LOW,Closed,2026-08-05 18:49:18,2026-06-08 02:49:00,-1408.005
EPA00000321,2026-09-03 08:58:58,03/09/2026 20:58,10697,WS-10697,LOW,In Progress,2026-09-03 08:58:58,2026-03-09 20:58:00,-4260.016111111111
EPA00007266,10/08/2026 19:57,2026/08/15,EMP10068,VDR-10068,M,Closed,2026-10-08 19:57:00,2026-08-15 00:00:00,-1315.95
EPA00007431,08-31-2026 12:44:03 PM,02/09/2026 12:44,EMP12803,VDR-12803,CRIT,New,2026-08-31 12:44:03,2026-02-09 12:44:00,-4872.0008333333335
EPA00006980,11/08/2026,2026-08-11 21:15:57,emp_11241,WS-11241,P2,New,2026-11-08 00:00:00,2026-08-11 21:15:57,-2114.7341666666666
