hostname,firewall_event_count,firewall_deny_count,threat_flag_count,unique_source_ip_count,unique_destination_ip_count,bytes_sent,bytes_received,session_count,endpoint_alert_count,critical_endpoint_alert_count,is_managed,firewall_deny_ratio,evidence_count,feature_confidence,observation_count,valid_timestamp_count,distinct_active_days,distinct_active_hours,min_ts,max_ts,unknown_timestamp_count,historical_span_days,timestamp_quality_score,eligibility_status,baseline_confidence,baseline_method,baseline_window,population_deny_ratio_median,population_deny_ratio_mad,population_endpoint_alert_median,population_endpoint_alert_mad
VDR-12193,7.0,2.0,2.0,2.0,5.0,219208522.84,240967953.4,6.0,5.0,1.0,True,0.2857142857142857,12.0,EXACT,19,11,11,8,2026-08-04 03:18:27,2026-09-06 07:34:30,8,33.18,0.5789,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12163.corp.local,1.0,0.0,0.0,1.0,0.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-11322,4.0,0.0,1.0,2.0,1.0,80230178.72,84702330.92,3.0,0.0,0.0,False,0.0,4.0,PROBABLE,4,0,0,0,,,4,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10061.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_10792,1.0,0.0,0.0,0.0,0.0,35578961.92,18172599.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-11613,4.0,2.0,0.0,3.0,2.0,81025808.22,134048964.64,4.0,3.0,0.0,True,0.5,7.0,EXACT,10,5,5,4,2026-08-08 22:42:54,2026-09-05 07:06:57,5,27.35,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-12716,3.0,0.0,1.0,2.0,1.0,70451114.0,116345846.64,3.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11950.corp.local,1.0,0.0,0.0,0.0,1.0,18833343.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-12892,2.0,0.0,0.0,1.0,0.0,68155873.22,56387754.64,1.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_10285,2.0,2.0,0.0,1.0,0.0,54879484.0,27026793.04,2.0,0.0,0.0,False,1.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-12929,1.0,1.0,0.0,1.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_12526,2.0,0.0,0.0,0.0,2.0,49639286.44,40764177.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12790,9.0,1.0,1.0,6.0,6.0,263672459.44,183308922.96,9.0,1.0,0.0,True,0.1111111111111111,10.0,EXACT,13,3,3,3,2026-08-06 11:11:28,2026-09-02 08:54:54,10,26.91,0.2308,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-11323.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-11007,1.0,1.0,0.0,1.0,1.0,24819643.22,46769385.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-10339,2.0,0.0,0.0,1.0,1.0,39071663.22,26161999.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_11563,1.0,0.0,0.0,0.0,0.0,48594056.0,27178961.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_12802,2.0,0.0,0.0,2.0,2.0,86999307.36,9078004.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-12659,3.0,1.0,0.0,1.0,2.0,69077763.42,37339835.08,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10018.corp.local,2.0,1.0,0.0,1.0,1.0,58645120.72,70432849.92,1.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10843,6.0,1.0,0.0,1.0,3.0,167518133.68,187749440.12,6.0,3.0,1.0,True,0.1666666666666666,9.0,EXACT,19,11,8,8,2026-08-02 21:35:10,2026-11-08 00:00:00,8,97.1,0.5789,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12798.corp.local,2.0,0.0,0.0,0.0,0.0,49639286.44,70104401.96000001,1.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_12287,1.0,1.0,0.0,1.0,1.0,1791811.0,25373285.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10612,4.0,2.0,0.0,2.0,2.0,107522022.44,84188754.0,4.0,0.0,0.0,True,0.5,4.0,EXACT,12,8,7,6,2026-06-08 00:00:00,2026-08-31 10:50:49,4,84.45,0.6667,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT_10133,2.0,0.0,0.0,1.0,1.0,48450942.22,39854585.72,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-11639,7.0,0.0,0.0,6.0,5.0,225169514.22,198339646.84,6.0,3.0,0.0,True,0.0,10.0,EXACT,14,6,5,4,2026-08-03 10:55:49,2026-08-28 17:26:39,8,25.27,0.4286,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10718,9.0,0.0,0.0,7.0,4.0,240308488.7,134666089.88,7.0,3.0,0.0,True,0.0,12.0,EXACT,12,3,3,2,2026-08-30 20:20:19,2026-09-09 00:00:00,9,9.15,0.25,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12357.corp.local,2.0,0.0,0.0,2.0,0.0,53220178.0,75951836.24000001,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10640.corp.local,2.0,0.0,0.0,1.0,0.0,63379005.22,63321509.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_12978,1.0,1.0,0.0,1.0,0.0,24819643.22,4989260.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-12550,1.0,0.0,0.0,0.0,0.0,35532654.0,486489.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12712.corp.local,1.0,0.0,0.0,1.0,1.0,7248742.4,6779973.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12667.corp.local,1.0,0.0,0.0,1.0,1.0,24819643.22,31110777.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-10242.corp.local,1.0,0.0,0.0,0.0,1.0,36423414.0,7221204.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12920,9.0,4.0,1.0,2.0,6.0,234084299.48,202569326.2,7.0,0.0,0.0,True,0.4444444444444444,9.0,EXACT,18,9,7,8,2026-05-08 00:00:00,2026-09-09 15:21:58,9,124.64,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-11872,1.0,0.0,0.0,0.0,1.0,11102151.0,181483.52,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12937,10.0,1.0,1.0,5.0,6.0,289704481.32,245742188.96,8.0,1.0,0.0,True,0.1,11.0,EXACT,17,6,6,5,2026-03-08 00:00:00,2026-08-30 11:07:00,11,175.46,0.3529,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-10579,1.0,0.0,0.0,0.0,1.0,1840344.0,19958681.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-11632,2.0,1.0,0.0,1.0,2.0,82813843.0,49052385.28,1.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_10487,1.0,0.0,0.0,0.0,0.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10867,10.0,2.0,1.0,5.0,6.0,317737060.96,228655737.64,8.0,3.0,0.0,True,0.2,13.0,EXACT,22,12,11,9,2026-08-03 16:49:08,2026-09-09 08:26:44,10,36.65,0.5455,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10479.corp.local,2.0,1.0,0.0,1.0,1.0,31278811.22,16367953.92,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_12241,1.0,1.0,1.0,1.0,1.0,48806466.0,27764391.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-10730,2.0,1.0,0.0,0.0,1.0,49639286.44,55159684.64,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_12455,1.0,0.0,0.0,0.0,0.0,24819643.22,29318184.96,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12510,7.0,2.0,0.0,5.0,3.0,162981091.44,137528570.4,6.0,1.0,0.0,True,0.2857142857142857,8.0,EXACT,12,5,5,4,2026-08-01 06:54:13,2026-09-01 12:02:12,7,31.21,0.4167,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-10304,1.0,0.0,0.0,0.0,1.0,27097059.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10656,8.0,0.0,0.0,3.0,4.0,240562329.66,207162091.0,7.0,1.0,0.0,True,0.0,9.0,EXACT,12,3,3,3,2026-08-13 10:53:26,2026-09-05 15:30:55,9,23.19,0.25,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-10200,1.0,0.0,0.0,0.0,1.0,24819643.22,28982651.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-12104,2.0,0.0,1.0,0.0,1.0,53337757.0,59265515.52,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_11651,1.0,0.0,0.0,1.0,0.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_10974,1.0,0.0,0.0,0.0,0.0,24819643.22,40328232.96,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-11811.corp.local,2.0,1.0,1.0,0.0,1.0,48629056.34,49052385.28,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10402,4.0,0.0,2.0,1.0,2.0,102871270.68,88568617.64,1.0,3.0,0.0,True,0.0,7.0,EXACT,12,7,6,5,2026-08-04 00:00:00,2026-09-03 03:45:20,5,30.16,0.5833,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_10509,1.0,1.0,0.0,1.0,0.0,24819643.22,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-10582,3.0,0.0,1.0,1.0,1.0,28869335.0,86016385.0,3.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT_11917,1.0,1.0,0.0,0.0,1.0,47257949.0,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12976.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12045,11.0,1.0,2.0,3.0,7.0,351195550.3,269001993.64,10.0,1.0,0.0,True,0.0909090909090909,12.0,EXACT,15,2,2,2,2026-08-18 08:23:14,2026-08-22 15:26:15,13,4.29,0.1333,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12675.corp.local,3.0,1.0,0.0,0.0,2.0,107644201.22,55660929.760000005,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12219.corp.local,3.0,0.0,1.0,2.0,2.0,42295382.14,114373293.64,3.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-11634,10.0,3.0,2.0,6.0,6.0,304100443.32,217981988.64,8.0,5.0,0.0,True,0.3,15.0,EXACT,22,12,11,11,2026-05-08 03:55:00,2026-10-08 06:41:00,10,153.12,0.5455,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11983,5.0,1.0,0.0,3.0,2.0,57698040.22,147067461.92000002,4.0,0.0,0.0,True,0.2,5.0,EXACT,10,3,3,3,2026-04-09 08:13:00,2026-09-05 20:56:09,7,149.53,0.3,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12077.corp.local,1.0,0.0,0.0,0.0,1.0,39197435.0,24526192.64,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT_12354,1.0,0.0,0.0,1.0,1.0,15027537.92,28753724.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12235,3.0,1.0,0.0,2.0,1.0,39425429.88,72123273.64,1.0,0.0,0.0,True,0.3333333333333333,3.0,EXACT,15,11,8,7,2026-08-08 19:43:00,2026-12-08 00:00:00,4,121.18,0.7333,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11528.corp.local,2.0,1.0,0.0,1.0,2.0,74231791.0,33307660.64,1.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-11733,1.0,1.0,0.0,1.0,1.0,34340254.0,32747089.92,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT_12440,1.0,1.0,0.0,1.0,1.0,10666909.0,21815302.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_10134,1.0,1.0,0.0,0.0,0.0,24819643.22,36542873.6,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_12751,1.0,0.0,0.0,0.0,0.0,24819643.22,36221849.6,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT_12078,1.0,0.0,1.0,1.0,0.0,9363839.0,35407399.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-11236,6.0,2.0,0.0,0.0,3.0,119093146.44,109934923.52,6.0,3.0,0.0,True,0.3333333333333333,9.0,EXACT,12,5,5,5,2026-08-01 20:01:00,2026-10-08 00:00:00,7,67.17,0.4167,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_10698,1.0,0.0,0.0,1.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-10717,1.0,0.0,0.0,1.0,1.0,24819643.22,2595489.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12857,10.0,2.0,0.0,6.0,4.0,264255044.92,243463499.72,9.0,3.0,1.0,True,0.2,13.0,EXACT,15,5,4,5,2026-08-15 16:57:59,2026-09-03 09:31:06,10,18.69,0.3333,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-11582,3.0,1.0,1.0,0.0,1.0,26381212.04,82801194.28,2.0,3.0,0.0,True,0.3333333333333333,6.0,EXACT,7,4,4,3,2026-08-05 02:30:45,2026-08-31 00:00:00,3,25.9,0.5714,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-10613,1.0,0.0,0.0,1.0,1.0,14191495.0,7665090.56,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-10451,1.0,0.0,0.0,0.0,0.0,2312130.56,27125585.92,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12633.corp.local,1.0,0.0,0.0,0.0,1.0,4857294.0,37706792.96,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_12430,1.0,0.0,0.0,0.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-12657,1.0,0.0,1.0,1.0,0.0,24819643.22,17270275.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT_10084,1.0,0.0,0.0,0.0,0.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11998,5.0,2.0,2.0,2.0,3.0,161214308.22,124938529.64,4.0,4.0,0.0,True,0.4,9.0,EXACT,13,5,4,5,2026-08-08 03:51:22,2026-09-03 01:12:49,8,25.89,0.3846,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-11936,7.0,3.0,1.0,3.0,5.0,143785268.1,177890077.04000002,5.0,2.0,0.0,True,0.4285714285714285,9.0,EXACT,11,4,4,3,2026-08-13 06:06:27,2026-09-07 18:42:14,7,25.52,0.3636,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-11406.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,19813694.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-11342.corp.local,1.0,1.0,0.0,1.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10777,4.0,0.0,1.0,1.0,3.0,66076802.26,70013646.2,4.0,3.0,1.0,True,0.0,7.0,EXACT,9,5,5,4,2026-08-18 13:05:51,2026-08-30 19:05:00,4,12.25,0.5556,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10724,5.0,3.0,0.0,3.0,2.0,156057693.16,122256245.0,5.0,3.0,0.0,True,0.6,8.0,EXACT,13,6,6,5,2026-08-02 13:09:31,2026-09-04 17:59:03,7,33.2,0.4615,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11906,7.0,2.0,0.0,3.0,0.0,156521650.44,134149313.68,6.0,1.0,0.0,True,0.2857142857142857,8.0,EXACT,17,8,7,5,2026-08-02 00:00:00,2026-08-29 14:23:07,9,27.6,0.4706,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12358,6.0,0.0,1.0,2.0,3.0,166175016.22,125440575.92,6.0,3.0,0.0,True,0.0,9.0,EXACT,17,10,10,7,2026-08-07 16:14:30,2026-10-08 16:28:00,7,62.01,0.5882,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
