edge_id,source_id,target_id,relationship_type,relationship_confidence,source_dataset,source_record_id,evidence_type
EDG-76882,RISK-LPT-10112,IAM00011996,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00011996,FLAGGED_ANOMALY_EVIDENCE
EDG-76883,RISK-WS-11503,IAM00006488,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006488,FLAGGED_ANOMALY_EVIDENCE
EDG-76884,RISK-EMP10123,IAM00012809,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00012809,FLAGGED_ANOMALY_EVIDENCE
EDG-76885,RISK-LPT-11278,IAM00000445,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00000445,FLAGGED_ANOMALY_EVIDENCE
EDG-76886,RISK-LPT-10753,IAM00009383,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00009383,FLAGGED_ANOMALY_EVIDENCE
EDG-76887,RISK-LPT-11941,IAM00003989,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00003989,FLAGGED_ANOMALY_EVIDENCE
EDG-76888,RISK-EMP12851,IAM00003197,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00003197,FLAGGED_ANOMALY_EVIDENCE
EDG-76889,RISK-WS-10625,IAM00009121,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00009121,FLAGGED_ANOMALY_EVIDENCE
EDG-76890,RISK-EMP12776,IAM00001431,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00001431,FLAGGED_ANOMALY_EVIDENCE
EDG-76891,RISK-WS-12392,IAM00007552,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00007552,FLAGGED_ANOMALY_EVIDENCE
EDG-76892,RISK-LPT-10850,IAM00004408,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00004408,FLAGGED_ANOMALY_EVIDENCE
EDG-76893,RISK-WS-10784,IAM00010685,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00010685,FLAGGED_ANOMALY_EVIDENCE
EDG-76894,RISK-VDR-11074,IAM00008532,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00008532,FLAGGED_ANOMALY_EVIDENCE
EDG-76895,RISK-WS-10225,IAM00016179,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00016179,FLAGGED_ANOMALY_EVIDENCE
EDG-76896,RISK-WS-10288,IAM00002459,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00002459,FLAGGED_ANOMALY_EVIDENCE
EDG-76897,RISK-EMP11547,IAM00002133,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00002133,FLAGGED_ANOMALY_EVIDENCE
EDG-76898,RISK-EMP11929,IAM00007019,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00007019,FLAGGED_ANOMALY_EVIDENCE
EDG-76899,RISK-LPT-11700,IAM00019102,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00019102,FLAGGED_ANOMALY_EVIDENCE
EDG-76900,RISK-EMP11034,IAM00019376,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00019376,FLAGGED_ANOMALY_EVIDENCE
EDG-76901,RISK-LPT-11109,IAM00011582,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00011582,FLAGGED_ANOMALY_EVIDENCE
EDG-76902,RISK-EMP11234,IAM00018100,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00018100,FLAGGED_ANOMALY_EVIDENCE
EDG-76903,RISK-LPT-10101,IAM00006739,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006739,FLAGGED_ANOMALY_EVIDENCE
EDG-76904,RISK-LPT-10092,IAM00015579,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00015579,FLAGGED_ANOMALY_EVIDENCE
EDG-76905,RISK-VDR-12126,IAM00004511,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00004511,FLAGGED_ANOMALY_EVIDENCE
EDG-76906,RISK-LPT-10822,IAM00011140,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00011140,FLAGGED_ANOMALY_EVIDENCE
EDG-76907,RISK-EMP12567,IAM00017784,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00017784,FLAGGED_ANOMALY_EVIDENCE
EDG-76908,RISK-EMP11411,IAM00013293,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00013293,FLAGGED_ANOMALY_EVIDENCE
EDG-76909,RISK-EMP10052,IAM00016066,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00016066,FLAGGED_ANOMALY_EVIDENCE
EDG-76910,RISK-EMP11360,IAM00005935,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00005935,FLAGGED_ANOMALY_EVIDENCE
EDG-76911,RISK-LPT-12440,IAM00011010,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00011010,FLAGGED_ANOMALY_EVIDENCE
EDG-76912,RISK-VDR-12336,IAM00001460,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00001460,FLAGGED_ANOMALY_EVIDENCE
EDG-76913,RISK-EMP11359,IAM00018107,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00018107,FLAGGED_ANOMALY_EVIDENCE
EDG-76914,RISK-LPT-12858,IAM00000612,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00000612,FLAGGED_ANOMALY_EVIDENCE
EDG-76915,RISK-VDR-10042,IAM00013151,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00013151,FLAGGED_ANOMALY_EVIDENCE
EDG-76916,RISK-EMP11159,IAM00010930,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00010930,FLAGGED_ANOMALY_EVIDENCE
EDG-76917,RISK-EMP10408,IAM00014827,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00014827,FLAGGED_ANOMALY_EVIDENCE
EDG-76918,RISK-LPT-12429,IAM00018280,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00018280,FLAGGED_ANOMALY_EVIDENCE
EDG-76919,RISK-VDR-12127,IAM00002384,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00002384,FLAGGED_ANOMALY_EVIDENCE
EDG-76920,RISK-EMP11801,IAM00011817,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00011817,FLAGGED_ANOMALY_EVIDENCE
EDG-76921,RISK-EMP10393,IAM00000040,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00000040,FLAGGED_ANOMALY_EVIDENCE
EDG-76922,RISK-LPT-12739,IAM00006892,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006892,FLAGGED_ANOMALY_EVIDENCE
EDG-76923,RISK-EMP11547,IAM00014988,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00014988,FLAGGED_ANOMALY_EVIDENCE
EDG-76924,RISK-EMP10598,IAM00016627,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00016627,FLAGGED_ANOMALY_EVIDENCE
EDG-76925,RISK-EMP12738,IAM00012914,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00012914,FLAGGED_ANOMALY_EVIDENCE
EDG-76926,RISK-WS-12283,IAM00009979,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00009979,FLAGGED_ANOMALY_EVIDENCE
EDG-76927,RISK-WS-10998,IAM00017806,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00017806,FLAGGED_ANOMALY_EVIDENCE
EDG-76928,RISK-EMP12865,IAM00006582,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006582,FLAGGED_ANOMALY_EVIDENCE
EDG-76929,RISK-EMP10057,IAM00012447,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00012447,FLAGGED_ANOMALY_EVIDENCE
EDG-76930,RISK-LPT-12227,IAM00002028,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00002028,FLAGGED_ANOMALY_EVIDENCE
EDG-76931,RISK-WS-11715,IAM00005337,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00005337,FLAGGED_ANOMALY_EVIDENCE
EDG-76932,RISK-VDR-12122,IAM00000733,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00000733,FLAGGED_ANOMALY_EVIDENCE
EDG-76933,RISK-LPT-11062,IAM00012873,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00012873,FLAGGED_ANOMALY_EVIDENCE
EDG-76934,RISK-VDR-10051,IAM00018907,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00018907,FLAGGED_ANOMALY_EVIDENCE
EDG-76935,RISK-EMP11547,IAM00003501,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00003501,FLAGGED_ANOMALY_EVIDENCE
EDG-76936,RISK-WS-10344,IAM00016914,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00016914,FLAGGED_ANOMALY_EVIDENCE
EDG-76937,RISK-WS-10432,IAM00015408,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00015408,FLAGGED_ANOMALY_EVIDENCE
EDG-76938,RISK-VDR-12241,IAM00015887,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00015887,FLAGGED_ANOMALY_EVIDENCE
EDG-76939,RISK-EMP11550,IAM00013865,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00013865,FLAGGED_ANOMALY_EVIDENCE
EDG-76940,RISK-WS-11809,IAM00011111,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00011111,FLAGGED_ANOMALY_EVIDENCE
EDG-76941,RISK-LPT-12813,IAM00012999,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00012999,FLAGGED_ANOMALY_EVIDENCE
EDG-76942,RISK-LPT-12838,IAM00011112,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00011112,FLAGGED_ANOMALY_EVIDENCE
EDG-76943,RISK-LPT-11784,IAM00006447,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006447,FLAGGED_ANOMALY_EVIDENCE
EDG-76944,RISK-LPT-12532,IAM00010410,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00010410,FLAGGED_ANOMALY_EVIDENCE
EDG-76945,RISK-VDR-12789,IAM00006173,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006173,FLAGGED_ANOMALY_EVIDENCE
EDG-76946,RISK-EMP10768,IAM00007249,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00007249,FLAGGED_ANOMALY_EVIDENCE
EDG-76947,RISK-VDR-12994,IAM00007470,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00007470,FLAGGED_ANOMALY_EVIDENCE
EDG-76948,RISK-EMP10772,IAM00009151,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00009151,FLAGGED_ANOMALY_EVIDENCE
EDG-76949,RISK-LPT-12752,IAM00013399,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00013399,FLAGGED_ANOMALY_EVIDENCE
EDG-76950,RISK-WS-11067,IAM00008000,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00008000,FLAGGED_ANOMALY_EVIDENCE
EDG-76951,RISK-VDR-10975,IAM00002513,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00002513,FLAGGED_ANOMALY_EVIDENCE
EDG-76952,RISK-EMP10949,IAM00008371,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00008371,FLAGGED_ANOMALY_EVIDENCE
EDG-76953,RISK-LPT-12291,IAM00012469,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00012469,FLAGGED_ANOMALY_EVIDENCE
EDG-76954,RISK-LPT-12114,IAM00010438,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00010438,FLAGGED_ANOMALY_EVIDENCE
EDG-76955,RISK-LPT-10424,IAM00015718,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00015718,FLAGGED_ANOMALY_EVIDENCE
EDG-76956,RISK-VDR-12936,IAM00013407,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00013407,FLAGGED_ANOMALY_EVIDENCE
EDG-76957,RISK-VDR-12312,IAM00001110,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00001110,FLAGGED_ANOMALY_EVIDENCE
EDG-76958,RISK-WS-12072,IAM00019773,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00019773,FLAGGED_ANOMALY_EVIDENCE
EDG-76959,RISK-EMP11359,IAM00005670,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00005670,FLAGGED_ANOMALY_EVIDENCE
EDG-76960,RISK-LPT-11065,IAM00007711,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00007711,FLAGGED_ANOMALY_EVIDENCE
EDG-76961,RISK-LPT-10616,IAM00016660,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00016660,FLAGGED_ANOMALY_EVIDENCE
EDG-76962,RISK-WS-11769,IAM00001963,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00001963,FLAGGED_ANOMALY_EVIDENCE
EDG-76963,RISK-LPT-12462,IAM00004202,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00004202,FLAGGED_ANOMALY_EVIDENCE
EDG-76964,RISK-WS-10991,IAM00000338,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00000338,FLAGGED_ANOMALY_EVIDENCE
EDG-76965,RISK-LPT-12796,IAM00010338,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00010338,FLAGGED_ANOMALY_EVIDENCE
EDG-76966,RISK-LPT-10646,IAM00008427,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00008427,FLAGGED_ANOMALY_EVIDENCE
EDG-76967,RISK-LPT-12924,IAM00009523,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00009523,FLAGGED_ANOMALY_EVIDENCE
EDG-76968,RISK-WS-11799,IAM00000393,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00000393,FLAGGED_ANOMALY_EVIDENCE
EDG-76969,RISK-EMP10472,IAM00008655,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00008655,FLAGGED_ANOMALY_EVIDENCE
EDG-76970,RISK-LPT-10327,IAM00006544,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006544,FLAGGED_ANOMALY_EVIDENCE
EDG-76971,RISK-LPT-10810,IAM00018090,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00018090,FLAGGED_ANOMALY_EVIDENCE
EDG-76972,RISK-WS-10509,IAM00000512,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00000512,FLAGGED_ANOMALY_EVIDENCE
EDG-76973,RISK-LPT-11259,IAM00011081,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00011081,FLAGGED_ANOMALY_EVIDENCE
EDG-76974,RISK-WS-11456,IAM00004943,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00004943,FLAGGED_ANOMALY_EVIDENCE
EDG-76975,RISK-EMP11005,IAM00010691,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00010691,FLAGGED_ANOMALY_EVIDENCE
EDG-76976,RISK-WS-10313,IAM00018479,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00018479,FLAGGED_ANOMALY_EVIDENCE
EDG-76977,RISK-VDR-11587,IAM00004821,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00004821,FLAGGED_ANOMALY_EVIDENCE
EDG-76978,RISK-WS-10261,IAM00013085,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00013085,FLAGGED_ANOMALY_EVIDENCE
EDG-76979,RISK-EMP11817,IAM00005010,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00005010,FLAGGED_ANOMALY_EVIDENCE
EDG-76980,RISK-WS-12545,IAM00011846,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00011846,FLAGGED_ANOMALY_EVIDENCE
EDG-76981,RISK-EMP12738,IAM00002043,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00002043,FLAGGED_ANOMALY_EVIDENCE
EDG-76982,RISK-LPT-11183,IAM00014642,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00014642,FLAGGED_ANOMALY_EVIDENCE
EDG-76983,RISK-LPT-10840,IAM00001780,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00001780,FLAGGED_ANOMALY_EVIDENCE
EDG-76984,RISK-EMP11130,IAM00017881,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00017881,FLAGGED_ANOMALY_EVIDENCE
EDG-76985,RISK-EMP11865,IAM00018210,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00018210,FLAGGED_ANOMALY_EVIDENCE
EDG-76986,RISK-EMP12390,IAM00012941,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00012941,FLAGGED_ANOMALY_EVIDENCE
EDG-76987,RISK-WS-10973,IAM00018462,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00018462,FLAGGED_ANOMALY_EVIDENCE
EDG-76988,RISK-EMP11241,IAM00009526,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00009526,FLAGGED_ANOMALY_EVIDENCE
EDG-76989,RISK-LPT-10935,IAM00010364,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00010364,FLAGGED_ANOMALY_EVIDENCE
EDG-76990,RISK-LPT-11183,IAM00005293,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00005293,FLAGGED_ANOMALY_EVIDENCE
EDG-76991,RISK-EMP11600,IAM00005898,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00005898,FLAGGED_ANOMALY_EVIDENCE
EDG-76992,RISK-LPT-10755,IAM00006526,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006526,FLAGGED_ANOMALY_EVIDENCE
EDG-76993,RISK-EMP11117,IAM00010823,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00010823,FLAGGED_ANOMALY_EVIDENCE
EDG-76994,RISK-EMP11665,IAM00004617,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00004617,FLAGGED_ANOMALY_EVIDENCE
EDG-76995,RISK-LPT-11440,IAM00009760,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00009760,FLAGGED_ANOMALY_EVIDENCE
EDG-76996,RISK-EMP12901,IAM00014684,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00014684,FLAGGED_ANOMALY_EVIDENCE
EDG-76997,RISK-LPT-12817,IAM00015813,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00015813,FLAGGED_ANOMALY_EVIDENCE
EDG-76998,RISK-WS-11320,IAM00005975,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00005975,FLAGGED_ANOMALY_EVIDENCE
EDG-76999,RISK-WS-10506,IAM00007338,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00007338,FLAGGED_ANOMALY_EVIDENCE
EDG-77000,RISK-VDR-12976,IAM00004804,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00004804,FLAGGED_ANOMALY_EVIDENCE
EDG-77001,RISK-LPT-10075,IAM00006341,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006341,FLAGGED_ANOMALY_EVIDENCE
EDG-77002,RISK-WS-10088,IAM00013551,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00013551,FLAGGED_ANOMALY_EVIDENCE
EDG-77003,RISK-WS-11698,IAM00002880,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00002880,FLAGGED_ANOMALY_EVIDENCE
EDG-77004,RISK-VDR-10762,IAM00013581,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00013581,FLAGGED_ANOMALY_EVIDENCE
EDG-77005,RISK-EMP10298,IAM00001857,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00001857,FLAGGED_ANOMALY_EVIDENCE
EDG-77006,RISK-LPT-12300,IAM00000416,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00000416,FLAGGED_ANOMALY_EVIDENCE
EDG-77007,RISK-WS-10594,IAM00017668,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00017668,FLAGGED_ANOMALY_EVIDENCE
EDG-77008,RISK-WS-11850,IAM00008889,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00008889,FLAGGED_ANOMALY_EVIDENCE
EDG-77009,RISK-LPT-11285,IAM00012776,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00012776,FLAGGED_ANOMALY_EVIDENCE
EDG-77010,RISK-EMP10296,IAM00014433,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00014433,FLAGGED_ANOMALY_EVIDENCE
EDG-77011,RISK-WS-11953,IAM00008027,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00008027,FLAGGED_ANOMALY_EVIDENCE
EDG-77012,RISK-EMP12505,IAM00015044,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00015044,FLAGGED_ANOMALY_EVIDENCE
EDG-77013,RISK-WS-12701,IAM00014662,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00014662,FLAGGED_ANOMALY_EVIDENCE
EDG-77014,RISK-LPT-11200,IAM00004981,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00004981,FLAGGED_ANOMALY_EVIDENCE
EDG-77015,RISK-LPT-10779,IAM00007269,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00007269,FLAGGED_ANOMALY_EVIDENCE
EDG-77016,RISK-EMP10014,IAM00017081,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00017081,FLAGGED_ANOMALY_EVIDENCE
EDG-77017,RISK-WS-10034,IAM00017916,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00017916,FLAGGED_ANOMALY_EVIDENCE
EDG-77018,RISK-LPT-11114,IAM00008210,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00008210,FLAGGED_ANOMALY_EVIDENCE
EDG-77019,RISK-LPT-10106,IAM00000708,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00000708,FLAGGED_ANOMALY_EVIDENCE
EDG-77020,RISK-VDR-12493,IAM00013345,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00013345,FLAGGED_ANOMALY_EVIDENCE
EDG-77021,RISK-WS-11713,IAM00005104,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00005104,FLAGGED_ANOMALY_EVIDENCE
EDG-77022,RISK-LPT-12704,IAM00014538,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00014538,FLAGGED_ANOMALY_EVIDENCE
EDG-77023,RISK-VDR-12618,IAM00005962,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00005962,FLAGGED_ANOMALY_EVIDENCE
EDG-77024,RISK-VDR-12200,IAM00016487,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00016487,FLAGGED_ANOMALY_EVIDENCE
EDG-77025,RISK-LPT-10141,IAM00003655,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00003655,FLAGGED_ANOMALY_EVIDENCE
EDG-77026,RISK-EMP11822,IAM00008169,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00008169,FLAGGED_ANOMALY_EVIDENCE
EDG-77027,RISK-VDR-10335,IAM00011800,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00011800,FLAGGED_ANOMALY_EVIDENCE
EDG-77028,RISK-LPT-10963,IAM00019012,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00019012,FLAGGED_ANOMALY_EVIDENCE
EDG-77029,RISK-VDR-12063,IAM00006174,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006174,FLAGGED_ANOMALY_EVIDENCE
EDG-77030,RISK-EMP10399,IAM00006814,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006814,FLAGGED_ANOMALY_EVIDENCE
EDG-77031,RISK-LPT-10133,IAM00006832,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006832,FLAGGED_ANOMALY_EVIDENCE
EDG-77032,RISK-WS-10091,IAM00005838,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00005838,FLAGGED_ANOMALY_EVIDENCE
EDG-77033,RISK-VDR-10270,IAM00000613,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00000613,FLAGGED_ANOMALY_EVIDENCE
EDG-77034,RISK-EMP12567,IAM00010837,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00010837,FLAGGED_ANOMALY_EVIDENCE
EDG-77035,RISK-LPT-12628,IAM00008624,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00008624,FLAGGED_ANOMALY_EVIDENCE
EDG-77036,RISK-VDR-11165,IAM00016254,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00016254,FLAGGED_ANOMALY_EVIDENCE
EDG-77037,RISK-VDR-12157,IAM00006696,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006696,FLAGGED_ANOMALY_EVIDENCE
EDG-77038,RISK-VDR-12058,IAM00011059,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00011059,FLAGGED_ANOMALY_EVIDENCE
EDG-77039,RISK-VDR-12330,IAM00014153,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00014153,FLAGGED_ANOMALY_EVIDENCE
EDG-77040,RISK-WS-11463,IAM00006816,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006816,FLAGGED_ANOMALY_EVIDENCE
EDG-77041,RISK-EMP10772,IAM00016157,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00016157,FLAGGED_ANOMALY_EVIDENCE
EDG-77042,RISK-LPT-11902,IAM00006788,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00006788,FLAGGED_ANOMALY_EVIDENCE
EDG-77043,RISK-VDR-10807,IAM00018399,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00018399,FLAGGED_ANOMALY_EVIDENCE
EDG-77044,RISK-VDR-10350,IAM00003132,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00003132,FLAGGED_ANOMALY_EVIDENCE
EDG-77045,RISK-EMP12973,IAM00015984,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00015984,FLAGGED_ANOMALY_EVIDENCE
EDG-77046,RISK-VDR-10527,IAM00004993,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00004993,FLAGGED_ANOMALY_EVIDENCE
EDG-77047,RISK-VDR-11412,IAM00018062,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00018062,FLAGGED_ANOMALY_EVIDENCE
EDG-77048,RISK-VDR-10093,IAM00009940,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00009940,FLAGGED_ANOMALY_EVIDENCE
EDG-77049,RISK-EMP10930,IAM00000191,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00000191,FLAGGED_ANOMALY_EVIDENCE
EDG-77050,RISK-WS-11296,IAM00008134,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00008134,FLAGGED_ANOMALY_EVIDENCE
EDG-77051,RISK-VDR-12647,IAM00002745,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00002745,FLAGGED_ANOMALY_EVIDENCE
EDG-77052,RISK-VDR-12154,IAM00002232,SUPPORTED_BY_EVIDENCE,EXACT,IAM,IAM00002232,FLAGGED_ANOMALY_EVIDENCE
