entity_id,entity_type,traceone_risk_score,auth_contribution,network_contribution,endpoint_contribution,operational_contribution,multi_signal_boost
LPT-11664,HOST,45.8,0.0,16.66,16.66,12.47,0.0
lpt-12429,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT-10447.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10463,HOST,100.0,0.0,49.99,49.99,36.13,45.37
ws-10394,HOST,12.82,0.0,8.33,0.0,4.49,0.0
ws-10564,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT-12227,HOST,93.75,0.0,41.66,10.42,41.68,18.75
VDR-12814,HOST,91.62,0.0,14.05,41.66,35.9,18.32
ws-10518,HOST,8.56,0.0,8.33,0.0,0.23,0.0
VDR-11606,HOST,30.06,0.0,11.24,8.33,10.48,0.0
VDR-11966.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-10417.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT_11673,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_12405,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12267.corp.local,HOST,3.34,0.0,0.0,0.0,3.34,0.0
WS-10841,HOST,100.0,0.0,37.5,49.99,44.92,44.14
vdr-10767,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-11976,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10911,HOST,47.08,0.0,11.24,16.66,19.17,0.0
ws-10643,HOST,13.75,0.0,8.33,0.0,5.42,0.0
VDR-11047.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-11870,HOST,93.75,0.0,41.66,10.42,41.68,18.75
LPT_12754,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10210,HOST,51.41,0.0,16.66,16.66,18.08,0.0
VDR-11433,HOST,95.83,0.0,20.83,41.66,33.34,19.17
LPT-10948,HOST,81.29,0.0,28.1,20.83,32.36,16.26
lpt-12056,HOST,0.84,0.0,0.0,0.0,0.84,0.0
ws-10105,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12623,HOST,56.31,0.0,8.33,16.66,31.31,0.0
VDR-12173,HOST,35.38,0.0,8.33,8.33,18.71,0.0
WS-10568,HOST,43.44,0.0,0.0,16.66,26.77,0.0
LPT-10205,HOST,32.67,0.0,16.86,0.0,15.81,0.0
VDR_10328,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_12934,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS_12908,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-11262,HOST,16.66,0.0,16.66,0.0,0.0,0.0
vdr-12156,HOST,0.85,0.0,0.0,0.0,0.85,0.0
LPT-12481.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12130,HOST,83.34,0.0,41.66,0.0,41.68,16.67
WS-11737,HOST,66.87,0.0,16.86,16.66,33.34,0.0
VDR-11449.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-12656,HOST,5.8,0.0,0.0,0.0,5.8,0.0
WS_10730,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR-12922,HOST,48.38,0.0,11.24,8.33,28.81,0.0
WS-11829,HOST,53.93,0.0,16.66,16.66,20.6,0.0
WS_10468,HOST,2.15,0.0,0.0,0.0,2.15,0.0
LPT_12708,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11724,HOST,100.0,0.0,20.83,41.66,41.68,20.83
WS-11223.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-11791,HOST,83.34,0.0,41.66,0.0,41.68,16.67
WS-12406,HOST,100.0,0.0,33.72,37.5,47.33,39.52
VDR-11771,HOST,100.0,0.0,49.99,49.99,50.01,50.0
WS-12262.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10986,HOST,54.21,0.0,11.24,16.66,26.3,0.0
VDR-11976,HOST,100.0,0.0,42.15,37.5,49.14,42.93
VDR-10523.corp.local,HOST,1.34,0.0,0.0,0.0,1.34,0.0
LPT-12421,HOST,22.57,0.0,11.24,0.0,11.33,0.0
WS_12264,HOST,8.33,0.0,8.33,0.0,0.0,0.0
ws-12556,HOST,20.88,0.0,16.66,0.0,4.21,0.0
vdr-11720,HOST,3.21,0.0,0.0,0.0,3.21,0.0
ws-10190,HOST,8.78,0.0,0.0,0.0,8.78,0.0
VDR-10523,HOST,44.99,0.0,8.33,8.33,28.33,0.0
LPT-11183.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12255,HOST,28.43,0.0,0.0,16.66,11.76,0.0
VDR-10196.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12379,HOST,20.91,0.0,0.0,0.0,20.91,0.0
VDR-10158,HOST,35.93,0.0,8.33,16.66,10.93,0.0
LPT-11151,HOST,36.7,0.0,0.0,8.33,28.37,0.0
LPT-12826.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10105,HOST,61.99,0.0,16.86,25.0,20.14,0.0
VDR-12400.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12490,HOST,16.66,0.0,0.0,16.66,0.0,0.0
VDR-12758,HOST,47.96,0.0,16.66,8.33,22.97,0.0
WS-12944,HOST,93.39,0.0,20.83,31.25,41.31,18.68
WS_10513,HOST,17.08,0.0,16.66,0.0,0.41,0.0
VDR-10166,HOST,75.6,0.0,31.25,10.42,33.94,15.12
VDR_12499,HOST,11.23,0.0,5.62,0.0,5.61,0.0
VDR-12423,HOST,27.64,0.0,8.33,8.33,10.97,0.0
lpt-10114,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11201.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10475,HOST,27.83,0.0,8.33,16.66,2.83,0.0
VDR-11697.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-11135,HOST,19.92,0.0,8.33,0.0,11.58,0.0
WS_11621,HOST,8.33,0.0,8.33,0.0,0.0,0.0
lpt-11114,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT_12635,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12388.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR-10772.corp.local,HOST,20.58,0.0,16.66,0.0,3.91,0.0
VDR-12173.corp.local,HOST,29.05,0.0,16.86,0.0,12.19,0.0
VDR-11794,HOST,83.35,0.0,21.08,31.25,31.03,16.67
WS_11948,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_12458,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-10759,HOST,3.99,0.0,0.0,0.0,3.99,0.0
LPT_12001,HOST,3.06,0.0,0.0,0.0,3.06,0.0
lpt-10560,HOST,11.78,0.0,8.33,0.0,3.45,0.0
vdr-10762,HOST,11.89,0.0,5.62,0.0,6.27,0.0
vdr-11921,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12322.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12326.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-12614,HOST,2.82,0.0,0.0,0.0,2.82,0.0
VDR_10700,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-11736,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12529.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11260,HOST,67.27,0.0,16.86,33.33,17.08,0.0
lpt-11257,HOST,4.57,0.0,0.0,0.0,4.57,0.0
LPT-11866.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12384.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-10563,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS_10837,HOST,12.98,0.0,8.33,0.0,4.65,0.0
lpt-10860,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-10727,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11042.corp.local,HOST,13.76,0.0,8.33,0.0,5.43,0.0
ws-11372,HOST,8.33,0.0,8.33,0.0,0.0,0.0
ws-11879,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-10635,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT-10708,HOST,78.94,0.0,20.83,31.25,26.86,15.79
WS-11682.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT_12116,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_11586,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-10486,HOST,52.23,0.0,11.24,33.33,7.66,0.0
WS-10908.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11214.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12244.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-11586,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10803.corp.local,HOST,21.71,0.0,8.33,0.0,13.37,0.0
VDR_11846,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-10703,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT-12842,HOST,33.11,0.0,8.33,16.66,8.11,0.0
VDR-11653,HOST,56.55,0.0,16.66,16.66,23.22,0.0
vdr-12771,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10559.corp.local,HOST,11.08,0.0,8.33,0.0,2.75,0.0
vdr-12282,HOST,8.18,0.0,0.0,0.0,8.18,0.0
lpt-11998,HOST,13.66,0.0,5.62,0.0,8.04,0.0
VDR-12168,HOST,100.0,0.0,49.99,49.99,50.01,50.0
WS_11248,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-11678,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12623.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_10677,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-10723,HOST,8.33,0.0,8.33,0.0,0.0,0.0
lpt-10986,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR_12777,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11533,HOST,93.75,0.0,31.25,20.83,41.68,18.75
LPT-10398,HOST,53.84,0.0,5.62,33.33,14.89,0.0
LPT-11740,HOST,49.18,0.0,8.33,16.66,24.18,0.0
VDR-10648,HOST,41.96,0.0,25.0,0.0,16.96,0.0
VDR-12441,HOST,22.38,0.0,8.33,8.33,5.72,0.0
VDR-11215,HOST,50.01,0.0,16.66,0.0,33.34,0.0
LPT-10198.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10634.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12998,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10807,HOST,100.0,0.0,37.5,37.5,44.66,39.88
VDR-11268,HOST,49.07,0.0,16.66,8.33,24.07,0.0
vdr-10847,HOST,11.12,0.0,8.33,0.0,2.78,0.0
VDR-11255,HOST,87.65,0.0,41.66,10.42,35.57,17.53
vdr-11167,HOST,13.55,0.0,11.24,0.0,2.31,0.0
WS_12232,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS_11051,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR-12284.corp.local,HOST,2.36,0.0,0.0,0.0,2.36,0.0
WS_11803,HOST,1.89,0.0,0.0,0.0,1.89,0.0
VDR-10226,HOST,50.95,0.0,11.24,16.66,23.05,0.0
WS-10824.corp.local,HOST,0.57,0.0,0.0,0.0,0.57,0.0
LPT-11399,HOST,55.23,0.0,8.33,33.33,13.57,0.0
LPT-11572.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12585,HOST,13.23,0.0,5.62,0.0,7.61,0.0
LPT-11052.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12906,HOST,24.83,0.0,0.0,16.66,8.17,0.0
VDR-11421.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-10807,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12894,HOST,100.0,0.0,41.66,20.83,41.68,20.83
WS-10059,HOST,58.82,0.0,16.66,16.66,25.49,0.0
WS-11654.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10096,HOST,75.7,0.0,7.03,41.66,27.01,15.14
VDR-11596.corp.local,HOST,14.91,0.0,8.33,0.0,6.58,0.0
vdr-12269,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT_12574,HOST,12.92,0.0,8.33,0.0,4.59,0.0
LPT-12704,HOST,53.85,0.0,5.62,16.66,31.56,0.0
WS-10564,HOST,51.72,0.0,16.66,16.66,18.39,0.0
LPT-12429,HOST,78.81,0.0,10.42,41.66,26.73,15.76
LPT-10100,HOST,44.21,0.0,5.62,33.33,5.26,0.0
WS-11228,HOST,48.24,0.0,16.66,8.33,23.24,0.0
WS-11873.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
lpt-10883,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-11852,HOST,86.97,0.0,14.05,31.25,41.68,17.39
LPT-12263.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11313,HOST,90.61,0.0,28.1,20.83,41.68,18.12
LPT-10479,HOST,100.0,0.0,37.5,37.5,33.33,36.11
vdr-12934,HOST,2.66,0.0,0.0,0.0,2.66,0.0
vdr-11669,HOST,16.84,0.0,5.62,0.0,11.22,0.0
WS-10195,HOST,54.79,0.0,16.66,16.66,21.46,0.0
VDR-12251,HOST,73.68,0.0,28.1,10.42,35.17,14.74
LPT-11800,HOST,70.5,0.0,31.25,0.0,39.25,14.1
ws-10392,HOST,10.55,0.0,5.62,0.0,4.93,0.0
ws-11198,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-11773,HOST,8.95,0.0,5.62,0.0,3.33,0.0
lpt-12425,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12714,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR-12836,HOST,45.7,0.0,5.62,25.0,15.08,0.0
lpt-10141,HOST,12.33,0.0,5.62,0.0,6.71,0.0
ws-12546,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS_12736,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12722,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12013.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT_12697,HOST,8.33,0.0,8.33,0.0,0.0,0.0
lpt-10129,HOST,10.79,0.0,8.33,0.0,2.45,0.0
VDR-10776,HOST,53.14,0.0,5.62,33.33,14.19,0.0
VDR_12775,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12923.corp.local,HOST,13.25,0.0,8.33,0.0,4.91,0.0
VDR-10033.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS_10958,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-11776,HOST,20.67,0.0,16.66,0.0,4.01,0.0
VDR-12126,HOST,41.16,0.0,8.33,8.33,24.49,0.0
VDR-11929,HOST,100.0,0.0,49.99,49.99,50.01,50.0
VDR-10601,HOST,43.76,0.0,11.24,16.66,15.86,0.0
WS_10433,HOST,0.13,0.0,0.0,0.0,0.13,0.0
lpt-11337,HOST,9.21,0.0,8.33,0.0,0.88,0.0
WS-12037.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12947.corp.local,HOST,6.69,0.0,5.62,0.0,1.07,0.0
vdr-12627,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_10071,HOST,16.66,0.0,16.66,0.0,0.0,0.0
LPT_12612,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12844.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11441.corp.local,HOST,14.39,0.0,8.33,0.0,6.06,0.0
VDR-11001.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR-12771,HOST,93.75,0.0,41.66,10.42,41.68,18.75
LPT-12239.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12040.corp.local,HOST,14.47,0.0,8.33,0.0,6.14,0.0
LPT-11164.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_12453,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12719,HOST,100.0,0.0,41.66,20.83,41.68,20.83
VDR-11874.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12474,HOST,39.38,0.0,0.0,33.33,6.05,0.0
VDR-11774,HOST,97.92,0.0,20.83,41.66,35.42,19.58
lpt-12088,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12329,HOST,100.0,0.0,49.99,37.5,45.04,44.18
LPT-11816,HOST,56.75,0.0,25.0,16.66,15.09,0.0
lpt-12086,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_11082,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-11157,HOST,5.62,0.0,5.62,0.0,0.0,0.0
vdr-11328,HOST,12.83,0.0,0.0,0.0,12.83,0.0
vdr-10020,HOST,19.82,0.0,16.66,0.0,3.15,0.0
WS_10261,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12702,HOST,17.61,0.0,11.24,0.0,6.37,0.0
LPT-12643.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12433.corp.local,HOST,17.79,0.0,11.24,0.0,6.55,0.0
VDR-12948.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12100,HOST,49.71,0.0,5.62,16.66,27.43,0.0
VDR-10335,HOST,66.87,0.0,16.86,16.66,33.34,0.0
WS-12028,HOST,29.15,0.0,8.33,16.66,4.15,0.0
WS-11355,HOST,49.69,0.0,16.86,8.33,24.5,0.0
VDR_10481,HOST,8.33,0.0,8.33,0.0,0.0,0.0
lpt-12080,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR-10044.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10834,HOST,81.29,0.0,41.66,10.42,29.21,16.26
VDR-11872.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT_11138,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR-11507,HOST,100.0,0.0,37.5,49.99,43.74,43.74
VDR_10465,HOST,10.79,0.0,8.33,0.0,2.45,0.0
WS-10531,HOST,47.07,0.0,11.24,25.0,10.83,0.0
VDR-10907.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-11887.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-10166,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12402,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-12072,HOST,9.38,0.0,5.62,0.0,3.76,0.0
LPT-10204.corp.local,HOST,11.39,0.0,8.33,0.0,3.06,0.0
WS-12908,HOST,51.44,0.0,11.24,25.0,15.2,0.0
WS-10471,HOST,95.91,0.0,35.13,20.83,39.96,19.18
lpt-11055,HOST,18.68,0.0,5.62,0.0,13.06,0.0
WS-11141.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-12806,HOST,9.66,0.0,0.0,0.0,9.66,0.0
LPT_10972,HOST,14.27,0.0,5.62,0.0,8.65,0.0
VDR-11729,HOST,47.54,0.0,16.66,8.33,22.54,0.0
LPT-11604,HOST,100.0,0.0,42.15,49.99,47.55,46.57
VDR-12152.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-11034,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT-10972,HOST,39.82,0.0,11.24,8.33,20.24,0.0
VDR-10613.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR-10667.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10368.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-11819,HOST,51.54,0.0,16.86,16.66,18.02,0.0
LPT-10987,HOST,84.93,0.0,31.25,20.83,32.85,16.99
WS_12987,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10835,HOST,22.65,0.0,0.0,16.66,5.99,0.0
VDR-10622,HOST,66.38,0.0,16.66,33.33,16.38,0.0
VDR_10791,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10944.corp.local,HOST,10.39,0.0,8.33,0.0,2.06,0.0
WS-10720,HOST,87.22,0.0,35.13,10.42,41.68,17.44
LPT_10306,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-12898,HOST,52.3,0.0,5.62,33.33,13.35,0.0
LPT-10853.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12616,HOST,18.11,0.0,11.24,0.0,6.87,0.0
VDR-11251.corp.local,HOST,17.43,0.0,16.66,0.0,0.76,0.0
VDR-11518,HOST,63.95,0.0,0.0,31.25,32.71,12.79
ws-10433,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS_11814,HOST,8.33,0.0,8.33,0.0,0.0,0.0
lpt-12644,HOST,11.68,0.0,8.33,0.0,3.35,0.0
ws-12166,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12770,HOST,58.88,0.0,11.24,16.66,30.98,0.0
WS_10189,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-11259,HOST,10.42,0.0,8.33,0.0,2.09,0.0
LPT-12132,HOST,83.34,0.0,41.66,0.0,41.68,16.67
VDR-11045,HOST,38.51,0.0,11.24,8.33,18.93,0.0
WS-12680,HOST,44.28,0.0,16.66,16.66,10.95,0.0
LPT-10131,HOST,83.34,0.0,31.25,10.42,41.68,16.67
WS-11233.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT_11337,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_12897,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS_11132,HOST,4.38,0.0,0.0,0.0,4.38,0.0
ws-12346,HOST,12.28,0.0,8.33,0.0,3.95,0.0
vdr-10559,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS_11441,HOST,9.43,0.0,5.62,0.0,3.81,0.0
LPT-10797.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-10461,HOST,69.41,0.0,16.66,33.33,19.42,0.0
VDR-12058,HOST,97.63,0.0,35.13,20.83,41.68,19.53
WS-12093.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10020,HOST,40.74,0.0,11.24,16.66,12.83,0.0
LPT_10981,HOST,15.73,0.0,11.24,0.0,4.49,0.0
ws-10422,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-11097,HOST,4.58,0.0,0.0,0.0,4.58,0.0
VDR-10621.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11975,HOST,32.41,0.0,11.24,16.66,4.51,0.0
VDR-11249.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-10211,HOST,71.09,0.0,41.66,0.0,29.43,14.22
ws-12944,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_11214,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12946,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10745,HOST,44.64,0.0,0.0,33.33,11.31,0.0
VDR-10146,HOST,88.89,0.0,21.08,31.25,36.57,17.78
vdr-12725,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12675,HOST,34.92,0.0,16.66,0.0,18.25,0.0
WS-11749,HOST,66.26,0.0,16.66,33.33,16.26,0.0
WS_10686,HOST,2.1,0.0,0.0,0.0,2.1,0.0
WS_12188,HOST,9.7,0.0,8.33,0.0,1.37,0.0
VDR-11375,HOST,95.92,0.0,21.08,41.66,33.18,19.18
VDR-11861.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
ws-10370,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10652.corp.local,HOST,8.52,0.0,5.62,0.0,2.9,0.0
VDR-10744.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12300,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11877.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12996,HOST,100.0,0.0,33.72,37.5,31.53,34.25
VDR-12861,HOST,100.0,0.0,37.5,37.5,36.93,37.31
VDR_11697,HOST,8.5,0.0,8.33,0.0,0.17,0.0
VDR_11277,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS_10675,HOST,12.58,0.0,8.33,0.0,4.25,0.0
LPT-11875,HOST,91.91,0.0,20.83,41.66,29.42,18.38
VDR-10168.corp.local,HOST,15.07,0.0,8.33,0.0,6.74,0.0
WS-12496,HOST,44.78,0.0,16.66,0.0,28.12,0.0
ws-10998,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-11585,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR-11589,HOST,51.12,0.0,16.66,16.66,17.79,0.0
ws-10604,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT-12735,HOST,97.49,0.0,35.13,20.83,41.53,19.5
lpt-10120,HOST,11.7,0.0,8.33,0.0,3.36,0.0
VDR_10929,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-11539,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12846.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12605,HOST,34.64,0.0,8.33,16.66,9.65,0.0
vdr-10732,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-11685,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10749,HOST,69.58,0.0,7.03,31.25,31.3,13.92
LPT_11983,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10766.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-11303,HOST,20.41,0.0,11.24,0.0,9.17,0.0
lpt-10011,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11417,HOST,100.0,0.0,49.99,37.5,35.55,41.01
LPT_12690,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-11118,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-11831,HOST,44.93,0.0,16.86,16.66,11.41,0.0
LPT-11005,HOST,50.08,0.0,11.24,33.33,5.51,0.0
VDR-11754,HOST,100.0,0.0,37.5,49.99,37.8,41.76
VDR-10799,HOST,71.4,0.0,14.05,31.25,26.11,14.28
VDR_11404,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-11646,HOST,67.28,0.0,28.1,10.42,28.77,13.46
LPT_10670,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12792,HOST,68.41,0.0,0.0,41.66,26.75,13.68
WS-11623.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS_12064,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-11140.corp.local,HOST,9.29,0.0,5.62,0.0,3.67,0.0
VDR-12484,HOST,22.29,0.0,5.62,16.66,0.0,0.0
VDR-12154,HOST,44.11,0.0,16.66,16.66,10.78,0.0
vdr-12464,HOST,21.19,0.0,16.66,0.0,4.52,0.0
LPT-12355.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR-12126.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11924.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10140,HOST,24.18,0.0,8.33,0.0,15.85,0.0
VDR_12832,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT-12699.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
vdr-12897,HOST,6.62,0.0,0.0,0.0,6.62,0.0
LPT-12293,HOST,75.57,0.0,14.05,31.25,30.27,15.11
LPT_10141,HOST,8.33,0.0,8.33,0.0,0.0,0.0
