hostname,total_firewall_logs,firewall_denies,threat_flags,endpoint_alerts,is_managed
WS-12274,7.0,3.0,0.0,1.0,True
lpt-12752,5.0,1.0,1.0,0.0,False
ws-10706,2.0,0.0,0.0,0.0,False
VDR-11121,4.0,0.0,0.0,1.0,True
vdr-10716,1.0,0.0,0.0,0.0,False
lpt-12700,1.0,0.0,0.0,0.0,False
LPT-12408,5.0,1.0,0.0,2.0,True
VDR-10435,6.0,3.0,0.0,4.0,True
VDR_12775,1.0,0.0,0.0,0.0,False
WS-12037.corp.local,1.0,0.0,0.0,0.0,False
LPT-12687.corp.local,2.0,0.0,1.0,0.0,False
WS-10145,5.0,3.0,0.0,1.0,True
WS_11410,1.0,0.0,0.0,0.0,False
WS-11654.corp.local,1.0,0.0,0.0,0.0,False
VDR-10848,5.0,1.0,0.0,4.0,True
LPT-12967,2.0,0.0,0.0,0.0,True
WS-11530.corp.local,1.0,0.0,0.0,0.0,False
lpt-12171,3.0,1.0,0.0,0.0,False
WS-12944.corp.local,2.0,0.0,0.0,0.0,False
LPT-11981.corp.local,1.0,0.0,0.0,0.0,False
VDR_11066,1.0,0.0,0.0,0.0,False
WS-12082,10.0,0.0,1.0,2.0,True
LPT-11234.corp.local,1.0,1.0,0.0,0.0,False
WS-11582,3.0,1.0,1.0,3.0,True
WS-11743.corp.local,2.0,2.0,1.0,0.0,False
WS-12409.corp.local,1.0,0.0,0.0,0.0,False
LPT-12586.corp.local,1.0,0.0,0.0,0.0,False
ws-10839,1.0,0.0,0.0,0.0,False
WS-11733,7.0,1.0,2.0,3.0,False
VDR-11731,10.0,1.0,1.0,2.0,True
VDR_10757,1.0,0.0,0.0,0.0,False
LPT-12467.corp.local,1.0,1.0,0.0,0.0,False
ws-11447,2.0,0.0,0.0,0.0,False
VDR-10788,7.0,1.0,0.0,3.0,True
LPT-12506,5.0,1.0,0.0,0.0,True
WS_10263,1.0,0.0,1.0,0.0,False
VDR-11966,4.0,1.0,0.0,1.0,True
LPT_10479,1.0,0.0,0.0,0.0,False
WS-11695.corp.local,2.0,1.0,0.0,0.0,False
VDR-10623,3.0,0.0,0.0,2.0,False
VDR-11843,6.0,3.0,0.0,4.0,True
LPT-12001,6.0,1.0,0.0,3.0,False
WS_11241,1.0,0.0,0.0,0.0,False
WS-10325.corp.local,1.0,0.0,0.0,0.0,False
LPT-10731.corp.local,1.0,0.0,0.0,0.0,False
VDR-10363,9.0,1.0,0.0,1.0,True
VDR-10387,8.0,0.0,0.0,4.0,False
LPT-10176,9.0,2.0,0.0,2.0,True
ws-11845,2.0,0.0,0.0,0.0,False
WS-12334,7.0,1.0,1.0,2.0,True
VDR-12338.corp.local,2.0,1.0,0.0,0.0,False
vdr-10312,2.0,1.0,0.0,0.0,False
LPT-11427,5.0,0.0,1.0,5.0,True
ws-10884,1.0,0.0,0.0,0.0,False
WS-12320,5.0,0.0,0.0,5.0,True
VDR-12983,6.0,2.0,0.0,2.0,True
WS-12092,5.0,3.0,0.0,1.0,True
WS-10997.corp.local,1.0,0.0,1.0,0.0,False
LPT-11887.corp.local,1.0,0.0,0.0,0.0,False
LPT-10157,6.0,1.0,0.0,2.0,True
WS-12236.corp.local,1.0,1.0,0.0,0.0,False
WS_10393,1.0,1.0,0.0,0.0,False
WS-12556,7.0,2.0,0.0,3.0,False
LPT-12699,3.0,0.0,0.0,5.0,True
VDR-12982,3.0,0.0,0.0,1.0,True
VDR-12463,8.0,1.0,0.0,1.0,True
vdr-10613,1.0,0.0,0.0,0.0,False
LPT-11780,5.0,1.0,1.0,0.0,False
lpt-10331,2.0,0.0,0.0,0.0,False
LPT-12659.corp.local,1.0,0.0,0.0,0.0,False
LPT-12731.,0.0,0.0,0.0,0.0,True
VDR-10621,6.0,2.0,0.0,1.0,True
VDR-11330,14.0,2.0,0.0,3.0,True
WS-12673,6.0,1.0,0.0,5.0,True
lpt-11321,2.0,0.0,0.0,0.0,False
vdr-11350,2.0,2.0,0.0,0.0,False
VDR-10273,6.0,1.0,1.0,3.0,True
VDR-11251.,0.0,0.0,0.0,0.0,True
WS-10139,7.0,2.0,0.0,2.0,False
VDR-11167,7.0,2.0,0.0,3.0,True
VDR_11927,1.0,1.0,0.0,0.0,False
LPT_11238,1.0,0.0,0.0,0.0,False
WS-10729,9.0,4.0,0.0,3.0,False
VDR-11236,6.0,2.0,0.0,3.0,True
VDR_10799,1.0,0.0,0.0,0.0,False
VDR-11378.corp.local,1.0,0.0,0.0,0.0,False
lpt-10377,1.0,1.0,1.0,0.0,False
vdr-12388,1.0,0.0,0.0,0.0,False
WS-11695,10.0,2.0,0.0,2.0,True
VDR_10924,1.0,1.0,0.0,0.0,False
WS-11230.,0.0,0.0,0.0,0.0,True
ws-11968,1.0,0.0,0.0,0.0,False
ws-12828,1.0,0.0,0.0,0.0,False
WS-11374.,0.0,0.0,0.0,0.0,True
WS_12866,1.0,1.0,0.0,0.0,False
LPT_12011,2.0,0.0,0.0,0.0,False
WS-10471,9.0,2.0,1.0,2.0,True
WS-12727,11.0,1.0,0.0,3.0,True
VDR-11312,10.0,2.0,0.0,3.0,True
VDR_10801,2.0,0.0,0.0,0.0,False
WS_10918,1.0,0.0,0.0,0.0,False
LPT_11637,2.0,0.0,0.0,0.0,False
ws-12246,1.0,0.0,0.0,0.0,False
WS_10878,1.0,1.0,0.0,0.0,False
WS-11334,11.0,2.0,0.0,2.0,True
WS-11437,10.0,1.0,2.0,2.0,True
lpt-12714,1.0,1.0,0.0,0.0,False
LPT-11321.corp.local,2.0,0.0,0.0,0.0,False
VDR_10491,1.0,0.0,0.0,0.0,False
VDR-10060.corp.local,2.0,0.0,1.0,0.0,False
LPT_11673,1.0,0.0,0.0,0.0,False
VDR-10576.corp.local,1.0,0.0,0.0,0.0,False
vdr-12431,1.0,1.0,0.0,0.0,False
vdr-11021,1.0,0.0,0.0,0.0,False
LPT-12007,3.0,0.0,0.0,4.0,True
lpt-11890,1.0,0.0,0.0,0.0,False
LPT_12937,1.0,0.0,0.0,0.0,False
LPT-11504,8.0,3.0,0.0,3.0,True
lpt-11346,1.0,0.0,0.0,0.0,False
ws-11654,1.0,0.0,0.0,0.0,False
WS_10826,4.0,1.0,0.0,0.0,False
ws-10569,1.0,1.0,0.0,0.0,False
WS-11667,7.0,1.0,1.0,2.0,True
LPT-12962.corp.local,2.0,0.0,0.0,0.0,False
VDR-11720,5.0,3.0,0.0,2.0,True
WS-12715,10.0,1.0,1.0,0.0,False
vdr-12892,2.0,0.0,0.0,0.0,False
WS_12097,1.0,0.0,0.0,0.0,False
VDR-10529,6.0,1.0,1.0,1.0,False
WS-12311,10.0,2.0,1.0,4.0,True
LPT-11178,11.0,3.0,0.0,4.0,True
LPT_11484,1.0,0.0,0.0,0.0,False
ws-10102,2.0,2.0,1.0,0.0,False
VDR-12500.corp.local,1.0,1.0,0.0,0.0,False
VDR-12942,9.0,2.0,0.0,1.0,True
VDR-12483,3.0,0.0,0.0,4.0,True
WS-11514,11.0,2.0,1.0,3.0,True
LPT-12838.corp.local,3.0,0.0,0.0,0.0,False
WS-11477,7.0,1.0,1.0,1.0,False
LPT_11004,1.0,1.0,0.0,0.0,False
WS-11864.,0.0,0.0,0.0,0.0,True
VDR-11921,8.0,2.0,0.0,5.0,False
WS-12473,10.0,0.0,0.0,3.0,True
lpt-10030,2.0,1.0,0.0,0.0,False
VDR-11265.corp.local,1.0,0.0,0.0,0.0,False
ws-11885,1.0,1.0,0.0,0.0,False
lpt-12780,3.0,0.0,0.0,0.0,False
LPT_12466,1.0,0.0,0.0,0.0,False
ws-11334,1.0,0.0,1.0,0.0,False
LPT-10691.corp.local,2.0,1.0,0.0,0.0,False
WS-11760,8.0,2.0,0.0,1.0,True
LPT-11627,8.0,1.0,0.0,3.0,True
LPT-12316.corp.local,1.0,0.0,0.0,0.0,False
WS-11323.corp.local,1.0,0.0,0.0,0.0,False
VDR-12896,8.0,1.0,0.0,2.0,False
LPT_11659,2.0,0.0,0.0,0.0,False
VDR_10108,1.0,0.0,0.0,0.0,False
LPT_11541,2.0,0.0,0.0,0.0,False
vdr-10044,4.0,2.0,0.0,0.0,False
LPT-10708,5.0,2.0,1.0,3.0,True
LPT-10041,5.0,1.0,2.0,7.0,True
WS-11749,6.0,2.0,0.0,6.0,True
vdr-10069,1.0,0.0,0.0,0.0,False
lpt-11220,1.0,0.0,0.0,0.0,False
LPT-12616.corp.local,1.0,0.0,0.0,0.0,False
ws-11799,1.0,0.0,0.0,0.0,False
LPT_12993,1.0,0.0,0.0,0.0,False
VDR-10684,9.0,1.0,1.0,2.0,True
LPT-11941,4.0,2.0,0.0,1.0,True
vdr-11927,2.0,0.0,0.0,0.0,False
LPT-11235,12.0,2.0,1.0,4.0,True
ws-10991,1.0,0.0,0.0,0.0,False
vdr-11224,2.0,0.0,0.0,0.0,False
lpt-11534,1.0,1.0,0.0,0.0,False
VDR_11032,1.0,0.0,0.0,0.0,False
ws-12694,2.0,0.0,0.0,0.0,False
LPT-11278,4.0,1.0,0.0,4.0,True
WS_10256,1.0,0.0,0.0,0.0,False
VDR-10138,7.0,3.0,0.0,1.0,True
ws-10969,2.0,0.0,0.0,0.0,False
ws-12409,2.0,1.0,0.0,0.0,False
vdr-11210,1.0,0.0,0.0,0.0,False
VDR-10165.corp.local,1.0,0.0,0.0,0.0,False
VDR-10638,7.0,1.0,2.0,2.0,True
lpt-12429,1.0,1.0,0.0,0.0,False
VDR-12278.corp.local,2.0,0.0,0.0,0.0,False
vdr-12564,1.0,0.0,0.0,0.0,False
vdr-10207,1.0,0.0,0.0,0.0,False
LPT-11489.corp.local,1.0,0.0,0.0,0.0,False
LPT-12135,4.0,2.0,1.0,5.0,True
VDR_12152,1.0,0.0,0.0,0.0,False
vdr-11385,2.0,1.0,0.0,0.0,False
LPT-10616.,0.0,0.0,0.0,0.0,True
LPT-10479,5.0,3.0,0.0,3.0,True
VDR-10388.corp.local,1.0,0.0,0.0,0.0,False
LPT_12516,1.0,0.0,0.0,0.0,False
WS_10487,1.0,0.0,0.0,0.0,False
WS_11806,1.0,0.0,0.0,0.0,False
vdr-11019,4.0,1.0,0.0,0.0,False
WS-12401,5.0,1.0,0.0,1.0,False
WS-11370,8.0,0.0,1.0,1.0,True
VDR-11345,7.0,0.0,0.0,2.0,True
WS_11670,2.0,0.0,0.0,0.0,False
LPT-11349.corp.local,1.0,0.0,0.0,0.0,False
LPT-10851,7.0,1.0,0.0,3.0,True
WS-11529,7.0,0.0,0.0,1.0,True
vdr-10361,3.0,0.0,0.0,0.0,False
vdr-10736,2.0,1.0,0.0,0.0,False
LPT_11908,2.0,0.0,0.0,0.0,False
VDR_11306,3.0,1.0,0.0,0.0,False
WS_10969,2.0,0.0,0.0,0.0,False
LPT-10717.corp.local,1.0,1.0,0.0,0.0,False
lpt-10755,2.0,0.0,0.0,0.0,False
LPT-12467,3.0,0.0,0.0,0.0,True
VDR-10783.corp.local,2.0,1.0,0.0,0.0,False
WS-12553.corp.local,1.0,0.0,0.0,0.0,False
VDR-12983.corp.local,1.0,0.0,1.0,0.0,False
vdr-11314,1.0,0.0,0.0,0.0,False
LPT-12428,8.0,1.0,0.0,1.0,True
LPT-12349,9.0,0.0,1.0,1.0,True
lpt-10227,1.0,0.0,0.0,0.0,False
WS-11624,4.0,0.0,0.0,3.0,False
WS-11737.corp.local,2.0,0.0,0.0,0.0,False
VDR-10558.corp.local,1.0,0.0,0.0,0.0,False
WS_12996,1.0,0.0,0.0,0.0,False
LPT_11170,1.0,0.0,0.0,0.0,False
WS_10720,1.0,0.0,0.0,0.0,False
LPT-10323,6.0,1.0,1.0,4.0,True
lpt-12085,3.0,1.0,0.0,0.0,False
lpt-11349,3.0,1.0,0.0,0.0,False
VDR-11804,10.0,2.0,2.0,3.0,True
lpt-11010,1.0,0.0,0.0,0.0,False
ws-10766,1.0,0.0,0.0,0.0,False
LPT_12414,2.0,1.0,0.0,0.0,False
lpt-12826,2.0,0.0,0.0,0.0,False
VDR-10108.corp.local,2.0,0.0,0.0,0.0,False
WS-12944,8.0,2.0,1.0,3.0,True
ws-11471,1.0,0.0,0.0,0.0,False
vdr-11275,4.0,0.0,0.0,0.0,False
WS-12392.corp.local,2.0,0.0,0.0,0.0,False
WS-12108,7.0,2.0,1.0,3.0,True
WS-12909.corp.local,2.0,0.0,0.0,0.0,False
VDR-11932,4.0,1.0,1.0,5.0,False
WS-11108.corp.local,3.0,1.0,0.0,0.0,False
WS-11878,16.0,4.0,2.0,1.0,True
LPT_10013,1.0,0.0,0.0,0.0,False
vdr-10501,1.0,1.0,1.0,0.0,False
lpt-10668,1.0,1.0,0.0,0.0,False
vdr-11802,2.0,0.0,0.0,0.0,False
ws-10281,1.0,1.0,0.0,0.0,False
WS-10214,6.0,1.0,0.0,1.0,True
lpt-12314,1.0,0.0,0.0,0.0,False
ws-10784,3.0,1.0,0.0,0.0,False
ws-12417,2.0,0.0,0.0,0.0,False
lpt-10426,1.0,0.0,0.0,0.0,False
WS-12084.corp.local,1.0,0.0,0.0,0.0,False
lpt-11717,1.0,0.0,0.0,0.0,False
VDR-10847,3.0,2.0,0.0,4.0,True
VDR_12978,1.0,1.0,0.0,0.0,False
LPT-12296,2.0,0.0,0.0,2.0,False
ws-12422,1.0,0.0,0.0,0.0,False
vdr-10484,2.0,0.0,0.0,0.0,False
LPT-12755,5.0,1.0,0.0,1.0,False
ws-10400,3.0,0.0,0.0,0.0,False
WS_10195,1.0,1.0,0.0,0.0,False
LPT-12703,6.0,0.0,1.0,3.0,True
LPT-11321,7.0,1.0,0.0,2.0,True
VDR-12590.,0.0,0.0,0.0,0.0,True
VDR-11012,6.0,0.0,1.0,2.0,True
vdr-11855,1.0,1.0,0.0,0.0,False
VDR-10562,4.0,3.0,1.0,6.0,False
WS-11230,8.0,1.0,0.0,3.0,False
WS-10317,5.0,0.0,1.0,5.0,True
VDR-10485,10.0,3.0,1.0,8.0,True
WS-12788,9.0,1.0,1.0,3.0,True
VDR-11559,5.0,1.0,0.0,1.0,True
VDR-11874.corp.local,1.0,0.0,0.0,0.0,False
WS-12031,10.0,1.0,3.0,2.0,True
WS-12396.corp.local,2.0,1.0,0.0,0.0,False
vdr-12997,1.0,0.0,0.0,0.0,False
ws-12461,1.0,0.0,0.0,0.0,False
LPT_12947,1.0,1.0,0.0,0.0,False
VDR_10342,1.0,1.0,0.0,0.0,False
vdr-10624,1.0,0.0,0.0,0.0,False
WS_10946,1.0,0.0,0.0,0.0,False
LPT-12098.corp.local,1.0,1.0,0.0,0.0,False
lpt-10006,4.0,1.0,0.0,0.0,False
lpt-10965,2.0,0.0,0.0,0.0,False
vdr-11482,3.0,1.0,0.0,0.0,False
WS-12529,1.0,0.0,0.0,2.0,False
VDR-10057,8.0,4.0,1.0,3.0,True
VDR-11122,13.0,3.0,1.0,1.0,True
LPT-11146,14.0,0.0,2.0,1.0,True
VDR_10402,1.0,0.0,1.0,0.0,False
lpt-12651,2.0,1.0,2.0,0.0,False
LPT-11504.corp.local,1.0,1.0,1.0,0.0,False
WS-12509.corp.local,1.0,0.0,0.0,0.0,False
LPT_10141,1.0,1.0,0.0,0.0,False
LPT-10986,8.0,1.0,1.0,2.0,True
WS-10694,8.0,1.0,0.0,2.0,True
lpt-10067,3.0,1.0,0.0,0.0,False
vdr-11302,1.0,0.0,0.0,0.0,False
WS-12164,7.0,0.0,1.0,7.0,True
lpt-12903,2.0,0.0,1.0,0.0,False
WS-10119,6.0,1.0,1.0,3.0,False
LPT-10171.corp.local,2.0,0.0,0.0,0.0,False
lpt-10496,2.0,0.0,0.0,0.0,False
VDR-12971,11.0,1.0,2.0,1.0,True
lpt-10798,1.0,0.0,0.0,0.0,False
vdr-11559,2.0,1.0,0.0,0.0,False
ws-12064,1.0,0.0,0.0,0.0,False
LPT-12563,12.0,2.0,0.0,1.0,True
LPT-10081.corp.local,1.0,0.0,0.0,0.0,False
LPT-11103.,0.0,0.0,0.0,0.0,True
WS_12660,1.0,0.0,0.0,0.0,False
VDR-11002.,0.0,0.0,0.0,0.0,True
WS_10999,1.0,1.0,0.0,0.0,False
WS-10787,7.0,1.0,0.0,1.0,True
lpt-11031,2.0,0.0,0.0,0.0,False
lpt-11414,1.0,0.0,0.0,0.0,False
VDR-12554,6.0,2.0,2.0,3.0,True
LPT-12322,10.0,3.0,1.0,4.0,False
LPT-11257,2.0,0.0,0.0,3.0,True
VDR-12032,4.0,3.0,1.0,0.0,True
VDR-12353.corp.local,2.0,1.0,0.0,0.0,False
LPT_11649,2.0,0.0,0.0,0.0,False
WS-10895,10.0,2.0,0.0,5.0,True
WS-10635,7.0,1.0,0.0,2.0,True
WS-12876,10.0,3.0,1.0,1.0,True
LPT-11483.corp.local,2.0,1.0,0.0,0.0,False
VDR-12558,8.0,1.0,0.0,4.0,True
ws-10239,4.0,0.0,0.0,0.0,False
LPT-12779,7.0,2.0,2.0,1.0,True
WS-12895.corp.local,1.0,0.0,0.0,0.0,False
VDR-12650,3.0,1.0,0.0,2.0,True
vdr-11145,1.0,0.0,0.0,0.0,False
lpt-12016,1.0,1.0,0.0,0.0,False
LPT-12109,7.0,2.0,0.0,3.0,True
LPT-12299.corp.local,1.0,1.0,0.0,0.0,False
LPT-11631,7.0,2.0,0.0,3.0,True
VDR-10532.corp.local,2.0,0.0,0.0,0.0,False
ws-10211,5.0,4.0,1.0,0.0,False
lpt-11170,1.0,0.0,0.0,0.0,False
lpt-10567,1.0,0.0,0.0,0.0,False
VDR-11264,10.0,3.0,1.0,0.0,True
vdr-12148,4.0,1.0,1.0,0.0,False
LPT-10089,11.0,4.0,1.0,2.0,True
VDR_11494,2.0,0.0,0.0,0.0,False
LPT-11459,5.0,1.0,2.0,3.0,True
WS-11543,8.0,2.0,1.0,2.0,True
vdr-11081,3.0,1.0,1.0,0.0,False
LPT-12858,6.0,1.0,0.0,3.0,True
WS_12581,1.0,1.0,0.0,0.0,False
LPT-12921.corp.local,2.0,0.0,0.0,0.0,False
VDR_10033,1.0,1.0,0.0,0.0,False
LPT-10989.corp.local,1.0,0.0,0.0,0.0,False
VDR-12386,12.0,3.0,0.0,4.0,True
VDR-10357.corp.local,2.0,0.0,0.0,0.0,False
LPT_10320,2.0,0.0,1.0,0.0,False
WS_11037,1.0,1.0,0.0,0.0,False
VDR-10209,8.0,1.0,1.0,4.0,True
VDR_10576,2.0,0.0,0.0,0.0,False
VDR-11773.corp.local,1.0,0.0,0.0,0.0,False
vdr-12560,1.0,1.0,1.0,0.0,False
LPT-10227.corp.local,1.0,0.0,0.0,0.0,False
VDR_11122,1.0,0.0,0.0,0.0,False
WS-11410,13.0,2.0,0.0,5.0,True
VDR_10485,1.0,0.0,0.0,0.0,False
LPT-12530,12.0,1.0,0.0,4.0,True
ws-12913,3.0,0.0,0.0,0.0,False
vdr-12076,1.0,0.0,1.0,0.0,False
ws-10800,1.0,0.0,0.0,0.0,False
VDR_10443,1.0,0.0,0.0,0.0,False
LPT_10122,2.0,0.0,1.0,0.0,False
WS_10553,1.0,0.0,1.0,0.0,False
WS_10344,1.0,1.0,0.0,0.0,False
WS-10764,5.0,2.0,1.0,3.0,True
LPT-11554.corp.local,1.0,0.0,0.0,0.0,False
LPT_11655,1.0,0.0,1.0,0.0,False
WS-11106,9.0,2.0,0.0,1.0,True
VDR-12022,7.0,0.0,0.0,2.0,True
vdr-11608,1.0,0.0,0.0,0.0,False
WS-10632,7.0,1.0,0.0,1.0,True
vdr-10793,3.0,0.0,0.0,0.0,False
VDR-10718.corp.local,1.0,0.0,0.0,0.0,False
lpt-11285,4.0,1.0,0.0,0.0,False
VDR-12797.corp.local,2.0,0.0,0.0,0.0,False
VDR_10406,3.0,0.0,0.0,0.0,False
ws-12398,1.0,0.0,0.0,0.0,False
lpt-12620,2.0,1.0,0.0,0.0,False
vdr-12554,1.0,0.0,0.0,0.0,False
VDR-10153,8.0,4.0,1.0,4.0,False
LPT-10075.corp.local,1.0,0.0,0.0,0.0,False
VDR_11527,1.0,1.0,0.0,0.0,False
LPT-11965,12.0,2.0,2.0,2.0,True
lpt-10274,2.0,0.0,0.0,0.0,False
LPT_10083,4.0,1.0,0.0,0.0,False
lpt-11784,1.0,0.0,0.0,0.0,False
LPT-10289.corp.local,1.0,0.0,0.0,0.0,False
vdr-12216,1.0,0.0,0.0,0.0,False
WS-11550,7.0,2.0,1.0,8.0,True
LPT-11882.corp.local,1.0,1.0,0.0,0.0,False
LPT-12438,6.0,2.0,0.0,1.0,True
LPT-10437,8.0,0.0,0.0,3.0,True
VDR_11400,3.0,0.0,0.0,0.0,False
LPT-12503,5.0,0.0,0.0,3.0,True
vdr-10756,2.0,0.0,0.0,0.0,False
LPT-12239.,0.0,0.0,0.0,0.0,True
WS-11819.corp.local,1.0,1.0,0.0,0.0,False
WS-12668.corp.local,3.0,0.0,0.0,0.0,False
LPT-10318,8.0,2.0,0.0,4.0,True
WS-12206,10.0,3.0,2.0,4.0,True
LPT_12759,1.0,0.0,0.0,0.0,False
WS-11722.,0.0,0.0,0.0,0.0,True
VDR-11718,8.0,1.0,0.0,2.0,True
VDR-11580.corp.local,1.0,0.0,0.0,0.0,False
VDR-11525,12.0,1.0,0.0,4.0,True
WS-10604,9.0,3.0,1.0,3.0,True
VDR-10801.,0.0,0.0,0.0,0.0,True
LPT_12001,2.0,0.0,0.0,0.0,False
lpt-12754,3.0,1.0,0.0,0.0,False
LPT-10182,6.0,2.0,0.0,1.0,True
WS-11079.corp.local,2.0,0.0,0.0,0.0,False
LPT-12685,7.0,1.0,1.0,1.0,True
VDR_10291,1.0,1.0,0.0,0.0,False
lpt-10678,1.0,1.0,0.0,0.0,False
LPT-10891,9.0,1.0,1.0,0.0,True
VDR-12926.corp.local,1.0,1.0,0.0,0.0,False
VDR-10248.corp.local,2.0,0.0,0.0,0.0,False
ws-11456,1.0,1.0,0.0,0.0,False
LPT-11937.corp.local,1.0,1.0,0.0,0.0,False
LPT-11770.corp.local,2.0,1.0,0.0,0.0,False
vdr-12897,2.0,0.0,0.0,0.0,False
LPT-11322.corp.local,1.0,0.0,0.0,0.0,False
VDR-12577,9.0,3.0,1.0,4.0,False
ws-11915,1.0,0.0,0.0,0.0,False
LPT_10956,1.0,0.0,0.0,0.0,False
VDR-12059,3.0,2.0,1.0,3.0,False
LPT-10026,5.0,0.0,1.0,3.0,True
vdr-10791,1.0,0.0,0.0,0.0,False
vdr-10056,1.0,1.0,0.0,0.0,False
VDR-10813.corp.local,1.0,1.0,0.0,0.0,False
vdr-10692,2.0,0.0,0.0,0.0,False
VDR-12404,8.0,1.0,1.0,2.0,True
LPT-12608,2.0,0.0,0.0,3.0,True
WS-12596.corp.local,1.0,0.0,0.0,0.0,False
LPT_10490,1.0,1.0,0.0,0.0,False
VDR_11392,1.0,0.0,0.0,0.0,False
VDR-12880,6.0,1.0,0.0,1.0,True
LPT_12575,1.0,0.0,0.0,0.0,False
VDR-12732,8.0,0.0,0.0,3.0,False
VDR-11524,5.0,1.0,1.0,2.0,True
lpt-11691,3.0,2.0,0.0,0.0,False
WS-10126,7.0,0.0,0.0,2.0,False
LPT-12722.corp.local,1.0,0.0,0.0,0.0,False
VDR-11676.,0.0,0.0,0.0,0.0,True
WS_11988,1.0,0.0,0.0,0.0,False
LPT-11866.corp.local,1.0,0.0,0.0,0.0,False
lpt-12402,1.0,0.0,0.0,0.0,False
LPT-12239,7.0,5.0,0.0,2.0,False
VDR-10885.corp.local,1.0,0.0,0.0,0.0,False
WS-12642,5.0,1.0,0.0,5.0,True
WS-10385,8.0,2.0,0.0,4.0,True
WS_11823,2.0,0.0,0.0,0.0,False
WS-11974,6.0,1.0,1.0,5.0,True
WS-12244,10.0,1.0,0.0,2.0,False
lpt-12547,1.0,0.0,0.0,0.0,False
WS-11595,4.0,2.0,1.0,1.0,True
ws-10938,1.0,0.0,0.0,0.0,False
vdr-12602,3.0,1.0,0.0,0.0,False
ws-10826,5.0,0.0,0.0,0.0,False
WS-11690.corp.local,2.0,1.0,0.0,0.0,False
ws-10812,6.0,1.0,0.0,0.0,False
LPT-12292.corp.local,1.0,1.0,0.0,0.0,False
WS-12713.corp.local,2.0,0.0,0.0,0.0,False
LPT-12600.corp.local,1.0,0.0,0.0,0.0,False
WS_11153,1.0,0.0,0.0,0.0,False
VDR_12498,1.0,0.0,0.0,0.0,False
WS-10128,8.0,2.0,1.0,1.0,True
LPT-12199,12.0,1.0,2.0,3.0,True
LPT-10159.corp.local,1.0,0.0,0.0,0.0,False
VDR-11575,9.0,2.0,0.0,2.0,True
ws-10095,3.0,0.0,0.0,0.0,False
LPT-10062,2.0,0.0,0.0,2.0,True
WS_12359,1.0,0.0,0.0,0.0,False
WS-10090,5.0,0.0,0.0,4.0,True
WS-11827.corp.local,1.0,0.0,0.0,0.0,False
ws-10722,1.0,0.0,0.0,0.0,False
lpt-12029,2.0,0.0,0.0,0.0,False
ws-10866,1.0,0.0,0.0,0.0,False
WS-12365,8.0,3.0,0.0,2.0,True
ws-12756,1.0,0.0,0.0,0.0,False
WS-10070.corp.local,1.0,0.0,0.0,0.0,False
vdr-11532,2.0,0.0,0.0,0.0,False
LPT-12542.corp.local,1.0,0.0,0.0,0.0,False
LPT-12298,4.0,2.0,0.0,3.0,True
VDR_10207,1.0,1.0,0.0,0.0,False
WS-10610.corp.local,1.0,0.0,0.0,0.0,False
VDR-12886.corp.local,1.0,0.0,0.0,0.0,False
LPT-12767,6.0,2.0,0.0,1.0,True
LPT_11257,1.0,0.0,0.0,0.0,False
LPT_10460,1.0,0.0,0.0,0.0,False
vdr-10273,1.0,0.0,0.0,0.0,False
ws-12213,1.0,0.0,0.0,0.0,False
lpt-10327,4.0,1.0,0.0,0.0,False
WS-12092.corp.local,1.0,0.0,0.0,0.0,False
LPT-10607,2.0,0.0,0.0,1.0,True
VDR-12286,8.0,1.0,0.0,2.0,True
VDR-11617,6.0,3.0,0.0,5.0,True
LPT-10425.corp.local,1.0,1.0,0.0,0.0,False
LPT-12643.,0.0,0.0,0.0,0.0,True
LPT-12754.corp.local,1.0,0.0,1.0,0.0,False
WS-10582.corp.local,3.0,0.0,0.0,0.0,False
WS-12398,5.0,1.0,0.0,3.0,True
WS-12048,7.0,1.0,0.0,1.0,True
vdr-12980,1.0,1.0,0.0,0.0,False
VDR-11118,5.0,0.0,0.0,1.0,True
vdr-10196,2.0,0.0,0.0,0.0,False
VDR-11934,7.0,1.0,0.0,3.0,False
VDR-11275,9.0,2.0,0.0,3.0,True
WS-11994.corp.local,1.0,1.0,0.0,0.0,False
LPT_12425,2.0,0.0,1.0,0.0,False
LPT-12250,11.0,2.0,0.0,2.0,False
ws-10412,1.0,0.0,0.0,0.0,False
LPT-11282,7.0,2.0,2.0,3.0,True
LPT-11060,5.0,0.0,0.0,0.0,True
LPT-11842,3.0,1.0,0.0,1.0,True
ws-12619,2.0,0.0,0.0,0.0,False
VDR-12373.corp.local,1.0,0.0,0.0,0.0,False
lpt-11371,2.0,2.0,0.0,0.0,False
VDR-10562.corp.local,2.0,1.0,0.0,0.0,False
WS-10737.corp.local,3.0,1.0,0.0,0.0,False
WS_11309,1.0,0.0,0.0,0.0,False
VDR_11068,1.0,0.0,0.0,0.0,False
WS-10397.,0.0,0.0,0.0,0.0,True
VDR-11821,12.0,1.0,1.0,2.0,True
WS-12913,3.0,0.0,0.0,1.0,True
lpt-12253,3.0,1.0,0.0,0.0,False
WS_12661,1.0,1.0,0.0,0.0,False
VDR-10238,11.0,2.0,0.0,6.0,True
VDR-10068,4.0,2.0,0.0,6.0,True
lpt-12786,3.0,0.0,0.0,0.0,False
WS-10032,5.0,1.0,1.0,1.0,True
VDR-10291,12.0,2.0,0.0,3.0,True
