event_id,source_dataset,source_record_id,event_category,event_type,severity,action,user_id,hostname,session_id,data_quality_status,is_off_hours,is_chronology_anomaly,feature_confidence
FW000028203,Firewall,FW000028203,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-12450,SID875450,VALID,False,False,EXACT
FW000012379,Firewall,FW000012379,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,LPT-11786,SID480371,VALID,False,False,EXACT
FW000022655,Firewall,FW000022655,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,LPT-12575,SID995780,VALID,False,False,EXACT
FW000024015,Firewall,FW000024015,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,LPT-10668.corp.local,SID272390,VALID,False,False,EXACT
FW000009545,Firewall,FW000009545,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,VDR-12348,SID232205,VALID,False,False,EXACT
FW000005590,Firewall,FW000005590,NETWORK_FLOW,UDP_ALLOW,High,ALLOW,Unknown,LPT-11680,SID517435,UNKNOWN,False,False,PROBABLE
FW000000470,Firewall,FW000000470,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS_10325,SID566641,VALID,False,False,EXACT
FW000022750,Firewall,FW000022750,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,lpt-12620,SID746858,VALID,False,False,EXACT
FW000020092,Firewall,FW000020092,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR_12357,SID374059,VALID,False,False,EXACT
FW000002167,Firewall,FW000002167,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,VDR-10624,SID936147,VALID,False,False,EXACT
FW000009277,Firewall,FW000009277,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12134.corp.local,sid172556,UNKNOWN,False,False,PROBABLE
FW000001028,Firewall,FW000001028,NETWORK_FLOW,TCP_DENY,High,DENY,Unknown,VDR-11090,SID846695,VALID,False,False,EXACT
FW000012055,Firewall,FW000012055,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,WS-11053.corp.local,SID227596,VALID,False,False,EXACT
FW000019432,Firewall,FW000019432,NETWORK_FLOW,TCP_ALLOW,High,ALLOW,Unknown,WS-10307,Unknown,VALID,False,False,EXACT
FW000001424,Firewall,FW000001424,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-11234,SID616310,VALID,False,False,EXACT
FW000017687,Firewall,FW000017687,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12937,SID468920,VALID,False,False,EXACT
FW000021014,Firewall,FW000021014,NETWORK_FLOW,UDP_ALLOW,High,ALLOW,Unknown,VDR-12646,SID391817,UNKNOWN,False,False,PROBABLE
FW000019487,Firewall,FW000019487,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,Unknown,SID995107,VALID,False,False,EXACT
FW000012619,Firewall,FW000012619,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,vdr-10793,SID563202,VALID,False,False,EXACT
FW000027650,Firewall,FW000027650,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS_12671,Unknown,VALID,False,False,EXACT
FW000016369,Firewall,FW000016369,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-10993,SID314817,UNKNOWN,False,False,PROBABLE
FW000027869,Firewall,FW000027869,NETWORK_FLOW,UDP_ALLOW,High,ALLOW,Unknown,ws-10189,SID617003,VALID,False,False,EXACT
FW000020969,Firewall,FW000020969,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-12244,SID495289,VALID,False,False,EXACT
FW000029066,Firewall,FW000029066,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,VDR_12181,SID491369,VALID,False,False,EXACT
FW000011409,Firewall,FW000011409,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,Unknown,SID907190,VALID,False,False,EXACT
FW000001193,Firewall,FW000001193,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12305,SID157588,VALID,False,False,EXACT
FW000006175,Firewall,FW000006175,NETWORK_FLOW,UDP_DENY,Low,DENY,Unknown,WS-11355,Unknown,VALID,False,False,EXACT
FW000017296,Firewall,FW000017296,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-12758,SID763081,VALID,False,False,EXACT
FW000013518,Firewall,FW000013518,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12049,SID942004,VALID,False,False,EXACT
FW000027489,Firewall,FW000027489,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,Unknown,SID598603,VALID,False,False,EXACT
FW000015751,Firewall,FW000015751,NETWORK_FLOW,UDP_ALLOW,High,ALLOW,Unknown,LPT-11903,SID724606,VALID,False,False,EXACT
FW000004158,Firewall,FW000004158,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-11917.corp.local,SID522480,VALID,False,False,EXACT
FW000002560,Firewall,FW000002560,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-10878,SID323583,UNKNOWN,False,False,PROBABLE
FW000010330,Firewall,FW000010330,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-10191,SID349726,VALID,False,False,EXACT
FW000027216,Firewall,FW000027216,NETWORK_FLOW,TCP_ALLOW,High,ALLOW,Unknown,Unknown,SID825673,VALID,False,False,EXACT
FW000018047,Firewall,FW000018047,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,LPT-11870,SID654576,VALID,False,False,EXACT
FW000028474,Firewall,FW000028474,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-12062,SID825828,VALID,False,False,EXACT
FW000003735,Firewall,FW000003735,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,LPT-10547,SID243354,UNKNOWN,False,False,PROBABLE
FW000014625,Firewall,FW000014625,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,vdr-10454,sid122547,VALID,False,False,EXACT
FW000009599,Firewall,FW000009599,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12414,SID203936,UNKNOWN,False,False,PROBABLE
FW000008493,Firewall,FW000008493,NETWORK_FLOW,ICMP_ALLOW,Low,ALLOW,Unknown,WS-12418,Unknown,VALID,False,False,EXACT
FW000013792,Firewall,FW000013792,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-12760,SID463654,VALID,False,False,EXACT
FW000011675,Firewall,FW000011675,NETWORK_FLOW,UDP_DENY,Low,DENY,Unknown,VDR-12519.corp.local,Unknown,VALID,False,False,EXACT
FW000003861,Firewall,FW000003861,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-11369.corp.local,SID752386,VALID,False,False,EXACT
FW000025259,Firewall,FW000025259,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-12913,SID659033,VALID,False,False,EXACT
FW000027615,Firewall,FW000027615,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-12879,SID-482323,VALID,False,False,EXACT
FW000021050,Firewall,FW000021050,NETWORK_FLOW,ICMP_DENY,Low,DENY,Unknown,lpt-12521,SID164164,VALID,False,False,EXACT
FW000002605,Firewall,FW000002605,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-11344,sid873093,VALID,False,False,EXACT
FW000022825,Firewall,FW000022825,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-10121,Unknown,VALID,False,False,EXACT
FW000005103,Firewall,FW000005103,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-10098,SID991825,UNKNOWN,False,False,PROBABLE
FW000020817,Firewall,FW000020817,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-12977,sid484307,VALID,False,False,EXACT
FW000029447,Firewall,FW000029447,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,vdr-12490,SID346843,VALID,False,False,EXACT
FW000001298,Firewall,FW000001298,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-10693,SID458661,VALID,False,False,EXACT
FW000005788,Firewall,FW000005788,NETWORK_FLOW,UDP_DENY,Low,DENY,Unknown,VDR-10044,SID172733,VALID,False,False,EXACT
FW000014128,Firewall,FW000014128,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-11838,Unknown,VALID,False,False,EXACT
FW000021266,Firewall,FW000021266,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,LPT-11109,SID362665,VALID,False,False,EXACT
FW000000636,Firewall,FW000000636,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,Unknown,SID792723,VALID,False,False,EXACT
FW000018180,Firewall,FW000018180,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,vdr-10605,SID922841,VALID,False,False,EXACT
FW000024404,Firewall,FW000024404,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,vdr-12282,SID738842,UNKNOWN,False,False,PROBABLE
FW000029241,Firewall,FW000029241,NETWORK_FLOW,TCP_ALLOW,High,ALLOW,Unknown,lpt-11740,Unknown,VALID,False,False,EXACT
FW000027264,Firewall,FW000027264,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-10641,SID733332,VALID,False,False,EXACT
FW000029133,Firewall,FW000029133,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12107,SID491230,VALID,False,False,EXACT
FW000012724,Firewall,FW000012724,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT_11661,SID740099,VALID,False,False,EXACT
FW000007829,Firewall,FW000007829,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,VDR-10166,SID561389,VALID,False,False,EXACT
FW000008137,Firewall,FW000008137,NETWORK_FLOW,TCP_ALLOW,High,ALLOW,Unknown,VDR-10233,SID360716,VALID,False,False,EXACT
FW000008388,Firewall,FW000008388,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,lpt-12507,SID509347,UNKNOWN,False,False,PROBABLE
FW000019854,Firewall,FW000019854,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,LPT-10320,sid980966,VALID,False,False,EXACT
FW000013506,Firewall,FW000013506,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,LPT-11705,Unknown,VALID,False,False,EXACT
FW000011390,Firewall,FW000011390,NETWORK_FLOW,ICMP_DENY,Low,DENY,Unknown,LPT-10356,Unknown,UNKNOWN,False,False,PROBABLE
FW000004860,Firewall,FW000004860,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,WS-12035,SID412995,VALID,False,False,EXACT
FW000011106,Firewall,FW000011106,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,lpt-12470,SID674535,UNKNOWN,False,False,PROBABLE
FW000002925,Firewall,FW000002925,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,ws-10893,SID-289565,VALID,False,False,EXACT
FW000029877,Firewall,FW000029877,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12998,SID763819,VALID,False,False,EXACT
FW000024910,Firewall,FW000024910,NETWORK_FLOW,TCP_ALLOW,High,ALLOW,Unknown,VDR-11832,SID665756,VALID,False,False,EXACT
FW000012618,Firewall,FW000012618,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-12013,SID783592,UNKNOWN,False,False,PROBABLE
FW000025526,Firewall,FW000025526,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-11906,Unknown,UNKNOWN,False,False,PROBABLE
FW000026067,Firewall,FW000026067,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-10287,SID-796399,UNKNOWN,False,False,PROBABLE
FW000006509,Firewall,FW000006509,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,ws-12790,SID915834,VALID,False,False,EXACT
FW000023694,Firewall,FW000023694,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,LPT-12831,SID157817,VALID,False,False,EXACT
FW000007950,Firewall,FW000007950,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR_12740,Unknown,VALID,False,False,EXACT
FW000024812,Firewall,FW000024812,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,LPT-10001,SID113019,UNKNOWN,False,False,PROBABLE
FW000004060,Firewall,FW000004060,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,LPT-11866,SID326943,UNKNOWN,False,False,PROBABLE
FW000018340,Firewall,FW000018340,NETWORK_FLOW,ICMP_ALLOW,High,ALLOW,Unknown,LPT-12505,SID885577,VALID,False,False,EXACT
FW000012136,Firewall,FW000012136,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,lpt-12643,Unknown,VALID,False,False,EXACT
FW000023846,Firewall,FW000023846,NETWORK_FLOW,UDP_DENY,Low,DENY,Unknown,vdr-11402,Unknown,VALID,False,False,EXACT
FW000003127,Firewall,FW000003127,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,VDR-11509,SID751072,VALID,False,False,EXACT
FW000017684,Firewall,FW000017684,NETWORK_FLOW,UDP_ALLOW,High,ALLOW,Unknown,lpt-11907,SID591392,VALID,False,False,EXACT
FW000012308,Firewall,FW000012308,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,ws-10730,SID591130,VALID,False,False,EXACT
FW000025541,Firewall,FW000025541,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,LPT-10337,SID814119,VALID,False,False,EXACT
FW000008697,Firewall,FW000008697,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,VDR-10339,Unknown,VALID,False,False,EXACT
FW000028758,Firewall,FW000028758,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS_10352,Unknown,VALID,False,False,EXACT
FW000000030,Firewall,FW000000030,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-10391,sid487171,UNKNOWN,False,False,PROBABLE
FW000009474,Firewall,FW000009474,NETWORK_FLOW,UDP_DENY,Low,DENY,Unknown,WS-12556,SID124861,UNKNOWN,False,False,PROBABLE
FW000016996,Firewall,FW000016996,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,WS-11695,SID331291,VALID,False,False,EXACT
FW000004279,Firewall,FW000004279,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-11572,sid609922,VALID,False,False,EXACT
FW000012267,Firewall,FW000012267,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-12281,SID479401,VALID,False,False,EXACT
FW000016701,Firewall,FW000016701,NETWORK_FLOW,UDP_DENY,Low,DENY,Unknown,LPT-11558,SID503254,VALID,False,False,EXACT
FW000003363,Firewall,FW000003363,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,WS-10506,SID686181,VALID,False,False,EXACT
FW000016823,Firewall,FW000016823,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-12073.corp.local,Unknown,VALID,False,False,EXACT
FW000018683,Firewall,FW000018683,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-11527,sid853758,VALID,False,False,EXACT
FW000006033,Firewall,FW000006033,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,WS-10945,SID410900,VALID,False,False,EXACT
FW000021836,Firewall,FW000021836,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-12618,SID119674,VALID,False,False,EXACT
FW000009420,Firewall,FW000009420,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,WS-11135,SID139321,VALID,False,False,EXACT
FW000003669,Firewall,FW000003669,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-11201,SID141159,UNKNOWN,False,False,PROBABLE
FW000011271,Firewall,FW000011271,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-10344,sid989346,VALID,False,False,EXACT
FW000013973,Firewall,FW000013973,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,lpt-10909,SID263249,VALID,False,False,EXACT
FW000004346,Firewall,FW000004346,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-11768,SID-825840,VALID,False,False,EXACT
FW000023550,Firewall,FW000023550,NETWORK_FLOW,UDP_DENY,Low,DENY,Unknown,WS-12062,SID370806,VALID,False,False,EXACT
FW000002645,Firewall,FW000002645,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-10296,SID198490,UNKNOWN,False,False,PROBABLE
FW000019928,Firewall,FW000019928,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,WS-10385,SID257066,VALID,False,False,EXACT
FW000013620,Firewall,FW000013620,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-10674,SID414662,VALID,False,False,EXACT
FW000001870,Firewall,FW000001870,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,LPT-11614,SID385059,VALID,False,False,EXACT
FW000020306,Firewall,FW000020306,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-11747,sid830548,VALID,False,False,EXACT
FW000027968,Firewall,FW000027968,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,lpt-10130,SID721140,VALID,False,False,EXACT
FW000000961,Firewall,FW000000961,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,vdr-10977,SID780356,VALID,False,False,EXACT
FW000000985,Firewall,FW000000985,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,Unknown,SID300842,VALID,False,False,EXACT
FW000008268,Firewall,FW000008268,NETWORK_FLOW,TCP_ALLOW,High,ALLOW,Unknown,VDR-12758,SID459895,UNKNOWN,False,False,PROBABLE
FW000029675,Firewall,FW000029675,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,lpt-10596,SID611763,VALID,False,False,EXACT
FW000018918,Firewall,FW000018918,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,WS-10368.corp.local,SID809009,VALID,False,False,EXACT
FW000006242,Firewall,FW000006242,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-12338,SID765026,VALID,False,False,EXACT
FW000028111,Firewall,FW000028111,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12432,sid586443,UNKNOWN,False,False,PROBABLE
FW000024762,Firewall,FW000024762,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,LPT-12920,SID-748971,VALID,False,False,EXACT
FW000024547,Firewall,FW000024547,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,Unknown,SID947384,VALID,False,False,EXACT
FW000025148,Firewall,FW000025148,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12762,SID911430,VALID,False,False,EXACT
FW000013050,Firewall,FW000013050,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,VDR-10778,SID401786,VALID,False,False,EXACT
FW000026678,Firewall,FW000026678,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS_12909,SID725040,VALID,False,False,EXACT
FW000027722,Firewall,FW000027722,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,LPT-11190.corp.local,SID361666,UNKNOWN,False,False,PROBABLE
FW000022324,Firewall,FW000022324,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,VDR-10756.corp.local,Unknown,VALID,False,False,EXACT
FW000023893,Firewall,FW000023893,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-12256.corp.local,SID371820,UNKNOWN,False,False,PROBABLE
FW000009023,Firewall,FW000009023,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,WS-12062.corp.local,SID805286,VALID,False,False,EXACT
FW000016001,Firewall,FW000016001,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-10149,SID391136,VALID,False,False,EXACT
FW000021582,Firewall,FW000021582,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,vdr-12181,SID827433,VALID,False,False,EXACT
FW000006335,Firewall,FW000006335,NETWORK_FLOW,ICMP_DENY,Low,DENY,Unknown,WS-10256,SID802795,VALID,False,False,EXACT
FW000007478,Firewall,FW000007478,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-11316.corp.local,Unknown,UNKNOWN,False,False,PROBABLE
FW000017134,Firewall,FW000017134,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,VDR-12163,SID264512,VALID,False,False,EXACT
FW000004388,Firewall,FW000004388,NETWORK_FLOW,UDP_DENY,Low,DENY,Unknown,WS-12870,SID218641,VALID,False,False,EXACT
FW000008271,Firewall,FW000008271,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-10481,sid612861,VALID,False,False,EXACT
FW000009536,Firewall,FW000009536,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12538,SID709210,VALID,False,False,EXACT
FW000025369,Firewall,FW000025369,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-10626,SID997152,VALID,False,False,EXACT
FW000002982,Firewall,FW000002982,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,LPT_10215,SID835299,VALID,False,False,EXACT
FW000003203,Firewall,FW000003203,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,vdr-10990,SID656994,VALID,False,False,EXACT
FW000029416,Firewall,FW000029416,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,lpt-11158,SID634449,UNKNOWN,False,False,PROBABLE
FW000023353,Firewall,FW000023353,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,Unknown,SID936197,UNKNOWN,False,False,PROBABLE
FW000022106,Firewall,FW000022106,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-11697.corp.local,SID640257,UNKNOWN,False,False,PROBABLE
FW000009214,Firewall,FW000009214,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12563,Unknown,VALID,False,False,EXACT
FW000019600,Firewall,FW000019600,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-12525,SID484729,VALID,False,False,EXACT
FW000028173,Firewall,FW000028173,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,LPT-10144.corp.local,SID681677,UNKNOWN,False,False,PROBABLE
FW000001260,Firewall,FW000001260,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,LPT-11890,sid282341,VALID,False,False,EXACT
FW000010902,Firewall,FW000010902,NETWORK_FLOW,UDP_DENY,Low,DENY,Unknown,ws-10683,Unknown,VALID,False,False,EXACT
FW000009321,Firewall,FW000009321,NETWORK_FLOW,TCP_ALLOW,High,ALLOW,Unknown,WS-12204,Unknown,UNKNOWN,False,False,PROBABLE
FW000023547,Firewall,FW000023547,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12517,SID857106,VALID,False,False,EXACT
FW000005730,Firewall,FW000005730,NETWORK_FLOW,UDP_ALLOW,Low,ALLOW,Unknown,WS-11296,SID798067,VALID,False,False,EXACT
FW000019833,Firewall,FW000019833,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-11772,sid817831,VALID,False,False,EXACT
FW000019000,Firewall,FW000019000,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,vdr-10480,SID162815,VALID,False,False,EXACT
FW000018240,Firewall,FW000018240,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12704,SID-357062,VALID,False,False,EXACT
FW000018897,Firewall,FW000018897,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,WS-10641.corp.local,SID469933,VALID,False,False,EXACT
FW000028640,Firewall,FW000028640,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,vdr-10624,SID775502,VALID,False,False,EXACT
FW000012600,Firewall,FW000012600,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12425,SID898795,VALID,False,False,EXACT
FW000014946,Firewall,FW000014946,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,WS-12555,SID834805,UNKNOWN,False,False,PROBABLE
FW000014621,Firewall,FW000014621,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-10771,SID343982,VALID,False,False,EXACT
FW000005195,Firewall,FW000005195,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,Unknown,Unknown,VALID,False,False,EXACT
FW000004058,Firewall,FW000004058,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-12158,Unknown,VALID,False,False,EXACT
FW000026150,Firewall,FW000026150,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,ws-10105,SID351821,UNKNOWN,False,False,PROBABLE
FW000010063,Firewall,FW000010063,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-10724,SID975151,VALID,False,False,EXACT
FW000014059,Firewall,FW000014059,NETWORK_FLOW,TCP_ALLOW,High,ALLOW,Unknown,vdr-11339,SID946476,UNKNOWN,False,False,PROBABLE
FW000025567,Firewall,FW000025567,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-10674.corp.local,SID637862,VALID,False,False,EXACT
FW000012651,Firewall,FW000012651,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,LPT-11919.corp.local,SID636936,UNKNOWN,False,False,PROBABLE
FW000025944,Firewall,FW000025944,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT_10390,SID-438396,VALID,False,False,EXACT
FW000026528,Firewall,FW000026528,NETWORK_FLOW,TCP_ALLOW,High,ALLOW,Unknown,VDR-10248,SID106558,VALID,False,False,EXACT
FW000014732,Firewall,FW000014732,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-10373,Unknown,UNKNOWN,False,False,PROBABLE
FW000018494,Firewall,FW000018494,NETWORK_FLOW,TCP_DENY,Low,DENY,Unknown,LPT-12416,SID197676,VALID,False,False,EXACT
FW000024351,Firewall,FW000024351,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-11855,SID533200,VALID,False,False,EXACT
FW000023175,Firewall,FW000023175,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-11161,Unknown,VALID,False,False,EXACT
FW000017292,Firewall,FW000017292,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,lpt-11239,SID-814064,VALID,False,False,EXACT
FW000016868,Firewall,FW000016868,NETWORK_FLOW,ICMP_ALLOW,Low,ALLOW,Unknown,LPT-12182.corp.local,SID-898387,VALID,False,False,EXACT
FW000006504,Firewall,FW000006504,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,LPT-10364,SID981228,VALID,False,False,EXACT
FW000001430,Firewall,FW000001430,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-10357,SID205365,VALID,False,False,EXACT
FW000024801,Firewall,FW000024801,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR-11157,SID685856,UNKNOWN,False,False,PROBABLE
FW000028363,Firewall,FW000028363,NETWORK_FLOW,TCP_ALLOW,Low,ALLOW,Unknown,VDR_11508,SID566151,VALID,False,False,EXACT
