hostname,temporal_sequence_count,strongest_sequence_strength,temporal_evidence_count,temporal_confidence,temporal_signal_present
VDR-12863,0,0.0,0,0.0,False
VDR-12975,0,0.0,0,0.0,False
vdr-11933,0,0.0,0,0.0,False
WS-11203,0,0.0,0,0.0,False
LPT_11534,0,0.0,0,0.0,False
WS-11119.corp.local,0,0.0,0,0.0,False
vdr-12415,0,0.0,0,0.0,False
lpt-12702,0,0.0,0,0.0,False
LPT-11810,0,0.0,0,0.0,False
lpt-11065,0,0.0,0,0.0,False
VDR_11846,0,0.0,0,0.0,False
LPT-11574,2,100.0,4,0.88,True
VDR-10035.corp.local,0,0.0,0,0.0,False
vdr-12976,0,0.0,0,0.0,False
WS-11194.corp.local,0,0.0,0,0.0,False
WS-12599.corp.local,0,0.0,0,0.0,False
LPT-11246.corp.local,0,0.0,0,0.0,False
VDR-10677.corp.local,0,0.0,0,0.0,False
LPT-12787,0,0.0,0,0.0,False
vdr-11392,0,0.0,0,0.0,False
LPT-11937,1,100.0,2,0.88,True
VDR-12526.corp.local,0,0.0,0,0.0,False
vdr-11832,0,0.0,0,0.0,False
ws-10546,0,0.0,0,0.0,False
vdr-10885,0,0.0,0,0.0,False
lpt-12779,0,0.0,0,0.0,False
ws-12515,0,0.0,0,0.0,False
vdr-12235,0,0.0,0,0.0,False
ws-10871,0,0.0,0,0.0,False
LPT_11501,0,0.0,0,0.0,False
vdr-11445,0,0.0,0,0.0,False
WS-10915.corp.local,0,0.0,0,0.0,False
LPT_10709,0,0.0,0,0.0,False
WS_12320,0,0.0,0,0.0,False
VDR_12159,0,0.0,0,0.0,False
LPT-11788.corp.local,0,0.0,0,0.0,False
LPT-12380.corp.local,0,0.0,0,0.0,False
vdr-10329,0,0.0,0,0.0,False
vdr-11217,0,0.0,0,0.0,False
ws-11949,0,0.0,0,0.0,False
lpt-11259,0,0.0,0,0.0,False
lpt-10054,0,0.0,0,0.0,False
LPT_11786,0,0.0,0,0.0,False
VDR-11947,0,0.0,0,0.0,False
VDR-11544.,0,0.0,0,0.0,False
VDR-12976,0,0.0,0,0.0,False
WS_10117,0,0.0,0,0.0,False
LPT-11484,0,0.0,0,0.0,False
LPT_11984,0,0.0,0,0.0,False
LPT_11970,0,0.0,0,0.0,False
LPT-12643.corp.local,0,0.0,0,0.0,False
VDR-12646,0,0.0,0,0.0,False
WS-10824.corp.local,0,0.0,0,0.0,False
VDR_12882,0,0.0,0,0.0,False
LPT-11577.,0,0.0,0,0.0,False
LPT-11011,0,0.0,0,0.0,False
lpt-12321,0,0.0,0,0.0,False
lpt-12617,0,0.0,0,0.0,False
WS_11620,0,0.0,0,0.0,False
LPT-12107.,0,0.0,0,0.0,False
VDR-11217,0,0.0,0,0.0,False
LPT-12871.corp.local,0,0.0,0,0.0,False
WS_11898,0,0.0,0,0.0,False
LPT-11607.corp.local,0,0.0,0,0.0,False
WS-10549,0,0.0,0,0.0,False
VDR-12277.,0,0.0,0,0.0,False
WS-11722,0,0.0,0,0.0,False
WS-10301,1,100.0,2,0.88,True
LPT-12729,1,75.0,2,0.73,True
VDR-12764.corp.local,0,0.0,0,0.0,False
VDR-11455.corp.local,0,0.0,0,0.0,False
VDR_11669,0,0.0,0,0.0,False
VDR-12776,4,100.0,8,0.88,True
lpt-11359,0,0.0,0,0.0,False
WS-12715.corp.local,0,0.0,0,0.0,False
WS-11358,1,100.0,2,0.88,True
WS-11390.corp.local,0,0.0,0,0.0,False
LPT_11658,0,0.0,0,0.0,False
ws-12204,0,0.0,0,0.0,False
lpt-12687,0,0.0,0,0.0,False
LPT-10026.corp.local,0,0.0,0,0.0,False
WS_10432,0,0.0,0,0.0,False
WS-11503,0,0.0,0,0.0,False
ws-11245,0,0.0,0,0.0,False
VDR-11765,0,0.0,0,0.0,False
VDR-10867.corp.local,0,0.0,0,0.0,False
VDR-12487,0,0.0,0,0.0,False
lpt-12070,0,0.0,0,0.0,False
ws-10266,0,0.0,0,0.0,False
WS-12935,0,0.0,0,0.0,False
LPT_11891,0,0.0,0,0.0,False
VDR-10799,0,0.0,0,0.0,False
WS-12694,0,0.0,0,0.0,False
VDR_10914,0,0.0,0,0.0,False
WS_11477,0,0.0,0,0.0,False
ws-11567,0,0.0,0,0.0,False
WS-10530,0,0.0,0,0.0,False
lpt-11202,0,0.0,0,0.0,False
LPT_10469,0,0.0,0,0.0,False
LPT-10204,0,0.0,0,0.0,False
WS_12511,0,0.0,0,0.0,False
WS_12398,0,0.0,0,0.0,False
WS-12317,0,0.0,0,0.0,False
WS-12746.corp.local,0,0.0,0,0.0,False
lpt-12315,0,0.0,0,0.0,False
vdr-12882,0,0.0,0,0.0,False
WS-12682,0,0.0,0,0.0,False
LPT_10741,0,0.0,0,0.0,False
LPT-11745,0,0.0,0,0.0,False
VDR-12177.corp.local,0,0.0,0,0.0,False
lpt-12888,0,0.0,0,0.0,False
LPT-10935,0,0.0,0,0.0,False
WS-10978.corp.local,0,0.0,0,0.0,False
WS-10617.corp.local,0,0.0,0,0.0,False
VDR-10761,0,0.0,0,0.0,False
LPT-12289,0,0.0,0,0.0,False
VDR-11188,0,0.0,0,0.0,False
VDR-12005.corp.local,0,0.0,0,0.0,False
WS-11814.corp.local,0,0.0,0,0.0,False
WS-12165,0,0.0,0,0.0,False
VDR-10132.corp.local,0,0.0,0,0.0,False
VDR-10664,0,0.0,0,0.0,False
VDR-11697.corp.local,0,0.0,0,0.0,False
WS-11380,0,0.0,0,0.0,False
WS_10034,0,0.0,0,0.0,False
LPT-12939,0,0.0,0,0.0,False
lpt-11156,0,0.0,0,0.0,False
vdr-10903,0,0.0,0,0.0,False
LPT_11904,0,0.0,0,0.0,False
VDR-12403,0,0.0,0,0.0,False
LPT_11423,0,0.0,0,0.0,False
VDR-11495,0,0.0,0,0.0,False
WS-10308,0,0.0,0,0.0,False
VDR-11901,0,0.0,0,0.0,False
VDR-11093.corp.local,0,0.0,0,0.0,False
VDR-11560.corp.local,0,0.0,0,0.0,False
VDR-11188.corp.local,0,0.0,0,0.0,False
ws-10836,0,0.0,0,0.0,False
WS_11814,0,0.0,0,0.0,False
VDR_10514,0,0.0,0,0.0,False
LPT-11593,0,0.0,0,0.0,False
WS-10470,0,0.0,0,0.0,False
WS-10573,0,0.0,0,0.0,False
WS-11769.corp.local,0,0.0,0,0.0,False
VDR-12991,0,0.0,0,0.0,False
VDR_12235,0,0.0,0,0.0,False
VDR-11215.corp.local,0,0.0,0,0.0,False
ws-12256,0,0.0,0,0.0,False
vdr-12513,0,0.0,0,0.0,False
lpt-12763,0,0.0,0,0.0,False
VDR_12437,0,0.0,0,0.0,False
VDR_10492,0,0.0,0,0.0,False
VDR-10937.corp.local,0,0.0,0,0.0,False
ws-11063,0,0.0,0,0.0,False
VDR-10757,0,0.0,0,0.0,False
LPT-11250,0,0.0,0,0.0,False
ws-10136,0,0.0,0,0.0,False
VDR-11684,0,0.0,0,0.0,False
LPT-10235,0,0.0,0,0.0,False
VDR-11169.corp.local,0,0.0,0,0.0,False
WS-11077,0,0.0,0,0.0,False
LPT_11057,0,0.0,0,0.0,False
ws-11106,0,0.0,0,0.0,False
WS-10266,0,0.0,0,0.0,False
vdr-10170,0,0.0,0,0.0,False
vdr-10688,0,0.0,0,0.0,False
VDR-10093,0,0.0,0,0.0,False
LPT-12399,0,0.0,0,0.0,False
VDR_12560,0,0.0,0,0.0,False
VDR-12272.corp.local,0,0.0,0,0.0,False
WS-12992,0,0.0,0,0.0,False
LPT-11340,0,0.0,0,0.0,False
WS-10419.corp.local,0,0.0,0,0.0,False
VDR-12580,2,100.0,4,0.88,True
lpt-10920,0,0.0,0,0.0,False
LPT_12795,0,0.0,0,0.0,False
WS-11098,0,0.0,0,0.0,False
WS-11384,0,0.0,0,0.0,False
LPT-10752,0,0.0,0,0.0,False
VDR-11796,0,0.0,0,0.0,False
VDR_10164,0,0.0,0,0.0,False
WS-12667.corp.local,0,0.0,0,0.0,False
WS-11854,0,0.0,0,0.0,False
LPT_12006,0,0.0,0,0.0,False
WS-12833,0,0.0,0,0.0,False
ws-10113,0,0.0,0,0.0,False
VDR-12452,1,100.0,2,0.88,True
ws-12599,0,0.0,0,0.0,False
ws-10530,0,0.0,0,0.0,False
VDR-12184.,0,0.0,0,0.0,False
WS-12220,0,0.0,0,0.0,False
vdr-12964,0,0.0,0,0.0,False
LPT-11909,0,0.0,0,0.0,False
WS-10211.corp.local,0,0.0,0,0.0,False
VDR-11962,0,0.0,0,0.0,False
LPT-10114,0,0.0,0,0.0,False
LPT-11476,0,0.0,0,0.0,False
VDR-12174,1,100.0,2,0.88,True
LPT-12600,0,0.0,0,0.0,False
VDR-12588,0,0.0,0,0.0,False
WS-10000.corp.local,0,0.0,0,0.0,False
WS-12751.corp.local,0,0.0,0,0.0,False
vdr-11100,0,0.0,0,0.0,False
VDR-11021.corp.local,0,0.0,0,0.0,False
VDR-12835.,0,0.0,0,0.0,False
ws-10494,0,0.0,0,0.0,False
LPT-12998,0,0.0,0,0.0,False
VDR-10703.corp.local,0,0.0,0,0.0,False
ws-10553,0,0.0,0,0.0,False
WS-10334.corp.local,0,0.0,0,0.0,False
WS-11521.corp.local,0,0.0,0,0.0,False
ws-10045,0,0.0,0,0.0,False
vdr-10165,0,0.0,0,0.0,False
WS_11104,0,0.0,0,0.0,False
WS_11362,0,0.0,0,0.0,False
lpt-11692,0,0.0,0,0.0,False
WS-10085.corp.local,0,0.0,0,0.0,False
LPT-10815,0,0.0,0,0.0,False
VDR-12441.corp.local,0,0.0,0,0.0,False
LPT-12257,0,0.0,0,0.0,False
WS_12442,0,0.0,0,0.0,False
lpt-11452,0,0.0,0,0.0,False
LPT-12492,0,0.0,0,0.0,False
LPT_11955,0,0.0,0,0.0,False
LPT-11025,0,0.0,0,0.0,False
LPT_10630,0,0.0,0,0.0,False
vdr-10940,0,0.0,0,0.0,False
WS-12170,2,100.0,4,0.88,True
WS-11633.corp.local,0,0.0,0,0.0,False
WS-10195,1,75.0,2,0.73,True
ws-10308,0,0.0,0,0.0,False
VDR-10688,0,0.0,0,0.0,False
WS-10803,1,100.0,2,0.88,True
ws-10408,0,0.0,0,0.0,False
vdr-12734,0,0.0,0,0.0,False
lpt-11900,0,0.0,0,0.0,False
ws-12716,0,0.0,0,0.0,False
VDR_10571,0,0.0,0,0.0,False
WS_12742,0,0.0,0,0.0,False
VDR-12279.corp.local,0,0.0,0,0.0,False
LPT-10028.corp.local,0,0.0,0,0.0,False
VDR-11083.corp.local,0,0.0,0,0.0,False
LPT-12551,0,0.0,0,0.0,False
WS_12727,0,0.0,0,0.0,False
WS-12925.corp.local,0,0.0,0,0.0,False
LPT_12714,0,0.0,0,0.0,False
WS_12164,0,0.0,0,0.0,False
VDR-11068,0,0.0,0,0.0,False
WS-11018,0,0.0,0,0.0,False
WS-11460,0,0.0,0,0.0,False
VDR-10485.corp.local,0,0.0,0,0.0,False
LPT-12354.corp.local,0,0.0,0,0.0,False
VDR-12017,1,100.0,2,0.88,True
lpt-12516,0,0.0,0,0.0,False
LPT-10782,0,0.0,0,0.0,False
LPT-11775.corp.local,0,0.0,0,0.0,False
WS_10932,0,0.0,0,0.0,False
ws-11126,0,0.0,0,0.0,False
LPT-10752.corp.local,0,0.0,0,0.0,False
VDR_12075,0,0.0,0,0.0,False
vdr-12059,0,0.0,0,0.0,False
LPT-12854,0,0.0,0,0.0,False
lpt-10199,0,0.0,0,0.0,False
LPT-12815.,0,0.0,0,0.0,False
LPT-11028,0,0.0,0,0.0,False
VDR-10326.corp.local,0,0.0,0,0.0,False
WS_11198,0,0.0,0,0.0,False
vdr-11232,0,0.0,0,0.0,False
LPT-10439.corp.local,0,0.0,0,0.0,False
LPT-10021,0,0.0,0,0.0,False
WS_12887,0,0.0,0,0.0,False
ws-12031,0,0.0,0,0.0,False
WS-10586,0,0.0,0,0.0,False
VDR-10631.corp.local,0,0.0,0,0.0,False
VDR-12335,0,0.0,0,0.0,False
LPT-11190,2,75.0,4,0.73,True
LPT-11010,1,100.0,2,0.88,True
vdr-11494,0,0.0,0,0.0,False
vdr-12959,0,0.0,0,0.0,False
LPT-12583.corp.local,0,0.0,0,0.0,False
LPT-12419,0,0.0,0,0.0,False
LPT-10101,0,0.0,0,0.0,False
vdr-10053,0,0.0,0,0.0,False
WS-12661.corp.local,0,0.0,0,0.0,False
LPT_10304,0,0.0,0,0.0,False
LPT-11552,0,0.0,0,0.0,False
lpt-12407,0,0.0,0,0.0,False
LPT-12111,4,100.0,8,0.88,True
VDR-12750.corp.local,0,0.0,0,0.0,False
lpt-10948,0,0.0,0,0.0,False
VDR_11117,0,0.0,0,0.0,False
LPT-10414,0,0.0,0,0.0,False
LPT-10144,0,0.0,0,0.0,False
WS-11467,0,0.0,0,0.0,False
WS-12204.corp.local,0,0.0,0,0.0,False
WS-10433.corp.local,0,0.0,0,0.0,False
LPT-12783.corp.local,0,0.0,0,0.0,False
VDR-12764,0,0.0,0,0.0,False
VDR-11931.corp.local,0,0.0,0,0.0,False
lpt-10423,0,0.0,0,0.0,False
WS-11422,0,0.0,0,0.0,False
VDR-10154,0,0.0,0,0.0,False
WS-10606,0,0.0,0,0.0,False
LPT_12143,0,0.0,0,0.0,False
vdr-10024,0,0.0,0,0.0,False
VDR-12151.corp.local,0,0.0,0,0.0,False
VDR-11420,0,0.0,0,0.0,False
LPT_10676,0,0.0,0,0.0,False
LPT_12517,0,0.0,0,0.0,False
WS-12064,0,0.0,0,0.0,False
VDR-10600,0,0.0,0,0.0,False
LPT_12761,0,0.0,0,0.0,False
vdr-11773,0,0.0,0,0.0,False
LPT_11086,0,0.0,0,0.0,False
LPT_11818,0,0.0,0,0.0,False
VDR-12490,0,0.0,0,0.0,False
LPT_12300,0,0.0,0,0.0,False
LPT-11619,0,0.0,0,0.0,False
ws-11873,0,0.0,0,0.0,False
WS-11988,0,0.0,0,0.0,False
lpt-10131,0,0.0,0,0.0,False
ws-10803,0,0.0,0,0.0,False
lpt-12293,0,0.0,0,0.0,False
vdr-12966,0,0.0,0,0.0,False
LPT-10897,1,100.0,2,0.88,True
VDR-10924.corp.local,0,0.0,0,0.0,False
WS-11756,0,0.0,0,0.0,False
lpt-12389,0,0.0,0,0.0,False
WS-10945,1,100.0,3,0.92,True
ws-10643,0,0.0,0,0.0,False
VDR-10192.corp.local,0,0.0,0,0.0,False
LPT-10210,0,0.0,0,0.0,False
vdr-11032,0,0.0,0,0.0,False
WS_11529,0,0.0,0,0.0,False
lpt-12508,0,0.0,0,0.0,False
VDR-11237,0,0.0,0,0.0,False
LPT-10125,1,75.0,2,0.73,True
ws-10394,0,0.0,0,0.0,False
LPT-11753,0,0.0,0,0.0,False
LPT-11319,0,0.0,0,0.0,False
ws-12845,0,0.0,0,0.0,False
WS_10155,0,0.0,0,0.0,False
ws-10574,0,0.0,0,0.0,False
vdr-11872,0,0.0,0,0.0,False
LPT-12099,1,100.0,2,0.88,True
WS-11434,0,0.0,0,0.0,False
LPT-11926,0,0.0,0,0.0,False
vdr-10354,0,0.0,0,0.0,False
lpt-12228,0,0.0,0,0.0,False
LPT-12504,0,0.0,0,0.0,False
WS_11713,0,0.0,0,0.0,False
LPT-12083.corp.local,0,0.0,0,0.0,False
WS_12062,0,0.0,0,0.0,False
WS_12445,0,0.0,0,0.0,False
LPT-10304,1,75.0,2,0.73,True
LPT-10842.corp.local,0,0.0,0,0.0,False
LPT_10891,0,0.0,0,0.0,False
VDR-10790.,0,0.0,0,0.0,False
LPT_12024,0,0.0,0,0.0,False
WS_10508,0,0.0,0,0.0,False
vdr-12896,0,0.0,0,0.0,False
VDR-11772,0,0.0,0,0.0,False
vdr-11061,0,0.0,0,0.0,False
ws-11442,0,0.0,0,0.0,False
ws-10175,0,0.0,0,0.0,False
lpt-12648,0,0.0,0,0.0,False
VDR-10514.corp.local,0,0.0,0,0.0,False
VDR-12140,0,0.0,0,0.0,False
VDR-10919.corp.local,0,0.0,0,0.0,False
LPT-11164.corp.local,0,0.0,0,0.0,False
VDR-12247.,0,0.0,0,0.0,False
LPT_12014,0,0.0,0,0.0,False
VDR-10857.corp.local,0,0.0,0,0.0,False
LPT-10668.corp.local,0,0.0,0,0.0,False
lpt-12697,0,0.0,0,0.0,False
WS-12909,0,0.0,0,0.0,False
VDR-12142.corp.local,0,0.0,0,0.0,False
LPT-10129.corp.local,0,0.0,0,0.0,False
vdr-10387,0,0.0,0,0.0,False
vdr-10621,0,0.0,0,0.0,False
LPT-12280,0,0.0,0,0.0,False
LPT-10409.,0,0.0,0,0.0,False
LPT-10008,0,0.0,0,0.0,False
lpt-10636,0,0.0,0,0.0,False
vdr-10848,0,0.0,0,0.0,False
vdr-12247,0,0.0,0,0.0,False
VDR-11385,0,0.0,0,0.0,False
LPT_11992,0,0.0,0,0.0,False
LPT-10321.corp.local,0,0.0,0,0.0,False
LPT-11679.corp.local,0,0.0,0,0.0,False
VDR-10914.,0,0.0,0,0.0,False
WS_11395,0,0.0,0,0.0,False
VDR-12075.corp.local,0,0.0,0,0.0,False
vdr-12806,0,0.0,0,0.0,False
vdr-10598,0,0.0,0,0.0,False
lpt-12782,0,0.0,0,0.0,False
ws-11776,0,0.0,0,0.0,False
LPT-12842,0,0.0,0,0.0,False
WS_11078,0,0.0,0,0.0,False
lpt-10418,0,0.0,0,0.0,False
ws-11448,0,0.0,0,0.0,False
VDR-12358,0,0.0,0,0.0,False
ws-12925,0,0.0,0,0.0,False
vdr-10614,0,0.0,0,0.0,False
ws-10895,0,0.0,0,0.0,False
LPT-12778.corp.local,0,0.0,0,0.0,False
WS-11759.corp.local,0,0.0,0,0.0,False
WS_10686,0,0.0,0,0.0,False
VDR_11128,0,0.0,0,0.0,False
ws-12987,0,0.0,0,0.0,False
lpt-10612,0,0.0,0,0.0,False
WS-12849.corp.local,0,0.0,0,0.0,False
WS-10148.corp.local,0,0.0,0,0.0,False
WS-12548.corp.local,0,0.0,0,0.0,False
VDR-10491.,0,0.0,0,0.0,False
WS-10453.corp.local,0,0.0,0,0.0,False
LPT_12299,0,0.0,0,0.0,False
WS-11401,1,100.0,2,0.88,True
WS-10969.corp.local,0,0.0,0,0.0,False
WS-11698,0,0.0,0,0.0,False
WS-10344.corp.local,0,0.0,0,0.0,False
WS-12879,0,0.0,0,0.0,False
LPT-12114.corp.local,0,0.0,0,0.0,False
vdr-11720,0,0.0,0,0.0,False
VDR_12338,0,0.0,0,0.0,False
LPT-12116,0,0.0,0,0.0,False
LPT-11751,1,100.0,2,0.88,True
LPT-12111.corp.local,0,0.0,0,0.0,False
WS_12117,0,0.0,0,0.0,False
LPT-12600.,0,0.0,0,0.0,False
WS-11397,1,100.0,2,0.88,True
VDR-11676.corp.local,0,0.0,0,0.0,False
LPT-11062,0,0.0,0,0.0,False
WS-12359.corp.local,0,0.0,0,0.0,False
VDR-12209,0,0.0,0,0.0,False
WS-10184,0,0.0,0,0.0,False
ws-12918,0,0.0,0,0.0,False
VDR-11413,0,0.0,0,0.0,False
vdr-12017,0,0.0,0,0.0,False
WS-12682.corp.local,0,0.0,0,0.0,False
LPT-12649.corp.local,0,0.0,0,0.0,False
LPT-11369,0,0.0,0,0.0,False
lpt-12685,0,0.0,0,0.0,False
LPT_12697,0,0.0,0,0.0,False
WS-12595,1,100.0,2,0.88,True
LPT-11609,0,0.0,0,0.0,False
WS-12018,0,0.0,0,0.0,False
WS-11897,0,0.0,0,0.0,False
LPT-11978.corp.local,0,0.0,0,0.0,False
LPT-12171,0,0.0,0,0.0,False
LPT-10120,0,0.0,0,0.0,False
ws-11342,0,0.0,0,0.0,False
VDR-12012.corp.local,0,0.0,0,0.0,False
WS_11845,0,0.0,0,0.0,False
VDR-12358.corp.local,0,0.0,0,0.0,False
VDR-11580,0,0.0,0,0.0,False
WS-10325,0,0.0,0,0.0,False
LPT-11220,0,0.0,0,0.0,False
lpt-11114,0,0.0,0,0.0,False
VDR_10354,0,0.0,0,0.0,False
LPT-11229,0,0.0,0,0.0,False
WS-10287,0,0.0,0,0.0,False
LPT-11254.corp.local,0,0.0,0,0.0,False
WS_12093,0,0.0,0,0.0,False
WS-12898,0,0.0,0,0.0,False
WS-10645,0,0.0,0,0.0,False
VDR-10402,0,0.0,0,0.0,False
WS_11819,0,0.0,0,0.0,False
VDR-11888,0,0.0,0,0.0,False
LPT-12858.corp.local,0,0.0,0,0.0,False
WS-12581,0,0.0,0,0.0,False
vdr-11901,0,0.0,0,0.0,False
LPT-12301,0,0.0,0,0.0,False
VDR-11142.corp.local,0,0.0,0,0.0,False
WS-10817,1,100.0,2,0.88,True
VDR_12590,0,0.0,0,0.0,False
WS-10149.corp.local,0,0.0,0,0.0,False
WS-11648.corp.local,0,0.0,0,0.0,False
LPT-12448,0,0.0,0,0.0,False
VDR-11074,0,0.0,0,0.0,False
VDR-11433.corp.local,0,0.0,0,0.0,False
LPT-10920,0,0.0,0,0.0,False
VDR-11951,2,100.0,5,0.92,True
vdr-12748,0,0.0,0,0.0,False
WS-12213.,0,0.0,0,0.0,False
ws-10934,0,0.0,0,0.0,False
VDR-12936,0,0.0,0,0.0,False
LPT-11183.corp.local,0,0.0,0,0.0,False
WS-10827.,0,0.0,0,0.0,False
ws-12742,0,0.0,0,0.0,False
WS-10202.corp.local,0,0.0,0,0.0,False
VDR-12892,0,0.0,0,0.0,False
LPT-12323,0,0.0,0,0.0,False
LPT-12657,0,0.0,0,0.0,False
lpt-11609,0,0.0,0,0.0,False
vdr-11068,0,0.0,0,0.0,False
LPT-12134.corp.local,0,0.0,0,0.0,False
VDR-11499,0,0.0,0,0.0,False
VDR-10005.corp.local,0,0.0,0,0.0,False
VDR-12235.corp.local,0,0.0,0,0.0,False
LPT-10171,0,0.0,0,0.0,False
WS_11785,0,0.0,0,0.0,False
VDR-12940,0,0.0,0,0.0,False
ws-10913,0,0.0,0,0.0,False
vdr-10788,0,0.0,0,0.0,False
VDR-10724.corp.local,0,0.0,0,0.0,False
WS-10962.corp.local,0,0.0,0,0.0,False
WS-11672.,0,0.0,0,0.0,False
VDR-11145,0,0.0,0,0.0,False
LPT-11813.corp.local,0,0.0,0,0.0,False
VDR-12590.corp.local,0,0.0,0,0.0,False
LPT_12227,0,0.0,0,0.0,False
WS-12290.corp.local,0,0.0,0,0.0,False
lpt-12722,0,0.0,0,0.0,False
VDR_12625,0,0.0,0,0.0,False
VDR-12464,1,75.0,2,0.73,True
VDR-11507,1,100.0,2,0.88,True
VDR-11858.corp.local,0,0.0,0,0.0,False
WS-12244.corp.local,0,0.0,0,0.0,False
lpt-11881,0,0.0,0,0.0,False
VDR-10816,1,100.0,2,0.88,True
lpt-11453,0,0.0,0,0.0,False
lpt-10989,0,0.0,0,0.0,False
VDR-11660.,0,0.0,0,0.0,False
ws-11696,0,0.0,0,0.0,False
WS-11108,0,0.0,0,0.0,False
WS_11374,0,0.0,0,0.0,False
LPT-12877,0,0.0,0,0.0,False
ws-12589,0,0.0,0,0.0,False
LPT_11025,0,0.0,0,0.0,False
lpt-10384,0,0.0,0,0.0,False
LPT-10669,0,0.0,0,0.0,False
ws-10746,0,0.0,0,0.0,False
LPT_10245,0,0.0,0,0.0,False
ws-10727,0,0.0,0,0.0,False
vdr-12142,0,0.0,0,0.0,False
LPT-11762,0,0.0,0,0.0,False
LPT-10496,0,0.0,0,0.0,False
VDR-11147,0,0.0,0,0.0,False
WS-10893,1,100.0,2,0.88,True
WS-10995,0,0.0,0,0.0,False
WS_11416,0,0.0,0,0.0,False
LPT_11349,0,0.0,0,0.0,False
WS-11844.corp.local,0,0.0,0,0.0,False
ws-10549,0,0.0,0,0.0,False
LPT-11290,0,0.0,0,0.0,False
WS-10313,0,0.0,0,0.0,False
LPT-10858,0,0.0,0,0.0,False
WS-12660,0,0.0,0,0.0,False
ws-12387,0,0.0,0,0.0,False
WS-11332,0,0.0,0,0.0,False
LPT_12103,0,0.0,0,0.0,False
VDR-10310.corp.local,0,0.0,0,0.0,False
vdr-10285,0,0.0,0,0.0,False
VDR-12598,0,0.0,0,0.0,False
WS_12295,0,0.0,0,0.0,False
VDR-10906,1,75.0,2,0.73,True
VDR-11100,0,0.0,0,0.0,False
ws-12128,0,0.0,0,0.0,False
WS-12255,1,75.0,2,0.73,True
LPT_12768,0,0.0,0,0.0,False
LPT-10460.corp.local,0,0.0,0,0.0,False
WS-11443,0,0.0,0,0.0,False
LPT-11200,0,0.0,0,0.0,False
vdr-10140,0,0.0,0,0.0,False
vdr-11892,0,0.0,0,0.0,False
WS_11974,0,0.0,0,0.0,False
WS-11182,0,0.0,0,0.0,False
vdr-11165,0,0.0,0,0.0,False
VDR-10502,0,0.0,0,0.0,False
vdr-10640,0,0.0,0,0.0,False
WS-11677,0,0.0,0,0.0,False
WS-12176,1,100.0,2,0.88,True
ws-11481,0,0.0,0,0.0,False
VDR-12276,1,100.0,3,0.92,True
VDR-11436,1,100.0,2,0.88,True
WS-12179,0,0.0,0,0.0,False
vdr-10492,0,0.0,0,0.0,False
VDR-12235,0,0.0,0,0.0,False
lpt-11151,0,0.0,0,0.0,False
VDR-10329.corp.local,0,0.0,0,0.0,False
WS-10553,0,0.0,0,0.0,False
LPT-10858.corp.local,0,0.0,0,0.0,False
LPT-11998,1,100.0,2,0.88,True
lpt-12603,0,0.0,0,0.0,False
WS-11803,0,0.0,0,0.0,False
LPT-11085.corp.local,0,0.0,0,0.0,False
LPT-12517.corp.local,0,0.0,0,0.0,False
WS-12217,0,0.0,0,0.0,False
WS-12274,0,0.0,0,0.0,False
lpt-12752,0,0.0,0,0.0,False
ws-10706,0,0.0,0,0.0,False
VDR-11121,1,100.0,2,0.88,True
vdr-10716,0,0.0,0,0.0,False
lpt-12700,0,0.0,0,0.0,False
LPT-12408,1,100.0,2,0.88,True
VDR-10435,0,0.0,0,0.0,False
VDR_12775,0,0.0,0,0.0,False
WS-12037.corp.local,0,0.0,0,0.0,False
LPT-12687.corp.local,0,0.0,0,0.0,False
WS-10145,0,0.0,0,0.0,False
WS_11410,0,0.0,0,0.0,False
WS-11654.corp.local,0,0.0,0,0.0,False
VDR-10848,0,0.0,0,0.0,False
LPT-12967,0,0.0,0,0.0,False
WS-11530.corp.local,0,0.0,0,0.0,False
lpt-12171,0,0.0,0,0.0,False
WS-12944.corp.local,0,0.0,0,0.0,False
LPT-11981.corp.local,0,0.0,0,0.0,False
VDR_11066,0,0.0,0,0.0,False
WS-12082,1,75.0,2,0.73,True
LPT-11234.corp.local,0,0.0,0,0.0,False
WS-11582,0,0.0,0,0.0,False
WS-11743.corp.local,0,0.0,0,0.0,False
WS-12409.corp.local,0,0.0,0,0.0,False
LPT-12586.corp.local,0,0.0,0,0.0,False
ws-10839,0,0.0,0,0.0,False
WS-11733,1,100.0,2,0.88,True
VDR-11731,0,0.0,0,0.0,False
VDR_10757,0,0.0,0,0.0,False
LPT-12467.corp.local,0,0.0,0,0.0,False
ws-11447,0,0.0,0,0.0,False
VDR-10788,1,100.0,2,0.88,True
LPT-12506,0,0.0,0,0.0,False
WS_10263,0,0.0,0,0.0,False
VDR-11966,0,0.0,0,0.0,False
LPT_10479,0,0.0,0,0.0,False
WS-11695.corp.local,0,0.0,0,0.0,False
VDR-10623,0,0.0,0,0.0,False
VDR-11843,0,0.0,0,0.0,False
LPT-12001,0,0.0,0,0.0,False
WS_11241,0,0.0,0,0.0,False
WS-10325.corp.local,0,0.0,0,0.0,False
LPT-10731.corp.local,0,0.0,0,0.0,False
VDR-10363,0,0.0,0,0.0,False
VDR-10387,1,100.0,2,0.88,True
LPT-10176,0,0.0,0,0.0,False
ws-11845,0,0.0,0,0.0,False
WS-12334,0,0.0,0,0.0,False
VDR-12338.corp.local,0,0.0,0,0.0,False
vdr-10312,1,75.0,2,0.73,True
