entity_id,entity_type,hypothesis,traceone_risk_score,confidence_score,supporting_signals,counter_evidence,limitations
WS_11819,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
ws-12555,HOST,NO_ACTIONABLE_HYPOTHESIS,1.29,0.09,"Net:0.0, Ep:0.0, Vol:1.29",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
WS-11756,HOST,NO_ACTIONABLE_HYPOTHESIS,33.9,0.5533,"Net:11.24, Ep:0.0, Vol:22.66",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 12, Managed: True"
ws-12673,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
vdr-11874,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-12102,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-11616.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,19.52,0.15,"Net:8.33, Ep:0.0, Vol:11.18",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 4, Managed: False"
vdr-12776,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-12892,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.5847,"Net:21.08, Ep:41.66, Vol:37.28",LOW_TIMESTAMP_QUALITY,"Observed events: 17, Managed: True"
LPT-11319,HOST,NO_ACTIONABLE_HYPOTHESIS,25.72,0.765,"Net:11.24, Ep:8.33, Vol:6.15",NONE_OBSERVED,"Observed events: 10, Managed: True"
WS-10971,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,93.75,0.5253,"Net:41.66, Ep:10.42, Vol:41.68",LOW_TIMESTAMP_QUALITY,"Observed events: 19, Managed: True"
WS-10225.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.09,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
ws-12515,HOST,NO_ACTIONABLE_HYPOTHESIS,17.37,0.12,"Net:8.33, Ep:0.0, Vol:9.03",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
LPT-10654,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,87.72,0.6046,"Net:21.08, Ep:31.25, Vol:35.4",LOW_TIMESTAMP_QUALITY,"Observed events: 13, Managed: True"
ws-11460,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-11465,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,75.53,0.37,"Net:35.13, Ep:10.42, Vol:29.99",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY,"Observed events: 10, Managed: True"
LPT_10676,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-10229,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-10157.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-12611.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
ws-12828,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-10124.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS_12097,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT_10682,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-11869,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,53.33,0.5738,"Net:16.86, Ep:8.33, Vol:28.13",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 13, Managed: True"
WS_10281,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-12618,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.6,"Net:37.5, Ep:37.5, Vol:50.01",LOW_TIMESTAMP_QUALITY,"Observed events: 20, Managed: True"
lpt-12530,HOST,NO_ACTIONABLE_HYPOTHESIS,26.94,0.15,"Net:16.66, Ep:0.0, Vol:10.28",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 4, Managed: False"
LPT-12911,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY,92.09,0.5612,"Net:14.05, Ep:41.66, Vol:36.38",LOW_TIMESTAMP_QUALITY,"Observed events: 17, Managed: True"
LPT-11489.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-10909.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,6.74,0.09,"Net:0.0, Ep:0.0, Vol:6.74",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
LPT-12768,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.6105,"Net:33.72, Ep:37.5, Vol:50.01",LOW_TIMESTAMP_QUALITY,"Observed events: 21, Managed: True"
ws-11252,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-11708.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-11893,HOST,NO_ACTIONABLE_HYPOTHESIS,42.39,0.6018,"Net:16.86, Ep:0.0, Vol:25.53",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 11, Managed: True"
WS-11899,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,56.83,0.5343,"Net:16.86, Ep:8.33, Vol:31.64",LOW_TIMESTAMP_QUALITY; UNMANAGED_HOST_CONTEXT; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 14, Managed: False"
vdr-10164,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS_10145,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-10518.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-11931,HOST,NO_ACTIONABLE_HYPOTHESIS,33.74,0.725,"Net:11.24, Ep:8.33, Vol:14.16",UNMANAGED_HOST_CONTEXT; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 10, Managed: False"
WS-11722.,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.03,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY,"Observed events: 0, Managed: True"
LPT-11965,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.5674,"Net:41.66, Ep:20.83, Vol:41.68",LOW_TIMESTAMP_QUALITY,"Observed events: 19, Managed: True"
VDR-12543,HOST,NO_ACTIONABLE_HYPOTHESIS,50.29,0.5291,"Net:8.33, Ep:25.0, Vol:16.96",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 11, Managed: True"
LPT-10525,HOST,NO_ACTIONABLE_HYPOTHESIS,36.24,0.6018,"Net:11.24, Ep:8.33, Vol:16.66",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 11, Managed: True"
WS-11089.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.72,0.09,"Net:8.33, Ep:0.0, Vol:0.39",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
VDR_11964,HOST,NO_ACTIONABLE_HYPOTHESIS,13.55,0.12,"Net:8.33, Ep:0.0, Vol:5.22",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
VDR-10529,HOST,NO_ACTIONABLE_HYPOTHESIS,38.21,0.5867,"Net:11.24, Ep:8.33, Vol:18.63",LOW_TIMESTAMP_QUALITY; UNMANAGED_HOST_CONTEXT; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 12, Managed: False"
WS-12112.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT_11539,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-11477,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,71.06,0.54,"Net:28.1, Ep:10.42, Vol:32.54",LOW_TIMESTAMP_QUALITY; UNMANAGED_HOST_CONTEXT,"Observed events: 10, Managed: False"
VDR-11557.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.09,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
vdr-12936,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR_12560,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.09,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
vdr-10701,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-12082.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT_10709,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
vdr-10648,HOST,NO_ACTIONABLE_HYPOTHESIS,21.18,0.15,"Net:8.33, Ep:0.0, Vol:12.85",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 4, Managed: False"
VDR-11003,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.7368,"Net:33.72, Ep:49.99, Vol:33.05",NONE_OBSERVED,"Observed events: 17, Managed: True"
LPT_11572,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR_12373,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-12889,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY,97.39,0.6082,"Net:14.05, Ep:41.66, Vol:41.68",LOW_TIMESTAMP_QUALITY; UNMANAGED_HOST_CONTEXT,"Observed events: 17, Managed: False"
lpt-12522,HOST,NO_ACTIONABLE_HYPOTHESIS,14.49,0.09,"Net:8.33, Ep:0.0, Vol:6.16",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
VDR-11618,HOST,NO_ACTIONABLE_HYPOTHESIS,38.12,0.765,"Net:11.24, Ep:16.66, Vol:10.21",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 10, Managed: True"
WS_10829,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR_12577,HOST,NO_ACTIONABLE_HYPOTHESIS,19.99,0.12,"Net:11.24, Ep:0.0, Vol:8.75",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
lpt-12253,HOST,NO_ACTIONABLE_HYPOTHESIS,13.9,0.12,"Net:8.33, Ep:0.0, Vol:5.57",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
VDR-10322,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,58.32,0.9556,"Net:16.86, Ep:8.33, Vol:33.13",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 81, Managed: True"
WS-11241,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,96.69,0.92,"Net:41.66, Ep:31.25, Vol:23.78",NONE_OBSERVED,"Observed events: 65, Managed: True"
VDR-12451,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.595,"Net:49.99, Ep:49.99, Vol:41.21",LOW_TIMESTAMP_QUALITY,"Observed events: 16, Managed: True"
VDR-12624,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY,54.77,0.5914,"Net:11.24, Ep:16.66, Vol:26.87",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 14, Managed: True"
VDR-11585,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY,72.11,0.725,"Net:10.42, Ep:31.25, Vol:30.45",NONE_OBSERVED,"Observed events: 12, Managed: True"
LPT-12524,HOST,NO_ACTIONABLE_HYPOTHESIS,30.25,0.5914,"Net:8.33, Ep:0.0, Vol:21.91",LOW_TIMESTAMP_QUALITY; UNMANAGED_HOST_CONTEXT; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 14, Managed: False"
LPT-11631,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,81.21,0.725,"Net:28.1, Ep:31.25, Vol:21.86",NONE_OBSERVED,"Observed events: 16, Managed: True"
VDR-12789,HOST,NO_ACTIONABLE_HYPOTHESIS,47.99,0.51,"Net:16.86, Ep:16.66, Vol:14.47",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 8, Managed: True"
WS_12878,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS_12456,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-10367.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-11120,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,76.8,0.5343,"Net:35.13, Ep:0.0, Vol:41.68",LOW_TIMESTAMP_QUALITY,"Observed events: 14, Managed: True"
LPT_12973,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-11079.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,7.61,0.09,"Net:5.62, Ep:0.0, Vol:1.99",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
VDR-11388.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-10826,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,82.71,0.5628,"Net:35.13, Ep:20.83, Vol:26.75",LOW_TIMESTAMP_QUALITY,"Observed events: 14, Managed: True"
LPT-11030,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,57.83,0.725,"Net:22.48, Ep:16.66, Vol:18.69",UNMANAGED_HOST_CONTEXT; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 10, Managed: False"
VDR-10233.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-12442,HOST,NO_ACTIONABLE_HYPOTHESIS,53.23,0.5738,"Net:8.33, Ep:16.66, Vol:28.23",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 13, Managed: True"
WS_11885,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-10976,HOST,NO_ACTIONABLE_HYPOTHESIS,43.56,0.46,"Net:16.66, Ep:16.66, Vol:10.23",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 8, Managed: True"
VDR_12248,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-12838,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-11425.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-12053.,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.03,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY,"Observed events: 0, Managed: True"
VDR-11848,HOST,NO_ACTIONABLE_HYPOTHESIS,30.95,0.51,"Net:8.33, Ep:8.33, Vol:14.29",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 8, Managed: True"
LPT-11212.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
ws-11505,HOST,NO_ACTIONABLE_HYPOTHESIS,8.84,0.09,"Net:5.62, Ep:0.0, Vol:3.22",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
VDR-10455,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,94.45,0.725,"Net:31.25, Ep:41.66, Vol:21.54",NONE_OBSERVED,"Observed events: 14, Managed: True"
VDR-10116.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,3.51,0.09,"Net:0.0, Ep:0.0, Vol:3.51",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
VDR-10835.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-11595.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
ws-11671,HOST,NO_ACTIONABLE_HYPOTHESIS,5.97,0.09,"Net:5.62, Ep:0.0, Vol:0.35",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
WS-10506,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,66.87,0.5914,"Net:16.86, Ep:16.66, Vol:33.34",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 14, Managed: True"
ws-11814,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
