user_id,username,department,global_behavior_score,dept_peer_behavior_score,peer_deviation_delta,global_vs_peer_behavior,peer_outlier_flag
EMP12757,ishita_bhatt24,Marketing,0.1686,-0.6745,-0.2248,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12457,yashawini.chawla66,Compliance,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12503,gautam.sastry56,Support,0.1686,-0.4496,-0.2024,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12753,tejas.swamy73,Finance,0.0,-1.124,-0.4216,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11247,riya.khare41,Operations,0.548,0.4217,0.2108,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10294,ekavir.natarajan35,R&D,0.2529,-0.5061,-0.253,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10588,gaurav.kibe32,Finance,1.349,2.4724,0.9274,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11281,amol.talwar85,IT,0.3372,-0.3373,-0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11518,vyanjana.chopra88,Marketing,0.4216,0.0846,0.0282,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12183,faris.rama22,R&D,0.3372,-0.3374,-0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12244,ekiya_andra99,Operations,0.2108,-0.2528,-0.1264,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12982,ekavir.karan53,Human Resources,0.5059,0.3505,0.1306,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11417,faris.agarwal50,R&D,0.6323,0.2528,0.1264,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10425,shivani.bajaj36,Marketing,0.7757,1.1471,0.3823,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10534,liam.sidhu21,Human Resources,0.8747,1.3404,0.4994,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11054,leela.gill21,IT Support,0.0,-1.2781,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12375,benjamin.sama73,Legal,0.0,-1.3482,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12581,sai.sani51,Finance,0.1686,-0.6745,-0.253,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11840,triya.singh47,Operations,0.5059,0.3374,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10132,eiravati.prabhu70,Marketing,1.0118,1.8554,0.6184,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11956,damini.loke16,Customer Support,0.0,-0.8094,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12602,anmol.solanki37,Human Resources,0.8431,1.2556,0.4678,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10421,omya.tailor99,IT,0.4047,-0.2024,-0.1012,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12740,jasmit_madan30,R&D,0.6745,0.3372,0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12104,ikbal.dewan73,R&D,0.1686,-0.6747,-0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12508,yashica.kumer96,Human Resources,0.4515,0.2045,0.0762,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11368,hardik.sundaram36,R&D,0.0,-1.0119,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10556,laksh.bala93,Marketing,0.2529,-0.4216,-0.1405,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12108,yug.rajan98,Human Resources,0.1686,-0.5548,-0.2067,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12761,yagnesh.agrawal38,Sales,0.7588,0.8433,0.4216,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10570,lila.rajagopalan71,R&D,0.8431,0.6745,0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10352,anya.bahl99,IT,1.1804,1.3488,0.6745,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10091,aishani.parmer57,Human Resources,0.7887,1.1096,0.4134,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12189,Unknown,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12611,zaid.mangat27,Marketing,0.1686,-0.6745,-0.2248,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11170,upasna.kuruvilla64,Call Center,0.6745,0.6747,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11588,ati.choudhury94,R&D,0.0422,-0.9275,-0.4637,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11285,azad.joshi75,Finance,0.3372,-0.225,-0.0844,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11813,aarush.krishna22,Customer Support,0.1686,-0.4047,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11565,aadi.arya44,Customer Support,0.8431,1.2143,0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11543,aarini.chandran27,Legal,0.0,-1.3482,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11576,timothy.maharaj40,Support,0.6745,0.6745,0.3035,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10697,omisha.suri10,IT Support,0.5059,0.6394,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12583,pallavi_dhingra3,IT,0.3372,-0.3373,-0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10348,nirja.wable20,Customer Support,0.5621,0.5398,0.2249,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12008,neel.balay38,Customer Support,0.5621,0.5398,0.2249,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12418,warda.dua80,Marketing,13.0939,38.1066,12.7005,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP12505,radhika.bath93,Procurement,12.7566,24.8421,12.4194,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP12236,faris.garde11,Sales,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11137,shivani.deol7,Operations,0.6745,0.6747,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12043,wakeeta.nigam43,Procurement,0.6745,0.6747,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12752,balendra.chander68,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12921,kashvi.vala58,Procurement,0.6745,0.6747,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12905,zayan.narayan72,Procurement,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11339,mitesh.koshy47,Marketing,0.1686,-0.6745,-0.2248,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12566,Unknown,Innovation,0.5059,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10453,pranit.sastry21,Human Resources,0.1686,-0.5548,-0.2067,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10913,tanay.bains1,Sales,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11199,ikshita.mital60,Human Resources,0.1686,-0.5548,-0.2067,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11274,Unknown,IT,0.0,-1.0116,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12845,gaurika.tandon2,R&D,0.0,-1.0119,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10037,bhavani.karan34,Customer Support,0.5059,0.4049,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10974,laksh.dani30,Procurement,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12854,vaishnavi.wali56,Finance,0.1686,-0.6745,-0.253,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10983,meghana.mani6,R&D,0.4216,-0.1686,-0.0843,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12938,ojasvi_gade59,Human Resources,0.458,0.222,0.0827,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12516,dakshesh.agate15,Human Resources,0.5059,0.3505,0.1306,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11418,Unknown,Marketing,0.1686,-0.6745,-0.2248,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11284,charvi.dyal13,Marketing,0.0562,-1.0117,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11752,nachiket.singh59,Legal,0.4384,0.4046,0.1012,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10039,janya.tella10,Finance,0.6745,0.6742,0.2529,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11486,ethan.mukherjee77,Procurement,0.5059,0.3374,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12003,nitara.bhargava30,Human Resources,0.3753,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10169,anirudh.rai28,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11355,finn.bahl84,R&D,0.1686,-0.6747,-0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10737,ayaan.mangat29,Human Resources,0.0,-1.0073,-0.3753,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11656,qabil.sastry23,Marketing,0.0,-1.1804,-0.3934,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12782,harsh.patla58,Procurement,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11564,ikbal.bumb44,Operations,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12223,nidra.bhagat91,Procurement,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10634,utkarsh.murty19,Procurement,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12925,isha.gokhale21,Procurement,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12042,nikita.gala74,Human Resources,0.0,-1.0073,-0.3753,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11290,ati.patla67,Innovation,1.2975,1.5834,0.7916,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11380,chakrika.sehgal29,Human Resources,0.6266,0.6745,0.2513,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10579,ekta.edwin69,IT,0.1686,-0.6745,-0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10328,radha.sidhu98,Legal,0.5059,0.6745,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12732,zehaan.dar65,Compliance,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10892,Unknown,Human Resources,1.0607,1.8396,0.6854,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12178,orinder.gera82,Finance,0.5059,0.2247,0.0843,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10780,vrinda.guha94,Innovation,0.1686,-0.6747,-0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10159,dayita_kant42,Operations,0.0843,-0.5059,-0.2529,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11651,ethan.bhattacharyya54,Legal,0.0,-1.3482,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11807,waida.rai24,Sales,0.5059,0.3374,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12396,tanay.dani38,IT,1.1804,1.3488,0.6745,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10061,bahadurjit.mishra54,Customer Support,0.6183,0.6747,0.2811,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10849,widisha.konda86,Sales,1.1804,1.6866,0.8432,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12196,vedika_loke72,Sales,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12978,ria.thakkar89,Legal,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11716,samaksh.buch64,IT,1.5176,2.0231,1.0117,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11043,tripti.johal40,Finance,0.1686,-0.6745,-0.253,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12930,harsh.lall96,Procurement,1.1804,1.6866,0.8432,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11544,gautam.thakur16,Human Resources,0.8431,1.2556,0.4678,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12816,umang.sidhu48,IT,0.6745,0.3371,0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11726,leena.virk4,Procurement,0.4722,0.27,0.135,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11070,megha.arya94,Legal,0.0,-1.3482,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10053,yashodhara.arora79,Human Resources,0.458,0.222,0.0827,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12517,nakul.dave66,Sales,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10258,qasim.mittal91,IT,0.2361,-0.5395,-0.2698,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10505,agastya.pai92,Legal,0.0,-1.3482,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10752,samuel.sarkar48,Finance,0.0,-1.124,-0.4216,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12084,vasudha.tata96,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10217,balvan.shere52,IT,0.6745,0.3371,0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10824,atharv.keer85,Support,0.3372,-0.075,-0.0338,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11623,edhitha.khatri73,Procurement,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12345,edhitha.dugal87,Operations,0.5059,0.3374,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11389,aadhya.uppal43,Legal,0.5059,0.6745,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11266,barkha.sahota45,Brand,0.4632,-0.0217,-0.0101,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12540,kashvi_gulati39,Finance,0.0,-1.124,-0.4216,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11822,chatresh.cheema43,Procurement,1.8549,3.0358,1.5177,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP11598,megha_shetty89,Sales,0.2361,-0.2022,-0.1011,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11607,shivansh.chaudhry63,Legal,0.0,-1.3482,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11747,darpan.sibal55,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10771,wriddhish.sachar57,IT,0.6745,0.3371,0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12887,gautam.ganguly1,Finance,0.5059,0.2247,0.0843,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11871,vedant.kar97,Operations,0.5059,0.3374,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11085,finn.kurian25,Support,1.1804,1.7986,0.8094,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11325,vaishnavi.barad69,Procurement,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12186,yashvi.vasa30,Operations,0.5059,0.3374,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12875,darika_wali54,Call Center,0.2841,-0.1062,-0.0531,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11825,dipta.bala82,Brand,0.8409,0.7906,0.3676,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11754,girindra.uppal4,Customer Support,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11789,Unknown,Operations,0.5059,0.3374,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11987,madhav.samra18,Support,0.4722,0.225,0.1013,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12662,charles.padmanabhan1,Customer Support,0.3934,0.1349,0.0562,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11163,chameli.srinivas29,Compliance,0.7307,0.7871,0.3935,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10963,yash_boase95,Supply Chain,0.6745,0.6747,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12988,zinal.munshi37,Legal,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11771,gopal.walia83,Finance,0.7869,0.9739,0.3653,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10398,lila.mall81,Procurement,0.9274,1.1806,0.5902,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10584,rishi.suresh27,Innovation,0.1686,-0.6747,-0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10948,yamini.dubey62,IT,0.3372,-0.3373,-0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10704,pavani.wali74,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10431,girik.salvi82,Procurement,0.5059,0.3374,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10292,falguni.rajan71,Human Resources,0.5059,0.3505,0.1306,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10145,abhimanyu.dass89,Marketing,0.0,-1.1804,-0.3934,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10323,mohini.dani84,Sales,0.6408,0.6073,0.3036,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12175,ira.kaul35,Innovation,0.1686,-0.6747,-0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11165,balhaar.thakkar24,Legal,0.1686,-0.6741,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11452,bhanumati.anand48,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10002,xalak.tiwari72,Sales,0.2361,-0.2022,-0.1011,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10576,nicholas.gola29,Marketing,0.3372,-0.1686,-0.0562,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12372,chavvi.dey98,Procurement,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10339,amara.mitter83,Finance,0.6745,0.6742,0.2529,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11897,bimala.khosla56,IT,0.0674,-0.8769,-0.4385,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12140,neelima.koshy46,Human Resources,1.5176,3.0659,1.1423,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP10925,ranveer.kapadia75,Procurement,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10265,netra.wali12,Customer Support,0.3934,0.1349,0.0562,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10376,bhanumati.chandran62,IT Support,0.5059,0.6394,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11983,timothy.korpal25,Human Resources,0.0,-1.0073,-0.3753,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11463,widisha.hari94,IT Support,0.1686,-0.6391,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10271,Unknown,Legal,0.5059,0.6745,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10696,george_krishnamurthy72,Legal,1.0118,2.6972,0.6746,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP10244,bishakha.chopra60,Marketing,0.1686,-0.6745,-0.2248,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12898,unnati.kaur19,Legal,0.5059,0.6745,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10476,jason.parmar97,Finance,0.3372,-0.225,-0.0844,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11804,tarak.hegde80,IT,0.1686,-0.6745,-0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12116,saanvi.konda9,Customer Support,0.3997,0.15,0.0625,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12314,urmi.gandhi15,Brand,0.2945,-0.3846,-0.1788,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11812,zinal.varty46,Procurement,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12615,omkaar.upadhyay44,Sales,1.1804,1.6866,0.8432,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12868,jason.goda96,Procurement,0.5059,0.3374,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12069,rishi.thaker79,Sales,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10250,vritti_bhalla72,R&D,0.5059,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10413,rushil.sunder88,Human Resources,0.0,-1.0073,-0.3753,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10545,Unknown,Operations,0.7588,0.8433,0.4216,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11193,nikita.rao21,Human Resources,0.3688,-0.0174,-0.0065,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10738,wazir.parsa74,Call Center,1.0118,1.3494,0.6746,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10310,gabriel.trivedi30,Legal,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11798,jack.madan88,Procurement,0.8431,1.0119,0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10893,yash.sawhney59,Compliance,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11131,nilima.gour98,Legal,0.0,-1.3482,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11449,geetika.gaba88,Compliance,0.6745,0.6747,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12993,omaja.mann4,Legal,0.5059,0.6745,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10015,isaiah.swaminathan1,Marketing,0.5059,0.3375,0.1125,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10721,chameli.rama10,Marketing,0.3372,-0.1686,-0.0562,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11420,ayush.yogi99,Operations,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12715,arin.sant37,Customer Support,0.05,-0.6894,-0.2872,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10981,jasmit.apte26,Sales,0.5059,0.3374,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12184,manan_sharaf61,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11539,aradhana.korpal74,Operations,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12608,nimrat.natt68,Compliance,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11550,Unknown,Marketing,2.3607,5.9027,1.9673,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP12495,chandani.jain37,Finance,0.3372,-0.225,-0.0844,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10363,chatura.krishnan67,Legal,0.0,-1.3482,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10982,eta.aurora77,Operations,1.1804,1.6866,0.8432,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10182,gagan.edwin92,Finance,0.2529,-0.4497,-0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10985,maanas.nori15,Finance,2.0235,4.2706,1.6019,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP12089,Unknown,Human Resources,0.5548,0.4818,0.1795,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11194,shivani.pal34,R&D,2.0235,3.0356,1.5176,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP12797,idika.badal3,Sales,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11784,nandini.rajan36,Customer Support,0.918,1.3941,0.5808,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11121,divya.narain73,Compliance,0.0375,-0.5995,-0.2997,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10187,samar.khare6,Sales,0.8431,1.0119,0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10619,qabil.dhaliwal53,Legal,0.1686,-0.6741,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12329,sara.puri61,Sales,1.0118,1.3494,0.6746,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11175,david.jayaraman10,R&D,1.349,1.6864,0.8431,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11182,ethan.madan49,Finance,0.1686,-0.6745,-0.253,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12456,ira.shroff38,Procurement,0.8431,1.0119,0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12268,Unknown,Sales,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10614,radha.dash90,Sales,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11513,vedika.mandal79,R&D,0.0,-1.0119,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11466,eta.bajwa82,Human Resources,0.7506,1.0073,0.3753,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10401,bhavna.sandal34,Sales,1.1804,1.6866,0.8432,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10994,gaurav.konda64,R&D,1.1804,1.3492,0.6745,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10934,triveni.kohli19,Procurement,0.6745,0.6747,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10371,oviya.wason29,Finance,1.349,2.4724,0.9274,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12046,pushti.misra35,Finance,1.349,2.4724,0.9274,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12233,manan.apte72,Operations,0.8431,1.0119,0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10593,christopher.mital34,Support,1.349,2.1732,0.978,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12034,lohit.toor26,Finance,0.1686,-0.6745,-0.253,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10726,orinder.sanghvi74,IT,1.2141,1.4162,0.7082,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10826,nihal.garde76,IT,0.3372,-0.3373,-0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11783,suhani.lanka71,Legal,0.0,-1.3482,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10687,vaishnavi.dora76,Legal,0.0,-1.3482,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12283,veer.ramanathan96,Human Resources,0.3372,-0.1023,-0.0381,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10136,aishani.chanda55,Human Resources,1.349,2.6134,0.9737,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP12754,brijesh.dube88,Human Resources,0.0,-1.0073,-0.3753,NORMAL_GLOBALLY_NORMAL_PEER,False
