sequence_id,entity_id,entity_type,sequence_type,start_time,end_time,duration_seconds,event_count,event_ids,source_datasets,temporal_window_minutes,sequence_confidence,sequence_strength,counter_evidence
SEQ-USR-2188,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-22 11:18:59+00:00,2026-08-22 12:16:02+00:00,3423,22,FW000010476; FW000005592; FW000027946; FW000003285; FW000020288; FW000007061; FW000009325; FW000019223; FW000015518; FW000013303; FW000029019; FW000003793; FW000021128; FW000024705; FW000013512; FW000003952; FW000020057; FW000016798; FW000025979; FW000019622; FW000015538; FW000018019,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2189,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-22 12:25:00+00:00,2026-08-22 13:20:15+00:00,3315,13,FW000001417; FW000009959; FW000020412; FW000007608; FW000010552; FW000009745; FW000024093; FW000008473; FW000011488; FW000021079; FW000000442; FW000003187; FW000025939,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2190,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-22 13:28:41+00:00,2026-08-22 14:27:00+00:00,3499,18,FW000011530; FW000009934; FW000003007; FW000012200; FW000000460; FW000014383; FW000012402; FW000012126; FW000029136; FW000003498; FW000025017; FW000024643; FW000009749; FW000001875; FW000013430; FW000007707; FW000005264; FW000001654,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2191,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-22 14:34:00+00:00,2026-08-22 15:29:27+00:00,3327,18,FW000028848; FW000022732; FW000009379; FW000013164; FW000000482; FW000012923; FW000028032; FW000028056; FW000008632; FW000013632; FW000015298; FW000029963; FW000018622; FW000024047; FW000013993; FW000018438; FW000008259; FW000002614,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2192,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-22 15:34:32+00:00,2026-08-22 16:28:04+00:00,3212,26,FW000012242; FW000016622; FW000024653; FW000004015; FW000029832; FW000004783; FW000016109; FW000022605; FW000000124; FW000022526; FW000023519; FW000008765; FW000014967; FW000017539; FW000015099; FW000009003; FW000018033; FW000001983; FW000026793; FW000023860; FW000018482; FW000023855; FW000000880; FW000010484; FW000003732; FW000023525,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2193,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-22 16:37:00+00:00,2026-08-22 17:37:00+00:00,3600,25,FW000025978; FW000002534; FW000002749; FW000015255; FW000019415; FW000024949; FW000013715; FW000029232; FW000012178; FW000001882; FW000021462; FW000025023; FW000009385; FW000017285; FW000010454; FW000025687; FW000020054; FW000018271; FW000006025; FW000005589; FW000010701; FW000011991; FW000026256; FW000015288; FW000026605,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2194,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-22 17:39:51+00:00,2026-08-22 18:37:57+00:00,3486,28,FW000010656; FW000013920; FW000013991; FW000000491; FW000009587; FW000027644; FW000013662; FW000021398; FW000012939; FW000020124; FW000009649; FW000014769; FW000024811; FW000010741; FW000002842; FW000022734; FW000011238; FW000004056; FW000023726; FW000027184; FW000010705; FW000009431; FW000026696; FW000017981; FW000009613; FW000021995; FW000028522; FW000001835,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2195,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-22 18:42:33+00:00,2026-08-22 19:40:55+00:00,3502,22,FW000026862; FW000004513; FW000025568; FW000010470; FW000002264; FW000011669; FW000002085; FW000026541; FW000014535; FW000013653; FW000020130; FW000010324; FW000013000; FW000025916; FW000027530; FW000012292; FW000007324; FW000021689; FW000004846; FW000028876; FW000008128; FW000025380,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2196,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-22 19:48:54+00:00,2026-08-22 20:48:05+00:00,3551,21,FW000029085; FW000011436; FW000023309; FW000016087; FW000008061; FW000021602; FW000018906; FW000004992; FW000023526; FW000010301; FW000029052; FW000009674; FW000014321; FW000014739; FW000016539; FW000016835; FW000001722; FW000029362; FW000007993; FW000014370; FW000000968,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2197,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-22 20:49:20+00:00,2026-08-22 21:49:15+00:00,3595,22,FW000029284; FW000027719; FW000015264; FW000025686; FW000010135; FW000021332; FW000020068; FW000007639; FW000012666; FW000026863; FW000008376; FW000023850; FW000012079; FW000000530; FW000028783; FW000004150; FW000017754; FW000017130; FW000017603; FW000005109; FW000000581; FW000024337,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2198,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-22 22:03:00+00:00,2026-08-22 23:02:24+00:00,3564,18,FW000022470; FW000004972; FW000007381; FW000007199; FW000011047; FW000022683; FW000014629; FW000006261; FW000003376; FW000027135; FW000019097; FW000009036; FW000013523; FW000021370; FW000013319; FW000017217; FW000018285; FW000017534,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2199,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-22 23:10:52+00:00,2026-08-23 00:04:36+00:00,3224,138,FW000009465; FW000015494; FW000007305; FW000020316; FW000007000; FW000003559; FW000001413; FW000012702; FW000022924; FW000008910; FW000019250; FW000023172; FW000012710; FW000020861; FW000009526; FW000000777; FW000001038; FW000001098; FW000001641; FW000002285; FW000002550; FW000002852; FW000002951; FW000003802; FW000004078; FW000004313; FW000004320; FW000004355; FW000005212; FW000005444; FW000005738; FW000005762; FW000005801; FW000006001; FW000006075; FW000006329; FW000006744; FW000006829; FW000007006; FW000007038; FW000007437; FW000007533; FW000007560; FW000007603; FW000007720; FW000008624; FW000008686; FW000008815; FW000009141; FW000009324; FW000009798; FW000010362; FW000010424; FW000010441; FW000010727; FW000011361; FW000011470; FW000011572; FW000012487; FW000012553; FW000012648; FW000012822; FW000012833; FW000013098; FW000013191; FW000013480; FW000013919; FW000014718; FW000014906; FW000015192; FW000015605; FW000015857; FW000016281; FW000016700; FW000016739; FW000016757; FW000016924; FW000016989; FW000017738; FW000018061; FW000018227; FW000018384; FW000018555; FW000018993; FW000019703; FW000019734; FW000019741; FW000019754; FW000019807; FW000019836; FW000020360; FW000020875; FW000021019; FW000021044; FW000021142; FW000021413; FW000021490; FW000021541; FW000021782; FW000022034; FW000022418; FW000022560; FW000022597; FW000022610; FW000022672; FW000022722; FW000022787; FW000023127; FW000023414; FW000024059; FW000024278; FW000024383; FW000024567; FW000024683; FW000025012; FW000025022; FW000025037; FW000025172; FW000025598; FW000025784; FW000026501; FW000026910; FW000026947; FW000027183; FW000027586; FW000027940; FW000028177; FW000028870; FW000028929; FW000029146; FW000029458; FW000029512; FW000029761; FW000029797; FW000029831; FW000029950; FW000002380; FW000025277,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2200,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 00:11:23+00:00,2026-08-23 01:07:41+00:00,3378,20,FW000019002; FW000007526; FW000013179; FW000024049; FW000017834; FW000016302; FW000025032; FW000000745; FW000000606; FW000024266; FW000020964; FW000003025; FW000016374; FW000007349; FW000006112; FW000011927; FW000002522; FW000018137; FW000015598; FW000028704,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2201,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 01:12:36+00:00,2026-08-23 02:10:55+00:00,3499,13,FW000021733; FW000003995; FW000010945; FW000012022; FW000013854; FW000029123; FW000004477; FW000013639; FW000021165; FW000016455; FW000015201; FW000011059; FW000003312,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2202,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 02:13:27+00:00,2026-08-23 03:13:07+00:00,3580,22,FW000011011; FW000000453; FW000024165; FW000000817; FW000003582; FW000022253; FW000005044; FW000018642; FW000018543; FW000011554; FW000008025; FW000007215; FW000023443; FW000006229; FW000005819; FW000026376; FW000013791; FW000026773; FW000024836; FW000016071; FW000002099; FW000017034,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2203,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 03:20:09+00:00,2026-08-23 04:19:58+00:00,3589,17,FW000020172; FW000010183; FW000000228; FW000010179; FW000027886; FW000025029; FW000011138; FW000024000; FW000016213; FW000015835; FW000024805; FW000010404; FW000013089; FW000014506; FW000005177; FW000023022; FW000002465,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2204,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 04:22:00+00:00,2026-08-23 05:13:10+00:00,3070,24,FW000029239; FW000008543; FW000010495; FW000019671; FW000022586; FW000016036; FW000023243; FW000020752; FW000009879; FW000006114; FW000028123; FW000024334; FW000025946; FW000011169; FW000022091; FW000006072; FW000009285; FW000007040; FW000012030; FW000012205; FW000014343; FW000028575; FW000015193; FW000007759,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2205,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 05:38:55+00:00,2026-08-23 06:37:53+00:00,3538,21,FW000027880; FW000021154; FW000019287; FW000012796; FW000025426; FW000019748; FW000017842; FW000020225; FW000021676; FW000027612; FW000001362; FW000020146; FW000002823; FW000006794; FW000004545; FW000010909; FW000015834; FW000004173; FW000017010; FW000023867; FW000002489,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2206,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 06:45:36+00:00,2026-08-23 07:45:00+00:00,3564,20,FW000020437; FW000023053; FW000012806; FW000020775; FW000015309; FW000022700; FW000007427; FW000025031; FW000006667; FW000015537; FW000010023; FW000003960; FW000017203; FW000017677; FW000009117; FW000001855; FW000023291; FW000023567; FW000001812; FW000006860,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2207,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 07:46:01+00:00,2026-08-23 08:43:00+00:00,3419,11,FW000026177; FW000023711; FW000022081; FW000002040; FW000003426; FW000007761; FW000015885; FW000018009; FW000018286; FW000003071; FW000019112,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2208,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 08:48:00+00:00,2026-08-23 09:44:00+00:00,3360,20,FW000019364; FW000023797; FW000022671; FW000011916; FW000004016; FW000022324; FW000025579; FW000008023; FW000002591; FW000022095; FW000006094; FW000014142; FW000025632; FW000007074; FW000028191; FW000027116; FW000017223; FW000028739; FW000015418; FW000006737,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2209,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 09:51:12+00:00,2026-08-23 10:46:12+00:00,3300,15,FW000025986; FW000025163; FW000005626; FW000024649; FW000013147; FW000008667; FW000015972; FW000005173; FW000025453; FW000025430; FW000010702; FW000012161; FW000020961; FW000017020; FW000023779,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2210,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 10:55:00+00:00,2026-08-23 11:52:44+00:00,3464,29,FW000025987; FW000001111; FW000011658; FW000004755; FW000009201; FW000002839; FW000001463; FW000026281; FW000019821; FW000001503; FW000002177; FW000024464; FW000010444; FW000008077; FW000004642; FW000026176; FW000000821; FW000005521; FW000009715; FW000000293; FW000010267; FW000023624; FW000004633; FW000023148; FW000006670; FW000019003; FW000027950; FW000013962; FW000029417,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2211,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 11:55:44+00:00,2026-08-23 12:55:00+00:00,3556,22,FW000015315; FW000012210; FW000029859; FW000013767; FW000024323; FW000017113; FW000013086; FW000006269; FW000000506; FW000000809; FW000024083; FW000017960; FW000010677; FW000005245; FW000010408; FW000017782; FW000011589; FW000016245; FW000017966; FW000014199; FW000003428; FW000001936,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2212,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 12:57:07+00:00,2026-08-23 13:56:11+00:00,3544,19,FW000013484; FW000024392; FW000024021; FW000028937; FW000011014; FW000019880; FW000008742; FW000026812; FW000014100; FW000018914; FW000024281; FW000019826; FW000016752; FW000024952; FW000020873; FW000015619; FW000005674; FW000028523; FW000005066,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2213,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 14:03:44+00:00,2026-08-23 15:02:43+00:00,3539,16,FW000007042; FW000000553; FW000002453; FW000020584; FW000028305; FW000004343; FW000003818; FW000027937; FW000023681; FW000005755; FW000023048; FW000018020; FW000029668; FW000013363; FW000015733; FW000018629,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2214,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 15:07:00+00:00,2026-08-23 16:06:00+00:00,3540,15,FW000007321; FW000014279; FW000028333; FW000011077; FW000028530; FW000000327; FW000018146; FW000018036; FW000008701; FW000025601; FW000005500; FW000013148; FW000022386; FW000025530; FW000023322,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2215,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 16:10:18+00:00,2026-08-23 17:07:00+00:00,3402,21,FW000028557; FW000022862; FW000002438; FW000009831; FW000008937; FW000026952; FW000007861; FW000012168; FW000014225; FW000015845; FW000010999; FW000001217; FW000003438; FW000027984; FW000015566; FW000000878; FW000001360; FW000023007; FW000007237; FW000004930; FW000017784,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2216,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 17:16:48+00:00,2026-08-23 18:16:46+00:00,3598,14,FW000015743; FW000024645; FW000015887; FW000022336; FW000025872; FW000023449; FW000021297; FW000007824; FW000013704; FW000001416; FW000026354; FW000024930; FW000025097; FW000012496,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2217,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 18:21:45+00:00,2026-08-23 19:19:28+00:00,3463,32,FW000004332; FW000021759; FW000027107; FW000017270; FW000000107; FW000024001; FW000014962; FW000011524; FW000009877; FW000016843; FW000018417; FW000025793; FW000024019; FW000011329; FW000024246; FW000001792; FW000024086; FW000017924; FW000000736; FW000006800; FW000014222; FW000008492; FW000020607; FW000029678; FW000010365; FW000025355; FW000009617; FW000010002; FW000016290; FW000027206; FW000026243; FW000007970,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2218,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 19:22:00+00:00,2026-08-23 20:21:10+00:00,3550,25,FW000025083; FW000022477; FW000019782; FW000022673; FW000015913; FW000023988; FW000023348; FW000027513; FW000013475; FW000013509; FW000013724; FW000025199; FW000005971; FW000029508; FW000012533; FW000028317; FW000009882; FW000008426; FW000011902; FW000012341; FW000023094; FW000024106; FW000001258; FW000028748; FW000007168,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2219,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 20:25:20+00:00,2026-08-23 21:18:23+00:00,3183,19,FW000012762; FW000011682; FW000016389; FW000017284; FW000006712; FW000003151; FW000011491; FW000021407; FW000020566; FW000026775; FW000019383; FW000015794; FW000014810; FW000013259; FW000017058; FW000020332; FW000004989; FW000011181; FW000012156,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2220,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 21:27:08+00:00,2026-08-23 22:16:24+00:00,2956,19,FW000009401; FW000013511; FW000017939; FW000003681; FW000005232; FW000011171; FW000013418; FW000005459; FW000023666; FW000005679; FW000001023; FW000024454; FW000029309; FW000016306; FW000021281; FW000015179; FW000010204; FW000026328; FW000017590,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2221,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 22:29:46+00:00,2026-08-23 23:24:23+00:00,3277,22,FW000000463; FW000005676; FW000015946; FW000029247; FW000020907; FW000002237; FW000012017; FW000002928; FW000021533; FW000027352; FW000004427; FW000020113; FW000017272; FW000010280; FW000028574; FW000018180; FW000001858; FW000003836; FW000028127; FW000024282; FW000027378; FW000006709,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2222,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-23 23:35:31+00:00,2026-08-24 00:34:46+00:00,3555,146,FW000009323; FW000006453; FW000025665; FW000012322; FW000025704; FW000017681; FW000015796; FW000010116; FW000000820; FW000000998; FW000002045; FW000002169; FW000002200; FW000002262; FW000002942; FW000003366; FW000003528; FW000003764; FW000003892; FW000003972; FW000004369; FW000004544; FW000005507; FW000005685; FW000006151; FW000006179; FW000006399; FW000006499; FW000006640; FW000006795; FW000007025; FW000007041; FW000007079; FW000007115; FW000007365; FW000007911; FW000008406; FW000008716; FW000008736; FW000008986; FW000009005; FW000009149; FW000009211; FW000009632; FW000009826; FW000009945; FW000009950; FW000009980; FW000010040; FW000010202; FW000010230; FW000010316; FW000011564; FW000011700; FW000012420; FW000012804; FW000013111; FW000013358; FW000013595; FW000014271; FW000014291; FW000014304; FW000014307; FW000014386; FW000014611; FW000014730; FW000015185; FW000015335; FW000015657; FW000016054; FW000016149; FW000016628; FW000017428; FW000017838; FW000017841; FW000018229; FW000018447; FW000018679; FW000018764; FW000019161; FW000019436; FW000019438; FW000020051; FW000020105; FW000020303; FW000020747; FW000020870; FW000020871; FW000021034; FW000021171; FW000021399; FW000021463; FW000021582; FW000022892; FW000023121; FW000023544; FW000024007; FW000024071; FW000024657; FW000024663; FW000024687; FW000024739; FW000024860; FW000025049; FW000025057; FW000025120; FW000025138; FW000025385; FW000025510; FW000025785; FW000025840; FW000025867; FW000025879; FW000025965; FW000026044; FW000026094; FW000026632; FW000026732; FW000027030; FW000027117; FW000027789; FW000027829; FW000027834; FW000027908; FW000028102; FW000028181; FW000028346; FW000029022; FW000029093; FW000029715; FW000029870; FW000029923; FW000028879; FW000013454; FW000017089; FW000000625; FW000007841; FW000019587; FW000023595; FW000010118; FW000020546; FW000006129; FW000014379; FW000023346; FW000001090; FW000019419,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2223,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 00:36:00+00:00,2026-08-24 01:35:51+00:00,3591,21,FW000004143; FW000028940; FW000028299; FW000001897; FW000001807; FW000000226; FW000016670; FW000010071; FW000027196; FW000003490; FW000014018; FW000009239; FW000021576; FW000009196; FW000028652; FW000002407; FW000026173; FW000029536; FW000002601; FW000025571; FW000016227,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2224,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 01:44:54+00:00,2026-08-24 02:40:31+00:00,3337,14,FW000013963; FW000001588; FW000006521; FW000014929; FW000027486; FW000017177; FW000019463; FW000017583; FW000020618; FW000022701; FW000009125; FW000012944; FW000000244; FW000029749,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2225,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 02:48:31+00:00,2026-08-24 03:47:10+00:00,3519,17,FW000015597; FW000011190; FW000016485; FW000000374; FW000018854; FW000008704; FW000015881; FW000011004; FW000006711; FW000017099; FW000023139; FW000008863; FW000018169; FW000023985; FW000009267; FW000029382; FW000029577,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2226,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 03:49:43+00:00,2026-08-24 04:47:00+00:00,3437,24,FW000009479; FW000015659; FW000010884; FW000002850; FW000026083; FW000012220; FW000017027; FW000029592; FW000009917; FW000024629; FW000003721; FW000018035; FW000017670; FW000001652; FW000010047; FW000009808; FW000024607; FW000016893; FW000029774; FW000012163; FW000004557; FW000027607; FW000000927; FW000020686,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2227,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 04:51:00+00:00,2026-08-24 05:48:06+00:00,3426,19,FW000021411; FW000028942; FW000006147; FW000006055; FW000016887; FW000018590; FW000002440; FW000004402; FW000021303; FW000005824; FW000012382; FW000027620; FW000029710; FW000026405; FW000008168; FW000013190; FW000003783; FW000027130; FW000010852,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2228,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 05:52:02+00:00,2026-08-24 06:44:52+00:00,3170,22,FW000006500; FW000012758; FW000018225; FW000007883; FW000025953; FW000003747; FW000019887; FW000000671; FW000014688; FW000009662; FW000001891; FW000015489; FW000023590; FW000007409; FW000015271; FW000019387; FW000006837; FW000000526; FW000006931; FW000023963; FW000018721; FW000007232,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2229,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 06:56:11+00:00,2026-08-24 07:55:04+00:00,3533,21,FW000024869; FW000018845; FW000014461; FW000001352; FW000008891; FW000005481; FW000022475; FW000014816; FW000018239; FW000013313; FW000001031; FW000014434; FW000011070; FW000019917; FW000006083; FW000008942; FW000028500; FW000017843; FW000010393; FW000004940; FW000002837,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2230,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 07:59:55+00:00,2026-08-24 08:58:52+00:00,3537,19,FW000001946; FW000009643; FW000003909; FW000022246; FW000013685; FW000018353; FW000019843; FW000020375; FW000013794; FW000019395; FW000007236; FW000022772; FW000029034; FW000029791; FW000017280; FW000016746; FW000024927; FW000001766; FW000008272,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2231,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 09:05:07+00:00,2026-08-24 10:03:50+00:00,3523,27,FW000015751; FW000011479; FW000018013; FW000021980; FW000003932; FW000023043; FW000004600; FW000000147; FW000023137; FW000003308; FW000005886; FW000011107; FW000023418; FW000000274; FW000006145; FW000026544; FW000010223; FW000008497; FW000009714; FW000028159; FW000020633; FW000013427; FW000009187; FW000029199; FW000029164; FW000001174; FW000005456,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2232,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 10:06:49+00:00,2026-08-24 10:59:53+00:00,3184,19,FW000026474; FW000014608; FW000026926; FW000017885; FW000008853; FW000009747; FW000006172; FW000004719; FW000018597; FW000010982; FW000020885; FW000023816; FW000014579; FW000002589; FW000014247; FW000022371; FW000027688; FW000015629; FW000017710,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2233,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 11:09:00+00:00,2026-08-24 12:07:00+00:00,3480,17,FW000022388; FW000019196; FW000017391; FW000029938; FW000023615; FW000008640; FW000000905; FW000014764; FW000021536; FW000003135; FW000002095; FW000016331; FW000027691; FW000009314; FW000011516; FW000005768; FW000021291,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2234,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 12:10:59+00:00,2026-08-24 13:09:54+00:00,3535,20,FW000008770; FW000003368; FW000005689; FW000027289; FW000004130; FW000024848; FW000009304; FW000002508; FW000018393; FW000020408; FW000009432; FW000020995; FW000004966; FW000011590; FW000002430; FW000012499; FW000017675; FW000014520; FW000007438; FW000015746,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2235,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 13:11:54+00:00,2026-08-24 14:10:43+00:00,3529,27,FW000002891; FW000023502; FW000024709; FW000013839; FW000003529; FW000025782; FW000015981; FW000016781; FW000009964; FW000028185; FW000021513; FW000005406; FW000019347; FW000014110; FW000023573; FW000018331; FW000020205; FW000005841; FW000002128; FW000009368; FW000009642; FW000005342; FW000008383; FW000004814; FW000022404; FW000002449; FW000023304,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2236,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 14:21:42+00:00,2026-08-24 15:21:40+00:00,3598,20,FW000023558; FW000014672; FW000001839; FW000002703; FW000011903; FW000025655; FW000011779; FW000005379; FW000026410; FW000017745; FW000005297; FW000026517; FW000027446; FW000014096; FW000011012; FW000006791; FW000008424; FW000014193; FW000028723; FW000018199,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2237,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 15:22:22+00:00,2026-08-24 16:20:41+00:00,3499,23,FW000018310; FW000029573; FW000018945; FW000012995; FW000016014; FW000010097; FW000027794; FW000021718; FW000004263; FW000028613; FW000028905; FW000002810; FW000002258; FW000011129; FW000014708; FW000010384; FW000000042; FW000019309; FW000002044; FW000006702; FW000013875; FW000019758; FW000022896,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2238,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 16:22:37+00:00,2026-08-24 17:16:35+00:00,3238,15,FW000006258; FW000014714; FW000027360; FW000000618; FW000019865; FW000020923; FW000002676; FW000027249; FW000025390; FW000011811; FW000024241; FW000004517; FW000019613; FW000007805; FW000003762,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2239,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 17:25:37+00:00,2026-08-24 18:23:54+00:00,3497,12,FW000000751; FW000014984; FW000020334; FW000029105; FW000029256; FW000009558; FW000017468; FW000020958; FW000024711; FW000015120; FW000003242; FW000027278,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-2240,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-24 18:28:08+00:00,2026-08-24 19:26:49+00:00,3521,15,FW000001587; FW000029220; FW000018632; FW000005073; FW000010053; FW000016820; FW000005574; FW000006658; FW000028437; FW000012860; FW000004695; FW000026120; FW000004933; FW000015057; FW000025319,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
