hostname,firewall_event_count,firewall_deny_count,threat_flag_count,unique_source_ip_count,unique_destination_ip_count,bytes_sent,bytes_received,session_count,endpoint_alert_count,critical_endpoint_alert_count,is_managed,firewall_deny_ratio,evidence_count,feature_confidence
lpt-11627,1.0,0.0,0.0,0.0,0.0,28739500.0,35358703.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
lpt-10144,1.0,0.0,0.0,1.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
vdr-11576,1.0,0.0,0.0,1.0,1.0,32221947.0,12090961.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
ws-12870,1.0,0.0,1.0,1.0,0.0,34101614.0,48821899.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS_11361,1.0,0.0,0.0,0.0,0.0,36041562.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-11851,9.0,4.0,1.0,3.0,4.0,274960961.22,206098408.92000002,8.0,3.0,0.0,True,0.4444444444444444,12.0,EXACT
WS-10241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1.0,EXACT
WS-11245,5.0,1.0,0.0,1.0,3.0,178930022.04,93824813.84,4.0,3.0,0.0,False,0.2,8.0,PROBABLE
LPT-12689,8.0,1.0,1.0,3.0,5.0,259953240.44,192668329.2,8.0,0.0,0.0,False,0.125,8.0,PROBABLE
LPT-12296,2.0,0.0,0.0,0.0,1.0,32603536.0,53797454.0,2.0,2.0,1.0,False,0.0,4.0,PROBABLE
LPT-11285.corp.local,1.0,0.0,0.0,0.0,1.0,49602127.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-11155,9.0,3.0,1.0,6.0,5.0,252270312.44,147821435.36,8.0,5.0,0.0,True,0.3333333333333333,14.0,EXACT
LPT-12639,13.0,1.0,3.0,9.0,9.0,324923965.92,348138034.56,10.0,3.0,1.0,False,0.07692307692307693,16.0,PROBABLE
WS_12818,1.0,0.0,0.0,0.0,0.0,27336376.32,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-10753,7.0,4.0,0.0,4.0,6.0,108006531.86,193150119.36,6.0,4.0,0.0,True,0.5714285714285714,11.0,EXACT
WS-11320.corp.local,1.0,0.0,0.0,0.0,1.0,10014911.0,23055892.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
lpt-10547,3.0,1.0,0.0,1.0,1.0,52575768.54,73578577.92,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE
LPT-11103.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT
lpt-11294,2.0,0.0,0.0,1.0,2.0,73471678.0,49052385.28,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
VDR-10847,3.0,2.0,0.0,3.0,1.0,110774858.58,78152587.72,3.0,4.0,0.0,True,0.6666666666666666,7.0,EXACT
VDR-11412.corp.local,2.0,0.0,0.0,0.0,0.0,28371023.0,37480519.68,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
VDR-10900,8.0,1.0,0.0,5.0,5.0,229013007.22,143316629.68,7.0,2.0,0.0,True,0.125,10.0,EXACT
VDR-12247,11.0,1.0,0.0,5.0,8.0,259994937.34,308900061.36,9.0,3.0,2.0,False,0.09090909090909091,14.0,PROBABLE
WS-10586,5.0,1.0,1.0,1.0,3.0,106469617.47999999,138831244.92000002,3.0,2.0,0.0,True,0.2,7.0,EXACT
WS_12901,1.0,0.0,0.0,0.0,1.0,16243135.0,19419161.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-11615,4.0,1.0,0.0,2.0,2.0,76354340.36,78479391.0,3.0,4.0,0.0,True,0.25,8.0,EXACT
VDR-12430.corp.local,2.0,0.0,1.0,2.0,2.0,24924500.82,30521015.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
ws-10584,1.0,1.0,0.0,1.0,0.0,4176796.0,18030485.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
VDR_12568,1.0,0.0,0.0,0.0,0.0,41686364.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
vdr-10558,1.0,0.0,0.0,1.0,1.0,30838446.08,13537066.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
vdr-10856,2.0,1.0,1.0,0.0,0.0,55700206.42,58687828.64,2.0,0.0,0.0,False,0.5,2.0,PROBABLE
WS-12028.corp.local,2.0,1.0,1.0,1.0,1.0,60944472.22,20235782.76,2.0,0.0,0.0,False,0.5,2.0,PROBABLE
VDR-12757.corp.local,1.0,0.0,0.0,0.0,1.0,48182866.0,11169804.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-11439,9.0,3.0,0.0,4.0,2.0,258963399.95999998,241282634.28,8.0,2.0,1.0,True,0.3333333333333333,11.0,EXACT
LPT_11303,3.0,0.0,0.0,0.0,2.0,74458929.66,85015157.12,3.0,0.0,0.0,False,0.0,3.0,PROBABLE
LPT-12001,6.0,1.0,0.0,3.0,3.0,183290776.44,172592126.28,6.0,3.0,0.0,False,0.16666666666666666,9.0,PROBABLE
ws-10686,1.0,0.0,0.0,0.0,1.0,24819643.22,146800.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-12447.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,32163903.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR_11232,1.0,0.0,0.0,1.0,1.0,9929474.0,24526192.64,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-11107.corp.local,1.0,0.0,0.0,1.0,0.0,24819643.22,21585407.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT_12377,2.0,0.0,0.0,1.0,0.0,19472542.16,49052385.28,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
ws-11819,3.0,1.0,0.0,1.0,2.0,62193995.44,71630499.28,2.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE
VDR-12063.corp.local,1.0,0.0,0.0,0.0,1.0,44761096.0,35675176.96,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-10820,7.0,3.0,0.0,2.0,3.0,111078908.64,58960848.48,5.0,2.0,0.0,True,0.42857142857142855,9.0,EXACT
LPT_12539,1.0,1.0,0.0,1.0,1.0,35255017.0,1832403.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
VDR-12598,8.0,2.0,1.0,3.0,3.0,193753111.22,179376203.84,8.0,4.0,0.0,True,0.25,12.0,EXACT
LPT-10669,5.0,0.0,0.0,3.0,4.0,134862366.66,133961513.2,5.0,1.0,0.0,True,0.0,6.0,EXACT
WS-11362,15.0,2.0,1.0,8.0,7.0,369433455.92,323414676.32,15.0,2.0,0.0,True,0.13333333333333333,17.0,EXACT
VDR-12656,4.0,1.0,0.0,2.0,1.0,83997851.22,110829783.03999999,4.0,2.0,0.0,True,0.25,6.0,EXACT
WS-10820.corp.local,2.0,0.0,0.0,2.0,0.0,29812598.22,59810441.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
WS-10513.corp.local,3.0,0.0,0.0,1.0,1.0,49263277.22,70295369.2,2.0,0.0,0.0,False,0.0,3.0,PROBABLE
VDR-11436.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,22036695.04,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-10433.corp.local,1.0,0.0,0.0,1.0,1.0,24819643.22,8375600.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-11376.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT
LPT-10013,5.0,1.0,0.0,0.0,1.0,128841194.02000001,123412932.64,4.0,2.0,1.0,True,0.2,7.0,EXACT
VDR-12464,9.0,3.0,0.0,5.0,6.0,259214613.07999998,273094488.84000003,7.0,4.0,1.0,False,0.3333333333333333,13.0,PROBABLE
VDR-12216,10.0,2.0,0.0,4.0,5.0,237257685.66,232017191.52,8.0,2.0,0.0,True,0.2,12.0,EXACT
lpt-12010,2.0,0.0,0.0,0.0,0.0,73253414.08,71687437.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
WS-11864,2.0,0.0,0.0,1.0,1.0,57648926.6,34764967.0,2.0,2.0,0.0,False,0.0,4.0,PROBABLE
LPT_12240,1.0,1.0,0.0,0.0,0.0,22672061.0,31412914.0,0.0,0.0,0.0,False,1.0,1.0,PROBABLE
vdr-12127,3.0,0.0,0.0,2.0,1.0,110175078.84,54873684.0,2.0,0.0,0.0,False,0.0,3.0,PROBABLE
WS_12839,2.0,0.0,0.0,1.0,1.0,48757138.22,46098532.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
LPT-11658.corp.local,1.0,0.0,0.0,1.0,0.0,20605548.0,4829305.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-11190,7.0,2.0,0.0,3.0,3.0,174738169.88,147067064.56,6.0,0.0,0.0,True,0.2857142857142857,7.0,EXACT
ws-12442,3.0,1.0,0.0,0.0,3.0,74458929.66,74568674.0,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE
LPT_11065,1.0,0.0,0.0,0.0,1.0,3995074.56,3313789.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-12039.corp.local,1.0,1.0,0.0,1.0,0.0,26688348.0,30977586.0,0.0,0.0,0.0,False,1.0,1.0,PROBABLE
LPT-12755.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT
VDR_11227,2.0,0.0,0.0,1.0,1.0,54683087.7,57406510.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
VDR-12450.corp.local,1.0,0.0,0.0,0.0,0.0,40962267.0,39894183.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-11139,8.0,1.0,2.0,5.0,3.0,184768578.8,218075275.92000002,8.0,2.0,0.0,True,0.125,10.0,EXACT
LPT-12298,4.0,2.0,0.0,2.0,2.0,99278572.88,93640397.0,3.0,3.0,0.0,True,0.5,7.0,EXACT
VDR-10495,6.0,1.0,0.0,4.0,5.0,175718901.44,146785644.52,5.0,5.0,0.0,True,0.16666666666666666,11.0,EXACT
WS-11401,4.0,0.0,0.0,1.0,4.0,103427713.94,92683484.0,4.0,0.0,0.0,True,0.0,4.0,EXACT
VDR_12836,3.0,0.0,1.0,0.0,1.0,78827398.22,75030892.64,3.0,0.0,0.0,False,0.0,3.0,PROBABLE
WS_11601,2.0,0.0,0.0,1.0,1.0,70853533.22,28330687.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
WS-12533,7.0,1.0,0.0,4.0,4.0,201126221.82,146705540.36,6.0,2.0,0.0,True,0.14285714285714285,9.0,EXACT
WS-12368,8.0,2.0,0.0,7.0,6.0,201993536.22,100182628.28,8.0,4.0,0.0,True,0.25,12.0,EXACT
LPT-11234.corp.local,1.0,1.0,0.0,0.0,1.0,14964298.0,8808038.4,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
VDR-11378,2.0,0.0,0.0,1.0,1.0,72020134.22,50825472.0,1.0,3.0,0.0,True,0.0,5.0,EXACT
LPT-11679.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
lpt-11506,2.0,0.0,0.0,1.0,1.0,65750333.0,30138139.64,1.0,0.0,0.0,False,0.0,2.0,PROBABLE
WS-12445,10.0,1.0,0.0,7.0,3.0,227881408.66,231415577.4,10.0,3.0,0.0,True,0.1,13.0,EXACT
LPT-11887,4.0,1.0,1.0,2.0,2.0,146257042.22,75952262.24000001,3.0,1.0,0.0,False,0.25,5.0,PROBABLE
vdr-12431,1.0,1.0,0.0,0.0,1.0,24819643.22,7342504.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
WS_11352,1.0,0.0,0.0,1.0,1.0,21252852.0,14620988.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
lpt-11691,3.0,2.0,0.0,2.0,2.0,104474272.0,85027123.0,2.0,0.0,0.0,False,0.6666666666666666,3.0,PROBABLE
lpt-12951,1.0,0.0,0.0,1.0,0.0,18077694.0,33347930.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-12827,10.0,2.0,0.0,5.0,4.0,288418037.68,223581042.36,7.0,4.0,1.0,True,0.2,14.0,EXACT
VDR-12593.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,1692519.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS_11022,1.0,0.0,0.0,0.0,0.0,34152673.28,36929410.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-12203.corp.local,1.0,0.0,0.0,1.0,0.0,24819643.22,19199426.56,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-11482,9.0,2.0,1.0,6.0,7.0,250154248.44,286487538.0,7.0,4.0,0.0,True,0.2222222222222222,13.0,EXACT
VDR_10689,2.0,1.0,1.0,1.0,1.0,73721256.4,50482784.0,2.0,0.0,0.0,False,0.5,2.0,PROBABLE
WS-11049,3.0,0.0,0.0,3.0,2.0,59175995.0,50008276.64,3.0,4.0,0.0,True,0.0,7.0,EXACT
lpt-10862,2.0,0.0,0.0,1.0,2.0,81052815.0,34767081.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
ws-11454,2.0,0.0,0.0,1.0,2.0,39743790.0,60119120.96,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
VDR_12865,1.0,0.0,0.0,0.0,0.0,37686282.24,1132294.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-10806,7.0,1.0,0.0,1.0,5.0,158766912.84,186612731.07999998,7.0,5.0,1.0,True,0.14285714285714285,12.0,EXACT
lpt-12377,2.0,0.0,0.0,0.0,0.0,73371821.0,68074683.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
WS_11395,2.0,0.0,0.0,2.0,2.0,73978034.22,57118501.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
VDR-11275,9.0,2.0,0.0,6.0,5.0,250558259.18,182512661.72,7.0,3.0,0.0,True,0.2222222222222222,12.0,EXACT
lpt-11004,1.0,0.0,0.0,1.0,0.0,30651017.0,31657953.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-12475.corp.local,3.0,1.0,0.0,2.0,2.0,67090421.0,71511203.64,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE
LPT-10854.corp.local,2.0,1.0,0.0,0.0,1.0,61134140.22,52195842.08,2.0,0.0,0.0,False,0.5,2.0,PROBABLE
WS-12426,2.0,0.0,1.0,2.0,0.0,78866935.4,59443939.64,2.0,4.0,2.0,True,0.0,6.0,EXACT
LPT-10901,7.0,1.0,0.0,2.0,6.0,160466704.34,194969049.64,6.0,3.0,1.0,True,0.14285714285714285,10.0,EXACT
LPT_10066,3.0,2.0,0.0,1.0,1.0,74458929.66,95773960.2,3.0,0.0,0.0,False,0.6666666666666666,3.0,PROBABLE
lpt-10372,2.0,0.0,0.0,0.0,1.0,54388672.22,49142661.8,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
WS-12047.corp.local,4.0,3.0,0.0,2.0,2.0,110317406.22,93858060.64,3.0,0.0,0.0,False,0.75,4.0,PROBABLE
VDR-12430,4.0,1.0,0.0,3.0,3.0,64515270.379999995,80644477.4,4.0,3.0,0.0,True,0.25,7.0,EXACT
lpt-10920,2.0,0.0,0.0,2.0,1.0,71475127.96000001,71946790.64,1.0,0.0,0.0,False,0.0,2.0,PROBABLE
ws-12390,3.0,1.0,0.0,2.0,3.0,92600661.0,83152656.64,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE
LPT_12800,2.0,1.0,0.0,1.0,0.0,71013921.22,40284457.0,2.0,0.0,0.0,False,0.5,2.0,PROBABLE
WS-11196,5.0,0.0,0.0,2.0,2.0,77667530.96000001,122630963.2,2.0,3.0,0.0,True,0.0,8.0,EXACT
vdr-10666,2.0,1.0,0.0,0.0,1.0,39071149.22,53602974.36,1.0,0.0,0.0,False,0.5,2.0,PROBABLE
VDR-10489,6.0,2.0,0.0,4.0,3.0,128571000.22,170238529.68,5.0,2.0,0.0,False,0.3333333333333333,8.0,PROBABLE
VDR-11669.corp.local,1.0,0.0,0.0,1.0,0.0,49161058.0,45203640.32,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-10514.corp.local,1.0,1.0,0.0,0.0,1.0,25561519.0,7570212.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
VDR_12732,1.0,0.0,0.0,1.0,1.0,10342955.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-12304.corp.local,1.0,0.0,0.0,1.0,1.0,30083645.44,2235583.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-11125,5.0,0.0,1.0,3.0,4.0,114695128.28,123687559.0,5.0,4.0,0.0,True,0.0,9.0,EXACT
VDR-12604,4.0,0.0,0.0,2.0,2.0,109725950.1,84708679.28,3.0,2.0,0.0,True,0.0,6.0,EXACT
lpt-10901,2.0,0.0,0.0,1.0,0.0,37565957.0,49052385.28,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
VDR_11999,1.0,0.0,0.0,0.0,0.0,46783692.8,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-11882.corp.local,1.0,1.0,0.0,1.0,1.0,20556922.88,16101907.0,0.0,0.0,0.0,False,1.0,1.0,PROBABLE
VDR-10330,6.0,2.0,0.0,4.0,4.0,148012857.22,128808196.80000001,6.0,5.0,1.0,True,0.3333333333333333,11.0,EXACT
VDR-12281,11.0,4.0,1.0,4.0,4.0,190260313.07999998,244313787.04,9.0,6.0,1.0,True,0.36363636363636365,17.0,EXACT
VDR_11267,2.0,1.0,0.0,2.0,0.0,31908279.22,53140530.64,1.0,0.0,0.0,False,0.5,2.0,PROBABLE
VDR-10017,11.0,5.0,1.0,9.0,6.0,289914599.94,229676056.92000002,9.0,4.0,0.0,True,0.45454545454545453,15.0,EXACT
ws-10202,1.0,0.0,0.0,1.0,0.0,45061626.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
vdr-11102,1.0,0.0,0.0,0.0,0.0,6610860.0,1077435.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR_11201,1.0,0.0,0.0,1.0,0.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
lpt-10927,1.0,0.0,1.0,1.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
ws-11670,2.0,1.0,0.0,1.0,2.0,49639286.44,89468652.0,2.0,0.0,0.0,False,0.5,2.0,PROBABLE
WS-12447,11.0,3.0,2.0,4.0,5.0,206043089.66,248353968.2,8.0,3.0,0.0,False,0.2727272727272727,14.0,PROBABLE
WS-10652,5.0,0.0,0.0,2.0,5.0,149351170.64,82119372.48,5.0,2.0,1.0,True,0.0,7.0,EXACT
LPT-12049.corp.local,1.0,1.0,1.0,0.0,1.0,33312909.0,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
WS_11864,2.0,1.0,0.0,1.0,2.0,46497388.22,30462057.0,0.0,0.0,0.0,False,0.5,2.0,PROBABLE
LPT-10993,5.0,0.0,0.0,1.0,3.0,115346032.44,167707694.0,5.0,2.0,1.0,True,0.0,7.0,EXACT
LPT_12888,1.0,0.0,0.0,1.0,1.0,23014113.28,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS_11682,3.0,0.0,0.0,1.0,1.0,88000284.82,72366013.28,2.0,0.0,0.0,False,0.0,3.0,PROBABLE
LPT-12547,7.0,1.0,1.0,3.0,4.0,160834436.72,92904888.68,7.0,0.0,0.0,True,0.14285714285714285,7.0,EXACT
VDR_11817,1.0,0.0,0.0,0.0,0.0,21704407.0,2084565.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
lpt-10987,2.0,1.0,0.0,1.0,2.0,69062987.0,59948220.0,1.0,0.0,0.0,False,0.5,2.0,PROBABLE
VDR-11636,11.0,0.0,1.0,6.0,5.0,201639507.44,257937928.0,9.0,5.0,0.0,True,0.0,16.0,EXACT
VDR-11642,6.0,1.0,0.0,2.0,2.0,130692836.22,120743430.76,5.0,4.0,1.0,True,0.16666666666666666,10.0,EXACT
VDR-11240,8.0,0.0,1.0,2.0,5.0,194892221.2,184763690.04000002,6.0,2.0,0.0,True,0.0,10.0,EXACT
WS-10730,10.0,4.0,3.0,6.0,6.0,238606906.64,262711403.56,8.0,1.0,0.0,True,0.4,11.0,EXACT
WS-10371,8.0,2.0,0.0,3.0,4.0,207996297.22,167280062.28,7.0,5.0,0.0,True,0.25,13.0,EXACT
WS-11859,2.0,0.0,0.0,1.0,0.0,57618386.64,24005214.16,2.0,2.0,0.0,False,0.0,4.0,PROBABLE
LPT-12990.corp.local,1.0,0.0,0.0,1.0,1.0,33285939.2,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR_11752,1.0,0.0,0.0,0.0,1.0,35331992.0,22323018.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
lpt-12547,1.0,0.0,0.0,0.0,1.0,11753357.0,17902183.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
lpt-10262,2.0,1.0,0.0,1.0,1.0,8497334.0,57484582.64,1.0,0.0,0.0,False,0.5,2.0,PROBABLE
LPT-10277,7.0,1.0,0.0,3.0,4.0,165554356.44,98958153.2,7.0,1.0,0.0,True,0.14285714285714285,8.0,EXACT
LPT-12314.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT
WS-10629,11.0,1.0,1.0,5.0,8.0,303316023.5,317370282.92,10.0,2.0,0.0,True,0.09090909090909091,13.0,EXACT
LPT_10304,1.0,0.0,0.0,0.0,0.0,12539514.88,15529410.56,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-10484,2.0,0.0,0.0,0.0,1.0,22500645.0,66468574.64,2.0,2.0,1.0,True,0.0,4.0,EXACT
VDR-12706.corp.local,1.0,1.0,0.0,0.0,1.0,16907530.24,35737914.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
lpt-12383,1.0,1.0,0.0,1.0,0.0,34833694.72,45260780.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
vdr-11419,1.0,0.0,0.0,0.0,0.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-11008,8.0,5.0,1.0,3.0,4.0,221920058.84,143832350.88,8.0,3.0,0.0,True,0.625,11.0,EXACT
ws-11080,3.0,1.0,0.0,2.0,3.0,95561269.53999999,89982065.28,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE
VDR-10053,6.0,0.0,0.0,3.0,4.0,217609872.44,135446697.28,5.0,4.0,0.0,True,0.0,10.0,EXACT
ws-11844,4.0,2.0,0.0,2.0,2.0,98099002.6,105522123.64,4.0,0.0,0.0,False,0.5,4.0,PROBABLE
vdr-10057,1.0,0.0,0.0,0.0,0.0,24819643.22,48758784.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-12086,4.0,0.0,0.0,1.0,2.0,111477995.16,92097916.24000001,4.0,4.0,0.0,True,0.0,8.0,EXACT
vdr-12557,4.0,1.0,1.0,4.0,3.0,104797798.32,80230371.92,2.0,0.0,0.0,False,0.25,4.0,PROBABLE
WS-10635,7.0,1.0,0.0,5.0,4.0,149212356.24,173230401.95999998,7.0,2.0,0.0,True,0.14285714285714285,9.0,EXACT
WS-12128,6.0,1.0,0.0,3.0,2.0,193293735.48,172770653.4,5.0,2.0,0.0,True,0.16666666666666666,8.0,EXACT
WS-10544,8.0,4.0,1.0,5.0,5.0,218628243.12,171969439.28,6.0,2.0,0.0,True,0.5,10.0,EXACT
WS-12756,5.0,0.0,1.0,3.0,2.0,109153326.22,126890839.64,4.0,2.0,0.0,True,0.0,7.0,EXACT
vdr-12423,2.0,1.0,1.0,1.0,0.0,57899443.22,28730121.64,2.0,0.0,0.0,False,0.5,2.0,PROBABLE
LPT-10490,6.0,2.0,0.0,3.0,2.0,156362396.24,139498282.36,6.0,4.0,0.0,True,0.3333333333333333,10.0,EXACT
WS-10865,4.0,1.0,0.0,3.0,3.0,114329197.82,112438959.64,3.0,1.0,0.0,True,0.25,5.0,EXACT
ws-11706,2.0,0.0,0.0,0.0,0.0,53666106.22,16209959.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
VDR-11976.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT
LPT-11762,10.0,1.0,1.0,2.0,5.0,278067749.28,235323306.04,10.0,2.0,0.0,True,0.1,12.0,EXACT
WS_11898,1.0,0.0,0.0,0.0,1.0,24819643.22,17102274.56,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-12518,11.0,1.0,1.0,6.0,7.0,199456569.92,247086137.12,11.0,2.0,0.0,True,0.09090909090909091,13.0,EXACT
lpt-11663,1.0,1.0,0.0,1.0,1.0,39284692.0,954100.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
lpt-12916,1.0,0.0,0.0,1.0,0.0,44069869.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-11069,13.0,1.0,1.0,9.0,6.0,351545704.8,285346307.28,9.0,6.0,1.0,True,0.07692307692307693,19.0,EXACT
ws-11448,3.0,0.0,1.0,1.0,0.0,88300963.48,95198594.0,3.0,0.0,0.0,False,0.0,3.0,PROBABLE
WS-12601,7.0,2.0,2.0,5.0,3.0,190411515.66,217636961.16,6.0,3.0,0.0,True,0.2857142857142857,10.0,EXACT
VDR-12076,5.0,2.0,0.0,1.0,1.0,136450868.66,121355267.92,5.0,1.0,0.0,True,0.4,6.0,EXACT
lpt-12298,2.0,1.0,0.0,1.0,1.0,36827046.739999995,85035794.0,2.0,0.0,0.0,False,0.5,2.0,PROBABLE
VDR-12527,7.0,0.0,0.0,5.0,3.0,219860273.92,219313568.84,7.0,2.0,0.0,True,0.0,9.0,EXACT
WS-12256,1.0,0.0,0.0,0.0,0.0,4659640.32,33218131.0,1.0,2.0,0.0,True,0.0,3.0,EXACT
lpt-12643,2.0,1.0,0.0,1.0,1.0,40497785.22,51529878.64,1.0,0.0,0.0,False,0.5,2.0,PROBABLE
WS-11553.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT
VDR-11014,6.0,3.0,0.0,5.0,3.0,128691137.44,151735394.92000002,6.0,0.0,0.0,True,0.5,6.0,EXACT
ws-12938,1.0,0.0,0.0,0.0,0.0,49814667.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR_11253,1.0,1.0,0.0,0.0,1.0,20335633.0,22075213.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
LPT-11054.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT
WS-12596,6.0,3.0,1.0,3.0,2.0,128318937.62,159828830.88,4.0,3.0,0.0,True,0.5,9.0,EXACT
VDR-12934,8.0,4.0,1.0,7.0,3.0,194203469.51999998,142959630.52,8.0,1.0,0.0,True,0.5,9.0,EXACT
VDR-10990,4.0,0.0,0.0,3.0,2.0,100229977.0,113452752.84,3.0,1.0,0.0,True,0.0,5.0,EXACT
lpt-12000,6.0,1.0,0.0,5.0,4.0,160277930.9,187425654.12,6.0,0.0,0.0,False,0.16666666666666666,6.0,PROBABLE
