event_id,event_timestamp,event_type,event_category,user_id,hostname,device_id,session_id,source_ip,destination_ip,department,severity,action,source_dataset,source_record_id,data_quality_status,resolution_confidence
EPA00005013,2026-08-09 06:15:45,Malware detected,ENDPOINT_ALERT,EMP11217,VDR-11217,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00005013,VALID,EXACT
EPA00001262,2026-09-08 10:12:43,Malware detected,ENDPOINT_ALERT,EMP12892,VDR-12892,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00001262,VALID,EXACT
EPA00005551,Unknown,ransomware_behavior,ENDPOINT_ALERT,EMP12620,LPT-12620,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00005551,VALID,EXACT
EPA00002311,2026-09-08 23:16:00,Unusual admin share access,ENDPOINT_ALERT,EMP11655,LPT-11655,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00002311,VALID,EXACT
EPA00000534,2026-08-22 00:00:00,Browser hijack attempt,ENDPOINT_ALERT,EMP10501,VDR-10501,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00000534,UNKNOWN,EXACT
EPA00003004,2026-09-01 00:54:37,Keylogger suspected,ENDPOINT_ALERT,EMP10614,VDR-10614,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00003004,VALID,EXACT
EPA00007116,2026-08-02 18:05:25,Lateral movement detected,ENDPOINT_ALERT,EMP12745,WS-12745,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00007116,VALID,PROBABLE
EPA00003880,2026-09-07 12:31:32,Keylogger suspected,ENDPOINT_ALERT,EMP10168,VDR-10168,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00003880,VALID,EXACT
EPA00001889,2026-09-07 00:00:00,Unusual admin share access,ENDPOINT_ALERT,EMP11854,WS-11854,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00001889,VALID,EXACT
EPA00001551,2026-08-05 09:14:12,Malware detected,ENDPOINT_ALERT,EMP10643,WS-10643,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00001551,UNKNOWN,EXACT
EPA00001644,Unknown,Unusual admin share access,ENDPOINT_ALERT,EMP10592,VDR-10592,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00001644,UNKNOWN,EXACT
EPA00000737,2026-09-05 06:06:57,ransomware_behavior,ENDPOINT_ALERT,EMP10685,LPT-10685,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00000737,UNKNOWN,EXACT
EPA00004589,2026-08-20 21:23:18,MALWARE_DETECTED,ENDPOINT_ALERT,EMP12518,WS-12518,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00004589,VALID,EXACT
EPA00003007,2026-09-07 17:39:11,ransomware_behavior,ENDPOINT_ALERT,EMP12751,WS-12751,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00003007,UNKNOWN,PROBABLE
EPA00004506,2026-09-03 11:17:39,MALWARE_DETECTED,ENDPOINT_ALERT,EMP10661,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00004506,VALID,EXACT
EPA00000677,2026-08-19 00:00:05,USB device blocked,ENDPOINT_ALERT,EMP10423,LPT-10423,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00000677,UNKNOWN,EXACT
EPA00000024,2026-08-25 03:12:23,Suspicious PowerShell Execution,ENDPOINT_ALERT,EMP10318,LPT-10318,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00000024,UNKNOWN,EXACT
EPA00007134,Unknown,Unauthorized USB,ENDPOINT_ALERT,EMP12364,LPT-12364,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00007134,VALID,EXACT
EPA00000350,Unknown,Credential dumping attempt,ENDPOINT_ALERT,EMP10400,WS-10400,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00000350,VALID,EXACT
EPA00001023,2026-09-04 09:00:31,Unusual admin share access,ENDPOINT_ALERT,EMP11483,LPT-11483,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00001023,UNKNOWN,PROBABLE
EPA00007729,2026-08-11 15:59:14,Lateral movement detected,ENDPOINT_ALERT,EMP12905,VDR-12905,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00007729,VALID,EXACT
EPA00001607,2026-08-17 00:00:00,Unusual admin share access,ENDPOINT_ALERT,EMP11611,VDR-11611,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00001607,VALID,EXACT
EPA00000998,2026-08-20 22:32:58,Unauthorized USB,ENDPOINT_ALERT,EMP11365,WS-11365,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00000998,VALID,EXACT
EPA00002707,2026-09-01 18:38:43,MALWARE_DETECTED,ENDPOINT_ALERT,EMP11479,VDR-11479,Unknown,Unknown,Unknown,Unknown,Unknown,Critical,ALERT_TRIGGERED,Endpoint,EPA00002707,VALID,PROBABLE
EPA00004478,2026-09-05 19:46:32,ransomware_behavior,ENDPOINT_ALERT,EMP10944,LPT-10944,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00004478,VALID,EXACT
EPA00002606,2026-08-15 12:24:22,USB device blocked,ENDPOINT_ALERT,EMP10977,VDR-10977,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00002606,VALID,EXACT
EPA00002581,Unknown,Trojan:Win32,ENDPOINT_ALERT,EMP11047,VDR-11047,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00002581,VALID,PROBABLE
EPA00005124,2026-08-16 00:00:00,Unauthorized USB,ENDPOINT_ALERT,EMP11383,WS-11383,Unknown,Unknown,Unknown,Unknown,Unknown,Critical,ALERT_TRIGGERED,Endpoint,EPA00005124,VALID,EXACT
EPA00001466,2026-08-29 19:52:01,Credential dumping attempt,ENDPOINT_ALERT,EMP12364,LPT-12364,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00001466,VALID,EXACT
EPA00005406,2026-08-07 00:36:06,MALWARE_DETECTED,ENDPOINT_ALERT,EMP12162,WS-12162,Unknown,Unknown,Unknown,Unknown,Unknown,Critical,ALERT_TRIGGERED,Endpoint,EPA00005406,VALID,EXACT
EPA00002572,Unknown,Browser hijack attempt,ENDPOINT_ALERT,EMP12994,VDR-12994,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00002572,VALID,EXACT
EPA00006637,2026-08-07 15:42:00,Credential dumping attempt,ENDPOINT_ALERT,EMP10962,WS-10962,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00006637,VALID,EXACT
EPA00003781,2026-08-03 00:00:00,suspicious_powershell,ENDPOINT_ALERT,EMP11830,LPT-11830,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00003781,VALID,EXACT
EPA00005364,2026-09-03 14:50:34,MALWARE_DETECTED,ENDPOINT_ALERT,EMP12302,VDR-12302,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00005364,VALID,EXACT
EPA00002544,2026-08-06 10:23:43,suspicious_powershell,ENDPOINT_ALERT,EMP11690,WS-11690,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00002544,VALID,EXACT
EPA00001558,2026-08-19 03:20:22,ransomware_behavior,ENDPOINT_ALERT,EMP10858,LPT-10858,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00001558,VALID,EXACT
EPA00007375,2026-09-08 12:12:01,ransomware_behavior,ENDPOINT_ALERT,EMP10119,WS-10119,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00007375,UNKNOWN,PROBABLE
EPA00000995,Unknown,suspicious_powershell,ENDPOINT_ALERT,EMP10086,VDR-10086,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00000995,UNKNOWN,EXACT
EPA00003306,Unknown,Phishing URL blocked,ENDPOINT_ALERT,EMP10462,VDR-10462,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00003306,UNKNOWN,EXACT
EPA00003177,2026-08-21 15:56:00,Trojan:Win32,ENDPOINT_ALERT,EMP12774,WS-12774,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00003177,VALID,PROBABLE
EPA00004561,2026-09-09 11:48:39,MALWARE_DETECTED,ENDPOINT_ALERT,EMP11290,LPT-11290,Unknown,Unknown,Unknown,Unknown,Unknown,Critical,ALERT_TRIGGERED,Endpoint,EPA00004561,VALID,PROBABLE
EPA00005130,2026-09-08 00:00:00,Ransomware Activity,ENDPOINT_ALERT,EMP12662,LPT-12662,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00005130,VALID,EXACT
EPA00005922,2026-08-23 09:05:39,Unauthorized USB,ENDPOINT_ALERT,EMP12102,LPT-12102,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00005922,UNKNOWN,EXACT
EPA00001841,2026-08-19 19:07:00,Ransomware Activity,ENDPOINT_ALERT,EMP10766,WS-10766,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00001841,UNKNOWN,EXACT
EPA00002664,2026-08-27 00:00:00,MALWARE_DETECTED,ENDPOINT_ALERT,EMP10578,WS-10578,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00002664,UNKNOWN,EXACT
EPA00000971,Unknown,Suspicious PowerShell Execution,ENDPOINT_ALERT,EMP11388,VDR-11388,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00000971,VALID,PROBABLE
EPA00003814,2026-09-05 00:00:00,USB device blocked,ENDPOINT_ALERT,EMP11562,WS-11562,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00003814,VALID,EXACT
EPA00000966,2026-08-25 16:00:01,Phishing URL blocked,ENDPOINT_ALERT,EMP11852,WS-11852,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00000966,VALID,EXACT
EPA00006027,Unknown,Keylogger suspected,ENDPOINT_ALERT,EMP12651,LPT-12651,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00006027,VALID,EXACT
EPA00007211,2026-08-16 23:55:51,Unusual admin share access,ENDPOINT_ALERT,EMP12148,VDR-12148,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00007211,VALID,EXACT
EPA00001650,2026-08-19 03:35:00,MALWARE_DETECTED,ENDPOINT_ALERT,EMP11667,WS-11667,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00001650,VALID,EXACT
EPA00007089,2026-09-08 15:38:57,USB device blocked,ENDPOINT_ALERT,EMP11399,LPT-11399,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00007089,VALID,EXACT
EPA00003001,2026-08-16 14:33:47,USB device blocked,ENDPOINT_ALERT,EMP11932,VDR-11932,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00003001,UNKNOWN,PROBABLE
EPA00001314,2026-09-08 08:18:19,Unusual admin share access,ENDPOINT_ALERT,EMP12105,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Critical,ALERT_TRIGGERED,Endpoint,EPA00001314,VALID,EXACT
EPA00000555,2026-08-09 22:05:31,Trojan:Win32,ENDPOINT_ALERT,EMP12388,VDR-12388,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00000555,UNKNOWN,EXACT
EPA00006817,2026-08-25 02:22:00,Suspicious PowerShell Execution,ENDPOINT_ALERT,EMP11085,LPT-11085,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00006817,VALID,EXACT
EPA00002111,2026-08-19 13:56:00,Suspicious PowerShell Execution,ENDPOINT_ALERT,EMP12745,WS-12745,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00002111,VALID,PROBABLE
EPA00002629,2026-09-08 08:20:46,ransomware_behavior,ENDPOINT_ALERT,EMP12701,WS-12701,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00002629,VALID,EXACT
EPA00002524,2026-08-08 00:00:00,Trojan:Win32,ENDPOINT_ALERT,EMP12681,LPT-12681,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00002524,VALID,EXACT
EPA00007848,2026-09-06 07:02:00,USB device blocked,ENDPOINT_ALERT,EMP11054,LPT-11054,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00007848,VALID,PROBABLE
EPA00001331,2026-09-03 01:05:37,Unauthorized USB,ENDPOINT_ALERT,EMP12336,VDR-12336,Unknown,Unknown,Unknown,Unknown,Unknown,Critical,ALERT_TRIGGERED,Endpoint,EPA00001331,UNKNOWN,EXACT
EPA00004921,2026-08-18 02:44:00,Trojan:Win32,ENDPOINT_ALERT,EMP10662,VDR-10662,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00004921,VALID,PROBABLE
EPA00002471,2026-09-04 07:26:27,Malware detected,ENDPOINT_ALERT,EMP11483,LPT-11483,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00002471,VALID,PROBABLE
EPA00000133,Unknown,Unusual admin share access,ENDPOINT_ALERT,EMP10676,LPT-10676,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00000133,VALID,EXACT
EPA00002865,2026-08-16 03:22:16,USB device blocked,ENDPOINT_ALERT,EMP12440,LPT-12440,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00002865,VALID,EXACT
EPA00002284,2026-08-28 20:13:27,Malware detected,ENDPOINT_ALERT,EMP12712,VDR-12712,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00002284,UNKNOWN,EXACT
EPA00006047,2026-08-14 13:32:33,USB device blocked,ENDPOINT_ALERT,EMP12635,LPT-12635,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00006047,VALID,EXACT
EPA00001198,2026-08-15 00:00:00,suspicious_powershell,ENDPOINT_ALERT,EMP10511,LPT-10511,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00001198,VALID,EXACT
EPA00004607,Unknown,USB device blocked,ENDPOINT_ALERT,EMP12424,LPT-12424,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00004607,VALID,EXACT
EPA00001430,2026-08-24 00:00:00,Credential dumping attempt,ENDPOINT_ALERT,EMP11866,LPT-11866,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00001430,VALID,EXACT
EPA00005383,2026-08-03 15:53:13,MALWARE_DETECTED,ENDPOINT_ALERT,EMP11067,WS-11067,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00005383,VALID,EXACT
EPA00005092,2026-09-04 16:50:56,Unauthorized USB,ENDPOINT_ALERT,EMP11910,VDR-11910,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00005092,VALID,PROBABLE
EPA00005495,2026-08-13 16:26:00,Credential dumping attempt,ENDPOINT_ALERT,EMP12446,WS-12446,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00005495,VALID,EXACT
EPA00003066,Unknown,Credential dumping attempt,ENDPOINT_ALERT,EMP10327,LPT-10327,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00003066,VALID,EXACT
EPA00003214,2026-08-22 21:25:15,Malware detected,ENDPOINT_ALERT,EMP10587,VDR-10587,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00003214,VALID,EXACT
EPA00006241,Unknown,Ransomware Activity,ENDPOINT_ALERT,EMP11959,WS-11959,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00006241,VALID,EXACT
EPA00007221,2026-08-08 13:57:58,Suspicious PowerShell Execution,ENDPOINT_ALERT,EMP11421,VDR-11421,Unknown,Unknown,Unknown,Unknown,Unknown,Critical,ALERT_TRIGGERED,Endpoint,EPA00007221,VALID,PROBABLE
EPA00007152,2026-08-15 00:00:00,Unusual admin share access,ENDPOINT_ALERT,EMP11347,WS-11347,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00007152,VALID,PROBABLE
EPA00002914,2026-08-09 02:30:38,Keylogger suspected,ENDPOINT_ALERT,EMP10333,LPT-10333,Unknown,Unknown,Unknown,Unknown,Unknown,Critical,ALERT_TRIGGERED,Endpoint,EPA00002914,UNKNOWN,EXACT
EPA00007741,2026-08-14 04:30:17,MALWARE_DETECTED,ENDPOINT_ALERT,EMP10060,VDR-10060,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00007741,VALID,EXACT
EPA00004330,2026-08-07 06:09:55,ransomware_behavior,ENDPOINT_ALERT,EMP10150,WS-10150,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00004330,VALID,EXACT
EPA00002620,2026-09-07 23:01:00,Keylogger suspected,ENDPOINT_ALERT,EMP12363,WS-12363,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00002620,VALID,EXACT
EPA00001766,2026-08-17 18:54:03,Ransomware Activity,ENDPOINT_ALERT,EMP10211,WS-10211,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00001766,VALID,EXACT
EPA00006432,2026-08-16 04:38:00,Credential dumping attempt,ENDPOINT_ALERT,EMP11676,VDR-11676,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00006432,VALID,PROBABLE
EPA00004410,2026-08-15 06:40:09,MALWARE_DETECTED,ENDPOINT_ALERT,EMP10577,VDR-10577,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00004410,UNKNOWN,EXACT
EPA00000454,2026-09-03 05:10:00,Credential dumping attempt,ENDPOINT_ALERT,EMP11908,LPT-11908,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00000454,UNKNOWN,EXACT
EPA00005439,2026-09-01 10:58:48,Unusual admin share access,ENDPOINT_ALERT,EMP10639,LPT-10639,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00005439,UNKNOWN,EXACT
EPA00001403,2026-08-29 02:48:06,ransomware_behavior,ENDPOINT_ALERT,EMP10272,WS-10272,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00001403,VALID,EXACT
EPA00001756,2026-08-30 01:56:13,Ransomware Activity,ENDPOINT_ALERT,EMP12925,WS-12925,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00001756,VALID,EXACT
EPA00003323,2026-08-10 07:27:00,Trojan:Win32,ENDPOINT_ALERT,EMP10876,WS-10876,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00003323,VALID,EXACT
EPA00007473,2026-08-20 00:00:00,Trojan:Win32,ENDPOINT_ALERT,EMP11690,WS-11690,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00007473,VALID,EXACT
EPA00003188,Unknown,Unauthorized USB,ENDPOINT_ALERT,EMP10577,VDR-10577,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00003188,VALID,EXACT
EPA00004960,2026-08-24 05:45:50,ransomware_behavior,ENDPOINT_ALERT,EMP11671,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00004960,VALID,EXACT
EPA00000038,2026-08-03 20:31:38,Unusual admin share access,ENDPOINT_ALERT,EMP12071,VDR-12071,Unknown,Unknown,Unknown,Unknown,Unknown,Critical,ALERT_TRIGGERED,Endpoint,EPA00000038,VALID,EXACT
EPA00003806,2026-09-01 22:13:00,Trojan:Win32,ENDPOINT_ALERT,EMP11724,WS-11724,Unknown,Unknown,Unknown,Unknown,Unknown,Critical,ALERT_TRIGGERED,Endpoint,EPA00003806,VALID,EXACT
EPA00004594,Unknown,Malware detected,ENDPOINT_ALERT,EMP10073,WS-10073,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00004594,VALID,EXACT
EPA00000744,2026-08-29 00:00:00,Credential dumping attempt,ENDPOINT_ALERT,EMP11670,WS-11670,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00000744,VALID,PROBABLE
EPA00006054,2026-08-09 00:00:00,Trojan:Win32,ENDPOINT_ALERT,EMP11308,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00006054,VALID,EXACT
EPA00006606,2026-08-13 22:55:00,Phishing URL blocked,ENDPOINT_ALERT,EMP11381,WS-11381,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00006606,UNKNOWN,EXACT
EPA00007661,2026-08-12 07:22:36,Unusual admin share access,ENDPOINT_ALERT,EMP10361,VDR-10361,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00007661,VALID,EXACT
EPA00007824,2026-08-12 17:58:29,Credential dumping attempt,ENDPOINT_ALERT,EMP10139,WS-10139,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00007824,VALID,PROBABLE
EPA00007974,2026-08-02 17:49:00,Lateral movement detected,ENDPOINT_ALERT,EMP11662,LPT-11662,Unknown,Unknown,Unknown,Unknown,Unknown,Critical,ALERT_TRIGGERED,Endpoint,EPA00007974,VALID,PROBABLE
EPA00004963,2026-08-26 22:27:59,Keylogger suspected,ENDPOINT_ALERT,EMP11229,LPT-11229,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00004963,VALID,EXACT
EPA00005971,2026-08-26 14:17:23,Browser hijack attempt,ENDPOINT_ALERT,EMP10041,LPT-10041,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00005971,UNKNOWN,EXACT
EPA00004111,2026-08-07 21:44:00,Trojan:Win32,ENDPOINT_ALERT,EMP10212,LPT-10212,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00004111,VALID,EXACT
EPA00002406,2026-09-08 00:22:00,ransomware_behavior,ENDPOINT_ALERT,EMP10634,LPT-10634,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00002406,VALID,EXACT
EPA00004728,2026-08-12 14:43:37,Credential dumping attempt,ENDPOINT_ALERT,EMP11196,WS-11196,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00004728,VALID,EXACT
EPA00003606,2026-09-02 18:35:00,Keylogger suspected,ENDPOINT_ALERT,EMP11827,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00003606,VALID,EXACT
EPA00005522,2026-08-25 00:00:00,USB device blocked,ENDPOINT_ALERT,EMP10347,LPT-10347,Unknown,Unknown,Unknown,Unknown,Unknown,Critical,ALERT_TRIGGERED,Endpoint,EPA00005522,VALID,EXACT
EPA00000096,2026-08-02 04:59:58,suspicious_powershell,ENDPOINT_ALERT,EMP10212,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Critical,ALERT_TRIGGERED,Endpoint,EPA00000096,UNKNOWN,EXACT
EPA00001609,2026-08-29 00:00:00,Ransomware Activity,ENDPOINT_ALERT,EMP10769,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00001609,VALID,EXACT
EPA00006895,2026-08-20 19:19:00,Keylogger suspected,ENDPOINT_ALERT,EMP11605,VDR-11605,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALERT_TRIGGERED,Endpoint,EPA00006895,UNKNOWN,PROBABLE
EPA00006471,2026-08-03 02:35:28,Unusual admin share access,ENDPOINT_ALERT,EMP11028,LPT-11028,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALERT_TRIGGERED,Endpoint,EPA00006471,VALID,PROBABLE
EPA00005115,2026-08-23 19:39:17,Browser hijack attempt,ENDPOINT_ALERT,EMP12666,WS-12666,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00005115,VALID,EXACT
EPA00002178,2026-08-18 08:01:06,Browser hijack attempt,ENDPOINT_ALERT,EMP11557,VDR-11557,Unknown,Unknown,Unknown,Unknown,Unknown,Critical,ALERT_TRIGGERED,Endpoint,EPA00002178,VALID,EXACT
EPA00005346,2026-08-15 13:17:00,USB device blocked,ENDPOINT_ALERT,EMP11783,LPT-11783,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00005346,VALID,EXACT
EPA00004408,Unknown,Unusual admin share access,ENDPOINT_ALERT,EMP11423,LPT-11423,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,ALERT_TRIGGERED,Endpoint,EPA00004408,VALID,EXACT
