entity_id,entity_type,event_id,source_dataset,source_record_id,event_category,event_timestamp,severity,action,data_quality_status,resolution_confidence
WS-10579,HOST,IAM00008789,IAM,IAM00008789,AUTHENTICATION,2026-09-09 00:00:00,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10306,HOST,IAM00014899,IAM,IAM00014899,AUTHENTICATION,2026-08-02 11:43:42,Medium,OTHER,UNKNOWN,EXACT
VDR-12825,HOST,IAM00003344,IAM,IAM00003344,AUTHENTICATION,Unknown,High,LOGIN_FAILED,UNKNOWN,EXACT
EMP12275,USER,IAM00003546,IAM,IAM00003546,AUTHENTICATION,2026-08-06 00:00:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
EMP11012,USER,IAM00014964,IAM,IAM00014964,AUTHENTICATION,2026-08-27 08:43:33,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11360,USER,IAM00015962,IAM,IAM00015962,AUTHENTICATION,2026-08-24 20:25:48,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11926,HOST,IAM00007735,IAM,IAM00007735,AUTHENTICATION,2026-09-06 19:18:25,High,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11164,HOST,IAM00000905,IAM,IAM00000905,AUTHENTICATION,2026-08-01 12:08:20,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP12140,USER,IAM00015115,IAM,IAM00015115,AUTHENTICATION,Unknown,High,LOGIN_FAILED,UNKNOWN,EXACT
VDR-11199,HOST,IAM00017139,IAM,IAM00017139,AUTHENTICATION,2026-08-22 16:47:49,High,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-10597,HOST,IAM00011706,IAM,IAM00011706,AUTHENTICATION,2026-08-19 00:00:00,Low,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-12237,HOST,IAM00011114,IAM,IAM00011114,AUTHENTICATION,2026-08-18 12:31:15,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
WS-11876,HOST,IAM00005889,IAM,IAM00005889,AUTHENTICATION,2026-09-09 14:26:12,Low,OTHER,REPAIRED,EXACT
WS-10064,HOST,IAM00003338,IAM,IAM00003338,AUTHENTICATION,2026-10-08 00:00:00,Medium,LOGIN_FAILED,REPAIRED,EXACT
WS-12808,HOST,IAM00012686,IAM,IAM00012686,AUTHENTICATION,2026-08-02 08:13:24,Medium,LOGIN_FAILED,UNKNOWN,EXACT
EMP10152,USER,IAM00016037,IAM,IAM00016037,AUTHENTICATION,2026-08-08 14:26:50,High,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10648,HOST,IAM00016513,IAM,IAM00016513,AUTHENTICATION,2026-08-19 07:25:06,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
EMP12738,USER,IAM00005704,IAM,IAM00005704,AUTHENTICATION,2026-08-16 00:00:00,High,OTHER,UNKNOWN,EXACT
EMP11872,USER,IAM00015244,IAM,IAM00015244,AUTHENTICATION,2026-09-07 23:10:06,High,OTHER,UNKNOWN,EXACT
LPT-10037,HOST,IAM00001217,IAM,IAM00001217,AUTHENTICATION,2026-08-26 22:25:47,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10112,HOST,IAM00018427,IAM,IAM00018427,AUTHENTICATION,2026-09-05 01:31:53,High,OTHER,UNKNOWN,EXACT
LPT-12795,HOST,IAM00007740,IAM,IAM00007740,AUTHENTICATION,2026-08-08 07:42:00,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-12365,HOST,IAM00003253,IAM,IAM00003253,AUTHENTICATION,2026-08-23 20:59:58,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-10268,HOST,IAM00005579,IAM,IAM00005579,AUTHENTICATION,2026-08-25 22:12:48,Info,LOGIN_FAILED,UNKNOWN,EXACT
LPT-12782,HOST,IAM00016147,IAM,IAM00016147,AUTHENTICATION,2026-02-09 01:16:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11374,USER,IAM00017966,IAM,IAM00017966,AUTHENTICATION,2026-08-05 10:29:24,Medium,LOGIN_SUCCESS,VALID,EXACT
VDR-10642,HOST,IAM00002883,IAM,IAM00002883,AUTHENTICATION,2026-08-12 02:12:23,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12714,HOST,IAM00004528,IAM,IAM00004528,AUTHENTICATION,2026-08-13 00:00:00,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
EMP11241,USER,IAM00018528,IAM,IAM00018528,AUTHENTICATION,2026-08-15 15:07:27,Low,LOGIN_SUCCESS,VALID,EXACT
EMP10772,USER,IAM00008014,IAM,IAM00008014,AUTHENTICATION,2026-07-08 00:00:00,High,OTHER,UNKNOWN,EXACT
EMP11583,USER,IAM00017283,IAM,IAM00017283,AUTHENTICATION,2026-04-08 00:51:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10296,USER,IAM00015370,IAM,IAM00015370,AUTHENTICATION,2026-08-23 00:00:00,Medium,LOGIN_FAILED,REPAIRED,EXACT
LPT-12428,HOST,IAM00001170,IAM,IAM00001170,AUTHENTICATION,2026-09-07 06:39:07,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10472,USER,IAM00017336,IAM,IAM00017336,AUTHENTICATION,2026-08-20 02:05:32,Low,LOGIN_SUCCESS,REPAIRED,EXACT
WS-12477,HOST,IAM00002818,IAM,IAM00002818,AUTHENTICATION,2026-09-09 11:00:21,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10727,USER,IAM00004249,IAM,IAM00004249,AUTHENTICATION,2026-08-05 02:47:53,Medium,LOGIN_SUCCESS,VALID,EXACT
WS-12117,HOST,IAM00001848,IAM,IAM00001848,AUTHENTICATION,2026-08-04 10:02:17,Low,LOGIN_FAILED,VALID,EXACT
VDR-10648,HOST,IAM00016989,IAM,IAM00016989,AUTHENTICATION,2026-08-12 00:00:00,High,LOGIN_SUCCESS,REPAIRED,EXACT
LPT-11299,HOST,IAM00017997,IAM,IAM00017997,AUTHENTICATION,2026-08-24 22:46:00,High,LOGIN_FAILED,UNKNOWN,EXACT
VDR-11400,HOST,IAM00009275,IAM,IAM00009275,AUTHENTICATION,Unknown,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP12603,USER,IAM00019309,IAM,IAM00019309,AUTHENTICATION,2026-03-08 00:00:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10437,HOST,IAM00005169,IAM,IAM00005169,AUTHENTICATION,Unknown,Info,LOGIN_FAILED,UNKNOWN,EXACT
VDR-11778,HOST,IAM00012169,IAM,IAM00012169,AUTHENTICATION,Unknown,Info,LOGIN_FAILED,UNKNOWN,EXACT
EMP10519,USER,IAM00017968,IAM,IAM00017968,AUTHENTICATION,2026-08-21 19:58:21,Medium,LOGIN_SUCCESS,VALID,EXACT
LPT-11414,HOST,IAM00016510,IAM,IAM00016510,AUTHENTICATION,2026-08-17 20:29:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
VDR-11694,HOST,IAM00006516,IAM,IAM00006516,AUTHENTICATION,Unknown,Medium,LOGIN_FAILED,UNKNOWN,EXACT
WS-12112,HOST,IAM00001427,IAM,IAM00001427,AUTHENTICATION,2026-09-07 02:58:15,Info,OTHER,REPAIRED,EXACT
VDR-11386,HOST,IAM00016623,IAM,IAM00016623,AUTHENTICATION,2026-08-21 03:13:36,High,LOGIN_FAILED,REPAIRED,EXACT
WS-11677,HOST,IAM00013071,IAM,IAM00013071,AUTHENTICATION,2026-08-12 10:00:27,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10983,HOST,IAM00010723,IAM,IAM00010723,AUTHENTICATION,2026-08-19 04:37:51,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-10553,HOST,IAM00011904,IAM,IAM00011904,AUTHENTICATION,2026-11-08 10:35:00,Info,LOGIN_FAILED,UNKNOWN,EXACT
WS-11186,HOST,IAM00001156,IAM,IAM00001156,AUTHENTICATION,2026-08-25 16:32:43,Low,OTHER,UNKNOWN,EXACT
LPT-12424,HOST,IAM00019181,IAM,IAM00019181,AUTHENTICATION,2026-08-09 14:05:15,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11520,HOST,IAM00014187,IAM,IAM00014187,AUTHENTICATION,2026-09-04 00:33:24,Low,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-12145,HOST,IAM00006093,IAM,IAM00006093,AUTHENTICATION,2026-01-09 09:52:00,High,OTHER,UNKNOWN,EXACT
LPT-12611,HOST,IAM00004231,IAM,IAM00004231,AUTHENTICATION,2026-09-09 08:58:14,Medium,LOGIN_SUCCESS,VALID,EXACT
WS-11633,HOST,IAM00010080,IAM,IAM00010080,AUTHENTICATION,2026-08-29 02:54:41,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
WS-10174,HOST,IAM00010935,IAM,IAM00010935,AUTHENTICATION,2026-09-04 11:03:15,Low,LOGIN_SUCCESS,REPAIRED,EXACT
LPT-12921,HOST,IAM00012154,IAM,IAM00012154,AUTHENTICATION,2026-08-31 21:31:50,High,LOGIN_FAILED,REPAIRED,EXACT
WS-11141,HOST,IAM00017163,IAM,IAM00017163,AUTHENTICATION,2026-09-08 12:25:18,Low,LOGIN_SUCCESS,REPAIRED,EXACT
WS-10307,HOST,IAM00017886,IAM,IAM00017886,AUTHENTICATION,2026-08-30 03:43:37,High,LOGIN_FAILED,REPAIRED,EXACT
EMP10772,USER,IAM00014620,IAM,IAM00014620,AUTHENTICATION,2026-08-23 00:00:00,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10644,USER,IAM00004846,IAM,IAM00004846,AUTHENTICATION,2026-08-06 14:59:54,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-12701,HOST,IAM00004887,IAM,IAM00004887,AUTHENTICATION,2026-08-28 18:09:00,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12301,HOST,IAM00016669,IAM,IAM00016669,AUTHENTICATION,2026-09-02 00:00:00,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10235,HOST,IAM00016719,IAM,IAM00016719,AUTHENTICATION,2026-08-27 02:04:46,Medium,LOGIN_FAILED,REPAIRED,EXACT
EMP12579,USER,IAM00012664,IAM,IAM00012664,AUTHENTICATION,2026-08-07 19:33:37,Medium,LOGIN_SUCCESS,VALID,EXACT
LPT-10685,HOST,IAM00008764,IAM,IAM00008764,AUTHENTICATION,2026-08-14 21:55:00,High,LOGIN_SUCCESS,REPAIRED,EXACT
WS-11533,HOST,IAM00019370,IAM,IAM00019370,AUTHENTICATION,2026-09-08 10:36:54,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
EMP10291,USER,IAM00018892,IAM,IAM00018892,AUTHENTICATION,2026-08-24 10:19:59,High,OTHER,UNKNOWN,EXACT
WS-12918,HOST,IAM00019394,IAM,IAM00019394,AUTHENTICATION,2026-08-01 07:52:37,Medium,OTHER,REPAIRED,EXACT
LPT-10755,HOST,IAM00013055,IAM,IAM00013055,AUTHENTICATION,2026-08-06 12:28:30,High,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10356,HOST,IAM00007704,IAM,IAM00007704,AUTHENTICATION,2026-01-08 19:37:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12886,HOST,IAM00004882,IAM,IAM00004882,AUTHENTICATION,2026-08-22 11:27:10,Info,LOGIN_FAILED,REPAIRED,EXACT
VDR-12251,HOST,IAM00016906,IAM,IAM00016906,AUTHENTICATION,2026-08-15 00:00:00,High,OTHER,UNKNOWN,EXACT
WS-11672,HOST,IAM00007672,IAM,IAM00007672,AUTHENTICATION,2026-08-14 06:36:28,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-10453,HOST,IAM00019840,IAM,IAM00019840,AUTHENTICATION,2026-08-25 05:22:54,Medium,LOGIN_FAILED,VALID,EXACT
EMP10044,USER,IAM00000740,IAM,IAM00000740,AUTHENTICATION,2026-08-01 07:53:13,Medium,LOGIN_SUCCESS,VALID,EXACT
WS-12365,HOST,IAM00005694,IAM,IAM00005694,AUTHENTICATION,2026-08-30 00:00:00,Info,LOGIN_SUCCESS,REPAIRED,EXACT
EMP12113,USER,IAM00011915,IAM,IAM00011915,AUTHENTICATION,2026-08-15 09:05:41,Info,LOGIN_FAILED,UNKNOWN,EXACT
LPT-11162,HOST,IAM00010419,IAM,IAM00010419,AUTHENTICATION,2026-08-17 08:31:33,Info,LOGIN_SUCCESS,REPAIRED,EXACT
EMP10152,USER,IAM00010848,IAM,IAM00010848,AUTHENTICATION,2026-08-27 00:00:00,Info,OTHER,IMPUTED,EXACT
EMP12901,USER,IAM00018532,IAM,IAM00018532,AUTHENTICATION,2026-08-19 17:07:59,High,LOGIN_SUCCESS,VALID,EXACT
WS-11535,HOST,IAM00011050,IAM,IAM00011050,AUTHENTICATION,2026-08-08 16:46:00,Info,LOGIN_FAILED,UNKNOWN,EXACT
EMP11484,USER,IAM00006591,IAM,IAM00006591,AUTHENTICATION,Unknown,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10581,USER,IAM00009702,IAM,IAM00009702,AUTHENTICATION,Unknown,Medium,LOGIN_FAILED,UNKNOWN,EXACT
EMP12331,USER,IAM00002302,IAM,IAM00002302,AUTHENTICATION,2026-08-28 07:18:26,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10057,USER,IAM00018768,IAM,IAM00018768,AUTHENTICATION,2026-08-21 15:40:21,Low,OTHER,REPAIRED,EXACT
WS-11952,HOST,IAM00019993,IAM,IAM00019993,AUTHENTICATION,2026-08-07 01:13:42,Info,LOGIN_FAILED,UNKNOWN,EXACT
EMP12678,USER,IAM00015368,IAM,IAM00015368,AUTHENTICATION,2026-08-17 01:49:28,Medium,LOGIN_FAILED,UNKNOWN,EXACT
VDR-11421,HOST,IAM00017458,IAM,IAM00017458,AUTHENTICATION,2026-01-08 19:14:00,Low,LOGIN_SUCCESS,VALID,EXACT
EMP10408,USER,IAM00005520,IAM,IAM00005520,AUTHENTICATION,2026-08-10 10:50:23,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10783,HOST,IAM00009331,IAM,IAM00009331,AUTHENTICATION,2026-08-19 17:24:31,Medium,LOGIN_SUCCESS,VALID,EXACT
VDR-11660,HOST,IAM00009187,IAM,IAM00009187,AUTHENTICATION,2026-08-26 01:16:09,Low,LOGIN_FAILED,UNKNOWN,EXACT
LPT-12268,HOST,IAM00010622,IAM,IAM00010622,AUTHENTICATION,2026-08-24 12:03:46,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12972,HOST,IAM00014169,IAM,IAM00014169,AUTHENTICATION,Unknown,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10291,USER,IAM00011261,IAM,IAM00011261,AUTHENTICATION,Unknown,Medium,LOGIN_FAILED,UNKNOWN,EXACT
LPT-11534,HOST,IAM00010374,IAM,IAM00010374,AUTHENTICATION,2026-08-28 14:04:00,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
WS-12176,HOST,IAM00019393,IAM,IAM00019393,AUTHENTICATION,2026-08-21 23:54:24,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12218,HOST,IAM00011137,IAM,IAM00011137,AUTHENTICATION,2026-08-04 06:29:31,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11024,USER,IAM00005582,IAM,IAM00005582,AUTHENTICATION,2026-08-23 00:00:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11523,HOST,IAM00007538,IAM,IAM00007538,AUTHENTICATION,Unknown,High,LOGIN_FAILED,UNKNOWN,EXACT
LPT-11299,HOST,IAM00008871,IAM,IAM00008871,AUTHENTICATION,2026-08-13 00:00:00,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
EMP10296,USER,IAM00012711,IAM,IAM00012711,AUTHENTICATION,2026-09-01 07:42:05,High,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10863,HOST,IAM00010367,IAM,IAM00010367,AUTHENTICATION,2026-08-02 16:37:50,High,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10847,HOST,IAM00018513,IAM,IAM00018513,AUTHENTICATION,2026-09-06 20:30:46,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
LPT-11408,HOST,IAM00012803,IAM,IAM00012803,AUTHENTICATION,2026-08-07 13:03:16,High,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-11112,HOST,IAM00003450,IAM,IAM00003450,AUTHENTICATION,2026-08-03 18:44:45,Low,LOGIN_SUCCESS,VALID,EXACT
LPT-12231,HOST,IAM00009805,IAM,IAM00009805,AUTHENTICATION,2026-08-06 07:40:21,High,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12968,HOST,IAM00006818,IAM,IAM00006818,AUTHENTICATION,2026-08-11 20:32:28,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP12418,USER,IAM00001904,IAM,IAM00001904,AUTHENTICATION,2026-08-31 11:03:41,High,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11554,HOST,IAM00004707,IAM,IAM00004707,AUTHENTICATION,Unknown,Medium,LOGIN_FAILED,UNKNOWN,EXACT
VDR-12450,HOST,IAM00019507,IAM,IAM00019507,AUTHENTICATION,2026-01-09 12:45:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11104,HOST,IAM00019214,IAM,IAM00019214,AUTHENTICATION,2026-09-08 00:00:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10089,HOST,IAM00007912,IAM,IAM00007912,AUTHENTICATION,2026-09-01 19:06:13,Medium,LOGIN_FAILED,REPAIRED,EXACT
LPT-11281,HOST,IAM00015902,IAM,IAM00015902,AUTHENTICATION,2026-08-29 00:00:00,Low,OTHER,REPAIRED,EXACT
LPT-10112,HOST,IAM00008479,IAM,IAM00008479,AUTHENTICATION,2026-08-15 06:57:11,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12735,HOST,IAM00009376,IAM,IAM00009376,AUTHENTICATION,Unknown,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10160,HOST,IAM00006060,IAM,IAM00006060,AUTHENTICATION,2026-03-08 11:37:00,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-10808,HOST,IAM00008837,IAM,IAM00008837,AUTHENTICATION,2026-08-08 22:48:33,Medium,LOGIN_FAILED,UNKNOWN,EXACT
VDR-10218,HOST,IAM00012506,IAM,IAM00012506,AUTHENTICATION,2026-08-09 00:28:22,Medium,OTHER,IMPUTED,EXACT
VDR-10457,HOST,IAM00001696,IAM,IAM00001696,AUTHENTICATION,2026-08-23 15:31:00,Info,LOGIN_FAILED,REPAIRED,EXACT
EMP10052,USER,IAM00015163,IAM,IAM00015163,AUTHENTICATION,2026-08-29 13:12:00,Low,OTHER,UNKNOWN,EXACT
LPT-11668,HOST,IAM00008013,IAM,IAM00008013,AUTHENTICATION,Unknown,Info,LOGIN_FAILED,UNKNOWN,EXACT
LPT-10679,HOST,IAM00017108,IAM,IAM00017108,AUTHENTICATION,2026-08-09 06:01:03,Info,LOGIN_FAILED,IMPUTED,EXACT
WS-11749,HOST,IAM00015033,IAM,IAM00015033,AUTHENTICATION,Unknown,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10063,USER,IAM00013827,IAM,IAM00013827,AUTHENTICATION,2026-09-07 13:43:57,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
EMP11241,USER,IAM00008657,IAM,IAM00008657,AUTHENTICATION,2026-09-07 11:05:19,Medium,LOGIN_SUCCESS,VALID,EXACT
WS-10369,HOST,IAM00011396,IAM,IAM00011396,AUTHENTICATION,2026-06-09 00:00:00,Info,OTHER,IMPUTED,EXACT
WS-12988,HOST,IAM00016136,IAM,IAM00016136,AUTHENTICATION,2026-08-22 17:38:21,Medium,LOGIN_FAILED,VALID,EXACT
WS-11053,HOST,IAM00005627,IAM,IAM00005627,AUTHENTICATION,2026-08-28 03:08:16,High,LOGIN_FAILED,VALID,EXACT
EMP11226,USER,IAM00008391,IAM,IAM00008391,AUTHENTICATION,2026-09-04 14:33:57,Info,OTHER,UNKNOWN,EXACT
EMP12895,USER,IAM00009838,IAM,IAM00009838,AUTHENTICATION,2026-08-22 00:00:00,High,LOGIN_FAILED,REPAIRED,EXACT
VDR-11912,HOST,IAM00011983,IAM,IAM00011983,AUTHENTICATION,2026-01-08 08:34:00,High,LOGIN_SUCCESS,VALID,EXACT
LPT-11146,HOST,IAM00000261,IAM,IAM00000261,AUTHENTICATION,2026-08-06 18:29:28,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10807,HOST,IAM00004994,IAM,IAM00004994,AUTHENTICATION,2026-09-04 11:52:58,Medium,LOGIN_FAILED,REPAIRED,EXACT
LPT-12805,HOST,IAM00001425,IAM,IAM00001425,AUTHENTICATION,2026-08-18 17:31:00,High,LOGIN_FAILED,UNKNOWN,EXACT
EMP12113,USER,IAM00016958,IAM,IAM00016958,AUTHENTICATION,Unknown,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12890,HOST,IAM00008677,IAM,IAM00008677,AUTHENTICATION,2026-11-08 00:00:00,Low,LOGIN_SUCCESS,VALID,EXACT
VDR-10096,HOST,IAM00006461,IAM,IAM00006461,AUTHENTICATION,2026-01-08 00:00:00,Low,LOGIN_FAILED,UNKNOWN,EXACT
VDR-12814,HOST,IAM00001881,IAM,IAM00001881,AUTHENTICATION,2026-08-14 12:48:36,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12158,HOST,IAM00012417,IAM,IAM00012417,AUTHENTICATION,2026-08-07 04:20:11,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12688,HOST,IAM00011653,IAM,IAM00011653,AUTHENTICATION,2026-08-27 06:51:25,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP12418,USER,IAM00010643,IAM,IAM00010643,AUTHENTICATION,2026-08-13 00:00:00,Medium,LOGIN_SUCCESS,VALID,EXACT
EMP10408,USER,IAM00002840,IAM,IAM00002840,AUTHENTICATION,2026-08-16 23:21:00,Low,LOGIN_SUCCESS,VALID,EXACT
EMP12113,USER,IAM00011738,IAM,IAM00011738,AUTHENTICATION,2026-08-22 20:48:00,Info,LOGIN_FAILED,REPAIRED,EXACT
EMP10251,USER,IAM00012615,IAM,IAM00012615,AUTHENTICATION,2026-08-07 00:00:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10270,HOST,IAM00017141,IAM,IAM00017141,AUTHENTICATION,2026-08-28 22:15:14,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-12368,HOST,IAM00006889,IAM,IAM00006889,AUTHENTICATION,2026-08-05 21:36:17,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP12776,USER,IAM00008135,IAM,IAM00008135,AUTHENTICATION,2026-08-10 06:22:45,Medium,LOGIN_SUCCESS,VALID,EXACT
EMP12083,USER,IAM00000834,IAM,IAM00000834,AUTHENTICATION,2026-08-01 16:24:53,High,LOGIN_SUCCESS,REPAIRED,EXACT
EMP12258,USER,IAM00012343,IAM,IAM00012343,AUTHENTICATION,2026-09-09 22:03:50,Medium,LOGIN_FAILED,REPAIRED,EXACT
VDR-10165,HOST,IAM00012327,IAM,IAM00012327,AUTHENTICATION,2026-08-27 17:28:43,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
WS-11364,HOST,IAM00005615,IAM,IAM00005615,AUTHENTICATION,2026-08-11 14:01:13,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10670,HOST,IAM00007869,IAM,IAM00007869,AUTHENTICATION,2026-08-10 12:33:45,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
EMP10781,USER,IAM00008276,IAM,IAM00008276,AUTHENTICATION,2026-08-10 00:00:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
LPT-11668,HOST,IAM00002776,IAM,IAM00002776,AUTHENTICATION,2026-08-15 22:54:00,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12748,HOST,IAM00009696,IAM,IAM00009696,AUTHENTICATION,2026-08-08 06:38:53,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11708,HOST,IAM00013703,IAM,IAM00013703,AUTHENTICATION,2026-08-03 15:38:19,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10576,HOST,IAM00009850,IAM,IAM00009850,AUTHENTICATION,2026-08-19 10:32:52,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10519,USER,IAM00015947,IAM,IAM00015947,AUTHENTICATION,2026-08-01 18:21:54,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-12753,HOST,IAM00003717,IAM,IAM00003717,AUTHENTICATION,2026-08-31 00:00:00,Low,OTHER,UNKNOWN,EXACT
LPT-11990,HOST,IAM00000367,IAM,IAM00000367,AUTHENTICATION,Unknown,High,LOGIN_FAILED,UNKNOWN,EXACT
WS-11064,HOST,IAM00007571,IAM,IAM00007571,AUTHENTICATION,2026-08-29 06:03:36,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10723,HOST,IAM00017637,IAM,IAM00017637,AUTHENTICATION,2026-08-19 00:23:34,High,LOGIN_SUCCESS,REPAIRED,EXACT
EMP12067,USER,IAM00013103,IAM,IAM00013103,AUTHENTICATION,2026-08-27 02:08:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
WS-10324,HOST,IAM00008626,IAM,IAM00008626,AUTHENTICATION,2026-08-27 19:50:19,Medium,OTHER,UNKNOWN,EXACT
LPT-12877,HOST,IAM00004722,IAM,IAM00004722,AUTHENTICATION,2026-08-05 00:00:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11993,HOST,IAM00009806,IAM,IAM00009806,AUTHENTICATION,2026-09-02 03:29:37,Low,OTHER,REPAIRED,EXACT
VDR-12420,HOST,IAM00003598,IAM,IAM00003598,AUTHENTICATION,2026-08-10 14:29:20,Low,OTHER,UNKNOWN,EXACT
WS-11835,HOST,IAM00019754,IAM,IAM00019754,AUTHENTICATION,2026-09-05 05:05:52,Medium,LOGIN_FAILED,UNKNOWN,EXACT
VDR-11210,HOST,IAM00006994,IAM,IAM00006994,AUTHENTICATION,Unknown,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10271,HOST,IAM00006820,IAM,IAM00006820,AUTHENTICATION,2026-01-09 01:56:00,Low,LOGIN_FAILED,UNKNOWN,EXACT
WS-10493,HOST,IAM00010086,IAM,IAM00010086,AUTHENTICATION,Unknown,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12766,HOST,IAM00016724,IAM,IAM00016724,AUTHENTICATION,2026-09-04 15:50:12,Medium,LOGIN_SUCCESS,VALID,EXACT
LPT-10525,HOST,IAM00005055,IAM,IAM00005055,AUTHENTICATION,Unknown,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10087,HOST,IAM00007304,IAM,IAM00007304,AUTHENTICATION,Unknown,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP12418,USER,IAM00014100,IAM,IAM00014100,AUTHENTICATION,2026-08-23 23:03:06,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11763,USER,IAM00013405,IAM,IAM00013405,AUTHENTICATION,2026-08-28 07:57:15,High,LOGIN_FAILED,VALID,EXACT
WS-12931,HOST,IAM00015514,IAM,IAM00015514,AUTHENTICATION,2026-08-19 14:35:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
