entity_id,entity_type,outlier_dimension_count,active_dimensions,auth_zscore,network_zscore,endpoint_zscore,off_hours_zscore,multi_dimension_outlier_score,outlier_confidence,is_multi_dimensional_outlier
ws-12343,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11202.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10001,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
lpt-10067,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-12735.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12272.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_11508,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10029,HOST,1,ENDPOINT,0.0,2.0,6.0,0.0,2.6,0.65,False
LPT-10101,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
vdr-10608,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
VDR-10282.corp.local,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
WS-10675,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
LPT-12111.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10781.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-10513,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-11840.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12678,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
VDR-12173.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-12581,HOST,1,ENDPOINT,0.0,2.0,3.0,0.0,1.7,0.65,False
VDR-11946.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-12036.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12106,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
LPT-12326,HOST,0,NONE,0.0,0.0,2.0,0.0,0.6,0.5,False
LPT-10965,HOST,0,NONE,0.0,1.0,2.0,0.0,1.0,0.5,False
WS-12264.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10535,HOST,0,NONE,0.0,2.0,1.0,0.0,1.1,0.5,False
vdr-11411,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11271,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
WS-11667,HOST,0,NONE,0.0,1.0,2.0,0.0,1.0,0.5,False
VDR-12940,HOST,1,FIREWALL_DENY,0.0,4.0,1.0,0.0,1.9,0.65,False
ws-10524,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-10592,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_11236,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12270,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
LPT-11276.corp.local,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
VDR-12384,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
VDR-12453.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_10083,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
vdr-12336,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
WS-12544,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
WS_11851,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12562,HOST,0,NONE,0.0,0.0,2.0,0.0,0.6,0.5,False
lpt-12252,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-10159,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-11014,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-12746.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-10698.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-10291,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11477.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11299.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_10045,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10743,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
WS-11715.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10668.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10230,HOST,0,NONE,0.0,2.0,1.0,0.0,1.1,0.5,False
lpt-12481,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11523,HOST,1,ENDPOINT,0.0,2.0,3.0,0.0,1.7,0.65,False
WS_11823,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-10527,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12613,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
LPT-12586.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11708,HOST,1,ENDPOINT,0.0,2.0,6.0,0.0,2.6,0.65,False
LPT-12954,HOST,0,NONE,0.0,2.0,1.0,0.0,1.1,0.5,False
WS-10617,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
VDR-12725,HOST,1,FIREWALL_DENY,0.0,4.0,2.0,0.0,2.2,0.65,False
vdr-10071,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-10679,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-12913,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
lpt-11511,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10804,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
VDR-11549.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12471.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-12214,HOST,1,FIREWALL_DENY,0.0,4.0,2.0,0.0,2.2,0.65,False
WS-11564,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
lpt-12263,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT_12704,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_11740,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-12874,HOST,1,ENDPOINT,0.0,2.0,4.0,0.0,2.0,0.65,False
VDR-10736.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-11853,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
WS_12179,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-12912,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
LPT_12645,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11568.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11912.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS_11529,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12280,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
LPT-11918,HOST,0,NONE,0.0,1.0,2.0,0.0,1.0,0.5,False
ws-10450,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
LPT-12103,HOST,0,NONE,0.0,2.0,1.0,0.0,1.1,0.5,False
LPT-11057.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-12733,HOST,0,NONE,0.0,2.0,1.0,0.0,1.1,0.5,False
LPT-12382.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-12162,HOST,1,ENDPOINT,0.0,0.0,5.0,0.0,1.5,0.65,False
ws-12125,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12431,HOST,1,ENDPOINT,0.0,0.0,3.0,0.0,0.9,0.65,False
VDR-10611,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10706,HOST,1,FIREWALL_DENY,0.0,3.0,2.0,0.0,1.8,0.65,False
VDR-10353,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
WS_11819,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-12555,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11756,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
ws-12673,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-11874,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-12102,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-11616.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
vdr-12776,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12892,HOST,1,ENDPOINT,0.0,2.0,5.0,0.0,2.3,0.65,False
LPT-11319,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
WS-10971,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
WS-10225.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
ws-12515,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-10654,HOST,1,ENDPOINT,0.0,2.0,3.0,0.0,1.7,0.65,False
ws-11460,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11465,HOST,0,NONE,0.0,2.0,1.0,0.0,1.1,0.5,False
LPT_10676,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-10229,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10157.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-12611.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
ws-12828,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10124.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_12097,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_10682,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11869,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
WS_10281,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12618,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,3.0,3.0,0.0,2.1,0.8,True
lpt-12530,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
LPT-12911,HOST,1,ENDPOINT,0.0,0.0,5.0,0.0,1.5,0.65,False
LPT-11489.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10909.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12768,HOST,1,ENDPOINT,0.0,2.0,3.0,0.0,1.7,0.65,False
ws-11252,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11708.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-11893,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11899,HOST,0,NONE,0.0,2.0,1.0,0.0,1.1,0.5,False
vdr-10164,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_10145,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-10518.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-11931,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
WS-11722.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11965,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
VDR-12543,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
LPT-10525,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
WS-11089.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR_11964,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-10529,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
WS-12112.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_11539,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11477,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
VDR-11557.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-12936,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR_12560,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-10701,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-12082.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT_10709,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-10648,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-11003,HOST,1,ENDPOINT,0.0,0.0,4.0,0.0,1.2,0.65,False
LPT_11572,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_12373,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-12889,HOST,1,ENDPOINT,0.0,0.0,4.0,0.0,1.2,0.65,False
lpt-12522,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-11618,HOST,0,NONE,0.0,0.0,2.0,0.0,0.6,0.5,False
WS_10829,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_12577,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
lpt-12253,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-10322,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
WS-11241,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,4.0,3.0,0.0,2.5,0.8,True
VDR-12451,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,4.0,4.0,0.0,2.8,0.8,True
VDR-12624,HOST,0,NONE,0.0,1.0,2.0,0.0,1.0,0.5,False
VDR-11585,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
LPT-12524,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-11631,HOST,1,ENDPOINT,0.0,2.0,3.0,0.0,1.7,0.65,False
VDR-12789,HOST,0,NONE,0.0,1.0,2.0,0.0,1.0,0.5,False
WS_12878,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_12456,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10367.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11120,HOST,1,FIREWALL_DENY,0.0,3.0,0.0,0.0,1.2,0.65,False
LPT_12973,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-11079.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11388.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10826,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
LPT-11030,HOST,0,NONE,0.0,0.0,2.0,0.0,0.6,0.5,False
VDR-10233.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-12442,HOST,0,NONE,0.0,1.0,2.0,0.0,1.0,0.5,False
WS_11885,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10976,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
VDR_12248,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-12838,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11425.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12053.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11848,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
LPT-11212.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-11505,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10455,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,3.0,5.0,0.0,2.7,0.8,True
VDR-10116.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10835.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-11595.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-11671,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10506,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
ws-11814,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_10460,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_10804,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-12825,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10250,HOST,1,ENDPOINT,0.0,0.0,5.0,0.0,1.5,0.65,False
VDR-11645,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
lpt-11175,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_12202,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_12369,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12122.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-11801,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-11042,HOST,1,ENDPOINT,0.0,2.0,4.0,0.0,2.0,0.65,False
WS_10908,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_11644,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10717,HOST,0,NONE,0.0,1.0,2.0,0.0,1.0,0.5,False
LPT-12609.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-11374,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-10509,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10062,HOST,0,NONE,0.0,0.0,2.0,0.0,0.6,0.5,False
VDR_10659,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-12102.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12488,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
VDR-11933,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
vdr-11666,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
ws-12605,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11237,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
LPT_11977,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
ws-10252,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_11322,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11559.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12183,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
WS-12733.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10278.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10539,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
LPT-12502,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,3.0,5.0,0.0,2.7,0.8,True
ws-12495,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-12488.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-11631.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-12055,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-11245.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_11766,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-10095,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12151.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-12051,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10671.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11284,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
ws-11682,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-10136,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS_10365,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11145,HOST,1,ENDPOINT,0.0,0.0,4.0,0.0,1.2,0.65,False
WS_10774,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10356.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_10647,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_11659,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-10401,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10687,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
lpt-12582,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT_12294,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_11186,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-12885,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_10622,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
vdr-10203,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-12419,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10693,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
WS-12895.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_10454,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11690.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-10970.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11381.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_12919,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_11759,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-12784,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11015,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,4.0,5.0,0.0,3.1,0.8,True
WS-11358,HOST,1,FIREWALL_DENY,0.0,3.0,2.0,0.0,1.8,0.65,False
LPT_10752,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS_12912,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
LPT-11291,HOST,1,FIREWALL_DENY,0.0,3.0,2.0,0.0,1.8,0.65,False
vdr-11971,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-10212,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-10239,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11009,HOST,1,FIREWALL_DENY,0.0,3.0,2.0,0.0,1.8,0.65,False
LPT-12612,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
WS-12306,HOST,0,NONE,0.0,2.0,1.0,0.0,1.1,0.5,False
LPT-12133.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11299,HOST,1,ENDPOINT,0.0,0.0,3.0,0.0,0.9,0.65,False
WS-12818,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
vdr-12519,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_10359,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-12477,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
vdr-11703,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_12441,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_10580,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-10439,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11040,HOST,0,NONE,0.0,0.0,2.0,0.0,0.6,0.5,False
lpt-11151,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10800.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11599.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11702,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
LPT-11114,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
WS-10225,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
lpt-11920,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR_10402,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12286,HOST,0,NONE,0.0,1.0,2.0,0.0,1.0,0.5,False
VDR_11247,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
lpt-11023,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_12740,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-12027,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-10180.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-12220.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-12360,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
LPT-12250,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
LPT-11403,HOST,1,FIREWALL_DENY,0.0,5.0,2.0,0.0,2.6,0.65,False
