source_node,source_type,relationship,target_node,target_type,confidence,provenance
LPT-11714.corp.local,HOST,COMMUNICATED_WITH,192.168.143.163,IP,PROBABLE,Firewall_Logs
WS_11513,HOST,COMMUNICATED_WITH,111.87.252.125,IP,PROBABLE,Firewall_Logs
LPT-12762,HOST,COMMUNICATED_WITH,192.168.136.67,IP,PROBABLE,Firewall_Logs
vdr-12706,HOST,COMMUNICATED_WITH,202.191.33.8,IP,PROBABLE,Firewall_Logs
VDR-12437,HOST,COMMUNICATED_WITH,106.229.255.29,IP,PROBABLE,Firewall_Logs
WS-10417,HOST,COMMUNICATED_WITH,192.168.59.232,IP,PROBABLE,Firewall_Logs
WS-11948,HOST,COMMUNICATED_WITH,172.113.63.136,IP,PROBABLE,Firewall_Logs
LPT-10405,HOST,COMMUNICATED_WITH,172.16.198.163,IP,PROBABLE,Firewall_Logs
WS-11381,HOST,COMMUNICATED_WITH,192.168.97.100,IP,PROBABLE,Firewall_Logs
LPT-12414,HOST,COMMUNICATED_WITH,65.115.45.31,IP,PROBABLE,Firewall_Logs
ws-11390,HOST,COMMUNICATED_WITH,198.100.108.127,IP,PROBABLE,Firewall_Logs
VDR-12131,HOST,COMMUNICATED_WITH,37.197.1.134,IP,PROBABLE,Firewall_Logs
VDR-11951,HOST,COMMUNICATED_WITH,20.59.64.196,IP,PROBABLE,Firewall_Logs
VDR-10886,HOST,COMMUNICATED_WITH,210.203.191.107,IP,PROBABLE,Firewall_Logs
vdr-12058,HOST,COMMUNICATED_WITH,172.16.31.75,IP,PROBABLE,Firewall_Logs
WS-11089.corp.local,HOST,COMMUNICATED_WITH,81.172.228.11,IP,PROBABLE,Firewall_Logs
LPT-10881,HOST,COMMUNICATED_WITH,33.47.104.112,IP,PROBABLE,Firewall_Logs
LPT-10089,HOST,COMMUNICATED_WITH,90.194.26.116,IP,PROBABLE,Firewall_Logs
VDR-12980,HOST,COMMUNICATED_WITH,129.197.116.135,IP,PROBABLE,Firewall_Logs
VDR_10535,HOST,COMMUNICATED_WITH,192.168.119.160,IP,PROBABLE,Firewall_Logs
lpt-10025,HOST,COMMUNICATED_WITH,216.175.196.102,IP,PROBABLE,Firewall_Logs
vdr-11508,HOST,COMMUNICATED_WITH,192.168.51.47,IP,PROBABLE,Firewall_Logs
LPT-10905,HOST,COMMUNICATED_WITH,149.17.53.219,IP,PROBABLE,Firewall_Logs
ws-10137,HOST,COMMUNICATED_WITH,192.168.175.121,IP,PROBABLE,Firewall_Logs
VDR_10922,HOST,COMMUNICATED_WITH,192.168.193.183,IP,PROBABLE,Firewall_Logs
VDR-12630,HOST,COMMUNICATED_WITH,22.20.105.68,IP,PROBABLE,Firewall_Logs
LPT_12539,HOST,COMMUNICATED_WITH,89.117.207.149,IP,PROBABLE,Firewall_Logs
VDR-12148,HOST,COMMUNICATED_WITH,172.16.195.37,IP,PROBABLE,Firewall_Logs
VDR-10889.corp.local,HOST,COMMUNICATED_WITH,132.193.212.208,IP,PROBABLE,Firewall_Logs
WS-11000,HOST,COMMUNICATED_WITH,146.18.112.237,IP,PROBABLE,Firewall_Logs
vdr-11901,HOST,COMMUNICATED_WITH,97.209.147.14,IP,PROBABLE,Firewall_Logs
VDR-12038,HOST,COMMUNICATED_WITH,192.168.42.210,IP,PROBABLE,Firewall_Logs
WS-10579,HOST,COMMUNICATED_WITH,172.16.250.110,IP,PROBABLE,Firewall_Logs
WS-11442,HOST,COMMUNICATED_WITH,192.168.65.117,IP,PROBABLE,Firewall_Logs
VDR-12177,HOST,COMMUNICATED_WITH,41.240.182.182,IP,PROBABLE,Firewall_Logs
LPT-12250,HOST,COMMUNICATED_WITH,20.182.248.8,IP,PROBABLE,Firewall_Logs
VDR-11007,HOST,COMMUNICATED_WITH,192.168.9.122,IP,PROBABLE,Firewall_Logs
VDR-12894,HOST,COMMUNICATED_WITH,192.168.4.34,IP,PROBABLE,Firewall_Logs
LPT-11918,HOST,COMMUNICATED_WITH,172.16.240.77,IP,PROBABLE,Firewall_Logs
LPT-10395.corp.local,HOST,COMMUNICATED_WITH,47.174.228.40,IP,PROBABLE,Firewall_Logs
LPT-12768,HOST,COMMUNICATED_WITH,192.168.80.53,IP,PROBABLE,Firewall_Logs
WS-10453.corp.local,HOST,COMMUNICATED_WITH,99.65.212.100,IP,PROBABLE,Firewall_Logs
WS-12104,HOST,COMMUNICATED_WITH,46.204.103.15,IP,PROBABLE,Firewall_Logs
WS-11315.corp.local,HOST,COMMUNICATED_WITH,172.16.237.161,IP,PROBABLE,Firewall_Logs
WS_11782,HOST,COMMUNICATED_WITH,192.168.221.57,IP,PROBABLE,Firewall_Logs
VDR-11966,HOST,COMMUNICATED_WITH,192.168.89.225,IP,PROBABLE,Firewall_Logs
LPT-10377,HOST,COMMUNICATED_WITH,210.238.231.77,IP,PROBABLE,Firewall_Logs
VDR-12450,HOST,COMMUNICATED_WITH,172.16.9.10,IP,PROBABLE,Firewall_Logs
WS-12295,HOST,COMMUNICATED_WITH,150.87.225.94,IP,PROBABLE,Firewall_Logs
LPT-12871,HOST,COMMUNICATED_WITH,172.16.119.68,IP,PROBABLE,Firewall_Logs
LPT-11162,HOST,COMMUNICATED_WITH,172.16.28.52,IP,PROBABLE,Firewall_Logs
WS-10136,HOST,COMMUNICATED_WITH,213.115.131.243,IP,PROBABLE,Firewall_Logs
VDR-12972,HOST,COMMUNICATED_WITH,196.8.205.149,IP,PROBABLE,Firewall_Logs
VDR-10206,HOST,COMMUNICATED_WITH,192.168.159.123,IP,PROBABLE,Firewall_Logs
VDR-12963,HOST,COMMUNICATED_WITH,222.108.39.110,IP,PROBABLE,Firewall_Logs
VDR-12384,HOST,COMMUNICATED_WITH,172.16.74.185,IP,PROBABLE,Firewall_Logs
WS-11677.corp.local,HOST,COMMUNICATED_WITH,53.25.229.108,IP,PROBABLE,Firewall_Logs
LPT-10750,HOST,COMMUNICATED_WITH,192.168.146.207,IP,PROBABLE,Firewall_Logs
vdr-10387,HOST,COMMUNICATED_WITH,168.195.52.151,IP,PROBABLE,Firewall_Logs
VDR-10010.corp.local,HOST,COMMUNICATED_WITH,168.194.6.50,IP,PROBABLE,Firewall_Logs
WS-11196,HOST,COMMUNICATED_WITH,172.16.58.254,IP,PROBABLE,Firewall_Logs
WS-12003,HOST,COMMUNICATED_WITH,192.168.50.175,IP,PROBABLE,Firewall_Logs
WS-12553,HOST,COMMUNICATED_WITH,192.168.72.105,IP,PROBABLE,Firewall_Logs
WS_10039,HOST,COMMUNICATED_WITH,172.16.59.86,IP,PROBABLE,Firewall_Logs
LPT-12786,HOST,COMMUNICATED_WITH,172.16.233.181,IP,PROBABLE,Firewall_Logs
LPT-11489,HOST,COMMUNICATED_WITH,19.92.25.4,IP,PROBABLE,Firewall_Logs
WS-11827,HOST,COMMUNICATED_WITH,202.49.27.221,IP,PROBABLE,Firewall_Logs
WS-11905,HOST,COMMUNICATED_WITH,133.134.220.221,IP,PROBABLE,Firewall_Logs
LPT-10634,HOST,COMMUNICATED_WITH,61.49.8.70,IP,PROBABLE,Firewall_Logs
VDR-12336,HOST,COMMUNICATED_WITH,172.16.36.232,IP,PROBABLE,Firewall_Logs
vdr-10231,HOST,COMMUNICATED_WITH,136.52.147.104,IP,PROBABLE,Firewall_Logs
VDR-11991,HOST,COMMUNICATED_WITH,192.168.23.138,IP,PROBABLE,Firewall_Logs
LPT-11571,HOST,COMMUNICATED_WITH,168.37.37.103,IP,PROBABLE,Firewall_Logs
VDR-11205,HOST,COMMUNICATED_WITH,172.16.118.53,IP,PROBABLE,Firewall_Logs
WS-10844.corp.local,HOST,COMMUNICATED_WITH,184.61.47.210,IP,PROBABLE,Firewall_Logs
VDR-11596,HOST,COMMUNICATED_WITH,196.80.79.69,IP,PROBABLE,Firewall_Logs
WS-10873,HOST,COMMUNICATED_WITH,31.161.91.88,IP,PROBABLE,Firewall_Logs
VDR_12498,HOST,COMMUNICATED_WITH,172.16.204.99,IP,PROBABLE,Firewall_Logs
ws-12234,HOST,COMMUNICATED_WITH,172.16.201.213,IP,PROBABLE,Firewall_Logs
LPT-11674.corp.local,HOST,COMMUNICATED_WITH,172.16.91.197,IP,PROBABLE,Firewall_Logs
lpt-11762,HOST,COMMUNICATED_WITH,101.51.50.159,IP,PROBABLE,Firewall_Logs
WS-11878,HOST,COMMUNICATED_WITH,188.182.190.130,IP,PROBABLE,Firewall_Logs
WS-10652,HOST,COMMUNICATED_WITH,206.78.249.206,IP,PROBABLE,Firewall_Logs
VDR-12276,HOST,COMMUNICATED_WITH,67.232.89.99,IP,PROBABLE,Firewall_Logs
WS-12401,HOST,COMMUNICATED_WITH,172.16.22.189,IP,PROBABLE,Firewall_Logs
WS-12798,HOST,COMMUNICATED_WITH,112.129.26.246,IP,PROBABLE,Firewall_Logs
ws-11044,HOST,COMMUNICATED_WITH,172.16.35.242,IP,PROBABLE,Firewall_Logs
LPT-12603,HOST,COMMUNICATED_WITH,10.246.23.0,IP,PROBABLE,Firewall_Logs
ws-10526,HOST,COMMUNICATED_WITH,191.244.144.153,IP,PROBABLE,Firewall_Logs
LPT-10227,HOST,COMMUNICATED_WITH,212.0.108.191,IP,PROBABLE,Firewall_Logs
VDR-12480,HOST,COMMUNICATED_WITH,215.236.233.12,IP,PROBABLE,Firewall_Logs
LPT-11501,HOST,COMMUNICATED_WITH,172.16.110.140,IP,PROBABLE,Firewall_Logs
WS-11750.corp.local,HOST,COMMUNICATED_WITH,175.17.157.246,IP,PROBABLE,Firewall_Logs
WS-11084.corp.local,HOST,COMMUNICATED_WITH,90.253.136.145,IP,PROBABLE,Firewall_Logs
VDR-11586,HOST,COMMUNICATED_WITH,177.164.124.159,IP,PROBABLE,Firewall_Logs
VDR-11033,HOST,COMMUNICATED_WITH,192.168.212.209,IP,PROBABLE,Firewall_Logs
lpt-10055,HOST,COMMUNICATED_WITH,172.16.68.177,IP,PROBABLE,Firewall_Logs
vdr-12033,HOST,COMMUNICATED_WITH,172.16.159.188,IP,PROBABLE,Firewall_Logs
VDR-12284,HOST,COMMUNICATED_WITH,161.36.84.164,IP,PROBABLE,Firewall_Logs
LPT-12858,HOST,COMMUNICATED_WITH,72.170.213.229,IP,PROBABLE,Firewall_Logs
WS-10225,HOST,COMMUNICATED_WITH,34.59.67.55,IP,PROBABLE,Firewall_Logs
LPT-12877,HOST,COMMUNICATED_WITH,13.95.178.76,IP,PROBABLE,Firewall_Logs
WS_12390,HOST,COMMUNICATED_WITH,212.89.29.205,IP,PROBABLE,Firewall_Logs
VDR-12386,HOST,COMMUNICATED_WITH,192.168.6.241,IP,PROBABLE,Firewall_Logs
vdr-11557,HOST,COMMUNICATED_WITH,126.60.33.171,IP,PROBABLE,Firewall_Logs
LPT-10217,HOST,COMMUNICATED_WITH,172.16.39.236,IP,PROBABLE,Firewall_Logs
VDR-10658,HOST,COMMUNICATED_WITH,172.16.178.19,IP,PROBABLE,Firewall_Logs
LPT_11917,HOST,COMMUNICATED_WITH,211.38.143.142,IP,PROBABLE,Firewall_Logs
lpt-10771,HOST,COMMUNICATED_WITH,192.168.121.209,IP,PROBABLE,Firewall_Logs
WS-10394,HOST,COMMUNICATED_WITH,172.16.205.225,IP,PROBABLE,Firewall_Logs
vdr-10623,HOST,COMMUNICATED_WITH,113.171.162.128,IP,PROBABLE,Firewall_Logs
lpt-10921,HOST,COMMUNICATED_WITH,155.217.35.154,IP,PROBABLE,Firewall_Logs
VDR-10605.corp.local,HOST,COMMUNICATED_WITH,66.198.49.123,IP,PROBABLE,Firewall_Logs
WS-11553,HOST,COMMUNICATED_WITH,114.16.64.198,IP,PROBABLE,Firewall_Logs
LPT-10106,HOST,COMMUNICATED_WITH,200.71.201.97,IP,PROBABLE,Firewall_Logs
VDR-10867,HOST,COMMUNICATED_WITH,172.16.59.239,IP,PROBABLE,Firewall_Logs
WS-11026,HOST,COMMUNICATED_WITH,84.2.191.122,IP,PROBABLE,Firewall_Logs
VDR-11697,HOST,COMMUNICATED_WITH,37.217.99.249,IP,PROBABLE,Firewall_Logs
WS-11076,HOST,COMMUNICATED_WITH,172.16.33.17,IP,PROBABLE,Firewall_Logs
VDR-12123,HOST,COMMUNICATED_WITH,10.196.106.0,IP,PROBABLE,Firewall_Logs
WS-11730,HOST,COMMUNICATED_WITH,172.16.32.117,IP,PROBABLE,Firewall_Logs
WS-12686,HOST,COMMUNICATED_WITH,26.121.160.109,IP,PROBABLE,Firewall_Logs
LPT-11254,HOST,COMMUNICATED_WITH,158.129.153.247,IP,PROBABLE,Firewall_Logs
WS-12317,HOST,COMMUNICATED_WITH,192.168.44.119,IP,PROBABLE,Firewall_Logs
WS-11743,HOST,COMMUNICATED_WITH,152.5.61.161,IP,PROBABLE,Firewall_Logs
VDR-11236,HOST,COMMUNICATED_WITH,202.213.128.226,IP,PROBABLE,Firewall_Logs
LPT-11662,HOST,COMMUNICATED_WITH,75.32.34.112,IP,PROBABLE,Firewall_Logs
VDR-11377.corp.local,HOST,COMMUNICATED_WITH,92.23.19.230,IP,PROBABLE,Firewall_Logs
WS_10352,HOST,COMMUNICATED_WITH,89.171.88.202,IP,PROBABLE,Firewall_Logs
VDR-10613,HOST,COMMUNICATED_WITH,215.202.185.117,IP,PROBABLE,Firewall_Logs
WS-10876,HOST,COMMUNICATED_WITH,172.16.246.245,IP,PROBABLE,Firewall_Logs
ws-11595,HOST,COMMUNICATED_WITH,93.203.201.92,IP,PROBABLE,Firewall_Logs
ws-12082,HOST,COMMUNICATED_WITH,200.91.130.140,IP,PROBABLE,Firewall_Logs
LPT-10881.corp.local,HOST,COMMUNICATED_WITH,220.169.244.144,IP,PROBABLE,Firewall_Logs
VDR-11772,HOST,COMMUNICATED_WITH,165.104.145.76,IP,PROBABLE,Firewall_Logs
WS_12866,HOST,COMMUNICATED_WITH,192.168.37.242,IP,PROBABLE,Firewall_Logs
WS-12929,HOST,COMMUNICATED_WITH,194.230.178.183,IP,PROBABLE,Firewall_Logs
LPT_11891,HOST,COMMUNICATED_WITH,215.155.48.130,IP,PROBABLE,Firewall_Logs
WS-12679,HOST,COMMUNICATED_WITH,172.16.225.177,IP,PROBABLE,Firewall_Logs
LPT-12718,HOST,COMMUNICATED_WITH,133.155.206.213,IP,PROBABLE,Firewall_Logs
LPT-12620,HOST,COMMUNICATED_WITH,192.168.90.37,IP,PROBABLE,Firewall_Logs
LPT-11881,HOST,COMMUNICATED_WITH,192.168.195.202,IP,PROBABLE,Firewall_Logs
WS-11860,HOST,COMMUNICATED_WITH,26.234.67.105,IP,PROBABLE,Firewall_Logs
WS-11540,HOST,COMMUNICATED_WITH,192.168.153.109,IP,PROBABLE,Firewall_Logs
VDR-10623,HOST,COMMUNICATED_WITH,192.168.159.232,IP,PROBABLE,Firewall_Logs
LPT-12747,HOST,COMMUNICATED_WITH,172.16.160.67,IP,PROBABLE,Firewall_Logs
WS-12246,HOST,COMMUNICATED_WITH,12.88.9.78,IP,PROBABLE,Firewall_Logs
LPT-10872,HOST,COMMUNICATED_WITH,172.16.183.148,IP,PROBABLE,Firewall_Logs
VDR-10527,HOST,COMMUNICATED_WITH,192.168.41.5,IP,PROBABLE,Firewall_Logs
LPT-11335,HOST,COMMUNICATED_WITH,48.74.102.131,IP,PROBABLE,Firewall_Logs
LPT-12574,HOST,COMMUNICATED_WITH,192.168.149.237,IP,PROBABLE,Firewall_Logs
WS-12711,HOST,COMMUNICATED_WITH,169.35.230.166,IP,PROBABLE,Firewall_Logs
WS-10325,HOST,COMMUNICATED_WITH,42.212.213.62,IP,PROBABLE,Firewall_Logs
lpt-10496,HOST,COMMUNICATED_WITH,172.16.226.71,IP,PROBABLE,Firewall_Logs
WS-10313,HOST,COMMUNICATED_WITH,172.16.158.206,IP,PROBABLE,Firewall_Logs
WS-11252,HOST,COMMUNICATED_WITH,179.137.53.166,IP,PROBABLE,Firewall_Logs
LPT-10804.corp.local,HOST,COMMUNICATED_WITH,133.181.5.204,IP,PROBABLE,Firewall_Logs
VDR-11602,HOST,COMMUNICATED_WITH,172.16.197.42,IP,PROBABLE,Firewall_Logs
VDR-11157,HOST,COMMUNICATED_WITH,91.122.213.23,IP,PROBABLE,Firewall_Logs
LPT-12382,HOST,COMMUNICATED_WITH,208.93.81.213,IP,PROBABLE,Firewall_Logs
VDR-12856,HOST,COMMUNICATED_WITH,115.151.160.24,IP,PROBABLE,Firewall_Logs
WS-10652,HOST,COMMUNICATED_WITH,192.168.5.1,IP,PROBABLE,Firewall_Logs
VDR-11363,HOST,COMMUNICATED_WITH,115.118.143.214,IP,PROBABLE,Firewall_Logs
vdr-10519,HOST,COMMUNICATED_WITH,54.3.54.124,IP,PROBABLE,Firewall_Logs
LPT-11235,HOST,COMMUNICATED_WITH,172.16.211.99,IP,PROBABLE,Firewall_Logs
LPT_11478,HOST,COMMUNICATED_WITH,32.174.148.234,IP,PROBABLE,Firewall_Logs
WS-11953,HOST,COMMUNICATED_WITH,192.168.84.131,IP,PROBABLE,Firewall_Logs
VDR-11122,HOST,COMMUNICATED_WITH,192.168.199.52,IP,PROBABLE,Firewall_Logs
LPT-10905,HOST,COMMUNICATED_WITH,172.16.179.38,IP,PROBABLE,Firewall_Logs
WS-10908,HOST,COMMUNICATED_WITH,100.186.60.163,IP,PROBABLE,Firewall_Logs
VDR-11773,HOST,COMMUNICATED_WITH,187.156.97.101,IP,PROBABLE,Firewall_Logs
WS-10512,HOST,COMMUNICATED_WITH,10.32.124.0,IP,PROBABLE,Firewall_Logs
VDR-11482,HOST,COMMUNICATED_WITH,172.16.110.31,IP,PROBABLE,Firewall_Logs
LPT_12690,HOST,COMMUNICATED_WITH,172.16.174.248,IP,PROBABLE,Firewall_Logs
vdr-10354,HOST,COMMUNICATED_WITH,172.16.126.249,IP,PROBABLE,Firewall_Logs
VDR-11586,HOST,COMMUNICATED_WITH,41.0.185.3,IP,PROBABLE,Firewall_Logs
VDR-12130.corp.local,HOST,COMMUNICATED_WITH,150.144.106.132,IP,PROBABLE,Firewall_Logs
VDR-12610,HOST,COMMUNICATED_WITH,97.200.74.62,IP,PROBABLE,Firewall_Logs
WS-12468,HOST,COMMUNICATED_WITH,91.58.2.169,IP,PROBABLE,Firewall_Logs
VDR-11494,HOST,COMMUNICATED_WITH,20.22.165.67,IP,PROBABLE,Firewall_Logs
LPT_12169,HOST,COMMUNICATED_WITH,192.168.98.171,IP,PROBABLE,Firewall_Logs
VDR-10533.corp.local,HOST,COMMUNICATED_WITH,172.16.223.126,IP,PROBABLE,Firewall_Logs
VDR-12395,HOST,COMMUNICATED_WITH,172.16.226.68,IP,PROBABLE,Firewall_Logs
LPT-11619,HOST,COMMUNICATED_WITH,212.114.73.148,IP,PROBABLE,Firewall_Logs
LPT-10753.corp.local,HOST,COMMUNICATED_WITH,61.133.18.64,IP,PROBABLE,Firewall_Logs
LPT-10905,HOST,COMMUNICATED_WITH,10.10.108.0,IP,PROBABLE,Firewall_Logs
WS-11535,HOST,COMMUNICATED_WITH,172.16.192.44,IP,PROBABLE,Firewall_Logs
WS-10876,HOST,COMMUNICATED_WITH,127.9.61.110,IP,PROBABLE,Firewall_Logs
WS-12950,HOST,COMMUNICATED_WITH,172.16.194.110,IP,PROBABLE,Firewall_Logs
WS-11590,HOST,COMMUNICATED_WITH,172.16.182.83,IP,PROBABLE,Firewall_Logs
WS-12262,HOST,COMMUNICATED_WITH,172.16.16.110,IP,PROBABLE,Firewall_Logs
VDR-11962,HOST,COMMUNICATED_WITH,182.72.49.92,IP,PROBABLE,Firewall_Logs
WS-10370,HOST,COMMUNICATED_WITH,192.168.202.193,IP,PROBABLE,Firewall_Logs
VDR-12837,HOST,COMMUNICATED_WITH,63.36.198.30,IP,PROBABLE,Firewall_Logs
WS-11245,HOST,COMMUNICATED_WITH,192.168.196.15,IP,PROBABLE,Firewall_Logs
VDR-12437,HOST,COMMUNICATED_WITH,70.86.252.151,IP,PROBABLE,Firewall_Logs
WS-11502,HOST,COMMUNICATED_WITH,97.2.85.147,IP,PROBABLE,Firewall_Logs
LPT-12796,HOST,COMMUNICATED_WITH,172.16.99.221,IP,PROBABLE,Firewall_Logs
VDR_10421,HOST,COMMUNICATED_WITH,172.16.142.131,IP,PROBABLE,Firewall_Logs
LPT-12641,HOST,COMMUNICATED_WITH,192.168.209.42,IP,PROBABLE,Firewall_Logs
WS-10430,HOST,COMMUNICATED_WITH,172.16.48.235,IP,PROBABLE,Firewall_Logs
LPT-10221,HOST,COMMUNICATED_WITH,172.16.248.196,IP,PROBABLE,Firewall_Logs
WS-12981,HOST,COMMUNICATED_WITH,192.168.150.151,IP,PROBABLE,Firewall_Logs
WS-10841,HOST,COMMUNICATED_WITH,46.202.204.194,IP,PROBABLE,Firewall_Logs
ws-12295,HOST,COMMUNICATED_WITH,192.168.76.154,IP,PROBABLE,Firewall_Logs
WS_11308,HOST,COMMUNICATED_WITH,16.64.238.237,IP,PROBABLE,Firewall_Logs
WS-12790,HOST,COMMUNICATED_WITH,192.168.151.148,IP,PROBABLE,Firewall_Logs
ws-11464,HOST,COMMUNICATED_WITH,61.30.154.5,IP,PROBABLE,Firewall_Logs
VDR-11339,HOST,COMMUNICATED_WITH,189.229.37.57,IP,PROBABLE,Firewall_Logs
LPT-12843,HOST,COMMUNICATED_WITH,192.168.9.28,IP,PROBABLE,Firewall_Logs
VDR-10626,HOST,COMMUNICATED_WITH,183.65.179.67,IP,PROBABLE,Firewall_Logs
WS_11706,HOST,COMMUNICATED_WITH,192.168.83.110,IP,PROBABLE,Firewall_Logs
WS-10584,HOST,COMMUNICATED_WITH,169.141.141.16,IP,PROBABLE,Firewall_Logs
LPT-12754,HOST,COMMUNICATED_WITH,172.16.186.188,IP,PROBABLE,Firewall_Logs
VDR-10648,HOST,COMMUNICATED_WITH,192.168.40.91,IP,PROBABLE,Firewall_Logs
WS-12666,HOST,COMMUNICATED_WITH,47.110.226.96,IP,PROBABLE,Firewall_Logs
LPT-10028,HOST,COMMUNICATED_WITH,105.185.95.32,IP,PROBABLE,Firewall_Logs
ws-12623,HOST,COMMUNICATED_WITH,222.30.221.17,IP,PROBABLE,Firewall_Logs
VDR-10031,HOST,COMMUNICATED_WITH,108.211.86.95,IP,PROBABLE,Firewall_Logs
LPT-12754,HOST,COMMUNICATED_WITH,74.60.9.33,IP,PROBABLE,Firewall_Logs
LPT-10122,HOST,COMMUNICATED_WITH,192.168.103.175,IP,PROBABLE,Firewall_Logs
LPT_10141,HOST,COMMUNICATED_WITH,165.140.57.53,IP,PROBABLE,Firewall_Logs
WS-11334,HOST,COMMUNICATED_WITH,192.168.254.97,IP,PROBABLE,Firewall_Logs
VDR-12560,HOST,COMMUNICATED_WITH,152.89.200.168,IP,PROBABLE,Firewall_Logs
LPT-11870,HOST,COMMUNICATED_WITH,192.168.84.175,IP,PROBABLE,Firewall_Logs
VDR-12310,HOST,COMMUNICATED_WITH,172.16.19.108,IP,PROBABLE,Firewall_Logs
LPT-12147,HOST,COMMUNICATED_WITH,172.16.197.65,IP,PROBABLE,Firewall_Logs
ws-12751,HOST,COMMUNICATED_WITH,192.168.249.102,IP,PROBABLE,Firewall_Logs
VDR-12488,HOST,COMMUNICATED_WITH,172.16.107.84,IP,PROBABLE,Firewall_Logs
ws-11860,HOST,COMMUNICATED_WITH,192.168.125.55,IP,PROBABLE,Firewall_Logs
LPT-12250,HOST,COMMUNICATED_WITH,32.184.152.184,IP,PROBABLE,Firewall_Logs
WS-12290,HOST,COMMUNICATED_WITH,135.230.238.75,IP,PROBABLE,Firewall_Logs
VDR-10930,HOST,COMMUNICATED_WITH,192.168.149.64,IP,PROBABLE,Firewall_Logs
VDR_11087,HOST,COMMUNICATED_WITH,192.168.186.174,IP,PROBABLE,Firewall_Logs
ws-10918,HOST,COMMUNICATED_WITH,192.168.63.31,IP,PROBABLE,Firewall_Logs
WS-11051,HOST,COMMUNICATED_WITH,192.168.139.168,IP,PROBABLE,Firewall_Logs
WS-12267.corp.local,HOST,COMMUNICATED_WITH,130.39.6.214,IP,PROBABLE,Firewall_Logs
VDR-10406,HOST,COMMUNICATED_WITH,192.168.83.166,IP,PROBABLE,Firewall_Logs
WS-10213,HOST,COMMUNICATED_WITH,128.143.166.151,IP,PROBABLE,Firewall_Logs
WS-12915.corp.local,HOST,COMMUNICATED_WITH,192.168.169.161,IP,PROBABLE,Firewall_Logs
LPT-11409,HOST,COMMUNICATED_WITH,172.16.119.83,IP,PROBABLE,Firewall_Logs
LPT-11258.corp.local,HOST,COMMUNICATED_WITH,44.242.54.228,IP,PROBABLE,Firewall_Logs
WS-11395,HOST,COMMUNICATED_WITH,172.16.221.82,IP,PROBABLE,Firewall_Logs
VDR-10209,HOST,COMMUNICATED_WITH,172.16.237.183,IP,PROBABLE,Firewall_Logs
WS_12485,HOST,COMMUNICATED_WITH,10.141.42.0,IP,PROBABLE,Firewall_Logs
LPT-10987,HOST,COMMUNICATED_WITH,152.188.151.217,IP,PROBABLE,Firewall_Logs
LPT-11775.corp.local,HOST,COMMUNICATED_WITH,129.160.255.183,IP,PROBABLE,Firewall_Logs
LPT-11062,HOST,COMMUNICATED_WITH,139.91.98.113,IP,PROBABLE,Firewall_Logs
VDR-12480.corp.local,HOST,COMMUNICATED_WITH,172.16.234.71,IP,PROBABLE,Firewall_Logs
WS-12018,HOST,COMMUNICATED_WITH,95.115.18.188,IP,PROBABLE,Firewall_Logs
VDR-12325,HOST,COMMUNICATED_WITH,192.168.35.235,IP,PROBABLE,Firewall_Logs
LPT-10384,HOST,COMMUNICATED_WITH,172.16.22.32,IP,PROBABLE,Firewall_Logs
VDR-12841,HOST,COMMUNICATED_WITH,140.238.17.123,IP,PROBABLE,Firewall_Logs
VDR-11032,HOST,COMMUNICATED_WITH,206.204.181.239,IP,PROBABLE,Firewall_Logs
VDR_11167,HOST,COMMUNICATED_WITH,205.115.9.69,IP,PROBABLE,Firewall_Logs
WS-11761,HOST,COMMUNICATED_WITH,192.168.235.222,IP,PROBABLE,Firewall_Logs
LPT-12566,HOST,COMMUNICATED_WITH,172.16.103.38,IP,PROBABLE,Firewall_Logs
WS-12081,HOST,COMMUNICATED_WITH,20.91.22.254,IP,PROBABLE,Firewall_Logs
VDR-12771,HOST,COMMUNICATED_WITH,71.18.221.26,IP,PROBABLE,Firewall_Logs
VDR-12358,HOST,COMMUNICATED_WITH,57.64.90.242,IP,PROBABLE,Firewall_Logs
WS_12120,HOST,COMMUNICATED_WITH,192.168.149.94,IP,PROBABLE,Firewall_Logs
LPT-12326.corp.local,HOST,COMMUNICATED_WITH,172.16.250.167,IP,PROBABLE,Firewall_Logs
LPT-10551,HOST,COMMUNICATED_WITH,172.16.93.196,IP,PROBABLE,Firewall_Logs
LPT-10227.corp.local,HOST,COMMUNICATED_WITH,172.16.131.209,IP,PROBABLE,Firewall_Logs
LPT-10753,HOST,COMMUNICATED_WITH,172.16.110.244,IP,PROBABLE,Firewall_Logs
VDR-11021,HOST,COMMUNICATED_WITH,192.168.204.163,IP,PROBABLE,Firewall_Logs
LPT-11680,HOST,COMMUNICATED_WITH,14.46.52.9,IP,PROBABLE,Firewall_Logs
VDR-12738,HOST,COMMUNICATED_WITH,216.236.12.74,IP,PROBABLE,Firewall_Logs
VDR-10340,HOST,COMMUNICATED_WITH,192.168.26.43,IP,PROBABLE,Firewall_Logs
LPT-11016,HOST,COMMUNICATED_WITH,119.88.172.254,IP,PROBABLE,Firewall_Logs
VDR-10402,HOST,COMMUNICATED_WITH,192.168.135.182,IP,PROBABLE,Firewall_Logs
VDR-12963,HOST,COMMUNICATED_WITH,172.16.99.90,IP,PROBABLE,Firewall_Logs
WS-10764,HOST,COMMUNICATED_WITH,22.85.11.111,IP,PROBABLE,Firewall_Logs
