node_id,node_type,label,department,status,source_dataset,source_record_id
SID247567,SESSION,SID247567,Unknown,Active,canonical_sessions,SID247567
SID469983,SESSION,SID469983,Unknown,Active,canonical_sessions,SID469983
SID828341,SESSION,SID828341,Unknown,Active,canonical_sessions,SID828341
SID895001,SESSION,SID895001,Unknown,Active,canonical_sessions,SID895001
SID450984,SESSION,SID450984,Unknown,Active,canonical_sessions,SID450984
SID105161,SESSION,SID105161,Unknown,Active,canonical_sessions,SID105161
SID418198,SESSION,SID418198,Unknown,Active,canonical_sessions,SID418198
SID940851,SESSION,SID940851,Unknown,Active,canonical_sessions,SID940851
SID-184973,SESSION,SID-184973,Unknown,Active,canonical_sessions,SID-184973
SID795685,SESSION,SID795685,Unknown,Active,canonical_sessions,SID795685
SID124639,SESSION,SID124639,Unknown,Active,canonical_sessions,SID124639
SID919299,SESSION,SID919299,Unknown,Active,canonical_sessions,SID919299
SID804022,SESSION,SID804022,Unknown,Active,canonical_sessions,SID804022
SID801708,SESSION,SID801708,Unknown,Active,canonical_sessions,SID801708
SID832664,SESSION,SID832664,Unknown,Active,canonical_sessions,SID832664
SID874712,SESSION,SID874712,Unknown,Active,canonical_sessions,SID874712
SID514200,SESSION,SID514200,Unknown,Active,canonical_sessions,SID514200
SID841264,SESSION,SID841264,Unknown,Active,canonical_sessions,SID841264
SID779958,SESSION,SID779958,Unknown,Active,canonical_sessions,SID779958
SID554692,SESSION,SID554692,Unknown,Active,canonical_sessions,SID554692
SID701308,SESSION,SID701308,Unknown,Active,canonical_sessions,SID701308
SID-443163,SESSION,SID-443163,Unknown,Active,canonical_sessions,SID-443163
SID598343,SESSION,SID598343,Unknown,Active,canonical_sessions,SID598343
SID-154993,SESSION,SID-154993,Unknown,Active,canonical_sessions,SID-154993
SID368980,SESSION,SID368980,Unknown,Active,canonical_sessions,SID368980
SID458995,SESSION,SID458995,Unknown,Active,canonical_sessions,SID458995
SID563937,SESSION,SID563937,Unknown,Active,canonical_sessions,SID563937
sid952309,SESSION,sid952309,Unknown,Active,canonical_sessions,sid952309
SID619764,SESSION,SID619764,Unknown,Active,canonical_sessions,SID619764
SID386230,SESSION,SID386230,Unknown,Active,canonical_sessions,SID386230
SID854517,SESSION,SID854517,Unknown,Active,canonical_sessions,SID854517
SID255935,SESSION,SID255935,Unknown,Active,canonical_sessions,SID255935
SID-137309,SESSION,SID-137309,Unknown,Active,canonical_sessions,SID-137309
SID558210,SESSION,SID558210,Unknown,Active,canonical_sessions,SID558210
SID931157,SESSION,SID931157,Unknown,Active,canonical_sessions,SID931157
SID823526,SESSION,SID823526,Unknown,Active,canonical_sessions,SID823526
SID109549,SESSION,SID109549,Unknown,Active,canonical_sessions,SID109549
SID753172,SESSION,SID753172,Unknown,Active,canonical_sessions,SID753172
SID-419554,SESSION,SID-419554,Unknown,Active,canonical_sessions,SID-419554
SID675959,SESSION,SID675959,Unknown,Active,canonical_sessions,SID675959
SID548698,SESSION,SID548698,Unknown,Active,canonical_sessions,SID548698
SID-779772,SESSION,SID-779772,Unknown,Active,canonical_sessions,SID-779772
sid621371,SESSION,sid621371,Unknown,Active,canonical_sessions,sid621371
SID436453,SESSION,SID436453,Unknown,Active,canonical_sessions,SID436453
sid686871,SESSION,sid686871,Unknown,Active,canonical_sessions,sid686871
SID691056,SESSION,SID691056,Unknown,Active,canonical_sessions,SID691056
SID931142,SESSION,SID931142,Unknown,Active,canonical_sessions,SID931142
SID935103,SESSION,SID935103,Unknown,Active,canonical_sessions,SID935103
SID635426,SESSION,SID635426,Unknown,Active,canonical_sessions,SID635426
SID526563,SESSION,SID526563,Unknown,Active,canonical_sessions,SID526563
SID731710,SESSION,SID731710,Unknown,Active,canonical_sessions,SID731710
SID711282,SESSION,SID711282,Unknown,Active,canonical_sessions,SID711282
sid682892,SESSION,sid682892,Unknown,Active,canonical_sessions,sid682892
SID226096,SESSION,SID226096,Unknown,Active,canonical_sessions,SID226096
SID663667,SESSION,SID663667,Unknown,Active,canonical_sessions,SID663667
SID-379814,SESSION,SID-379814,Unknown,Active,canonical_sessions,SID-379814
SID631661,SESSION,SID631661,Unknown,Active,canonical_sessions,SID631661
SID612747,SESSION,SID612747,Unknown,Active,canonical_sessions,SID612747
SID-593660,SESSION,SID-593660,Unknown,Active,canonical_sessions,SID-593660
SID744084,SESSION,SID744084,Unknown,Active,canonical_sessions,SID744084
SID124627,SESSION,SID124627,Unknown,Active,canonical_sessions,SID124627
SID467639,SESSION,SID467639,Unknown,Active,canonical_sessions,SID467639
SID342075,SESSION,SID342075,Unknown,Active,canonical_sessions,SID342075
SID549819,SESSION,SID549819,Unknown,Active,canonical_sessions,SID549819
SID-249777,SESSION,SID-249777,Unknown,Active,canonical_sessions,SID-249777
SID649719,SESSION,SID649719,Unknown,Active,canonical_sessions,SID649719
SID752871,SESSION,SID752871,Unknown,Active,canonical_sessions,SID752871
SID111705,SESSION,SID111705,Unknown,Active,canonical_sessions,SID111705
SID837985,SESSION,SID837985,Unknown,Active,canonical_sessions,SID837985
SID195444,SESSION,SID195444,Unknown,Active,canonical_sessions,SID195444
SID492908,SESSION,SID492908,Unknown,Active,canonical_sessions,SID492908
SID849845,SESSION,SID849845,Unknown,Active,canonical_sessions,SID849845
SID760585,SESSION,SID760585,Unknown,Active,canonical_sessions,SID760585
SID452551,SESSION,SID452551,Unknown,Active,canonical_sessions,SID452551
SID962666,SESSION,SID962666,Unknown,Active,canonical_sessions,SID962666
SID556638,SESSION,SID556638,Unknown,Active,canonical_sessions,SID556638
SID735065,SESSION,SID735065,Unknown,Active,canonical_sessions,SID735065
SID588576,SESSION,SID588576,Unknown,Active,canonical_sessions,SID588576
SID-916557,SESSION,SID-916557,Unknown,Active,canonical_sessions,SID-916557
SID174829,SESSION,SID174829,Unknown,Active,canonical_sessions,SID174829
SID611521,SESSION,SID611521,Unknown,Active,canonical_sessions,SID611521
SID680727,SESSION,SID680727,Unknown,Active,canonical_sessions,SID680727
SID511110,SESSION,SID511110,Unknown,Active,canonical_sessions,SID511110
sid390681,SESSION,sid390681,Unknown,Active,canonical_sessions,sid390681
SID938322,SESSION,SID938322,Unknown,Active,canonical_sessions,SID938322
SID489273,SESSION,SID489273,Unknown,Active,canonical_sessions,SID489273
SID914425,SESSION,SID914425,Unknown,Active,canonical_sessions,SID914425
SID699990,SESSION,SID699990,Unknown,Active,canonical_sessions,SID699990
SID190436,SESSION,SID190436,Unknown,Active,canonical_sessions,SID190436
SID333548,SESSION,SID333548,Unknown,Active,canonical_sessions,SID333548
sid242697,SESSION,sid242697,Unknown,Active,canonical_sessions,sid242697
SID-144760,SESSION,SID-144760,Unknown,Active,canonical_sessions,SID-144760
SID328382,SESSION,SID328382,Unknown,Active,canonical_sessions,SID328382
SID-261670,SESSION,SID-261670,Unknown,Active,canonical_sessions,SID-261670
SID287993,SESSION,SID287993,Unknown,Active,canonical_sessions,SID287993
SID248763,SESSION,SID248763,Unknown,Active,canonical_sessions,SID248763
SID381737,SESSION,SID381737,Unknown,Active,canonical_sessions,SID381737
SID618628,SESSION,SID618628,Unknown,Active,canonical_sessions,SID618628
SID992760,SESSION,SID992760,Unknown,Active,canonical_sessions,SID992760
SID700476,SESSION,SID700476,Unknown,Active,canonical_sessions,SID700476
SID321081,SESSION,SID321081,Unknown,Active,canonical_sessions,SID321081
SID387990,SESSION,SID387990,Unknown,Active,canonical_sessions,SID387990
SID228393,SESSION,SID228393,Unknown,Active,canonical_sessions,SID228393
SID667305,SESSION,SID667305,Unknown,Active,canonical_sessions,SID667305
sid845443,SESSION,sid845443,Unknown,Active,canonical_sessions,sid845443
SID984565,SESSION,SID984565,Unknown,Active,canonical_sessions,SID984565
SID110631,SESSION,SID110631,Unknown,Active,canonical_sessions,SID110631
SID534445,SESSION,SID534445,Unknown,Active,canonical_sessions,SID534445
SID512295,SESSION,SID512295,Unknown,Active,canonical_sessions,SID512295
SID496032,SESSION,SID496032,Unknown,Active,canonical_sessions,SID496032
SID474942,SESSION,SID474942,Unknown,Active,canonical_sessions,SID474942
SID454749,SESSION,SID454749,Unknown,Active,canonical_sessions,SID454749
SID551373,SESSION,SID551373,Unknown,Active,canonical_sessions,SID551373
SID264719,SESSION,SID264719,Unknown,Active,canonical_sessions,SID264719
SID-344589,SESSION,SID-344589,Unknown,Active,canonical_sessions,SID-344589
SID979992,SESSION,SID979992,Unknown,Active,canonical_sessions,SID979992
SID482003,SESSION,SID482003,Unknown,Active,canonical_sessions,SID482003
SID358352,SESSION,SID358352,Unknown,Active,canonical_sessions,SID358352
SID723788,SESSION,SID723788,Unknown,Active,canonical_sessions,SID723788
SID838761,SESSION,SID838761,Unknown,Active,canonical_sessions,SID838761
SID180306,SESSION,SID180306,Unknown,Active,canonical_sessions,SID180306
SID310417,SESSION,SID310417,Unknown,Active,canonical_sessions,SID310417
SID-831000,SESSION,SID-831000,Unknown,Active,canonical_sessions,SID-831000
SID381808,SESSION,SID381808,Unknown,Active,canonical_sessions,SID381808
SID583200,SESSION,SID583200,Unknown,Active,canonical_sessions,SID583200
SID264397,SESSION,SID264397,Unknown,Active,canonical_sessions,SID264397
SID251825,SESSION,SID251825,Unknown,Active,canonical_sessions,SID251825
SID471772,SESSION,SID471772,Unknown,Active,canonical_sessions,SID471772
SID472798,SESSION,SID472798,Unknown,Active,canonical_sessions,SID472798
SID844582,SESSION,SID844582,Unknown,Active,canonical_sessions,SID844582
SID775897,SESSION,SID775897,Unknown,Active,canonical_sessions,SID775897
SID691440,SESSION,SID691440,Unknown,Active,canonical_sessions,SID691440
SID277357,SESSION,SID277357,Unknown,Active,canonical_sessions,SID277357
SID654977,SESSION,SID654977,Unknown,Active,canonical_sessions,SID654977
SID195122,SESSION,SID195122,Unknown,Active,canonical_sessions,SID195122
SID608993,SESSION,SID608993,Unknown,Active,canonical_sessions,SID608993
sid425069,SESSION,sid425069,Unknown,Active,canonical_sessions,sid425069
SID355047,SESSION,SID355047,Unknown,Active,canonical_sessions,SID355047
SID545321,SESSION,SID545321,Unknown,Active,canonical_sessions,SID545321
SID387315,SESSION,SID387315,Unknown,Active,canonical_sessions,SID387315
SID860442,SESSION,SID860442,Unknown,Active,canonical_sessions,SID860442
SID431303,SESSION,SID431303,Unknown,Active,canonical_sessions,SID431303
SID848084,SESSION,SID848084,Unknown,Active,canonical_sessions,SID848084
SID512602,SESSION,SID512602,Unknown,Active,canonical_sessions,SID512602
SID530085,SESSION,SID530085,Unknown,Active,canonical_sessions,SID530085
SID875734,SESSION,SID875734,Unknown,Active,canonical_sessions,SID875734
SID811910,SESSION,SID811910,Unknown,Active,canonical_sessions,SID811910
SID858823,SESSION,SID858823,Unknown,Active,canonical_sessions,SID858823
SID408557,SESSION,SID408557,Unknown,Active,canonical_sessions,SID408557
SID589802,SESSION,SID589802,Unknown,Active,canonical_sessions,SID589802
SID712954,SESSION,SID712954,Unknown,Active,canonical_sessions,SID712954
SID858377,SESSION,SID858377,Unknown,Active,canonical_sessions,SID858377
SID475300,SESSION,SID475300,Unknown,Active,canonical_sessions,SID475300
SID432236,SESSION,SID432236,Unknown,Active,canonical_sessions,SID432236
SID747434,SESSION,SID747434,Unknown,Active,canonical_sessions,SID747434
SID541991,SESSION,SID541991,Unknown,Active,canonical_sessions,SID541991
SID218686,SESSION,SID218686,Unknown,Active,canonical_sessions,SID218686
SID988550,SESSION,SID988550,Unknown,Active,canonical_sessions,SID988550
SID943148,SESSION,SID943148,Unknown,Active,canonical_sessions,SID943148
SID925940,SESSION,SID925940,Unknown,Active,canonical_sessions,SID925940
SID798690,SESSION,SID798690,Unknown,Active,canonical_sessions,SID798690
SID736957,SESSION,SID736957,Unknown,Active,canonical_sessions,SID736957
SID428365,SESSION,SID428365,Unknown,Active,canonical_sessions,SID428365
SID-635939,SESSION,SID-635939,Unknown,Active,canonical_sessions,SID-635939
SID195850,SESSION,SID195850,Unknown,Active,canonical_sessions,SID195850
SID655275,SESSION,SID655275,Unknown,Active,canonical_sessions,SID655275
SID912939,SESSION,SID912939,Unknown,Active,canonical_sessions,SID912939
SID-687180,SESSION,SID-687180,Unknown,Active,canonical_sessions,SID-687180
sid525601,SESSION,sid525601,Unknown,Active,canonical_sessions,sid525601
SID298216,SESSION,SID298216,Unknown,Active,canonical_sessions,SID298216
SID251554,SESSION,SID251554,Unknown,Active,canonical_sessions,SID251554
SID619184,SESSION,SID619184,Unknown,Active,canonical_sessions,SID619184
sid860587,SESSION,sid860587,Unknown,Active,canonical_sessions,sid860587
SID414778,SESSION,SID414778,Unknown,Active,canonical_sessions,SID414778
SID230489,SESSION,SID230489,Unknown,Active,canonical_sessions,SID230489
sid342592,SESSION,sid342592,Unknown,Active,canonical_sessions,sid342592
SID478714,SESSION,SID478714,Unknown,Active,canonical_sessions,SID478714
SID785251,SESSION,SID785251,Unknown,Active,canonical_sessions,SID785251
SID564552,SESSION,SID564552,Unknown,Active,canonical_sessions,SID564552
SID-136380,SESSION,SID-136380,Unknown,Active,canonical_sessions,SID-136380
SID104985,SESSION,SID104985,Unknown,Active,canonical_sessions,SID104985
SID458495,SESSION,SID458495,Unknown,Active,canonical_sessions,SID458495
SID922426,SESSION,SID922426,Unknown,Active,canonical_sessions,SID922426
SID-279865,SESSION,SID-279865,Unknown,Active,canonical_sessions,SID-279865
SID273438,SESSION,SID273438,Unknown,Active,canonical_sessions,SID273438
SID787131,SESSION,SID787131,Unknown,Active,canonical_sessions,SID787131
SID513682,SESSION,SID513682,Unknown,Active,canonical_sessions,SID513682
SID146309,SESSION,SID146309,Unknown,Active,canonical_sessions,SID146309
SID625448,SESSION,SID625448,Unknown,Active,canonical_sessions,SID625448
SID-343435,SESSION,SID-343435,Unknown,Active,canonical_sessions,SID-343435
SID283087,SESSION,SID283087,Unknown,Active,canonical_sessions,SID283087
SID308908,SESSION,SID308908,Unknown,Active,canonical_sessions,SID308908
sid940114,SESSION,sid940114,Unknown,Active,canonical_sessions,sid940114
SID665888,SESSION,SID665888,Unknown,Active,canonical_sessions,SID665888
SID378863,SESSION,SID378863,Unknown,Active,canonical_sessions,SID378863
SID528350,SESSION,SID528350,Unknown,Active,canonical_sessions,SID528350
sid666748,SESSION,sid666748,Unknown,Active,canonical_sessions,sid666748
SID786020,SESSION,SID786020,Unknown,Active,canonical_sessions,SID786020
SID108365,SESSION,SID108365,Unknown,Active,canonical_sessions,SID108365
SID416057,SESSION,SID416057,Unknown,Active,canonical_sessions,SID416057
SID344092,SESSION,SID344092,Unknown,Active,canonical_sessions,SID344092
SID244128,SESSION,SID244128,Unknown,Active,canonical_sessions,SID244128
SID718357,SESSION,SID718357,Unknown,Active,canonical_sessions,SID718357
SID418477,SESSION,SID418477,Unknown,Active,canonical_sessions,SID418477
SID392220,SESSION,SID392220,Unknown,Active,canonical_sessions,SID392220
SID845774,SESSION,SID845774,Unknown,Active,canonical_sessions,SID845774
SID942039,SESSION,SID942039,Unknown,Active,canonical_sessions,SID942039
SID142469,SESSION,SID142469,Unknown,Active,canonical_sessions,SID142469
SID489387,SESSION,SID489387,Unknown,Active,canonical_sessions,SID489387
SID-445781,SESSION,SID-445781,Unknown,Active,canonical_sessions,SID-445781
SID590063,SESSION,SID590063,Unknown,Active,canonical_sessions,SID590063
SID118927,SESSION,SID118927,Unknown,Active,canonical_sessions,SID118927
SID386893,SESSION,SID386893,Unknown,Active,canonical_sessions,SID386893
SID878215,SESSION,SID878215,Unknown,Active,canonical_sessions,SID878215
SID530095,SESSION,SID530095,Unknown,Active,canonical_sessions,SID530095
SID439193,SESSION,SID439193,Unknown,Active,canonical_sessions,SID439193
SID646564,SESSION,SID646564,Unknown,Active,canonical_sessions,SID646564
SID745326,SESSION,SID745326,Unknown,Active,canonical_sessions,SID745326
SID-999092,SESSION,SID-999092,Unknown,Active,canonical_sessions,SID-999092
SID968716,SESSION,SID968716,Unknown,Active,canonical_sessions,SID968716
SID201137,SESSION,SID201137,Unknown,Active,canonical_sessions,SID201137
sid418331,SESSION,sid418331,Unknown,Active,canonical_sessions,sid418331
SID256523,SESSION,SID256523,Unknown,Active,canonical_sessions,SID256523
SID844643,SESSION,SID844643,Unknown,Active,canonical_sessions,SID844643
SID-723413,SESSION,SID-723413,Unknown,Active,canonical_sessions,SID-723413
SID886996,SESSION,SID886996,Unknown,Active,canonical_sessions,SID886996
sid408942,SESSION,sid408942,Unknown,Active,canonical_sessions,sid408942
sid644926,SESSION,sid644926,Unknown,Active,canonical_sessions,sid644926
SID708584,SESSION,SID708584,Unknown,Active,canonical_sessions,SID708584
sid897583,SESSION,sid897583,Unknown,Active,canonical_sessions,sid897583
SID314026,SESSION,SID314026,Unknown,Active,canonical_sessions,SID314026
SID456490,SESSION,SID456490,Unknown,Active,canonical_sessions,SID456490
SID160728,SESSION,SID160728,Unknown,Active,canonical_sessions,SID160728
SID740740,SESSION,SID740740,Unknown,Active,canonical_sessions,SID740740
SID625512,SESSION,SID625512,Unknown,Active,canonical_sessions,SID625512
SID306443,SESSION,SID306443,Unknown,Active,canonical_sessions,SID306443
SID364809,SESSION,SID364809,Unknown,Active,canonical_sessions,SID364809
SID162141,SESSION,SID162141,Unknown,Active,canonical_sessions,SID162141
SID994045,SESSION,SID994045,Unknown,Active,canonical_sessions,SID994045
SID707608,SESSION,SID707608,Unknown,Active,canonical_sessions,SID707608
SID542134,SESSION,SID542134,Unknown,Active,canonical_sessions,SID542134
SID787184,SESSION,SID787184,Unknown,Active,canonical_sessions,SID787184
SID292692,SESSION,SID292692,Unknown,Active,canonical_sessions,SID292692
SID495411,SESSION,SID495411,Unknown,Active,canonical_sessions,SID495411
SID443124,SESSION,SID443124,Unknown,Active,canonical_sessions,SID443124
SID422884,SESSION,SID422884,Unknown,Active,canonical_sessions,SID422884
SID286134,SESSION,SID286134,Unknown,Active,canonical_sessions,SID286134
SID525993,SESSION,SID525993,Unknown,Active,canonical_sessions,SID525993
sid391592,SESSION,sid391592,Unknown,Active,canonical_sessions,sid391592
SID342594,SESSION,SID342594,Unknown,Active,canonical_sessions,SID342594
SID210120,SESSION,SID210120,Unknown,Active,canonical_sessions,SID210120
sid800496,SESSION,sid800496,Unknown,Active,canonical_sessions,sid800496
SID537019,SESSION,SID537019,Unknown,Active,canonical_sessions,SID537019
SID286161,SESSION,SID286161,Unknown,Active,canonical_sessions,SID286161
SID-727904,SESSION,SID-727904,Unknown,Active,canonical_sessions,SID-727904
SID529599,SESSION,SID529599,Unknown,Active,canonical_sessions,SID529599
SID-188585,SESSION,SID-188585,Unknown,Active,canonical_sessions,SID-188585
SID877313,SESSION,SID877313,Unknown,Active,canonical_sessions,SID877313
SID709986,SESSION,SID709986,Unknown,Active,canonical_sessions,SID709986
SID-252254,SESSION,SID-252254,Unknown,Active,canonical_sessions,SID-252254
SID151695,SESSION,SID151695,Unknown,Active,canonical_sessions,SID151695
SID437906,SESSION,SID437906,Unknown,Active,canonical_sessions,SID437906
SID298590,SESSION,SID298590,Unknown,Active,canonical_sessions,SID298590
SID375189,SESSION,SID375189,Unknown,Active,canonical_sessions,SID375189
SID852349,SESSION,SID852349,Unknown,Active,canonical_sessions,SID852349
SID924110,SESSION,SID924110,Unknown,Active,canonical_sessions,SID924110
SID-194431,SESSION,SID-194431,Unknown,Active,canonical_sessions,SID-194431
SID769251,SESSION,SID769251,Unknown,Active,canonical_sessions,SID769251
SID803452,SESSION,SID803452,Unknown,Active,canonical_sessions,SID803452
SID535202,SESSION,SID535202,Unknown,Active,canonical_sessions,SID535202
SID701706,SESSION,SID701706,Unknown,Active,canonical_sessions,SID701706
SID456449,SESSION,SID456449,Unknown,Active,canonical_sessions,SID456449
SID921026,SESSION,SID921026,Unknown,Active,canonical_sessions,SID921026
SID341987,SESSION,SID341987,Unknown,Active,canonical_sessions,SID341987
SID967992,SESSION,SID967992,Unknown,Active,canonical_sessions,SID967992
SID-615682,SESSION,SID-615682,Unknown,Active,canonical_sessions,SID-615682
SID750129,SESSION,SID750129,Unknown,Active,canonical_sessions,SID750129
SID693362,SESSION,SID693362,Unknown,Active,canonical_sessions,SID693362
SID400731,SESSION,SID400731,Unknown,Active,canonical_sessions,SID400731
SID124402,SESSION,SID124402,Unknown,Active,canonical_sessions,SID124402
SID383594,SESSION,SID383594,Unknown,Active,canonical_sessions,SID383594
SID206057,SESSION,SID206057,Unknown,Active,canonical_sessions,SID206057
SID699437,SESSION,SID699437,Unknown,Active,canonical_sessions,SID699437
sid680535,SESSION,sid680535,Unknown,Active,canonical_sessions,sid680535
SID427872,SESSION,SID427872,Unknown,Active,canonical_sessions,SID427872
SID203902,SESSION,SID203902,Unknown,Active,canonical_sessions,SID203902
SID716916,SESSION,SID716916,Unknown,Active,canonical_sessions,SID716916
SID323215,SESSION,SID323215,Unknown,Active,canonical_sessions,SID323215
sid240859,SESSION,sid240859,Unknown,Active,canonical_sessions,sid240859
SID972056,SESSION,SID972056,Unknown,Active,canonical_sessions,SID972056
SID754825,SESSION,SID754825,Unknown,Active,canonical_sessions,SID754825
SID650866,SESSION,SID650866,Unknown,Active,canonical_sessions,SID650866
SID287442,SESSION,SID287442,Unknown,Active,canonical_sessions,SID287442
SID588421,SESSION,SID588421,Unknown,Active,canonical_sessions,SID588421
SID-150062,SESSION,SID-150062,Unknown,Active,canonical_sessions,SID-150062
SID816275,SESSION,SID816275,Unknown,Active,canonical_sessions,SID816275
SID555304,SESSION,SID555304,Unknown,Active,canonical_sessions,SID555304
SID778136,SESSION,SID778136,Unknown,Active,canonical_sessions,SID778136
SID663539,SESSION,SID663539,Unknown,Active,canonical_sessions,SID663539
sid107581,SESSION,sid107581,Unknown,Active,canonical_sessions,sid107581
SID377772,SESSION,SID377772,Unknown,Active,canonical_sessions,SID377772
SID579132,SESSION,SID579132,Unknown,Active,canonical_sessions,SID579132
SID505138,SESSION,SID505138,Unknown,Active,canonical_sessions,SID505138
SID997590,SESSION,SID997590,Unknown,Active,canonical_sessions,SID997590
SID445334,SESSION,SID445334,Unknown,Active,canonical_sessions,SID445334
SID837344,SESSION,SID837344,Unknown,Active,canonical_sessions,SID837344
SID335217,SESSION,SID335217,Unknown,Active,canonical_sessions,SID335217
SID384546,SESSION,SID384546,Unknown,Active,canonical_sessions,SID384546
SID109900,SESSION,SID109900,Unknown,Active,canonical_sessions,SID109900
SID966031,SESSION,SID966031,Unknown,Active,canonical_sessions,SID966031
SID341990,SESSION,SID341990,Unknown,Active,canonical_sessions,SID341990
SID776601,SESSION,SID776601,Unknown,Active,canonical_sessions,SID776601
SID399777,SESSION,SID399777,Unknown,Active,canonical_sessions,SID399777
SID616468,SESSION,SID616468,Unknown,Active,canonical_sessions,SID616468
SID399166,SESSION,SID399166,Unknown,Active,canonical_sessions,SID399166
SID295949,SESSION,SID295949,Unknown,Active,canonical_sessions,SID295949
sid449321,SESSION,sid449321,Unknown,Active,canonical_sessions,sid449321
SID661431,SESSION,SID661431,Unknown,Active,canonical_sessions,SID661431
SID182543,SESSION,SID182543,Unknown,Active,canonical_sessions,SID182543
SID605447,SESSION,SID605447,Unknown,Active,canonical_sessions,SID605447
SID803453,SESSION,SID803453,Unknown,Active,canonical_sessions,SID803453
SID-379113,SESSION,SID-379113,Unknown,Active,canonical_sessions,SID-379113
SID930663,SESSION,SID930663,Unknown,Active,canonical_sessions,SID930663
SID306364,SESSION,SID306364,Unknown,Active,canonical_sessions,SID306364
sid609922,SESSION,sid609922,Unknown,Active,canonical_sessions,sid609922
SID587435,SESSION,SID587435,Unknown,Active,canonical_sessions,SID587435
SID285844,SESSION,SID285844,Unknown,Active,canonical_sessions,SID285844
SID222273,SESSION,SID222273,Unknown,Active,canonical_sessions,SID222273
SID209308,SESSION,SID209308,Unknown,Active,canonical_sessions,SID209308
SID547821,SESSION,SID547821,Unknown,Active,canonical_sessions,SID547821
SID111016,SESSION,SID111016,Unknown,Active,canonical_sessions,SID111016
SID476038,SESSION,SID476038,Unknown,Active,canonical_sessions,SID476038
SID888185,SESSION,SID888185,Unknown,Active,canonical_sessions,SID888185
SID133382,SESSION,SID133382,Unknown,Active,canonical_sessions,SID133382
SID387839,SESSION,SID387839,Unknown,Active,canonical_sessions,SID387839
SID178617,SESSION,SID178617,Unknown,Active,canonical_sessions,SID178617
SID602525,SESSION,SID602525,Unknown,Active,canonical_sessions,SID602525
SID575581,SESSION,SID575581,Unknown,Active,canonical_sessions,SID575581
SID961455,SESSION,SID961455,Unknown,Active,canonical_sessions,SID961455
SID615889,SESSION,SID615889,Unknown,Active,canonical_sessions,SID615889
SID357024,SESSION,SID357024,Unknown,Active,canonical_sessions,SID357024
sid891959,SESSION,sid891959,Unknown,Active,canonical_sessions,sid891959
SID295641,SESSION,SID295641,Unknown,Active,canonical_sessions,SID295641
SID716610,SESSION,SID716610,Unknown,Active,canonical_sessions,SID716610
SID906578,SESSION,SID906578,Unknown,Active,canonical_sessions,SID906578
SID960184,SESSION,SID960184,Unknown,Active,canonical_sessions,SID960184
SID515225,SESSION,SID515225,Unknown,Active,canonical_sessions,SID515225
SID366449,SESSION,SID366449,Unknown,Active,canonical_sessions,SID366449
SID994413,SESSION,SID994413,Unknown,Active,canonical_sessions,SID994413
SID369676,SESSION,SID369676,Unknown,Active,canonical_sessions,SID369676
SID542136,SESSION,SID542136,Unknown,Active,canonical_sessions,SID542136
SID310979,SESSION,SID310979,Unknown,Active,canonical_sessions,SID310979
SID386002,SESSION,SID386002,Unknown,Active,canonical_sessions,SID386002
SID775427,SESSION,SID775427,Unknown,Active,canonical_sessions,SID775427
SID212215,SESSION,SID212215,Unknown,Active,canonical_sessions,SID212215
SID999118,SESSION,SID999118,Unknown,Active,canonical_sessions,SID999118
SID237581,SESSION,SID237581,Unknown,Active,canonical_sessions,SID237581
SID144171,SESSION,SID144171,Unknown,Active,canonical_sessions,SID144171
SID-819987,SESSION,SID-819987,Unknown,Active,canonical_sessions,SID-819987
SID693482,SESSION,SID693482,Unknown,Active,canonical_sessions,SID693482
SID955495,SESSION,SID955495,Unknown,Active,canonical_sessions,SID955495
SID914887,SESSION,SID914887,Unknown,Active,canonical_sessions,SID914887
SID894527,SESSION,SID894527,Unknown,Active,canonical_sessions,SID894527
SID884996,SESSION,SID884996,Unknown,Active,canonical_sessions,SID884996
SID776078,SESSION,SID776078,Unknown,Active,canonical_sessions,SID776078
SID993796,SESSION,SID993796,Unknown,Active,canonical_sessions,SID993796
SID400380,SESSION,SID400380,Unknown,Active,canonical_sessions,SID400380
SID287046,SESSION,SID287046,Unknown,Active,canonical_sessions,SID287046
SID558571,SESSION,SID558571,Unknown,Active,canonical_sessions,SID558571
SID793069,SESSION,SID793069,Unknown,Active,canonical_sessions,SID793069
SID550172,SESSION,SID550172,Unknown,Active,canonical_sessions,SID550172
SID976751,SESSION,SID976751,Unknown,Active,canonical_sessions,SID976751
SID939839,SESSION,SID939839,Unknown,Active,canonical_sessions,SID939839
SID379357,SESSION,SID379357,Unknown,Active,canonical_sessions,SID379357
sid299894,SESSION,sid299894,Unknown,Active,canonical_sessions,sid299894
SID890088,SESSION,SID890088,Unknown,Active,canonical_sessions,SID890088
SID733213,SESSION,SID733213,Unknown,Active,canonical_sessions,SID733213
SID237332,SESSION,SID237332,Unknown,Active,canonical_sessions,SID237332
SID537537,SESSION,SID537537,Unknown,Active,canonical_sessions,SID537537
SID496696,SESSION,SID496696,Unknown,Active,canonical_sessions,SID496696
SID784059,SESSION,SID784059,Unknown,Active,canonical_sessions,SID784059
SID356661,SESSION,SID356661,Unknown,Active,canonical_sessions,SID356661
SID981229,SESSION,SID981229,Unknown,Active,canonical_sessions,SID981229
sid342223,SESSION,sid342223,Unknown,Active,canonical_sessions,sid342223
SID235651,SESSION,SID235651,Unknown,Active,canonical_sessions,SID235651
