hostname,firewall_event_count,firewall_deny_count,threat_flag_count,unique_source_ip_count,unique_destination_ip_count,bytes_sent,bytes_received,session_count,endpoint_alert_count,critical_endpoint_alert_count,is_managed,firewall_deny_ratio,evidence_count,feature_confidence,observation_count,valid_timestamp_count,distinct_active_days,distinct_active_hours,min_ts,max_ts,unknown_timestamp_count,historical_span_days,timestamp_quality_score,eligibility_status,baseline_confidence,baseline_method,baseline_window,population_deny_ratio_median,population_deny_ratio_mad,population_endpoint_alert_median,population_endpoint_alert_mad,firewall_deny_abs_dev,firewall_deny_rel_dev,firewall_deny_zscore,firewall_deny_ratio_zscore,bytes_sent_zscore,bytes_received_zscore,unique_source_ip_zscore,unique_destination_ip_zscore,endpoint_alert_zscore,network_deviation,endpoint_deviation,volume_deviation,behavior_deviation_score,network_deviation_status,endpoint_deviation_status,volume_deviation_status,overall_deviation_status,multi_signal_deviation_count
LPT-10522.corp.local,1.0,1.0,0.0,0.0,0.0,24819643.22,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.5433,-0.5409,-0.6745,-0.6745,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
ws-11361,1.0,0.0,0.0,0.0,1.0,22750905.0,5453157.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5885,-0.9616,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-11889,6.0,1.0,1.0,5.0,1.0,135863574.44,134790514.28,6.0,2.0,0.0,True,0.1666666666666666,8.0,EXACT,14,7,7,7,2026-03-09 14:31:00,2026-09-09 15:10:54,7,184.03,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1667,1.8873,1.891,2.698,0.0,2.0,1.0,2.0,1.891,1.6303,NORMAL,UNUSUAL,UNUSUAL,UNUSUAL,0
LPT_12672,2.0,0.0,0.0,2.0,1.0,27262825.3,67507008.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4898,0.407,0.6745,0.0,0.0,0.0,0.0,0.407,0.1357,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT_11554,3.0,0.0,0.0,3.0,1.0,64588584.22,104281145.64,3.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3272,1.2181,1.349,0.0,0.0,0.0,0.0,1.2181,0.406,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-11220,7.0,1.0,0.0,4.0,4.0,116967005.38,203729800.2,6.0,4.0,2.0,True,0.1428571428571428,11.0,EXACT,16,6,5,6,2026-08-09 03:16:15,2026-09-05 08:50:53,10,27.23,0.375,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1429,1.4737,3.4114,2.0235,2.0235,4.0,2.0235,4.0,3.4114,3.145,UNUSUAL,OUTLIER,ELEVATED,ELEVATED,2
VDR-11166,5.0,0.0,1.0,2.0,5.0,182689277.22,149891084.32,1.0,4.0,0.0,True,0.0,9.0,EXACT,14,9,8,7,2026-08-02 10:06:08,2026-09-09 21:50:53,5,38.49,0.6429,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9123,2.224,0.6745,2.698,4.0,2.698,4.0,2.9123,3.2034,ELEVATED,OUTLIER,ELEVATED,ELEVATED,3
lpt-12169,1.0,0.0,0.0,1.0,1.0,43402670.08,28850505.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1365,-0.4456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-11583,6.0,1.0,1.0,4.0,3.0,167840997.44,185653189.52,3.0,3.0,0.0,True,0.1666666666666666,9.0,EXACT,72,58,32,21,2026-02-09 07:46:00,2026-09-09 19:46:00,14,212.5,0.8056,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1667,2.5873,3.0127,2.0235,1.349,3.0,1.349,3.0,3.0127,2.4539,NORMAL,ELEVATED,ELEVATED,UNUSUAL,2
LPT-12903,6.0,0.0,2.0,3.0,2.0,133303434.44,137374147.56,6.0,2.0,0.0,False,0.0,8.0,PROBABLE,11,5,5,5,2026-08-02 23:52:00,2026-08-28 00:00:00,6,25.01,0.4545,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8313,1.9479,1.349,0.6745,2.0,0.6745,2.0,1.9479,1.5408,NORMAL,UNUSUAL,UNUSUAL,UNUSUAL,0
LPT-12260,7.0,2.0,0.0,6.0,3.0,112616017.22,158481915.84,5.0,2.0,0.0,True,0.2857142857142857,9.0,EXACT,17,9,7,8,2026-08-15 00:00:00,2026-09-01 19:20:05,8,17.81,0.5294,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2857,1.3785,2.4135,3.3725,1.349,2.0,2.0,2.0,2.4135,2.1378,UNUSUAL,UNUSUAL,UNUSUAL,UNUSUAL,0
LPT-10289.corp.local,1.0,0.0,0.0,1.0,0.0,24819643.22,33577654.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.3413,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10772,6.0,0.0,0.0,4.0,1.0,100309272.56,134027376.24,5.0,2.0,0.0,True,0.0,8.0,EXACT,84,67,36,23,2026-01-08 04:33:00,2026-09-09 22:56:02,17,244.77,0.7976,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1091,1.8741,2.0235,0.0,2.0,0.0,2.0,1.8741,1.2914,NORMAL,UNUSUAL,UNUSUAL,NORMAL,0
VDR-11872,4.0,2.0,0.0,2.0,0.0,169489025.96,72780737.96000001,3.0,6.0,0.0,False,0.5,10.0,PROBABLE,15,9,9,8,2026-06-09 00:00:00,2026-09-08 01:51:12,6,91.08,0.6,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.5,2.6233,0.5233,0.6745,-0.6745,6.0,2.0,6.0,2.6233,3.5411,UNUSUAL,OUTLIER,ELEVATED,ELEVATED,2
vdr-11002,3.0,0.0,0.0,0.0,2.0,87131451.22,43467065.760000005,3.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8206,-0.1232,-0.6745,0.6745,0.0,0.6745,0.0,0.8206,0.4984,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12096,3.0,1.0,0.0,0.0,1.0,62721461.18,65366969.64,3.0,3.0,1.0,True,0.3333333333333333,6.0,EXACT,17,11,10,8,2026-08-04 00:00:00,2026-09-06 10:35:31,6,33.44,0.6471,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333,0.2863,0.3598,-0.6745,0.0,3.0,1.0,3.0,0.3598,1.4533,NORMAL,ELEVATED,NORMAL,NORMAL,1
vdr-11557,1.0,1.0,0.0,0.0,1.0,8166061.0,28776178.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.9078,-0.4472,-0.6745,0.0,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10438.corp.local,1.0,1.0,0.0,0.0,0.0,24712457.0,10319396.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.5456,-0.8543,-0.6745,-0.6745,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
ws-10878,2.0,0.0,0.0,1.0,1.0,61486308.0,49052385.28,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2593,0.0,0.0,0.0,0.0,0.0,0.0,0.2593,0.0864,NORMAL,NORMAL,NORMAL,NORMAL,0
ws-12165,2.0,2.0,0.0,2.0,1.0,35569366.22,65923041.0,1.0,0.0,0.0,False,1.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,-0.308,0.3721,0.6745,0.0,0.0,2.0,0.0,0.3721,0.7907,UNUSUAL,NORMAL,NORMAL,NORMAL,0
LPT-12993,5.0,1.0,0.0,4.0,1.0,106693483.14,123962256.36,5.0,4.0,1.0,True,0.2,9.0,EXACT,18,12,9,10,2026-04-08 10:22:00,2026-08-27 12:14:00,6,141.08,0.6667,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,1.2488,1.6521,2.0235,0.0,4.0,1.0,4.0,1.6521,2.2174,NORMAL,OUTLIER,UNUSUAL,UNUSUAL,1
LPT-12322.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0865,-1.0819,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-11499.corp.local,1.0,0.0,0.0,0.0,1.0,10864262.0,42434017.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8487,-0.146,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-11826.corp.local,2.0,0.0,0.0,1.0,2.0,38208598.22,35706313.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2502,-0.2943,0.0,0.6745,0.0,0.6745,0.0,0.0,0.2248,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-10182,6.0,2.0,0.0,2.0,5.0,109103675.44,144566244.04,5.0,1.0,0.0,True,0.3333333333333333,7.0,EXACT,10,3,3,2,2026-08-08 11:11:57,2026-09-03 18:57:47,7,26.32,0.3,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.3333,1.3016,2.1066,0.6745,2.698,1.0,2.698,1.0,2.1066,1.9349,ELEVATED,NORMAL,UNUSUAL,UNUSUAL,1
lpt-10719,1.0,0.0,0.0,1.0,0.0,7159255.04,9480864.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9298,-0.8728,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS_10241,1.0,0.0,0.0,1.0,1.0,19108741.0,35139471.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6683,-0.3069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10783.corp.local,2.0,1.0,0.0,2.0,1.0,49639286.44,60146462.72,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.2447,0.6745,0.0,0.0,1.0,0.0,0.2447,0.4149,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR_11874,1.0,0.0,0.0,1.0,0.0,34581057.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3296,-0.5409,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
vdr-12181,2.0,0.0,0.0,0.0,2.0,44345255.0,46765107.2,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1159,-0.0504,-0.6745,0.6745,0.0,0.6745,0.0,0.0,0.2248,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR_10788,1.0,0.0,0.0,1.0,1.0,35526652.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3089,-0.5409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10848,5.0,1.0,0.0,2.0,2.0,134438156.66,181502569.52,5.0,4.0,0.0,True,0.2,9.0,EXACT,14,8,8,5,2026-08-07 00:00:00,2026-09-04 07:06:52,6,28.3,0.5714,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,1.8561,2.9212,0.6745,0.6745,4.0,1.0,4.0,2.9212,2.6404,NORMAL,OUTLIER,ELEVATED,ELEVATED,2
WS-12876,10.0,3.0,1.0,6.0,4.0,214468947.04,278192384.6,8.0,1.0,0.0,True,0.3,11.0,EXACT,15,4,4,4,2026-05-08 00:00:00,2026-09-03 09:59:43,11,118.42,0.2667,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.3,3.6079,5.0537,3.3725,2.0235,1.0,3.0,1.0,5.0537,3.0179,ELEVATED,NORMAL,OUTLIER,ELEVATED,2
VDR-12310,5.0,0.0,0.0,1.0,2.0,87433816.53999999,66418955.28,4.0,4.0,1.0,True,0.0,9.0,EXACT,9,4,4,4,2026-08-15 18:03:33,2026-09-05 23:29:36,5,21.23,0.4444,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8273,0.383,0.0,0.6745,4.0,0.6745,4.0,0.8273,1.8339,NORMAL,OUTLIER,NORMAL,UNUSUAL,1
vdr-12002,1.0,0.0,0.0,1.0,0.0,32715571.2,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3704,-0.5409,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-11651.corp.local,2.0,1.0,0.0,1.0,2.0,61774455.22,15237342.0,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.2656,-0.7458,0.0,0.6745,0.0,1.0,0.0,0.2656,0.4219,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-10431,3.0,1.0,0.0,2.0,2.0,50606789.45999999,86259112.56,1.0,4.0,0.0,True,0.3333333333333333,7.0,EXACT,12,8,8,8,2026-02-09 18:03:00,2026-09-07 12:10:13,4,209.76,0.6667,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333,0.0212,0.8206,0.6745,0.6745,4.0,1.0,4.0,0.8206,1.9402,NORMAL,OUTLIER,NORMAL,UNUSUAL,1
WS-10074,7.0,2.0,1.0,5.0,2.0,127848865.22,142923533.4,7.0,0.0,0.0,True,0.2857142857142857,7.0,EXACT,16,5,5,5,2026-08-15 06:47:33,2026-09-03 10:43:57,11,19.16,0.3125,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2857,1.7119,2.0703,2.698,0.6745,0.0,2.0,0.0,2.0703,1.3568,UNUSUAL,NORMAL,UNUSUAL,NORMAL,0
lpt-11029,3.0,0.0,0.0,0.0,2.0,100535995.0,66522604.64,3.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.114,0.3853,-0.6745,0.6745,0.0,0.6745,0.0,1.114,0.5962,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-12296.corp.local,1.0,0.0,1.0,0.0,1.0,24819643.22,41618903.04,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.1639,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-11877,12.0,1.0,0.0,5.0,5.0,310610460.44,309849904.68,10.0,2.0,0.0,True,0.0833333333333333,14.0,EXACT,18,6,6,6,2026-05-08 02:10:00,2026-09-02 08:32:54,12,117.27,0.3333,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0833,5.7123,5.7519,2.698,2.698,2.0,2.698,2.0,5.7519,3.4833,ELEVATED,UNUSUAL,OUTLIER,ELEVATED,2
LPT-10460,4.0,0.0,0.0,2.0,2.0,100305825.22,88590155.92,4.0,3.0,0.0,True,0.0,7.0,EXACT,11,6,6,5,2026-08-07 20:11:42,2026-09-06 04:10:07,5,29.33,0.5455,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.109,0.872,0.6745,0.6745,3.0,0.6745,3.0,1.109,1.5945,NORMAL,ELEVATED,NORMAL,UNUSUAL,1
WS_11654,1.0,0.0,0.0,1.0,0.0,45295116.0,38903076.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0951,-0.2238,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
ws-11761,2.0,1.0,0.0,1.0,2.0,25297060.22,49052385.28,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,-0.5328,0.0,0.0,0.6745,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-11600,7.0,1.0,2.0,4.0,3.0,180207980.76,193178631.28,7.0,2.0,1.0,True,0.1428571428571428,9.0,EXACT,74,61,37,22,2026-01-08 21:13:00,2026-12-08 21:52:00,13,334.03,0.8243,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1429,2.8579,3.1787,2.0235,1.349,2.0,1.349,2.0,3.1787,2.1759,NORMAL,UNUSUAL,ELEVATED,UNUSUAL,1
WS-11348.corp.local,1.0,0.0,0.0,0.0,0.0,24819643.22,4118723.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.991,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR_11392,1.0,0.0,0.0,1.0,1.0,24819643.22,38874208.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.2245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-11237.corp.local,1.0,1.0,0.0,1.0,0.0,7790919.68,10586889.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.916,-0.8484,0.0,-0.6745,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-10317.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,49482301.44,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,0.0095,-0.6745,0.0,0.0,0.0,0.0,0.0095,0.0032,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-11047.corp.local,1.0,1.0,0.0,0.0,0.0,24819643.22,7318169.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.5433,-0.9205,-0.6745,-0.6745,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
ws-12469,1.0,0.0,0.0,0.0,0.0,40742698.0,13118807.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1947,-0.7925,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-12274,7.0,3.0,0.0,0.0,2.0,210601147.66,178537540.48,6.0,1.0,0.0,True,0.4285714285714285,8.0,EXACT,12,5,5,4,2026-08-03 18:34:34,2026-09-05 10:45:05,7,32.67,0.4167,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.4286,3.5232,2.8558,-0.6745,0.6745,1.0,3.0,1.0,3.5232,2.5077,ELEVATED,NORMAL,ELEVATED,ELEVATED,2
lpt-10980,2.0,1.0,0.0,1.0,1.0,63326114.0,49052385.28,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.2996,0.0,0.0,0.0,0.0,1.0,0.0,0.2996,0.4332,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-11577,4.0,2.0,0.0,2.0,3.0,104530914.22,98579973.0,2.0,5.0,0.0,False,0.5,9.0,PROBABLE,13,9,9,7,2026-06-08 00:00:00,2026-09-07 06:05:09,4,91.25,0.6923,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.5,1.2015,1.0923,0.6745,1.349,5.0,2.0,5.0,1.2015,2.7338,UNUSUAL,OUTLIER,NORMAL,ELEVATED,1
ws-10256,1.0,0.0,0.0,1.0,1.0,32319676.0,29658647.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3791,-0.4277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10193,9.0,1.0,0.0,3.0,6.0,221905701.22,213381850.2,8.0,2.0,0.0,True,0.1111111111111111,11.0,EXACT,15,5,5,5,2026-08-09 01:31:10,2026-09-08 17:26:00,10,30.66,0.3333,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1111,3.7706,3.6243,1.349,3.3725,2.0,3.3725,2.0,3.7706,3.0477,ELEVATED,UNUSUAL,ELEVATED,ELEVATED,2
