log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country
FW000021713,2026-08-03 16:53:01+00:00,LPT-12645,36.146.107.103,187.144.181.173,53,3306,UDP,ALLOW,4476855.0,24526192.64,SID831349,True,allow_office_apps,China
FW000022399,2026-09-04 10:23:06+00:00,WS-10436,164.78.5.219,192.168.119.43,53,80,TCP,ALLOW,44578811.0,5600955.0,Unknown,False,allow_office_apps,China
FW000010185,2026-03-09 12:30:00+00:00,VDR-10703,192.168.213.91,Unknown,135,443,TCP,ALLOW,24819643.22,44582686.72,SID296341,False,allow_office_apps,Unknown
FW000018442,2026-09-08 08:44:00+00:00,VDR-11479,Unknown,47.68.138.131,8080,445,TCP,ALLOW,24819643.22,49667291.0,SID866686,False,ALLOW_WEB,CN
FW000000052,Unknown,lpt-12354,Unknown,Unknown,443,3306,TCP,ALLOW,24819643.22,20160026.0,SID511863,True,block_tor_exit,United States
FW000016477,2026-08-16 04:26:31+00:00,WS-12898,107.10.69.86,Unknown,443,445,UDP,ALLOW,11486200.0,44310405.0,sid677602,False,UNKNOWN,Unknown
FW000024322,Unknown,LPT-10496,Unknown,172.16.92.223,443,53,TCP,ALLOW,5548028.0,11817451.52,sid277632,True,BLOCK_EXTERNAL_RDP,India
FW000009924,2026-08-15 23:08:00+00:00,VDR-12835,Unknown,83.254.243.142,8443,22,TCP,ALLOW,24819643.22,10344375.0,SID130193,False,Unknown,ind
FW000024879,2026-08-28 09:50:51+00:00,LPT-10084,Unknown,192.168.154.238,80,53,TCP,DENY,38728409.0,11372100.0,sid529678,False,Unknown,CN
FW000004330,2026-08-03 00:13:31+00:00,LPT-11319.corp.local,Unknown,Unknown,8443,445,TCP,ALLOW,24819643.22,42591741.0,SID261024,False,allow_office_apps,CN
FW000018103,2026-09-09 00:37:17+00:00,Unknown,172.16.117.133,52.141.224.148,443,25,TCP,DENY,24819643.22,24526192.64,SID878638,False,MONITOR_DB_ACCESS,Russia
FW000022639,2026-08-27 04:54:07+00:00,LPT-10011,Unknown,11.190.216.56,3389,8080,ICMP,DENY,23735409.0,13451193.0,SID986408,False,ALLOW_INTERNAL_DNS,CN
FW000029536,2026-08-24 01:25:46+00:00,vdr-10776,Unknown,Unknown,443,135,TCP,ALLOW,24819643.22,42383441.92,SID421229,False,UNKNOWN,ind
FW000010538,Unknown,WS_11505,Unknown,10.207.2.0,25,25,TCP,ALLOW,48049387.52,28683882.0,SID298861,True,ALLOW_WEB,IN
FW000011278,2026-12-08 00:00:00+00:00,lpt-11908,172.16.180.66,Unknown,80,445,UDP,ALLOW,23663257.6,44446183.0,SID864987,False,allow_office_apps,unknown
FW000010511,2026-09-05 08:58:27+00:00,WS-11098,Unknown,Unknown,3389,1433,TCP,ALLOW,6859789.0,24526192.64,SID369137,False,allow_office_apps,RU
FW000007445,2026-08-14 05:01:19+00:00,WS-11863,Unknown,46.181.124.61,22,135,UDP,ALLOW,41387560.96,24526192.64,SID181842,False,Unknown,RU
FW000022173,Unknown,Unknown,192.168.48.15,172.16.66.123,25,443,TCP,ALLOW,24819643.22,24526192.64,SID819421,False,Unknown,CN
FW000008555,2026-08-18 21:24:00+00:00,LPT-11680,Unknown,192.168.142.181,8080,443,TCP,ALLOW,18163764.0,3416838.0,SID-204810,False,block_tor_exit,United States
FW000010221,2026-08-30 07:48:23+00:00,Unknown,Unknown,192.168.255.199,445,135,TCP,ALLOW,24819643.22,7298450.0,Unknown,False,UNKNOWN,RU
FW000021460,2026-08-29 00:59:16+00:00,VDR-11177,82.89.136.188,Unknown,445,445,TCP,ALLOW,22116083.0,24526192.64,SID203689,False,ALLOW_WEB,RU
FW000013455,2026-08-21 22:50:28+00:00,WS-10829,49.143.44.210,184.94.218.172,22,443,TCP,ALLOW,24819643.22,24526192.64,SID259781,False,DENY_TELNET,Unknown
FW000022280,Unknown,WS-10134,67.199.94.206,184.220.85.9,445,80,TCP,ALLOW,48510343.0,34225520.64,Unknown,False,ALLOW_INTERNAL_DNS,US
FW000023314,2026-08-25 20:27:49+00:00,VDR-11966.corp.local,172.16.251.102,Unknown,1433,443,TCP,DENY,21715924.0,3949527.0,SID-848452,False,Unknown,Unknown
FW000005341,Unknown,lpt-12766,17.202.185.190,Unknown,3306,25,TCP,ALLOW,10774767.0,16216980.0,SID395728,True,UNKNOWN,RU
FW000020770,Unknown,VDR-10267,Unknown,213.112.69.76,8080,443,TCP,DENY,46052224.0,21826058.24,SID355752,True,UNKNOWN,China
FW000007972,2026-03-09 05:50:00+00:00,WS-12256.corp.local,192.168.41.229,172.16.230.88,135,1433,TCP,DENY,43528387.0,41116106.0,SID-523030,False,allow_office_apps,ind
FW000015448,2026-08-03 13:59:17+00:00,WS-12870,26.92.158.70,Unknown,3306,80,TCP,ALLOW,24819643.22,26401712.0,SID-520064,False,allow_office_apps,unknown
FW000003870,2026-08-17 00:00:00+00:00,VDR-10900,Unknown,68.113.196.187,25,22,TCP,ALLOW,19927244.0,13827778.56,SID449007,False,block_tor_exit,RU
FW000020994,Unknown,LPT-11649,192.168.70.64,Unknown,443,53,TCP,ALLOW,5514694.0,33270388.0,SID445616,False,ALLOW_WEB,US
FW000026593,Unknown,WS-10014,Unknown,192.168.235.238,443,80,TCP,ALLOW,24819643.22,24526192.64,SID448910,False,UNKNOWN,unknown
FW000018874,2026-08-03 04:29:52+00:00,WS_11750,Unknown,Unknown,3306,443,TCP,ALLOW,32275169.28,47805904.0,Unknown,False,MONITOR_DB_ACCESS,RU
FW000002594,Unknown,LPT-12578,114.160.168.252,36.172.103.87,3306,1433,TCP,ALLOW,24819643.22,8638806.0,SID807622,False,MONITOR_DB_ACCESS,unknown
FW000008485,2026-08-06 12:45:40+00:00,WS-11844,192.168.241.106,117.199.240.40,445,443,TCP,ALLOW,36287399.0,24526192.64,SID189955,False,ALLOW_INTERNAL_DNS,RU
FW000012713,2026-08-27 00:00:00+00:00,LPT-11346,192.168.56.230,19.90.0.24,445,135,TCP,ALLOW,15472011.0,30287084.0,SID961455,False,block_tor_exit,Unknown
FW000011185,2026-09-08 09:37:10+00:00,WS-12518,Unknown,Unknown,3389,443,UDP,ALLOW,52030.0,24526192.64,SID336021,False,DENY_TELNET,Unknown
FW000006051,2026-08-30 17:28:51+00:00,LPT-10333,36.142.158.240,218.219.227.161,8443,135,TCP,ALLOW,32873344.0,24526192.64,SID916672,False,DENY_TELNET,Unknown
FW000018305,2026-04-09 00:00:00+00:00,LPT-11239,Unknown,Unknown,8080,443,UDP,ALLOW,24819643.22,33254166.0,SID819616,False,Unknown,Unknown
FW000008167,2026-03-09 20:24:00+00:00,LPT-10731,Unknown,172.16.4.141,443,3389,TCP,ALLOW,10992970.0,10470.0,Unknown,False,BLOCK_EXTERNAL_RDP,India
FW000013337,2026-05-09 22:04:00+00:00,LPT-11840,164.142.206.241,192.168.115.69,1433,443,UDP,ALLOW,17623706.0,26000465.0,sid376377,False,DENY_TELNET,Russia
FW000009704,2026-02-08 00:00:00+00:00,WS-12418,Unknown,172.16.28.80,135,443,ICMP,ALLOW,17189393.0,24526192.64,SID629562,False,block_tor_exit,Unknown
FW000014299,2026-08-25 20:32:10+00:00,vdr-10116,172.16.253.116,Unknown,443,80,TCP,ALLOW,24819643.22,24526192.64,SID818904,False,Unknown,CN
FW000009706,2026-09-06 05:36:02+00:00,LPT-10853,Unknown,37.207.111.83,25,25,TCP,ALLOW,4970727.0,19113925.0,sid469320,False,BLOCK_EXTERNAL_RDP,CN
FW000010266,2026-08-01 20:44:35+00:00,LPT_12470,211.195.84.111,Unknown,3306,443,TCP,ALLOW,12835174.0,42778827.0,SID555516,False,ALLOW_WEB,ind
FW000026640,Unknown,VDR-11292,Unknown,192.168.156.213,445,3306,TCP,ALLOW,24819643.22,24526192.64,SID-264419,False,Unknown,China
FW000007637,2026-04-08 14:45:00+00:00,LPT_10479,73.225.247.167,172.16.184.189,80,3389,TCP,ALLOW,8973463.0,19500725.0,SID429279,False,block_tor_exit,United States
FW000016958,2026-08-18 11:06:00+00:00,VDR-11042,172.16.138.71,19.187.134.200,443,53,UDP,ALLOW,24819643.22,21650436.0,SID813916,False,BLOCK_EXTERNAL_RDP,ind
FW000026128,2026-08-15 00:35:13+00:00,LPT-11303,125.54.5.241,68.40.34.146,1433,135,TCP,ALLOW,22279454.72,13081733.0,Unknown,False,MONITOR_DB_ACCESS,Unknown
FW000010565,2026-08-19 02:14:31+00:00,lpt-11170,Unknown,101.231.52.158,443,443,UDP,ALLOW,2437355.0,24526192.64,SID736056,False,UNKNOWN,India
FW000018176,2026-09-04 00:00:00+00:00,LPT_12202,Unknown,172.16.108.24,1433,135,TCP,ALLOW,25487000.0,39891482.0,SID756683,False,ALLOW_INTERNAL_DNS,IN
FW000013204,Unknown,VDR-12980,Unknown,112.135.98.185,445,445,TCP,ALLOW,24819643.22,3265464.32,SID609895,False,block_tor_exit,RU
FW000013411,2026-08-07 03:26:35+00:00,Unknown,168.248.69.119,Unknown,443,8443,TCP,ALLOW,38270558.0,11502878.72,SID952628,True,UNKNOWN,ind
FW000005397,2026-08-19 11:32:00+00:00,LPT-12566,10.59.177.0,Unknown,445,443,TCP,ALLOW,24819643.22,48119084.0,Unknown,False,ALLOW_INTERNAL_DNS,IN
FW000019486,2026-08-10 07:23:44+00:00,LPT-12109,192.168.183.25,29.116.226.81,8080,135,TCP,ALLOW,24819643.22,24526192.64,SID257116,False,BLOCK_EXTERNAL_RDP,United States
FW000015596,Unknown,WS-12933,Unknown,80.225.46.91,443,8080,UDP,ALLOW,34390952.0,11049812.0,SID618712,False,block_tor_exit,Russia
FW000016453,2026-08-31 00:00:00+00:00,LPT-12263,172.16.204.33,Unknown,1433,443,ICMP,ALLOW,38882903.0,6375056.0,sid842965,False,DENY_TELNET,unknown
FW000029200,2026-08-09 00:00:00+00:00,VDR-10165,Unknown,192.168.63.167,443,25,TCP,ALLOW,48496640.0,35395950.0,SID500222,False,Unknown,Russia
FW000017578,2026-08-20 00:00:00+00:00,VDR-12273,Unknown,52.131.102.236,8443,53,UDP,ALLOW,40676444.0,26967689.0,SID583146,False,UNKNOWN,India
FW000003000,2026-09-06 00:00:00+00:00,lpt-11129,Unknown,Unknown,445,25,TCP,ALLOW,30423941.0,24526192.64,SID928818,False,ALLOW_WEB,Russia
FW000004747,2026-02-09 00:00:00+00:00,WS-10059,Unknown,Unknown,443,443,TCP,ALLOW,24819643.22,30769127.0,Unknown,False,block_tor_exit,unknown
FW000016947,2026-05-08 00:00:00+00:00,Unknown,Unknown,214.218.90.40,25,445,TCP,ALLOW,49962467.0,31904976.0,SID657692,False,Unknown,Unknown
FW000008533,2026-08-20 00:00:00+00:00,Unknown,91.198.5.227,172.16.145.99,3389,25,UDP,ALLOW,24819643.22,24526192.64,Unknown,False,MONITOR_DB_ACCESS,ind
FW000027944,Unknown,vdr-10248,Unknown,192.168.109.79,445,25,TCP,DENY,24819643.22,19853436.0,SID-990785,True,DENY_TELNET,Unknown
FW000023012,Unknown,LPT-11414,181.11.208.201,Unknown,443,3389,TCP,ALLOW,33151558.0,40081937.0,SID625536,True,Unknown,IN
FW000015766,2026-08-09 12:19:50+00:00,VDR-11962,Unknown,42.41.107.183,8080,53,TCP,DENY,30435591.0,45302215.0,SID879986,False,allow_office_apps,China
FW000005692,2026-09-04 14:43:30+00:00,WS-10873,Unknown,Unknown,445,445,TCP,ALLOW,22806528.0,24526192.64,Unknown,False,UNKNOWN,CN
FW000018043,2026-09-02 00:00:00+00:00,vdr-12806,Unknown,Unknown,80,8080,TCP,ALLOW,24819643.22,24526192.64,SID358909,False,MONITOR_DB_ACCESS,ind
FW000003018,2026-08-27 09:19:00+00:00,VDR-10680,Unknown,Unknown,53,53,UDP,ALLOW,24819643.22,23234246.0,SID688234,False,DENY_TELNET,Russia
FW000019912,2026-09-07 23:51:37+00:00,WS-11415,Unknown,192.168.108.4,445,443,TCP,ALLOW,37049278.0,48683146.0,SID199218,False,ALLOW_INTERNAL_DNS,China
FW000015286,2026-08-05 01:19:27+00:00,LPT-10021,48.185.159.25,Unknown,135,25,TCP,ALLOW,3504246.0,1504675.0,Unknown,False,allow_office_apps,RU
FW000027058,Unknown,vdr-12593,Unknown,Unknown,80,443,TCP,ALLOW,24819643.22,1995580.0,SID840469,False,Unknown,IN
FW000004076,2026-07-08 21:49:00+00:00,Unknown,Unknown,Unknown,443,22,TCP,ALLOW,24856433.0,745515.0,Unknown,False,DENY_TELNET,RU
FW000016643,2026-08-09 00:00:00+00:00,WS-10518,186.85.24.160,Unknown,443,443,TCP,ALLOW,36731617.28,33889402.88,SID663168,False,Unknown,RU
FW000016361,2026-08-28 08:54:00+00:00,Unknown,Unknown,52.165.143.105,443,443,TCP,ALLOW,18131249.0,30351808.0,sid360495,False,DENY_TELNET,IN
FW000009665,2026-01-09 18:06:00+00:00,VDR_12441,Unknown,192.168.84.191,25,3389,ICMP,ALLOW,24819643.22,7493153.0,SID794954,False,Unknown,United States
FW000025146,2026-08-11 21:23:50+00:00,LPT-10663,165.153.60.170,196.194.2.44,25,25,UDP,ALLOW,24819643.22,24526192.64,SID772514,False,DENY_TELNET,unknown
FW000010308,2026-08-06 02:31:05+00:00,LPT-11226,Unknown,87.136.24.23,80,443,TCP,ALLOW,40113393.0,17619990.0,Unknown,False,UNKNOWN,Unknown
FW000012962,2026-08-30 02:36:29+00:00,VDR_12665,192.168.1.222,Unknown,25,445,TCP,DENY,39000869.0,24526192.64,SID393210,False,Unknown,RU
FW000012443,2026-08-25 00:00:00+00:00,VDR_11958,172.16.185.196,192.168.23.15,8443,443,TCP,ALLOW,7536233.0,24526192.64,SID925738,False,Unknown,Unknown
FW000018758,2026-09-04 09:06:57+00:00,LPT-11792,Unknown,168.47.190.173,443,443,UDP,DENY,24819643.22,25406996.48,SID986113,False,DENY_TELNET,United States
FW000003496,2026-08-29 17:46:58+00:00,WS-12887,32.170.48.51,Unknown,445,443,TCP,ALLOW,15673166.0,46250473.0,SID671401,False,ALLOW_INTERNAL_DNS,Russia
FW000015313,2026-09-01 03:17:29+00:00,VDR-10222,172.16.4.37,Unknown,1433,443,TCP,ALLOW,24819643.22,1348824.0,SID713095,False,Unknown,IN
FW000025884,2026-09-04 05:42:33+00:00,VDR-11451,Unknown,Unknown,8080,22,TCP,ALLOW,22734700.0,24526192.64,Unknown,False,Unknown,Unknown
FW000014714,2026-08-24 16:22:43+00:00,VDR_10237,Unknown,Unknown,53,443,TCP,ALLOW,24819643.22,24526192.64,sid523591,False,DENY_TELNET,ind
FW000001486,2026-08-18 11:54:03+00:00,VDR_10801,133.167.161.23,163.92.78.45,8080,53,TCP,ALLOW,24819643.22,22345789.44,SID-519437,False,MONITOR_DB_ACCESS,ind
FW000026215,2026-08-07 03:17:22+00:00,Unknown,Unknown,Unknown,8080,8080,TCP,ALLOW,28837645.0,9940508.0,SID139208,True,MONITOR_DB_ACCESS,Unknown
FW000020814,2026-09-08 00:00:00+00:00,WS-11520,10.98.109.0,Unknown,3389,445,TCP,DENY,25157630.0,7620331.52,SID543174,False,ALLOW_WEB,ind
FW000004268,2026-08-06 17:16:51+00:00,LPT-11824,Unknown,74.99.200.83,3389,3389,TCP,ALLOW,24819643.22,6294458.0,SID993813,False,Unknown,RU
FW000017060,2026-08-13 08:24:00+00:00,WS-11641,192.168.114.241,Unknown,443,445,UDP,ALLOW,24819643.22,40716206.08,SID245352,False,block_tor_exit,China
FW000016408,2026-08-12 02:19:26+00:00,VDR-11338,Unknown,Unknown,443,1433,TCP,ALLOW,24819643.22,41371157.0,sid751937,False,Unknown,China
FW000015881,2026-08-24 03:15:10+00:00,WS-12003,Unknown,Unknown,8443,443,TCP,DENY,33669775.36,24526192.64,SID421505,False,ALLOW_WEB,Russia
FW000000077,2026-08-20 22:54:26+00:00,ws-12674,102.207.120.79,212.16.29.142,445,3306,UDP,ALLOW,24819643.22,48454696.96,SID299618,True,Unknown,US
FW000021479,2026-09-04 22:01:55+00:00,WS-10543,Unknown,123.38.47.186,3306,443,TCP,ALLOW,4317856.0,25312591.0,SID795797,False,ALLOW_WEB,India
FW000003047,2026-08-14 06:43:20+00:00,vdr-12405,222.128.29.199,192.168.97.185,443,135,TCP,DENY,24819643.22,24526192.64,SID672513,False,ALLOW_INTERNAL_DNS,Russia
FW000002037,Unknown,LPT-11680,172.16.172.17,139.24.236.160,8443,443,TCP,ALLOW,28404381.0,24526192.64,SID894249,False,block_tor_exit,RU
FW000003066,2026-09-05 00:00:00+00:00,VDR-11694,132.218.177.47,197.62.6.204,135,443,TCP,ALLOW,24819643.22,24376226.0,Unknown,False,ALLOW_INTERNAL_DNS,India
FW000022365,2026-08-02 00:00:00+00:00,lpt-10522,192.168.153.105,Unknown,80,443,TCP,ALLOW,14409539.0,18059283.0,SID-114756,False,UNKNOWN,Unknown
FW000023144,2026-08-25 15:36:47+00:00,VDR-11487,Unknown,Unknown,80,25,UDP,ALLOW,43892547.0,42263874.0,SID622992,False,block_tor_exit,ind
FW000006376,2026-08-14 08:05:00+00:00,WS-12957,172.16.19.238,192.168.146.191,443,443,ICMP,DENY,48032269.0,24526192.64,SID600397,False,ALLOW_INTERNAL_DNS,CN
FW000007872,Unknown,VDR-12948.corp.local,Unknown,172.16.0.129,25,443,ICMP,ALLOW,24819643.22,33086118.0,SID157409,False,block_tor_exit,RU
FW000023852,2026-06-09 06:55:00+00:00,WS-10224,Unknown,183.72.231.19,443,135,TCP,ALLOW,4640064.0,10751898.0,SID-783534,False,DENY_TELNET,IN
FW000006928,2026-03-08 22:25:00+00:00,WS-12206,Unknown,Unknown,80,8443,UDP,ALLOW,24819643.22,24526192.64,sid172323,False,MONITOR_DB_ACCESS,Unknown
FW000001042,2026-08-19 00:00:00+00:00,VDR-11396,Unknown,Unknown,80,443,TCP,ALLOW,18500474.88,24526192.64,SID482285,False,UNKNOWN,ind
FW000028116,Unknown,VDR-11606.corp.local,10.31.26.0,31.74.169.94,1433,443,UDP,ALLOW,16505839.0,11616193.0,SID343716,False,BLOCK_EXTERNAL_RDP,United States
FW000016499,2026-08-16 17:21:03+00:00,LPT-11965,Unknown,208.12.139.202,443,22,TCP,ALLOW,28104360.0,31223193.0,SID622509,True,DENY_TELNET,ind
FW000006992,Unknown,WS-12909,Unknown,Unknown,1433,445,TCP,DENY,29256845.0,36806103.04,SID980534,False,DENY_TELNET,Russia
FW000004251,2026-08-16 00:00:00+00:00,VDR-10077.corp.local,Unknown,192.168.137.102,8443,445,UDP,DENY,29028024.32,1226117.0,SID744046,False,Unknown,Russia
FW000007551,2026-08-19 13:19:43+00:00,VDR-12513,Unknown,67.229.94.135,80,135,TCP,DENY,13053035.0,22869442.56,SID885416,False,BLOCK_EXTERNAL_RDP,China
FW000008423,Unknown,VDR-12276,10.53.201.0,155.5.166.87,443,443,TCP,ALLOW,27373034.0,11642650.0,SID-147030,False,UNKNOWN,RU
FW000001502,2026-09-07 23:48:26+00:00,LPT_11788,192.168.117.225,Unknown,443,443,TCP,DENY,24819643.22,11594105.0,SID-586773,False,UNKNOWN,India
FW000003854,2026-08-08 20:19:32+00:00,Unknown,36.110.240.100,Unknown,443,443,TCP,ALLOW,14452622.0,23766792.0,Unknown,False,DENY_TELNET,unknown
FW000005814,Unknown,VDR-11093,Unknown,172.16.7.245,1433,53,UDP,ALLOW,29617579.0,5066867.0,SID237904,False,allow_office_apps,United States
FW000028885,2026-08-14 00:21:43+00:00,lpt-11824,172.16.145.107,Unknown,445,3389,UDP,DENY,5116147.0,39814430.72,SID430755,False,allow_office_apps,US
FW000018143,Unknown,vdr-12932,Unknown,192.168.225.182,53,443,TCP,DENY,24819643.22,24526192.64,SID635824,False,ALLOW_WEB,Russia
FW000026169,Unknown,ws-11898,172.16.220.211,110.179.85.39,443,8443,TCP,ALLOW,20694753.28,28059893.76,SID519801,False,Unknown,US
FW000007645,2026-09-03 17:01:15+00:00,lpt-11185,Unknown,192.168.166.218,8080,443,UDP,ALLOW,45396526.0,26329743.36,SID213074,False,allow_office_apps,unknown
FW000024869,2026-08-24 06:56:11+00:00,VDR-11927,Unknown,Unknown,3389,443,UDP,ALLOW,28673237.0,3484446.0,SID336022,False,MONITOR_DB_ACCESS,IN
FW000010896,2026-08-02 20:30:13+00:00,LPT-11928,Unknown,15.90.19.53,8443,53,TCP,ALLOW,42677043.2,19169486.0,SID170155,False,DENY_TELNET,United States
FW000028130,2026-08-13 16:40:33+00:00,LPT-10881,Unknown,172.16.42.3,80,3389,TCP,DENY,47425330.0,29111676.0,sid939190,False,Unknown,Russia
FW000022095,2026-08-23 09:07:15+00:00,LPT-10685,172.16.129.197,192.168.173.149,443,443,TCP,DENY,18121728.0,2232749.0,SID276948,False,ALLOW_WEB,ind
FW000003599,2026-08-13 10:23:00+00:00,VDR-11883,145.14.76.26,192.168.166.158,80,445,TCP,ALLOW,15277479.0,5034294.0,SID198415,False,ALLOW_INTERNAL_DNS,Unknown
FW000029960,2026-08-14 00:00:00+00:00,VDR_11910,192.168.226.120,10.117.230.0,443,3306,TCP,DENY,36791258.0,24526192.64,Unknown,False,Unknown,Unknown
FW000001481,2026-09-07 01:07:41+00:00,LPT-11824,158.105.227.220,115.159.200.7,3389,53,TCP,ALLOW,42700553.0,24526192.64,SID498906,False,UNKNOWN,IN
FW000015501,2026-09-04 15:39:58+00:00,VDR-12958,Unknown,57.201.149.232,443,53,TCP,ALLOW,24819643.22,24526192.64,Unknown,False,ALLOW_INTERNAL_DNS,US
FW000018938,Unknown,VDR-10152,192.168.145.226,Unknown,53,443,TCP,ALLOW,43756698.0,12691963.0,SID305985,False,block_tor_exit,RU
FW000007411,2026-08-31 15:47:18+00:00,VDR-12241,172.16.201.110,110.112.60.21,22,443,TCP,ALLOW,49503272.96,24526192.64,SID706395,False,ALLOW_INTERNAL_DNS,Unknown
FW000025168,2026-08-18 08:55:00+00:00,LPT-12778,192.168.101.238,Unknown,3389,3306,ICMP,DENY,24819643.22,24526192.64,SID865445,True,allow_office_apps,unknown
FW000015537,2026-08-23 07:18:07+00:00,WS-10155,Unknown,Unknown,22,135,UDP,ALLOW,22892422.0,12674312.0,SID730416,False,MONITOR_DB_ACCESS,Unknown
FW000016079,2026-08-03 15:38:27+00:00,LPT-12840,Unknown,Unknown,445,80,TCP,ALLOW,24819643.22,24526192.64,SID535925,True,DENY_TELNET,US
FW000006279,2026-08-30 17:25:10+00:00,VDR-11404,192.168.105.63,Unknown,445,443,TCP,ALLOW,32516190.0,24526192.64,SID252819,False,ALLOW_INTERNAL_DNS,Russia
FW000000082,Unknown,lpt-12752,172.16.180.142,Unknown,445,8080,UDP,ALLOW,9009364.0,9714393.0,SID683136,False,ALLOW_INTERNAL_DNS,CN
FW000025439,Unknown,LPT-12739,192.168.74.94,Unknown,443,443,UDP,ALLOW,3341932.0,40718752.0,SID808984,False,BLOCK_EXTERNAL_RDP,RU
FW000013454,2026-08-24 00:05:28+00:00,LPT-11337,Unknown,220.250.142.228,445,8443,TCP,ALLOW,47671256.0,35118127.0,SID-957822,False,Unknown,Unknown
FW000028720,Unknown,vdr-12079,Unknown,172.16.236.1,443,53,TCP,ALLOW,28301066.24,24526192.64,SID572107,False,UNKNOWN,RU
FW000024871,2026-08-16 21:09:00+00:00,VDR-11811,49.146.142.220,49.122.0.18,135,80,TCP,ALLOW,19963965.0,24526192.64,SID103688,False,Unknown,Unknown
FW000013081,Unknown,LPT-12735,Unknown,192.168.204.135,80,443,TCP,ALLOW,24819643.22,24526192.64,SID475686,False,ALLOW_WEB,Russia
FW000027626,2026-08-12 14:10:09+00:00,VDR-10559,172.16.44.135,192.168.163.81,443,443,TCP,ALLOW,5691093.0,42205541.0,SID894905,False,allow_office_apps,Russia
FW000018857,2026-08-31 02:52:29+00:00,LPT-11528,185.51.197.14,Unknown,53,8080,TCP,ALLOW,24819643.22,16616060.0,SID284239,False,ALLOW_INTERNAL_DNS,Unknown
FW000018165,Unknown,LPT-11668,172.16.153.27,96.26.124.213,443,3306,UDP,DENY,17182056.0,24526192.64,SID342203,False,ALLOW_INTERNAL_DNS,China
FW000028891,2026-08-26 08:06:00+00:00,vdr-11669,41.243.174.149,218.109.174.7,443,443,UDP,ALLOW,24819643.22,24526192.64,SID654741,False,allow_office_apps,ind
FW000028232,2026-08-14 01:52:00+00:00,LPT-11440,192.168.226.126,Unknown,443,443,UDP,ALLOW,24819643.22,46049684.0,SID790686,False,allow_office_apps,CN
FW000003823,2026-08-17 12:16:10+00:00,VDR-11047,Unknown,Unknown,3306,80,TCP,ALLOW,9985208.0,25333596.16,SID343190,False,DENY_TELNET,unknown
FW000025306,2026-08-30 05:02:00+00:00,LPT-12575,172.16.58.72,192.168.164.161,8443,1433,TCP,ALLOW,8965324.8,24526192.64,Unknown,False,Unknown,unknown
FW000029059,2026-08-21 16:36:00+00:00,LPT-11662,Unknown,Unknown,8443,443,UDP,ALLOW,44391096.32,37020221.0,SID-591488,False,DENY_TELNET,US
FW000011245,2026-08-05 17:19:15+00:00,LPT-12043,Unknown,Unknown,443,3389,TCP,DENY,11961886.72,28681205.0,SID909888,False,MONITOR_DB_ACCESS,ind
FW000029972,2026-08-19 03:20:00+00:00,vdr-11639,Unknown,Unknown,443,53,ICMP,ALLOW,32318554.0,24526192.64,SID-875545,False,Unknown,United States
FW000021475,Unknown,WS-10714,Unknown,Unknown,53,443,UDP,ALLOW,1584948.0,7691805.0,SID120471,False,allow_office_apps,Russia
FW000019635,Unknown,WS-11759,Unknown,192.168.234.39,443,135,TCP,DENY,24819643.22,36406558.72,SID-826512,False,MONITOR_DB_ACCESS,India
FW000010248,Unknown,WS_10301,Unknown,192.168.129.131,443,443,UDP,ALLOW,24819643.22,35190210.56,Unknown,False,BLOCK_EXTERNAL_RDP,India
FW000005045,2026-08-17 10:25:21+00:00,LPT-12045,Unknown,Unknown,135,443,TCP,ALLOW,23603929.0,35940136.96,Unknown,False,BLOCK_EXTERNAL_RDP,Russia
FW000014347,2026-08-01 20:07:56+00:00,WS-11553,Unknown,Unknown,443,3389,UDP,ALLOW,24819643.22,24526192.64,SID354375,False,allow_office_apps,IN
FW000018425,2026-08-02 16:16:43+00:00,LPT-10254,Unknown,Unknown,80,22,TCP,ALLOW,41082632.0,25498340.0,SID930310,False,ALLOW_INTERNAL_DNS,IN
FW000003839,2026-08-22 00:00:00+00:00,VDR-10310,40.164.160.219,172.16.46.188,8080,8080,TCP,ALLOW,24819643.22,47846522.88,SID444593,False,block_tor_exit,IN
FW000006352,2026-08-11 07:12:53+00:00,WS-12518,119.133.113.97,Unknown,443,3306,TCP,ALLOW,26768048.0,24526192.64,SID869063,False,BLOCK_EXTERNAL_RDP,RU
FW000003232,2026-08-16 00:00:00+00:00,VDR-10315,Unknown,34.16.215.50,443,443,UDP,ALLOW,23173804.0,24526192.64,Unknown,True,UNKNOWN,United States
FW000000589,2026-07-08 00:00:00+00:00,Unknown,172.16.47.101,Unknown,25,80,TCP,ALLOW,32856086.0,13396752.0,SID961200,False,Unknown,India
FW000014341,2026-12-08 00:00:00+00:00,LPT-11333,Unknown,57.4.217.148,135,3306,TCP,ALLOW,20579506.0,38201008.0,SID-889673,False,MONITOR_DB_ACCESS,CN
FW000021709,2026-08-18 08:59:54+00:00,VDR-10387,223.118.252.250,59.104.15.33,443,443,TCP,ALLOW,34620863.0,35253195.0,SID336205,False,BLOCK_EXTERNAL_RDP,unknown
FW000028435,2026-08-26 09:28:57+00:00,LPT-12743,Unknown,172.16.189.100,22,25,TCP,DENY,24819643.22,49799499.0,SID131481,False,ALLOW_WEB,unknown
