event_id,timestamp,user_id,username,department,event_type,auth_method,source_ip,hostname,device_id,session_id,mfa_passed,failure_reason,risk_score,geo_location
IAM00015779,2026-08-27 15:26:15,EMP11597,ISHA.BHARGAVA57,IT,login_success,Certificate,192.168.60.148,LPT-11597,DEV97493,Unknown,True,Not Applicable,79.0,Maharashtra
IAM00013362,2026-08-10 01:37:18,EMP10952,januja.yadav88,Compliance,other,Certificate,10.145.39.0,VDR-10952,DEV37886,Unknown,False,Not Applicable,20.0,IN
IAM00009788,2026-08-08 04:52:04,EMP11076,bina.rana72,Legal,login_success,Biometric,192.168.186.187,WS-11076,DEV25163,SID692767,True,Not Applicable,43.0,Unknown
IAM00017699,2026-11-08 00:00:00,EMP11961,benjamin.srinivasan15,Customer Support,login_success,Biometric,Unknown,VDR-11961,DEV78664,SID387845,True,Not Applicable,90.0,Maharashtra
IAM00009951,2026-07-09 22:03:00,EMP10519,joshua.modi3,Sales,login_success,MFA,55.14.226.37,VDR-10519,DEV87640,SID838761,True,Not Applicable,28.0,remote
IAM00001712,Unknown,EMP10319,hredhaan.nagi88,R&D,login_success,otp,172.16.73.172,WS-10319,DEV74054,Unknown,True,Not Applicable,20.0,IN
IAM00015867,2026-08-17 17:37:58,EMP10852,janani.sen81,Operations,login_failed,Certificate,192.168.134.98,LPT-10852,DEV45918,Unknown,False,expired password,59.0,Maharashtra
IAM00008611,Unknown,EMP10204,zaitra.cherian56,Customer Support,login_success,Certificate,Unknown,LPT-10204,DEV77908,SID324271,True,Not Applicable,80.0,Punjab
IAM00017310,2026-08-24 10:14:34,EMP12219,dalaja_lata76,Legal,login_success,Password,192.168.104.111,WS-12219,DEV33203,SID395474,False,Not Applicable,95.0,UNKNOWN
IAM00004331,2026-09-07 09:00:02,EMP12290,QADIM.BEDI12,Legal,login_failed,Password,Unknown,WS-12290,DEV59560,Unknown,True,bad token,2.0,Unknown
IAM00001823,2026-09-07 01:17:14,EMP11162,jasmit.keer54,Finance,other,otp,127.128.250.8,LPT-11162,DEV39710,Unknown,False,Not Applicable,50.0,Unknown
IAM00005412,2026-08-25 16:20:26,EMP11038,samaksh.acharya5,Unknown,login_success,Biometric,Unknown,VDR-11038,DEV53082,SID781086,True,Not Applicable,72.0,remote
IAM00012766,2026-08-01 07:07:29,EMP12777,yamini.lal74,R&D,login_failed,otp,172.16.173.66,VDR-12777,DEV81246,Unknown,False,invalid credentials,59.0,Delhi
IAM00010978,Unknown,EMP12225,pavani.memon61,Finance,login_success,Password,Unknown,VDR-12225,DEV90088,SID729183,True,Not Applicable,86.0,India
IAM00014397,2026-08-23 02:35:43,EMP11012,Unknown,R&D,login_success,Password,59.67.182.192,VDR-11012,DEV11447,SID487340,True,Not Applicable,50.0,Unknown
IAM00011572,2026-08-09 15:23:00,EMP11984,imaran.sankar8,Legal,login_failed,otp,172.16.96.36,LPT-11984,DEV83126,Unknown,False,Unknown,55.0,UNKNOWN
IAM00006861,2026-08-31 09:05:00,EMP11226,Unknown,Legal,other,Password,Unknown,LPT-11226,DEV46040,Unknown,True,Not Applicable,50.0,UNKNOWN
IAM00015960,2026-08-10 15:09:37,EMP12400,peter.sama77,Unknown,login_success,Certificate,Unknown,VDR-12400,DEV54989,SID984366,True,Not Applicable,50.0,Delhi
IAM00010786,2026-09-05 04:37:17,EMP12794,madhav.char94,Human Resources,login_success,Certificate,Unknown,WS-12794,DEV44153,Unknown,True,Not Applicable,47.0,UNKNOWN
IAM00000509,2026-08-28 13:16:27,EMP12424,HAMSINI.CHAUDHRY50,Marketing,login_success,otp,Unknown,Unknown,DEV98305,Unknown,False,Not Applicable,50.0,UNKNOWN
IAM00004905,2026-08-21 18:46:13,EMP12702,SAMUEL.DUBEY7,Unknown,other,otp,Unknown,LPT-12702,DEV34262,Unknown,False,Not Applicable,92.0,India
IAM00016839,2026-09-07 12:22:51,EMP12012,chakradhar.koshy22,Procurement,login_success,SSO,19.148.31.145,VDR-12012,DEV74396,SID158799,True,Not Applicable,50.0,Delhi
IAM00000850,2026-09-02 01:22:29,EMP11671,viraj.chaudhuri89,Marketing,login_failed,Biometric,216.60.128.57,WS-11671,DEV77185,SID950994,False,account locked,34.0,India
IAM00019948,Unknown,EMP12546,reva.nayak73,Unknown,login_success,SSO,15.121.65.246,WS-12546,DEV38336,SID505106,True,Not Applicable,80.0,remote
IAM00014443,2026-09-08 07:25:14,EMP12948,aadi.mohan96,Operations,login_failed,Certificate,Unknown,VDR-12948,DEV37300,SID948393,False,account locked,80.0,India
IAM00011920,2026-08-17 00:00:00,EMP10099,dev.kanda57,R&D,login_success,Certificate,Unknown,VDR-10099,DEV89806,SID601631,True,Not Applicable,20.0,IN
IAM00015112,2026-08-16 00:00:00,EMP10033,EKANTA.CHADHA10,IT,login_failed,otp,172.16.218.249,VDR-10033,DEV23104,Unknown,True,timeout,73.0,UNKNOWN
IAM00015095,Unknown,EMP10129,HARSH.SHUKLA46,Unknown,other,Certificate,101.40.69.139,LPT-10129,DEV26011,Unknown,False,Not Applicable,50.0,IN
IAM00012388,2026-09-09 15:54:16,EMP12531,vincent.bora29,Sales,login_success,SSO,82.226.255.91,WS-12531,DEV72245,SID242857,True,Not Applicable,29.0,Punjab
IAM00008177,2026-08-30 00:00:00,EMP11456,dev_kata13,Legal,login_success,MFA,172.16.28.214,WS-11456,DEV26874,SID775920,True,Not Applicable,34.0,DL
IAM00008684,2026-08-14 13:06:36,EMP11190,yuvraj.mistry78,Customer Support,login_failed,Password,Unknown,LPT-11190,Unknown,Unknown,False,Unknown,79.0,Maharashtra
IAM00006812,2026-08-19 01:02:00,EMP12503,gautam.sastry56,Call Center,login_success,SSO,172.16.178.86,LPT-12503,DEV85775,Unknown,False,Not Applicable,50.0,UNKNOWN
IAM00011474,2026-09-05 20:09:38,EMP11966,varsha.bhakta93,Finance,login_success,Biometric,192.168.62.104,VDR-11966,Unknown,SID256309,True,Not Applicable,50.0,UNKNOWN
IAM00013185,2026-04-09 15:36:00,EMP11298,harrison.varughese13,Procurement,login_success,SSO,172.16.141.34,VDR-11298,Unknown,SID764162,True,Not Applicable,50.0,Punjab
IAM00002086,Unknown,EMP10480,kamya.taneja57,Sales,login_failed,SSO,192.168.142.90,VDR-10480,DEV81645,Unknown,False,wrong_password,10.0,India
IAM00004634,2026-09-08 01:27:00,EMP10301,ABEER.BHATNAGAR33,Unknown,login_success,Password,Unknown,WS-10301,Unknown,Unknown,False,Not Applicable,52.0,Unknown
IAM00005399,2026-09-09 00:00:00,EMP10958,azaan_sampath86,Unknown,login_failed,Biometric,172.16.225.35,WS-10958,DEV88815,Unknown,True,account locked,96.0,PB
IAM00009169,Unknown,EMP11928,Unknown,Unknown,login_success,MFA,Unknown,LPT-11928,DEV15769,SID464939,True,Not Applicable,100.0,Delhi
IAM00000653,2026-08-13 00:55:00,EMP10313,nathaniel.seshadri86,Unknown,login_success,otp,Unknown,WS-10313,DEV88246,SID505838,True,Not Applicable,84.0,DL
IAM00018610,2026-08-21 00:00:00,EMP10872,vanya.upadhyay82,Innovation,login_failed,Biometric,192.168.233.192,LPT-10872,DEV17152,SID435354,False,Unknown,50.0,DL
IAM00019936,Unknown,EMP12109,nitesh.deol94,Unknown,login_success,otp,114.243.16.200,LPT-12109,DEV87692,SID532200,True,Not Applicable,58.0,Punjab
IAM00008206,2026-08-13 00:00:00,EMP11359,gaurika.patla96,Unknown,login_failed,otp,37.149.190.206,LPT-11359,DEV66547,Unknown,True,Unknown,50.0,Unknown
IAM00012368,2026-09-02 22:02:36,EMP12113,akshay.dugal56,Finance,login_failed,Certificate,172.16.216.161,VDR-12113,DEV98652,Unknown,True,expired password,50.0,IN
IAM00019506,2026-08-17 14:13:12,EMP11560,osha.nadig17,Operations,login_success,SSO,172.16.55.163,VDR-11560,DEV29034,SID112127,True,Not Applicable,10.0,IN
IAM00002528,2026-08-30 13:24:00,EMP10653,qasim.gole57,Human Resources,login_failed,otp,10.69.203.0,LPT-10653,DEV42075,Unknown,True,timeout,90.0,Unknown
IAM00013507,2026-08-24 00:00:00,EMP11359,gaurika_patla96,Human Resources,login_success,Biometric,192.168.136.13,LPT-11359,DEV66547,SID439670,False,Not Applicable,18.0,Punjab
IAM00012340,2026-09-08 16:55:48,EMP10638,onkar.vohra62,Finance,other,SSO,Unknown,VDR-10638,DEV71441,Unknown,False,Not Applicable,0.0,Delhi
IAM00001656,2026-08-28 14:05:06,EMP12567,sara_borah1,IT,login_success,Biometric,Unknown,VDR-12567,DEV78025,Unknown,True,Not Applicable,9.0,India
IAM00006882,2026-08-07 13:29:29,EMP11600,gagan.mitter67,Procurement,login_success,Biometric,103.29.255.72,VDR-11600,DEV60738,SID434285,True,Not Applicable,9.0,DL
IAM00006869,2026-09-04 16:41:41,EMP12288,vasatika_ravi8,Unknown,other,otp,172.16.242.147,WS-12288,DEV69889,Unknown,False,Not Applicable,6.0,Delhi
IAM00011175,2026-09-08 00:36:50,EMP11827,aditya.krishnan20,Legal,login_success,Certificate,Unknown,Unknown,DEV37605,SID360855,True,Not Applicable,33.0,PB
IAM00009833,2026-08-19 00:00:00,EMP12111,chatresh.krish60,Sales,other,MFA,16.166.174.78,LPT-12111,DEV47712,Unknown,False,Not Applicable,50.0,India
IAM00003159,2026-08-01 09:54:45,EMP11176,saanvi.dass2,Procurement,login_success,Certificate,131.120.179.176,LPT-11176,DEV71573,SID256777,True,Not Applicable,57.0,PB
IAM00015683,2026-08-20 00:00:00,EMP12251,isaac.rajagopal76,Brand,login_success,MFA,172.16.107.158,VDR-12251,Unknown,Unknown,True,Not Applicable,96.0,UNKNOWN
IAM00007706,2026-09-01 12:22:28,EMP12233,manan.apte72,Operations,login_failed,SSO,Unknown,VDR-12233,DEV28461,Unknown,False,invalid credentials,85.0,UNKNOWN
IAM00005583,2026-08-30 00:00:00,EMP12102,gaurang.cheema44,Operations,login_success,Password,Unknown,LPT-12102,DEV99712,Unknown,False,Not Applicable,50.0,Maharashtra
IAM00007530,2026-08-19 18:55:48,EMP12959,libni.lala75,Unknown,login_success,otp,Unknown,VDR-12959,Unknown,SID417064,True,Not Applicable,71.0,DL
IAM00011967,2026-08-09 00:00:00,EMP11227,omya.mutti75,Unknown,login_failed,SSO,172.16.240.63,VDR-11227,DEV26080,SID445916,False,MFA failed,19.0,UNKNOWN
IAM00016876,2026-08-11 23:33:36,EMP10017,vritti_sengupta40,Sales,login_success,SSO,191.138.141.150,VDR-10017,DEV20322,SID504853,True,Not Applicable,23.0,IN
IAM00012944,2026-08-21 00:00:00,EMP11948,kamya.ram56,Sales,login_success,Certificate,162.34.221.167,WS-11948,DEV20769,SID325439,False,Not Applicable,14.0,PB
IAM00015091,2026-08-23 00:00:00,EMP12402,oni.mander24,Human Resources,login_failed,otp,Unknown,LPT-12402,DEV16179,SID290597,False,expired password,57.0,India
IAM00011918,Unknown,EMP10109,warda.raju69,Legal,login_failed,Certificate,172.16.165.134,VDR-10109,DEV73956,Unknown,True,expired password,50.0,remote
IAM00015587,2026-08-04 15:37:08,EMP11619,ekiya.banik24,Procurement,login_failed,Biometric,Unknown,LPT-11619,DEV75228,Unknown,False,wrong_password,50.0,India
IAM00007525,2026-08-16 01:10:12,EMP11555,urmi.master69,Unknown,login_success,Password,203.156.165.28,VDR-11555,DEV93473,Unknown,True,Not Applicable,25.0,remote
IAM00016352,2026-02-08 00:00:00,EMP12956,chanchal.sandal62,Support,other,Biometric,172.16.126.102,VDR-12956,DEV23616,Unknown,False,Not Applicable,50.0,Delhi
IAM00017248,Unknown,EMP12611,zaid.mangat27,Marketing,login_success,MFA,44.95.48.76,LPT-12611,Unknown,SID848827,True,Not Applicable,56.0,Unknown
IAM00014132,2026-08-12 04:13:03,EMP10002,XALAK.TIWARI72,Sales,login_failed,MFA,172.16.92.67,LPT-10002,DEV68878,Unknown,False,bad token,36.0,Maharashtra
IAM00009800,2026-08-27 03:36:11,EMP12315,laksh.sama59,Sales,login_success,MFA,172.16.132.238,Unknown,Unknown,Unknown,True,Not Applicable,30.0,Punjab
IAM00006365,2026-09-07 22:01:25,EMP11349,widisha.basak76,Unknown,other,Password,172.16.164.171,LPT-11349,DEV51039,Unknown,False,Not Applicable,92.0,Unknown
IAM00019159,2026-08-15 01:22:00,EMP12439,zinal_agarwal70,Legal,login_success,Password,Unknown,WS-12439,DEV23730,SID693520,True,Not Applicable,27.0,PB
IAM00017839,Unknown,EMP12767,pahal.chokshi86,Finance,login_success,Certificate,192.168.179.212,LPT-12767,DEV43629,SID119894,True,Not Applicable,83.0,remote
IAM00013667,2026-08-24 08:51:33,EMP11360,OSHA.DUTTA17,Support,login_failed,otp,192.168.110.217,WS-11360,DEV56447,SID158974,False,unknown user,100.0,Punjab
IAM00013616,2026-08-31 09:23:38,EMP11957,noah.tailor28,Unknown,other,Password,172.16.138.117,WS-11957,DEV39585,Unknown,True,Not Applicable,50.0,IN
IAM00009023,2026-09-04 06:37:08,EMP12591,gavin.golla57,Legal,login_failed,Certificate,Unknown,VDR-12591,DEV49301,Unknown,False,bad token,91.0,UNKNOWN
IAM00018127,2026-08-21 05:18:46,EMP10836,mahika_dube81,Support,login_success,Password,Unknown,WS-10836,Unknown,SID263172,True,Not Applicable,52.0,ind
IAM00008170,2026-09-02 10:03:58,EMP11359,gaurika.patla96,Human Resources,other,Password,129.57.135.216,LPT-11359,DEV66547,Unknown,False,Not Applicable,12.0,Delhi
IAM00005844,2026-08-16 07:18:02,EMP11583,hemang.bansal35,Human Resources,login_success,SSO,Unknown,VDR-11583,Unknown,SID419604,False,Not Applicable,56.0,PB
IAM00004780,2026-08-17 15:38:09,EMP12277,luke.puri22,Human Resources,login_success,Certificate,192.168.219.157,VDR-12277,DEV15827,SID614585,True,Not Applicable,78.0,Unknown
IAM00006645,2026-09-08 08:20:00,EMP12762,nathaniel.jhaveri55,Unknown,login_failed,Password,207.82.71.235,LPT-12762,DEV79833,Unknown,True,Unknown,71.0,India
IAM00011595,2026-08-07 14:00:10,EMP10436,omkaar.pau69,Unknown,login_success,MFA,113.162.155.185,WS-10436,DEV79603,SID803622,True,Not Applicable,55.0,India
IAM00006218,2026-09-02 06:49:30,EMP12109,nitesh_deol94,Unknown,login_success,otp,172.16.223.249,LPT-12109,DEV87692,SID107252,True,Not Applicable,50.0,remote
IAM00006913,2026-08-08 23:51:59,EMP10335,fariq.saxena84,Unknown,login_success,Biometric,192.168.103.29,Unknown,Unknown,SID878279,True,Not Applicable,5.0,ind
IAM00002060,2026-08-16 06:48:25,EMP10773,banjeet.trivedi73,Finance,login_failed,MFA,Unknown,WS-10773,DEV39724,Unknown,False,wrong_password,48.0,Unknown
IAM00010502,2026-08-17 16:40:59,EMP12049,kalpit.bahri99,Operations,login_failed,MFA,192.168.242.179,LPT-12049,Unknown,SID-602153,False,unknown user,21.0,Maharashtra
IAM00008119,2026-08-25 19:42:49,EMP12750,darika.parekh27,IT Support,other,Biometric,192.168.164.62,VDR-12750,Unknown,Unknown,True,Not Applicable,1.0,IN
IAM00019434,Unknown,EMP10863,benjamin.rajan54,Unknown,login_failed,Password,192.168.15.24,LPT-10863,DEV13771,Unknown,True,Unknown,99.0,PB
IAM00018491,2026-08-06 17:52:26,EMP11600,gagan_mitter67,Unknown,login_success,Password,172.16.147.1,VDR-11600,DEV60738,SID639941,True,Not Applicable,8.0,Maharashtra
IAM00006007,2026-08-09 01:37:30,EMP11528,udyati.thaker20,Unknown,login_success,Password,113.224.71.66,LPT-11528,DEV83641,SID585407,True,Not Applicable,8.0,UNKNOWN
IAM00006945,2026-08-27 18:57:59,EMP12258,Unknown,Unknown,login_failed,MFA,192.168.226.84,LPT-12258,DEV57362,Unknown,True,Unknown,78.0,UNKNOWN
IAM00018959,2026-08-20 00:36:12,EMP10000,vrinda.dua82,Human Resources,other,Biometric,Unknown,WS-10000,Unknown,Unknown,False,Not Applicable,51.0,PB
IAM00010135,Unknown,EMP11720,faqid.dixit37,R&D,other,SSO,Unknown,VDR-11720,DEV95381,Unknown,True,Not Applicable,80.0,Punjab
IAM00011180,2026-08-03 00:00:00,EMP12499,naveen.borah10,Unknown,login_success,Biometric,172.16.198.241,VDR-12499,Unknown,Unknown,True,Not Applicable,12.0,Maharashtra
IAM00014858,2026-08-12 19:07:43,EMP12699,edhitha.balasubramanian33,Finance,login_success,MFA,Unknown,LPT-12699,DEV31302,SID609277,True,Not Applicable,73.0,Unknown
IAM00010609,2026-08-22 18:16:32,EMP11822,chatresh.cheema43,Procurement,login_success,SSO,Unknown,VDR-11822,Unknown,SID252897,True,Not Applicable,62.0,Unknown
IAM00003877,2026-08-17 01:08:54,EMP12418,Unknown,Marketing,login_success,MFA,192.168.131.170,WS-12418,DEV59411,Unknown,True,Not Applicable,64.0,Maharashtra
IAM00018061,Unknown,EMP11993,yashodhara.baria35,IT,login_success,otp,Unknown,LPT-11993,DEV72707,Unknown,True,Not Applicable,28.0,Punjab
IAM00006631,2026-09-05 09:08:17,EMP12952,chakrika.ratta76,R&D,login_failed,Biometric,Unknown,WS-12952,Unknown,Unknown,False,unknown user,40.0,IN
IAM00005081,2026-08-05 00:00:00,EMP10153,arunima.lanka10,Unknown,login_failed,Password,Unknown,VDR-10153,Unknown,Unknown,False,MFA failed,50.0,Unknown
IAM00001996,Unknown,EMP12043,wakeeta.nigam43,Supply Chain,login_failed,otp,Unknown,LPT-12043,Unknown,Unknown,False,account locked,63.0,Unknown
IAM00014659,Unknown,EMP10256,NAVEEN.BHAGAT32,Unknown,login_success,Certificate,172.16.74.114,WS-10256,DEV34704,SID220994,False,Not Applicable,94.0,Maharashtra
IAM00019032,2026-08-11 19:32:59,EMP10377,balvan.sodhi68,Unknown,login_success,SSO,59.75.185.98,LPT-10377,Unknown,SID113052,True,Not Applicable,93.0,UNKNOWN
IAM00008826,Unknown,EMP12069,rishi.thaker79,Sales,login_success,SSO,Unknown,LPT-12069,DEV65980,SID848308,True,Not Applicable,50.0,Unknown
IAM00018371,2026-08-21 11:14:00,EMP10229,bhavna.dass88,Brand,login_failed,Password,Unknown,LPT-10229,DEV42311,Unknown,False,Unknown,50.0,India
IAM00008347,Unknown,EMP12678,aadhya.saraf43,Procurement,login_failed,otp,192.168.238.153,VDR-12678,DEV88793,SID-795766,False,timeout,62.0,Unknown
IAM00004427,2026-01-08 06:55:00,EMP12072,vrinda.sankar60,Unknown,login_failed,Password,Unknown,WS-12072,DEV47990,SID787080,False,wrong_password,2.0,ind
IAM00018554,2026-08-13 14:47:00,EMP12632,rachita.mall3,Human Resources,login_failed,SSO,Unknown,WS-12632,DEV44023,Unknown,False,OTP expired,50.0,India
IAM00014974,2026-06-08 07:19:00,EMP12855,yahvi.sinha85,Operations,login_success,SSO,192.168.99.219,WS-12855,DEV63952,SID964526,True,Not Applicable,8.0,Maharashtra
IAM00017822,2026-08-25 14:53:06,EMP10617,gaurav_rajagopal62,Unknown,login_success,Biometric,Unknown,WS-10617,DEV95491,SID828735,True,Not Applicable,22.0,Delhi
IAM00004540,2026-09-07 14:11:21,EMP12694,chaitaly_dugal25,Customer Support,login_failed,MFA,192.168.35.130,WS-12694,DEV67310,Unknown,True,invalid credentials,17.0,IN
IAM00005355,2026-08-21 08:30:33,EMP12961,chatura.char56,Operations,login_success,MFA,172.16.60.36,LPT-12961,DEV98510,Unknown,False,Not Applicable,48.0,UNKNOWN
IAM00007382,Unknown,EMP11222,vasatika.saraf30,Human Resources,login_success,SSO,Unknown,LPT-11222,DEV92764,SID269984,True,Not Applicable,37.0,UNKNOWN
IAM00019209,2026-08-30 00:00:00,EMP12776,ABEER.BHATT30,Unknown,login_success,Certificate,Unknown,Unknown,Unknown,SID902162,True,Not Applicable,90.0,UNKNOWN
IAM00017554,Unknown,EMP12093,aadhya_bahri88,Legal,login_failed,Biometric,172.16.124.118,WS-12093,DEV11145,SID583690,True,account locked,49.0,UNKNOWN
IAM00007058,2026-08-20 06:43:00,EMP10644,JANANI.RAJAGOPALAN6,Support,login_success,Biometric,172.16.159.234,VDR-10644,DEV16461,Unknown,True,Not Applicable,63.0,IN
IAM00016177,2026-06-08 00:00:00,EMP10650,darika.sha73,Unknown,login_failed,Biometric,172.16.182.31,LPT-10650,DEV33444,Unknown,False,Unknown,79.0,Unknown
IAM00003079,Unknown,EMP10463,isha.padmanabhan86,Unknown,login_success,MFA,Unknown,LPT-10463,DEV39218,SID533872,False,Not Applicable,55.0,DL
IAM00009119,2026-01-08 00:00:00,EMP11298,harrison.varughese13,Procurement,login_success,MFA,Unknown,VDR-11298,DEV46068,SID-103421,True,Not Applicable,50.0,Delhi
IAM00012801,2026-08-28 00:00:00,EMP10648,TRIPTI.KARPE21,Human Resources,login_success,MFA,192.168.137.211,VDR-10648,DEV68903,SID591756,True,Not Applicable,3.0,Maharashtra
IAM00015862,2026-08-23 02:56:00,EMP10437,wazir.parikh32,Sales,login_success,otp,Unknown,LPT-10437,DEV23462,SID156461,True,Not Applicable,86.0,Unknown
IAM00001002,2026-08-26 17:40:11,EMP10813,ekaraj.anand61,Unknown,login_failed,otp,192.168.32.148,VDR-10813,DEV74441,Unknown,False,invalid credentials,3.0,DL
IAM00011431,2026-09-01 18:21:57,EMP11173,adya.mutti71,Unknown,login_success,Certificate,110.220.26.207,LPT-11173,DEV17322,SID250423,True,Not Applicable,50.0,UNKNOWN
IAM00017984,Unknown,EMP12425,jeet.rajagopalan64,R&D,login_failed,otp,201.171.95.15,LPT-12425,DEV51114,SID186676,False,OTP expired,63.0,DL
IAM00008271,2026-03-08 14:14:00,EMP10912,mohammed.devan20,Operations,login_success,Certificate,Unknown,LPT-10912,DEV26119,SID851087,True,Not Applicable,91.0,DL
IAM00019388,2026-08-26 01:26:57,EMP11642,samesh.tandon65,Human Resources,login_failed,Password,175.58.151.107,VDR-11642,DEV35472,SID806678,False,MFA failed,95.0,India
IAM00010562,2026-07-08 00:00:00,EMP11216,kamya.pandya54,Sales,login_success,Password,171.175.172.237,WS-11216,DEV82297,SID707190,True,Not Applicable,12.0,PB
IAM00013886,2026-08-25 17:36:00,EMP12389,ryan.borah18,Operations,login_failed,otp,44.239.85.26,Unknown,DEV38249,SID880124,False,timeout,84.0,Maharashtra
IAM00016088,2026-08-13 00:00:00,EMP10747,YASHICA.PATLA7,Unknown,login_failed,Password,Unknown,WS-10747,Unknown,SID238745,True,Unknown,51.0,remote
IAM00015029,2026-08-13 21:49:44,EMP10709,christopher.rajagopal44,Unknown,login_success,SSO,157.157.23.17,LPT-10709,DEV75004,SID906334,True,Not Applicable,50.0,Delhi
IAM00000086,2026-09-01 00:00:00,EMP11581,onkar_mital36,Unknown,login_success,Biometric,Unknown,VDR-11581,Unknown,SID432565,True,Not Applicable,55.0,Unknown
IAM00016312,2026-08-19 06:01:00,EMP11408,balendra.dixit9,IT,login_failed,Certificate,Unknown,LPT-11408,DEV36118,Unknown,False,invalid credentials,73.0,DL
IAM00008673,2026-08-16 08:59:00,EMP10307,gavin.rama19,Operations,login_success,Certificate,172.16.105.154,WS-10307,DEV37114,SID669684,True,Not Applicable,20.0,Maharashtra
IAM00015790,2026-08-15 16:43:00,EMP12356,vasatika.dhar45,R&D,login_success,SSO,172.16.118.192,WS-12356,DEV83798,SID919299,True,Not Applicable,60.0,India
IAM00002621,2026-08-10 23:59:44,EMP10985,maanas.nori15,Finance,login_success,MFA,71.204.191.161,LPT-10985,Unknown,SID185305,True,Not Applicable,79.0,UNKNOWN
IAM00001319,Unknown,EMP12824,dominic.borde50,Unknown,login_failed,otp,10.241.71.0,LPT-12824,DEV47144,SID185742,False,wrong_password,50.0,Unknown
IAM00009975,2026-08-18 08:04:38,EMP12836,avi.babu51,Unknown,login_failed,Password,Unknown,VDR-12836,DEV71434,SID350923,False,wrong_password,95.0,Maharashtra
IAM00015143,2026-08-30 00:00:00,EMP10319,hredhaan.nagi88,R&D,login_success,Biometric,192.168.77.82,WS-10319,Unknown,Unknown,False,Not Applicable,96.0,ind
IAM00017955,2026-08-06 16:41:00,EMP11861,WAZIR.KHATRI54,Unknown,login_success,MFA,Unknown,VDR-11861,DEV93888,SID180426,True,Not Applicable,52.0,UNKNOWN
IAM00000121,2026-06-08 08:24:00,EMP11005,xalak.gill58,Customer Support,login_success,otp,40.57.173.157,LPT-11005,DEV85695,SID799094,True,Not Applicable,50.0,ind
IAM00006337,2026-08-06 01:20:18,EMP12851,kamala.raman22,Unknown,login_failed,Biometric,154.141.18.231,WS-12851,DEV27730,Unknown,False,Unknown,83.0,remote
IAM00019086,2026-06-08 00:00:00,EMP10275,ira.ravi81,Sales,login_failed,MFA,192.168.189.192,LPT-10275,DEV11198,Unknown,False,wrong_password,50.0,ind
IAM00014754,2026-09-02 12:06:12,EMP11869,Unknown,Unknown,login_success,Biometric,172.16.161.93,LPT-11869,DEV81474,SID212917,False,Not Applicable,39.0,Punjab
IAM00011650,2026-08-17 22:46:00,EMP12111,CHATRESH.KRISH60,Sales,login_success,Password,170.181.22.85,LPT-12111,DEV47712,SID462340,True,Not Applicable,50.0,Unknown
IAM00000900,2026-08-19 03:18:55,EMP11866,leena.sankaran10,Unknown,login_failed,Password,172.16.116.248,LPT-11866,DEV41398,Unknown,False,account locked,92.0,IN
IAM00015142,Unknown,EMP11776,amrita.hayer9,Marketing,login_success,Certificate,Unknown,WS-11776,DEV87913,SID135669,False,Not Applicable,50.0,Delhi
IAM00008487,2026-08-09 19:08:01,EMP12548,nachiket.singh66,R&D,login_success,SSO,Unknown,WS-12548,Unknown,SID534426,True,Not Applicable,7.0,Maharashtra
IAM00015230,2026-04-09 00:00:00,EMP12051,warda.dey18,Innovation,login_success,Certificate,Unknown,WS-12051,DEV97728,SID848193,True,Not Applicable,50.0,India
IAM00007892,2026-08-22 00:00:00,EMP12629,wahab.gupta10,IT,login_success,SSO,Unknown,LPT-12629,DEV16140,SID701514,True,Not Applicable,23.0,Delhi
IAM00011148,2026-08-15 11:49:32,EMP11687,wridesh.karpe22,IT,login_failed,Password,Unknown,WS-11687,DEV70508,SID-701063,False,Unknown,50.0,Delhi
IAM00006853,2026-08-28 11:59:33,EMP11162,jasmit.keer54,Finance,login_success,Biometric,Unknown,LPT-11162,DEV39710,SID428560,True,Not Applicable,33.0,Delhi
IAM00017156,2026-08-17 08:47:00,EMP11865,rehaan.gola27,Finance,login_success,otp,Unknown,WS-11865,DEV50565,SID246265,True,Not Applicable,35.0,Unknown
IAM00011575,2026-08-01 23:04:32,EMP10391,chaman.bhakta14,IT,login_success,Password,Unknown,WS-10391,DEV65004,SID178104,False,Not Applicable,71.0,Unknown
IAM00008198,2026-08-30 17:00:14,EMP12273,ekaraj.kumar45,Unknown,login_success,otp,Unknown,Unknown,Unknown,SID405430,False,Not Applicable,54.0,India
IAM00017558,Unknown,EMP10141,nidhi.murty96,Operations,login_success,MFA,Unknown,LPT-10141,Unknown,SID878684,True,Not Applicable,38.0,IN
IAM00007697,Unknown,EMP11867,balveer.bandi35,Unknown,login_failed,Password,172.16.108.50,WS-11867,Unknown,Unknown,True,account locked,82.0,Punjab
IAM00004843,2026-08-06 21:39:37,EMP12345,edhitha.dugal87,Unknown,login_failed,Biometric,Unknown,WS-12345,DEV12216,Unknown,False,wrong_password,80.0,Delhi
IAM00001625,2026-09-06 00:00:00,EMP12610,VASUDHA.RAJ58,Call Center,login_failed,Password,153.228.83.233,VDR-12610,Unknown,Unknown,False,Unknown,50.0,DL
IAM00006299,2026-11-08 00:00:00,EMP11071,faqid.dani64,Unknown,login_success,Biometric,Unknown,VDR-11071,DEV81925,SID384653,False,Not Applicable,50.0,DL
IAM00017738,2026-07-08 00:00:00,EMP12965,ijaya.narasimhan36,IT,other,otp,Unknown,LPT-12965,DEV86953,Unknown,True,Not Applicable,25.0,Unknown
